gene	orig.ident	first_type	n_high_spots	n_other_spots	high_neighbor_fraction	other_neighbor_fraction	delta_neighbor_fraction	enrichment_ratio
KCNE4	IU_PDA_T1	B cells	34	3496	0.02745098039215686	0.010888634630053412	0.01656234576210345	2.507225084798633
KCNE4	IU_PDA_T1	DCs	34	3496	0.013725490196078431	0.010659801678108339	0.0030656885179700926	1.2849205412593687
KCNE4	IU_PDA_T1	SPP1-TAM	34	3496	0.0	0.0017543859649122805	-0.0017543859649122805	0.05392620624408705
KCNE4	IU_PDA_T1	PVL	34	3496	0.0	0.00644546147978642	-0.00644546147978642	0.015277761592336653
KCNE4	IU_PDA_T1	C1Q-TAM	34	3496	0.00392156862745098	0.010278413424866531	-0.006356844797415551	0.38749358527338673
KCNE4	IU_PDA_T1	CD4+ cells	34	3496	0.00196078431372549	0.002288329519450799	-0.000327545205725309	0.8628559404982656
KCNE4	IU_PDA_T1	FCN1-TAM	34	3496	0.01568627450980392	0.004328756674294424	0.011357517835509498	3.564493529624529
KCNJ15	IU_PDA_T1	myCAF	20	3510	0.8433333333333334	0.8991642924976337	-0.055830959164300364	0.9379148492494521
KCNJ15	IU_PDA_T1	Tumor Epithelial cells	20	3510	0.023333333333333334	0.027692307692307797	-0.004358974358974463	0.843158963003964
KCNJ15	IU_PDA_T1	Normal Epithelial cells	20	3510	0.006666666666666666	0.011547958214624897	-0.00488129154795823	0.580931571180484
KCNJ15	IU_PDA_T1	iCAF	20	3510	0.05333333333333333	0.014662867996201423	0.03867046533713191	3.6194412459071
KCNJ15	IU_PDA_T1	B cells	20	3510	0.03333333333333334	0.010921177587844272	0.02241215574548907	3.033553634977119
KCNJ15	IU_PDA_T1	DCs	20	3510	0.019999999999999997	0.010636277302943994	0.009363722697056003	1.8721573067499269
KCNJ15	IU_PDA_T1	SPP1-TAM	20	3510	0.0	0.0017473884140550805	-0.0017473884140550805	0.0541304683082301
KCNJ15	IU_PDA_T1	PVL	20	3510	0.0	0.00641975308641975	-0.00641975308641975	0.015338004165877682
KCNJ15	IU_PDA_T1	C1Q-TAM	20	3510	0.003333333333333333	0.010256410256410275	-0.006923076923076942	0.3315177024015839
KCNJ15	IU_PDA_T1	CD4+ cells	20	3510	0.003333333333333333	0.0022792022792022773	0.0010541310541310558	1.443060711292062
KCNJ15	IU_PDA_T1	FCN1-TAM	20	3510	0.013333333333333332	0.00438746438746438	0.008945868945868952	2.9935242206844057
KCNJ8	IU_PDA_T1	myCAF	20	3510	0.8633333333333333	0.8990503323836737	-0.035716999050340426	0.9602769439503475
KCNJ8	IU_PDA_T1	Tumor Epithelial cells	20	3510	0.016666666666666666	0.02773029439696117	-0.011063627730294505	0.6024609882853931
KCNJ8	IU_PDA_T1	Normal Epithelial cells	20	3510	0.003333333333333333	0.011566951566951584	-0.008233618233618251	0.2942785279968739
KCNJ8	IU_PDA_T1	iCAF	20	3510	0.023333333333333334	0.014833808167141598	0.008499525166191737	1.5691465345653082
KCNJ8	IU_PDA_T1	B cells	20	3510	0.013333333333333332	0.011035137701804384	0.0022981956315289483	1.2063913076850894
KCNJ8	IU_PDA_T1	DCs	20	3510	0.013333333333333332	0.010674264007597368	0.0026590693257359643	1.2467982336297818
KCNJ8	IU_PDA_T1	SPP1-TAM	20	3510	0.0	0.0017473884140550805	-0.0017473884140550805	0.0541304683082301
KCNJ8	IU_PDA_T1	PVL	20	3510	0.039999999999999994	0.006191832858499524	0.03380816714150047	6.373341584532022
KCNJ8	IU_PDA_T1	C1Q-TAM	20	3510	0.003333333333333333	0.010256410256410275	-0.006923076923076942	0.3315177024015839
KCNJ8	IU_PDA_T1	CD4+ cells	20	3510	0.013333333333333332	0.0022222222222222205	0.011111111111111112	5.7846889952153155
KCNJ8	IU_PDA_T1	FCN1-TAM	20	3510	0.01	0.004406457739791064	0.005593542260208936	2.241228162603001
KCNK1	IU_PDA_T1	myCAF	20	3510	0.8966666666666667	0.8988603988604065	-0.0021937321937397503	0.997559700965114
KCNK1	IU_PDA_T1	Tumor Epithelial cells	20	3510	0.01	0.027768281101614542	-0.01776828110161454	0.362419194896626
KCNK1	IU_PDA_T1	Normal Epithelial cells	20	3510	0.003333333333333333	0.011566951566951582	-0.008233618233618248	0.29427852799687393
KCNK1	IU_PDA_T1	iCAF	20	3510	0.023333333333333334	0.014833808167141598	0.008499525166191737	1.5691465345653082
KCNK1	IU_PDA_T1	B cells	20	3510	0.023333333333333334	0.010978157644824326	0.012355175688509008	2.1152735034675465
KCNK1	IU_PDA_T1	DCs	20	3510	0.013333333333333332	0.010674264007597366	0.002659069325735966	1.246798233629782
KCNK1	IU_PDA_T1	SPP1-TAM	20	3510	0.0	0.0017473884140550805	-0.0017473884140550805	0.0541304683082301
KCNK1	IU_PDA_T1	PVL	20	3510	0.0	0.00641975308641975	-0.00641975308641975	0.015338004165877682
KCNK1	IU_PDA_T1	C1Q-TAM	20	3510	0.016666666666666666	0.010180436847103529	0.0064862298195631374	1.6309293968758347
KCNK1	IU_PDA_T1	CD4+ cells	20	3510	0.003333333333333333	0.0022792022792022773	0.0010541310541310558	1.443060711292062
KCNK1	IU_PDA_T1	FCN1-TAM	20	3510	0.006666666666666666	0.0044254510921177504	0.0022412155745489158	1.4952468889681683
