gene	orig.ident	first_type	n_high_spots	n_other_spots	high_neighbor_fraction	other_neighbor_fraction	delta_neighbor_fraction	enrichment_ratio
KCNQ4	IU_PDA_T11	B cells	20	2757	0.0	0.0	0.0	1.0
KCNQ4	IU_PDA_T11	DCs	20	2757	0.0	0.0	0.0	1.0
KCNQ4	IU_PDA_T11	SPP1-TAM	20	2757	0.01	0.0018619272155724832	0.008138072784427517	5.147999334446695
KCNQ4	IU_PDA_T11	PVL	20	2757	0.0	0.00036271309394269127	-0.00036271309394269127	0.2161166418436937
KCNQ4	IU_PDA_T11	C1Q-TAM	20	2757	0.0	0.0	0.0	1.0
KCNQ4	IU_PDA_T11	CD4+ cells	20	2757	0.0	0.0	0.0	1.0
KCNQ4	IU_PDA_T11	FCN1-TAM	20	2757	0.0	0.0	0.0	1.0
KCNS3	IU_PDA_T11	myCAF	37	2740	0.918918918918919	0.8317761557177584	0.08714276320116054	1.1047544909205531
KCNS3	IU_PDA_T11	Tumor Epithelial cells	37	2740	0.048648648648648644	0.08381995133819903	-0.035171302689550384	0.5808946248334993
KCNS3	IU_PDA_T11	Normal Epithelial cells	37	2740	0.02702702702702703	0.08155717761557138	-0.05453015058854435	0.3322062777473969
KCNS3	IU_PDA_T11	iCAF	37	2740	0.0	0.000608272506082725	-0.000608272506082725	0.14118859498454142
KCNS3	IU_PDA_T11	B cells	37	2740	0.0	0.0	0.0	1.0
KCNS3	IU_PDA_T11	DCs	37	2740	0.0	0.0	0.0	1.0
KCNS3	IU_PDA_T11	SPP1-TAM	37	2740	0.0036036036036036037	0.0018978102189781032	0.0017057933846255004	1.853831544368628
KCNS3	IU_PDA_T11	PVL	37	2740	0.0018018018018018018	0.000340632603406326	0.0014611691983954758	4.316071455221097
KCNS3	IU_PDA_T11	C1Q-TAM	37	2740	0.0	0.0	0.0	1.0
KCNS3	IU_PDA_T11	CD4+ cells	37	2740	0.0	0.0	0.0	1.0
KCNS3	IU_PDA_T11	FCN1-TAM	37	2740	0.0	0.0	0.0	1.0
KCNA5	IU_PDA_T12	myCAF	20	3622	0.7866666666666666	0.8405853119823363	-0.0539186453156697	0.935863462169299
KCNA5	IU_PDA_T12	Tumor Epithelial cells	20	3622	0.006666666666666666	0.04588625069022629	-0.03921958402355962	0.14714543075599817
KCNA5	IU_PDA_T12	Normal Epithelial cells	20	3622	0.03	0.04062212405669043	-0.010622124056690434	0.7391559428014346
KCNA5	IU_PDA_T12	iCAF	20	3622	0.11000000000000001	0.0527701085956191	0.057229891404380916	2.0824621496828755
KCNA5	IU_PDA_T12	B cells	20	3622	0.006666666666666666	0.00044174489232468245	0.006224921774341984	12.490503856215811
KCNA5	IU_PDA_T12	DCs	20	3622	0.003333333333333333	0.002760905577029262	0.0005724277563040709	1.2000862107789223
KCNA5	IU_PDA_T12	SPP1-TAM	20	3622	0.003333333333333333	0.006129210381004959	-0.0027958770476716258	0.5511667006468054
KCNA5	IU_PDA_T12	PVL	20	3622	0.03333333333333333	0.004803975704030918	0.028529357629302414	6.817597669958307
KCNA5	IU_PDA_T12	C1Q-TAM	20	3622	0.02	0.005411374930977349	0.014588625069022651	3.6470028353588355
KCNA5	IU_PDA_T12	CD4+ cells	20	3622	0.0	0.0002576845205227314	-0.0002576845205227314	0.2795759790047857
KCNA5	IU_PDA_T12	FCN1-TAM	20	3622	0.0	0.0	0.0	1.0
KCNAB1	IU_PDA_T12	myCAF	20	3622	0.8366666666666667	0.8403092214246332	-0.0036425547579664874	0.9956657368040397
KCNAB1	IU_PDA_T12	Tumor Epithelial cells	20	3622	0.01	0.045867844653046094	-0.03586784465304609	0.21971880727130666
KCNAB1	IU_PDA_T12	Normal Epithelial cells	20	3622	0.02333333333333333	0.04065893613105082	-0.01732560279771749	0.5749250485338706
KCNAB1	IU_PDA_T12	iCAF	20	3622	0.06	0.05304619915332204	0.00695380084667796	1.1308428628473857
KCNAB1	IU_PDA_T12	B cells	20	3622	0.003333333333333333	0.00046015092950487757	0.0028731824038284557	6.129300430453783
KCNAB1	IU_PDA_T12	DCs	20	3622	0.003333333333333333	0.002760905577029262	0.0005724277563040709	1.2000862107789223
KCNAB1	IU_PDA_T12	SPP1-TAM	20	3622	0.0	0.006147616418185154	-0.006147616418185154	0.016006104297460792
KCNAB1	IU_PDA_T12	PVL	20	3622	0.05	0.004711945518129943	0.04528805448187006	10.411589202587287
KCNAB1	IU_PDA_T12	C1Q-TAM	20	3622	0.013333333333333332	0.005448187005337738	0.007885146327995595	2.4212113471318717
KCNAB1	IU_PDA_T12	CD4+ cells	20	3622	0.0	0.0002576845205227314	-0.0002576845205227314	0.2795759790047857
KCNAB1	IU_PDA_T12	FCN1-TAM	20	3622	0.0	0.0	0.0	1.0
KCNAB2	IU_PDA_T12	myCAF	133	3509	0.8516290726817041	0.8398594091384112	0.011769663543292896	1.014012181321197
KCNAB2	IU_PDA_T12	Tumor Epithelial cells	133	3509	0.014035087719298244	0.04686995345302545	-0.03283486573372721	0.30093893393858084
KCNAB2	IU_PDA_T12	Normal Epithelial cells	133	3509	0.02205513784461154	0.04126531775434583	-0.019210179909734292	0.5355969456389326
KCNAB2	IU_PDA_T12	iCAF	133	3509	0.07368421052631578	0.05230360026598247	0.021380610260333312	1.4079988808366746
KCNAB2	IU_PDA_T12	B cells	133	3509	0.0005012531328320802	0.00047496912700674453	2.6284005825335664e-05	1.0457137689499412
KCNAB2	IU_PDA_T12	DCs	133	3509	0.005513784461152882	0.0026598271112377673	0.002853957349915115	2.034107295451247
KCNAB2	IU_PDA_T12	SPP1-TAM	133	3509	0.009523809523809523	0.005984611000284972	0.0035391985235245513	1.581663893280736
KCNAB2	IU_PDA_T12	PVL	133	3509	0.014035087719298244	0.004616699914505554	0.009418387804792691	2.9968172611167714
KCNAB2	IU_PDA_T12	C1Q-TAM	133	3509	0.008521303258145364	0.005376650517716338	0.0031446527404290258	1.5741926986679966
KCNAB2	IU_PDA_T12	CD4+ cells	133	3509	0.0	0.00026598271112377695	-0.00026598271112377695	0.2732369507098918
KCNAB2	IU_PDA_T12	FCN1-TAM	133	3509	0.0	0.0	0.0	1.0
KCNB1	IU_PDA_T12	myCAF	20	3622	0.7133333333333332	0.8409902448003009	-0.12765691146696778	0.8482244773897274
KCNB1	IU_PDA_T12	Tumor Epithelial cells	20	3622	0.026666666666666672	0.04577581446714512	-0.019109147800478447	0.5834592143499959
KCNB1	IU_PDA_T12	Normal Epithelial cells	20	3622	0.07999999999999999	0.04034603349898752	0.039653966501012466	1.9804166952985665
KCNB1	IU_PDA_T12	iCAF	20	3622	0.15999999999999998	0.05249401803791618	0.1075059819620838	3.0440724244453117
KCNB1	IU_PDA_T12	B cells	20	3622	0.0	0.00047855696668507264	-0.00047855696668507264	0.1728438265517132
KCNB1	IU_PDA_T12	DCs	20	3622	0.003333333333333333	0.002760905577029262	0.0005724277563040709	1.2000862107789223
KCNB1	IU_PDA_T12	SPP1-TAM	20	3622	0.0	0.006147616418185154	-0.006147616418185154	0.016006104297460792
KCNB1	IU_PDA_T12	PVL	20	3622	0.01	0.004932817964292283	0.005067182035707717	2.006827998083627
KCNB1	IU_PDA_T12	C1Q-TAM	20	3622	0.006666666666666666	0.005484999079698128	0.001181667586968538	1.2115788328889765
KCNB1	IU_PDA_T12	CD4+ cells	20	3622	0.0	0.0002576845205227314	-0.0002576845205227314	0.2795759790047857
KCNB1	IU_PDA_T12	FCN1-TAM	20	3622	0.0	0.0	0.0	1.0
KCNC4	IU_PDA_T12	myCAF	54	3588	0.8123456790123457	0.840709773318475	-0.028364094306129295	0.9662657414242665
KCNC4	IU_PDA_T12	Tumor Epithelial cells	54	3588	0.03950617283950617	0.04576365663322175	-0.0062574837937155806	0.8635633472542851
KCNC4	IU_PDA_T12	Normal Epithelial cells	54	3588	0.04074074074074074	0.04056112969156433	0.00017961104917640913	1.0044172665771671
KCNC4	IU_PDA_T12	iCAF	54	3588	0.07160493827160495	0.05280564845782211	0.018799289813782843	1.3553361571358524
KCNC4	IU_PDA_T12	B cells	54	3588	0.003703703703703704	0.0004273504273504273	0.0032763532763532767	7.212857914640735
KCNC4	IU_PDA_T12	DCs	54	3588	0.0024691358024691358	0.0027684875510962433	-0.00029935174862710757	0.8956412592717353
KCNC4	IU_PDA_T12	SPP1-TAM	54	3588	0.003703703703703704	0.006150130063173531	-0.002446426359469827	0.6085799279787077
KCNC4	IU_PDA_T12	PVL	54	3588	0.013580246913580245	0.004830917874396131	0.008749329039184114	2.774381415803971
KCNC4	IU_PDA_T12	C1Q-TAM	54	3588	0.011111111111111112	0.005406911928651048	0.005704199182460064	2.0358253875066676
KCNC4	IU_PDA_T12	CD4+ cells	54	3588	0.0012345679012345679	0.00024154589371980673	0.000993022007514761	3.907433600502908
KCNC4	IU_PDA_T12	FCN1-TAM	54	3588	0.0	0.0	0.0	1.0
KCND2	IU_PDA_T12	myCAF	56	3586	0.8785714285714283	0.8396913924521344	0.038880036119293915	1.0462972548525018
KCND2	IU_PDA_T12	Tumor Epithelial cells	56	3586	0.017857142857142856	0.04610522401933433	-0.028248081162191477	0.38863880087733765
KCND2	IU_PDA_T12	Normal Epithelial cells	56	3586	0.019047619047619046	0.04089979550102235	-0.021852176453403305	0.46701742810257646
KCND2	IU_PDA_T12	iCAF	56	3586	0.07023809523809524	0.05281650864472923	0.017421586593366005	1.3292278164141746
KCND2	IU_PDA_T12	B cells	56	3586	0.0	0.0004833612195575385	-0.0004833612195575385	0.17142037668504417
KCND2	IU_PDA_T12	DCs	56	3586	0.0071428571428571435	0.0026956683398401157	0.004447188803017027	2.590742628387516
KCND2	IU_PDA_T12	SPP1-TAM	56	3586	0.0023809523809523807	0.00617215095742702	-0.0037911985764746393	0.3955504894241455
KCND2	IU_PDA_T12	PVL	56	3586	0.0023809523809523807	0.005000929540806836	-0.0026199771598544555	0.4863726034843362
KCND2	IU_PDA_T12	C1Q-TAM	56	3586	0.0023809523809523807	0.005540063208774853	-0.003159110827822472	0.43988024408884213
KCND2	IU_PDA_T12	CD4+ cells	56	3586	0.0	0.0002602714259155977	-0.0002602714259155977	0.27756850198668664
KCND2	IU_PDA_T12	FCN1-TAM	56	3586	0.0	0.0	0.0	1.0
KCND3	IU_PDA_T12	myCAF	55	3587	0.6933333333333332	0.842542514636192	-0.14920918130285876	0.8229270672780149
KCND3	IU_PDA_T12	Tumor Epithelial cells	55	3587	0.013333333333333334	0.04616671313074982	-0.03283337979741648	0.2903455297412355
KCND3	IU_PDA_T12	Normal Epithelial cells	55	3587	0.056969696969697003	0.04031223863953151	0.016657458330165492	1.4121884580249673
KCND3	IU_PDA_T12	iCAF	55	3587	0.1527272727272727	0.05155654678933159	0.10117072593794113	2.958526696539372
KCND3	IU_PDA_T12	B cells	55	3587	0.0048484848484848485	0.0004088839327200074	0.004439600915764841	9.724191569647276
KCND3	IU_PDA_T12	DCs	55	3587	0.014545454545454544	0.002583403029458226	0.011962051515996318	5.457791611874059
KCND3	IU_PDA_T12	SPP1-TAM	55	3587	0.0036363636363636364	0.0061518446241055555	-0.002515480987741919	0.5976417939046579
KCND3	IU_PDA_T12	PVL	55	3587	0.03878787878787879	0.004441966360003713	0.034345912427875075	8.56190374510986
KCND3	IU_PDA_T12	C1Q-TAM	55	3587	0.019393939393939394	0.005278319858749175	0.014115619535190218	3.624540731289466
KCND3	IU_PDA_T12	CD4+ cells	55	3587	0.0012121212121212121	0.00024161323297091345	0.0009705079791502986	3.840955459219381
KCND3	IU_PDA_T12	FCN1-TAM	55	3587	0.0	0.0	0.0	1.0
KCNE4	IU_PDA_T12	myCAF	110	3532	0.8187878787878787	0.8409588523971364	-0.022170973609257683	0.9736392125877193
KCNE4	IU_PDA_T12	Tumor Epithelial cells	110	3532	0.010303030303030303	0.04677236693091723	-0.03646933662788693	0.22194378018850197
KCNE4	IU_PDA_T12	Normal Epithelial cells	110	3532	0.030303030303030318	0.04088335220838039	-0.01058032190535007	0.7418385433296357
KCNE4	IU_PDA_T12	iCAF	110	3532	0.09030303030303027	0.051925254813136784	0.03837777548989349	1.7376758773741325
KCNE4	IU_PDA_T12	B cells	110	3532	0.0006060606060606061	0.0004718761796904492	0.00013418442637015687	1.2346389500657111
KCNE4	IU_PDA_T12	DCs	110	3532	0.009696969696969697	0.0025481313703284232	0.007148838326641274	3.6995784298097982
KCNE4	IU_PDA_T12	SPP1-TAM	110	3532	0.004242424242424243	0.006172140430351065	-0.0019297161879268223	0.6923353025406015
KCNE4	IU_PDA_T12	PVL	110	3532	0.024242424242424246	0.004360135900339748	0.019882288342084498	5.4577763517407565
KCNE4	IU_PDA_T12	C1Q-TAM	110	3532	0.010303030303030303	0.005341638354095873	0.00496139194893443	1.911745990102417
KCNE4	IU_PDA_T12	CD4+ cells	110	3532	0.0006060606060606061	0.00024537561343903355	0.0003606849926215725	2.044326752054373
KCNE4	IU_PDA_T12	FCN1-TAM	110	3532	0.0	0.0	0.0	1.0
KCNJ15	IU_PDA_T12	myCAF	88	3554	0.7946969696969695	0.8414181204276925	-0.04672115073072303	0.9444799231334704
KCNJ15	IU_PDA_T12	Tumor Epithelial cells	88	3554	0.08863636363636364	0.044607015569311514	0.044029348067052124	1.9848420322038993
KCNJ15	IU_PDA_T12	Normal Epithelial cells	88	3554	0.06439393939393942	0.03997373851059826	0.02442020088334116	1.6093816497026543
KCNJ15	IU_PDA_T12	iCAF	88	3554	0.03863636363636366	0.05344213093228262	-0.014805767295918953	0.723474448287377
KCNJ15	IU_PDA_T12	B cells	88	3554	0.0	0.0004877133746013881	-0.0004877133746013881	0.17015096868915772
KCNJ15	IU_PDA_T12	DCs	88	3554	0.002272727272727273	0.002776214593884821	-0.000503487321157548	0.8249479290495143
KCNJ15	IU_PDA_T12	SPP1-TAM	88	3554	0.004545454545454545	0.006152691802663654	-0.0016072372572091091	0.7429527461237696
KCNJ15	IU_PDA_T12	PVL	88	3554	0.002272727272727273	0.00502719939973738	-0.002754472127010107	0.46277257577476044
KCNJ15	IU_PDA_T12	C1Q-TAM	88	3554	0.0037878787878787884	0.005533670981054199	-0.0017457921931754105	0.6901146341264094
KCNJ15	IU_PDA_T12	CD4+ cells	88	3554	0.0007575757575757576	0.00024385668730069404	0.0005137190702750635	2.4939917973031283
KCNJ15	IU_PDA_T12	FCN1-TAM	88	3554	0.0	0.0	0.0	1.0
KCNJ8	IU_PDA_T12	myCAF	75	3567	0.8373333333333332	0.8403513690309373	-0.003018035697604171	0.9964090299465107
KCNJ8	IU_PDA_T12	Tumor Epithelial cells	75	3567	0.0044444444444444444	0.0465377067563778	-0.042093262311933353	0.09744142155580972
KCNJ8	IU_PDA_T12	Normal Epithelial cells	75	3567	0.02222222222222222	0.040949443977198255	-0.018727221754976035	0.5437886621465944
KCNJ8	IU_PDA_T12	iCAF	75	3567	0.09688888888888891	0.05216334921969885	0.044725539669190066	1.8557725506870564
KCNJ8	IU_PDA_T12	B cells	75	3567	0.0008888888888888888	0.0004672460517708625	0.00042164283711802633	1.74331559611868
KCNJ8	IU_PDA_T12	DCs	75	3567	0.0044444444444444444	0.002728716942341834	0.0017157275021026106	1.6065391260683004
KCNJ8	IU_PDA_T12	SPP1-TAM	75	3567	0.0008888888888888888	0.006223717409587878	-0.005334828520698989	0.1563777798466386
KCNJ8	IU_PDA_T12	PVL	75	3567	0.02311111111111111	0.004579011307354449	0.01853209980375666	4.960687116662442
KCNJ8	IU_PDA_T12	C1Q-TAM	75	3567	0.008888888888888889	0.005420054200541993	0.0034688346883468956	1.6284059109431033
KCNJ8	IU_PDA_T12	CD4+ cells	75	3567	0.0	0.000261657788991683	-0.000261657788991683	0.27650448308829234
KCNJ8	IU_PDA_T12	FCN1-TAM	75	3567	0.0	0.0	0.0	1.0
KCNK1	IU_PDA_T12	myCAF	83	3559	0.8265060240963855	0.8406106584246565	-0.014104634328271026	0.9832229623986204
KCNK1	IU_PDA_T12	Tumor Epithelial cells	83	3559	0.05622489959839358	0.045424744778495764	0.010800154819897816	1.2372370207114136
KCNK1	IU_PDA_T12	Normal Epithelial cells	83	3559	0.04738955823293175	0.04040460803596503	0.006984950196966717	1.1724482851621378
KCNK1	IU_PDA_T12	iCAF	83	3559	0.044176706827309245	0.05329212325559588	-0.009115416428286637	0.8292741349758689
KCNK1	IU_PDA_T12	B cells	83	3559	0.0008032128514056225	0.0004682963379226374	0.0003349165134829851	1.5893342806100883
KCNK1	IU_PDA_T12	DCs	83	3559	0.005622489959839358	0.0026973869064343885	0.0029251030534049693	2.0456555175391777
KCNK1	IU_PDA_T12	SPP1-TAM	83	3559	0.00321285140562249	0.006181511660578803	-0.002968660254956313	0.5273971592559665
KCNK1	IU_PDA_T12	PVL	83	3559	0.009638554216867469	0.00485155006087852	0.004787004155988949	1.966768809187728
KCNK1	IU_PDA_T12	C1Q-TAM	83	3559	0.00642570281124498	0.005469701226936394	0.0009560015843085865	1.1716432435702542
KCNK1	IU_PDA_T12	CD4+ cells	83	3559	0.0	0.0002622459492366769	-0.0002622459492366769	0.27605553688238493
KCNK1	IU_PDA_T12	FCN1-TAM	83	3559	0.0	0.0	0.0	1.0
KCNK15	IU_PDA_T12	myCAF	20	3622	0.8066666666666669	0.8404748757592548	-0.03380820909258797	0.9597796578656357
KCNK15	IU_PDA_T12	Tumor Epithelial cells	20	3622	0.03333333333333334	0.04573900239278472	-0.012405669059451382	0.7293643314234933
KCNK15	IU_PDA_T12	Normal Epithelial cells	20	3622	0.03666666666666667	0.040585311982330056	-0.00391864531566339	0.9036840293281937
KCNK15	IU_PDA_T12	iCAF	20	3622	0.08333333333333333	0.05291735689306067	0.030415976440272656	1.5736984682511348
KCNK15	IU_PDA_T12	B cells	20	3622	0.0	0.00047855696668507264	-0.00047855696668507264	0.1728438265517132
KCNK15	IU_PDA_T12	DCs	20	3622	0.006666666666666666	0.002742499539849067	0.003924167126817599	2.3805339532353864
KCNK15	IU_PDA_T12	SPP1-TAM	20	3622	0.01	0.006092398306644569	0.003907601693355431	1.6310320331239827
KCNK15	IU_PDA_T12	PVL	20	3622	0.016666666666666666	0.004896005889931893	0.011770660776734772	3.356014191347407
KCNK15	IU_PDA_T12	C1Q-TAM	20	3622	0.006666666666666666	0.005484999079698129	0.001181667586968537	1.2115788328889763
KCNK15	IU_PDA_T12	CD4+ cells	20	3622	0.0	0.0002576845205227314	-0.0002576845205227314	0.2795759790047857
KCNK15	IU_PDA_T12	FCN1-TAM	20	3622	0.0	0.0	0.0	1.0
KCNK17	IU_PDA_T12	myCAF	39	3603	0.7692307692307693	0.8410583772782001	-0.07182760804743082	0.9146086991609726
KCNK17	IU_PDA_T12	Tumor Epithelial cells	39	3603	0.005128205128205128	0.04610972337866581	-0.04098151825046068	0.11314080124138755
KCNK17	IU_PDA_T12	Normal Epithelial cells	39	3603	0.035897435897435895	0.04061430289573488	-0.004716866998298985	0.8841471752475194
KCNK17	IU_PDA_T12	iCAF	39	3603	0.1487179487179487	0.05204921824405561	0.09666873047389307	2.853694719285886
KCNK17	IU_PDA_T12	B cells	39	3603	0.0	0.000481080580997317	-0.000481080580997317	0.17209317136079227
KCNK17	IU_PDA_T12	DCs	39	3603	0.013675213675213675	0.002645943195485241	0.011029270479728435	5.016569060081897
KCNK17	IU_PDA_T12	SPP1-TAM	39	3603	0.0	0.0061800351558886	-0.0061800351558886	0.01592347773821505
KCNK17	IU_PDA_T12	PVL	39	3603	0.011965811965811967	0.004884818207049676	0.007080993758762291	2.4205119353697073
KCNK17	IU_PDA_T12	C1Q-TAM	39	3603	0.013675213675213675	0.0054029049865852415	0.008272308688628435	2.5032621331450082
KCNK17	IU_PDA_T12	CD4+ cells	39	3603	0.0	0.00025904338976778606	-0.00025904338976778606	0.2785178695663378
KCNK17	IU_PDA_T12	FCN1-TAM	39	3603	0.0	0.0	0.0	1.0
KCNK3	IU_PDA_T12	myCAF	25	3617	0.6986666666666665	0.8412680858907076	-0.14260141922404101	0.8305124456044977
KCNK3	IU_PDA_T12	Tumor Epithelial cells	25	3617	0.0	0.04598654501889216	-0.04598654501889216	0.0021698306948157472
KCNK3	IU_PDA_T12	Normal Epithelial cells	25	3617	0.04533333333333333	0.04053082665192133	0.004802506681412001	1.1181985964143533
KCNK3	IU_PDA_T12	iCAF	25	3617	0.20000000000000007	0.05206893373882566	0.14793106626117442	3.835616058433637
KCNK3	IU_PDA_T12	B cells	25	3617	0.0026666666666666666	0.00046078702423739745	0.002205879642429269	4.933542587632084
KCNK3	IU_PDA_T12	DCs	25	3617	0.010666666666666666	0.002709427702515894	0.007957238964150772	3.832334484715488
KCNK3	IU_PDA_T12	SPP1-TAM	25	3617	0.0	0.006156114643811619	-0.006156114643811619	0.015984361811354802
KCNK3	IU_PDA_T12	PVL	25	3617	0.029333333333333333	0.004792185052068929	0.024541148281264403	6.016398198364518
KCNK3	IU_PDA_T12	C1Q-TAM	25	3617	0.013333333333333332	0.005437286886001279	0.007896046447332054	2.425977488595347
KCNK3	IU_PDA_T12	CD4+ cells	25	3617	0.0	0.00025804073357294253	-0.00025804073357294253	0.27929783017168164
KCNK3	IU_PDA_T12	FCN1-TAM	25	3617	0.0	0.0	0.0	1.0
KCNK6	IU_PDA_T12	myCAF	114	3528	0.8309941520467834	0.840589569161003	-0.009595417114219629	0.9885862541106634
KCNK6	IU_PDA_T12	Tumor Epithelial cells	114	3528	0.0345029239766082	0.04603174603174595	-0.01152882205513775	0.7500891891842963
KCNK6	IU_PDA_T12	Normal Epithelial cells	114	3528	0.0432748538011696	0.04047619047619034	0.0027986633249792586	1.0689730428641764
KCNK6	IU_PDA_T12	iCAF	114	3528	0.05964912280701753	0.052872260015116905	0.006776862791900623	1.1279322949401571
KCNK6	IU_PDA_T12	B cells	114	3528	0.0	0.000491307634164777	-0.000491307634164777	0.16911670714559632
KCNK6	IU_PDA_T12	DCs	114	3528	0.005263157894736842	0.0026832955404383946	0.0025798623542984474	1.9269092400773566
KCNK6	IU_PDA_T12	SPP1-TAM	114	3528	0.0017543859649122807	0.006254724111866958	-0.004500338146954677	0.2918121907840747
KCNK6	IU_PDA_T12	PVL	114	3528	0.015204678362573098	0.004629629629629626	0.010575048732943472	3.235914767341221
KCNK6	IU_PDA_T12	C1Q-TAM	114	3528	0.008771929824561403	0.00538548752834466	0.003386442296216743	1.6173457288378266
KCNK6	IU_PDA_T12	CD4+ cells	114	3528	0.0	0.0002645502645502645	-0.0002645502645502645	0.2743105950653121
KCNK6	IU_PDA_T12	FCN1-TAM	114	3528	0.0	0.0	0.0	1.0
KCNMA1	IU_PDA_T12	myCAF	156	3486	0.8115384615384611	0.8415758271180009	-0.030037365579539843	0.964312429308572
KCNMA1	IU_PDA_T12	Tumor Epithelial cells	156	3486	0.014957264957264956	0.047045324153757784	-0.032088059196492824	0.3193798160801233
KCNMA1	IU_PDA_T12	Normal Epithelial cells	156	3486	0.035042735042735064	0.04081086249760937	-0.005768127454874303	0.8590074346339834
KCNMA1	IU_PDA_T12	iCAF	156	3486	0.0854700854700855	0.05163511187607546	0.03383497359401004	1.654004067393479
KCNMA1	IU_PDA_T12	B cells	156	3486	0.002564102564102564	0.00038248231019315357	0.0021816202539094104	5.521658530933571
KCNMA1	IU_PDA_T12	DCs	156	3486	0.004700854700854701	0.0026773761713520723	0.0020234785295026284	1.7285576042504773
KCNMA1	IU_PDA_T12	SPP1-TAM	156	3486	0.005982905982905983	0.006119716963090446	-0.00013681098018446247	0.9780036646367773
KCNMA1	IU_PDA_T12	PVL	156	3486	0.025213675213675218	0.0040543124880474245	0.021159362725627795	6.093348848096148
KCNMA1	IU_PDA_T12	C1Q-TAM	156	3486	0.013247863247863246	0.005144387072097904	0.008103476175765342	2.5451712591694187
KCNMA1	IU_PDA_T12	CD4+ cells	156	3486	0.0	0.00026773761713520745	-0.00026773761713520745	0.2719330178376411
KCNMA1	IU_PDA_T12	FCN1-TAM	156	3486	0.0	0.0	0.0	1.0
KCNMB1	IU_PDA_T12	myCAF	80	3562	0.7824999999999999	0.8415871233389538	-0.05908712333895394	0.9297991834488846
KCNMB1	IU_PDA_T12	Tumor Epithelial cells	80	3562	0.016666666666666666	0.04632229084783818	-0.02965562418117151	0.3611770630110441
KCNMB1	IU_PDA_T12	Normal Epithelial cells	80	3562	0.029166666666666667	0.040819764177428275	-0.011653097510761608	0.7152208047868084
KCNMB1	IU_PDA_T12	iCAF	80	3562	0.10166666666666668	0.05199326221224006	0.049673404454426626	1.953547586481446
KCNMB1	IU_PDA_T12	B cells	80	3562	0.0025	0.0004304697735354669	0.0020695302264645333	4.901316021592634
KCNMB1	IU_PDA_T12	DCs	80	3562	0.012499999999999999	0.002545386486992324	0.009954613513007676	4.763009133809248
KCNMB1	IU_PDA_T12	SPP1-TAM	80	3562	0.004999999999999999	0.006138873292157953	-0.0011388732921579535	0.8174552937964812
KCNMB1	IU_PDA_T12	PVL	80	3562	0.03666666666666667	0.004248549504023953	0.032418117162642715	8.454926552553776
KCNMB1	IU_PDA_T12	C1Q-TAM	80	3562	0.013333333333333332	0.005315365899307493	0.00801796743402584	2.4805956943834877
KCNMB1	IU_PDA_T12	CD4+ cells	80	3562	0.0	0.0002620250795433277	-0.0002620250795433277	0.2762239569870238
KCNMB1	IU_PDA_T12	FCN1-TAM	80	3562	0.0	0.0	0.0	1.0
KCNMB4	IU_PDA_T12	myCAF	60	3582	0.8677777777777776	0.8398287734971209	0.02794900428065672	1.0332754456836721
KCNMB4	IU_PDA_T12	Tumor Epithelial cells	60	3582	0.0044444444444444444	0.04636143681369801	-0.041916992369253565	0.09781110435019148
KCNMB4	IU_PDA_T12	Normal Epithelial cells	60	3582	0.02	0.040908244928345286	-0.020908244928345286	0.4901453362639933
KCNMB4	IU_PDA_T12	iCAF	60	3582	0.08222222222222221	0.05259631490787244	0.02962590731434977	1.5622007414777286
KCNMB4	IU_PDA_T12	B cells	60	3582	0.0022222222222222222	0.00044667783361250696	0.0017755443886097151	4.247880706771524
KCNMB4	IU_PDA_T12	DCs	60	3582	0.0033333333333333335	0.002754513307277123	0.0005788200260562104	1.202773630299989
KCNMB4	IU_PDA_T12	SPP1-TAM	60	3582	0.0033333333333333335	0.006160431788572481	-0.0028270984552391473	0.5484179764725479
KCNMB4	IU_PDA_T12	PVL	60	3582	0.012222222222222223	0.004839009864135488	0.007383212358086735	2.4948770221537253
KCNMB4	IU_PDA_T12	C1Q-TAM	60	3582	0.0044444444444444444	0.00550902661455424	-0.0010645821701097957	0.8102019756248919
KCNMB4	IU_PDA_T12	CD4+ cells	60	3582	0.0	0.0002605620696072957	-0.0002605620696072957	0.27734475816858517
KCNMB4	IU_PDA_T12	FCN1-TAM	60	3582	0.0	0.0	0.0	1.0
KCNN3	IU_PDA_T12	myCAF	27	3615	0.7925925925925925	0.840645458736751	-0.04805286614415849	0.9428449292888723
KCNN3	IU_PDA_T12	Tumor Epithelial cells	27	3615	0.019753086419753086	0.045864453665283425	-0.02611136724553034	0.43192260185065484
KCNN3	IU_PDA_T12	Normal Epithelial cells	27	3615	0.0345679012345679	0.04060857538035946	-0.006040674145791562	0.8516117528223307
KCNN3	IU_PDA_T12	iCAF	27	3615	0.09876543209876543	0.05274319963116617	0.046022232467599254	1.8709206253373043
KCNN3	IU_PDA_T12	B cells	27	3615	0.0024691358024691358	0.00046104195481788836	0.0020080938476512472	4.579222249614229
KCNN3	IU_PDA_T12	DCs	27	3615	0.009876543209876543	0.0027109266943291807	0.007165616515547362	3.549200777808763
KCNN3	IU_PDA_T12	SPP1-TAM	27	3615	0.0	0.006159520516366979	-0.006159520516366979	0.01597566454787178
KCNN3	IU_PDA_T12	PVL	27	3615	0.022222222222222223	0.004831719686491466	0.017390502535730757	4.526255270218479
