gene	first_type	n_sections_used	n_sections_positive_delta	median_high_neighbor_fraction	median_other_neighbor_fraction	median_delta_neighbor_fraction	median_enrichment_ratio	wilcoxon_statistic	wilcoxon_pvalue	wilcoxon_fdr_global	wilcoxon_fdr_within_gene
KCNN4	PVL	10	1	0.0	0.0033608605534341876	-0.0013327220165131218	0.25460114136692213	5.0	0.01953125	0.205078125	0.07161458333333333
KCNN4	SPP1-TAM	10	2	0.003061051919499408	0.004105506334611948	-0.002085028035287862	0.6240767505044309	13.0	0.16015625	0.49328125	0.2936197916666667
KCNN4	myCAF	10	5	0.6651861076518609	0.6278011535541839	-0.005187526396962211	0.9890600667416889	25.0	0.845703125	0.9967215401785714	0.845703125
KCNN4	Normal Epithelial cells	10	2	0.023333333333333334	0.07527540019603221	-0.05194206686269888	0.333192830692728	5.0	0.01953125	0.205078125	0.07161458333333333
KCNQ4	myCAF	8	6	0.6383333333333334	0.6285674111479955	0.01548253556863241	1.0303454977293889	10.0	0.3125	0.6875	0.49107142857142855
KCNQ4	C1Q-TAM	8	4	0.0016666666666666666	0.0016306918382055179	0.0008331116431675094	1.4071976272430606	3.0	0.3125	0.6875	0.49107142857142855
KCNQ4	CD4+ cells	8	0	0.0	0.0001288422602613657	-0.0001288422602613657	0.6397879895023928	0.0	0.125	0.49328125	0.34375
KCNQ4	FCN1-TAM	8	0	0.0	0.00015074931276048593	-0.00015074931276048593	0.8139245740518317	0.0	0.125	0.49328125	0.34375
KCNQ4	B cells	8	0	0.0	0.00023927848334253632	-0.00023927848334253632	0.9126201472974687	0.0	0.125	0.49328125	0.34375
KCNQ4	DCs	8	2	0.0	0.001929908987801629	-0.0002807260421474056	0.9837993929876647	10.0	1.0	1.0	1.0
KCNQ4	PVL	8	2	0.0	0.002377591572641625	-0.00028902814796465055	0.27297995375494655	15.0	0.7421875	0.9317680027173914	0.81640625
KCNQ4	Tumor Epithelial cells	8	4	0.16666666666666669	0.14420365357766396	-0.0009441929582680107	1.0746544191139364	14.0	0.640625	0.8654057017543859	0.7829861111111112
KCNQ4	iCAF	8	2	0.0016666666666666666	0.006053089309262781	-0.0014934455984049848	0.2221499386925075	9.0	0.25	0.595360824742268	0.49107142857142855
KCNQ4	SPP1-TAM	8	2	0.0	0.004101497618454007	-0.0019376623090308807	0.24892249443163028	11.0	0.3828125	0.7751677852348994	0.5263671875
KCNQ4	Normal Epithelial cells	8	0	0.04833333333333333	0.09044953765144151	-0.03662352686516916	0.683337004545887	0.0	0.0078125	0.1611328125	0.0859375
KCNS3	myCAF	10	9	0.6943877551020408	0.6278188052282414	0.05462601019996868	1.084263711673679	9.0	0.064453125	0.425390625	0.3544921875
KCNS3	SPP1-TAM	10	6	0.0035561877667140826	0.004084524883559124	0.0011491469201010936	1.231961458402052	16.0	0.275390625	0.6491350446428571	1.0
KCNS3	DCs	10	5	0.005068027210884354	0.003109335570538559	0.00016332590942826249	1.0082599015569864	14.0	0.640625	0.8654057017543859	1.0
KCNS3	B cells	10	3	0.0034013605442176874	0.0025799627246819337	0.0	1.0	9.0	0.84375	0.9967215401785714	1.0
KCNS3	C1Q-TAM	10	4	0.0008771929824561404	0.0017218071724962917	0.0	1.0	11.0	0.6875	0.8776895491803278	1.0
KCNS3	CD4+ cells	10	3	0.0	0.0007910763444643904	0.0	1.0	10.0	1.0	1.0	1.0
KCNS3	FCN1-TAM	10	3	0.0006802721088435374	0.00034872011206758813	0.0	1.0	10.0	1.0	1.0	1.0
KCNS3	PVL	10	4	0.0015811730097444383	0.003366560094277212	-0.000280295899706176	0.5374732493782755	21.0	0.556640625	0.8329326923076923	1.0
KCNS3	iCAF	10	4	0.008775510204081634	0.011074234853381982	-0.0008767449078803756	0.38175732011213726	26.0	0.921875	1.0	1.0
KCNS3	Tumor Epithelial cells	10	3	0.13129251700680272	0.14467887875749275	-0.021720107057973673	0.8057486625377468	20.0	0.4921875	0.7751677852348994	1.0
KCNS3	Normal Epithelial cells	10	0	0.015595238095238094	0.07548465364414338	-0.04277243419196583	0.2952686740233956	0.0	0.001953125	0.056396484375	0.021484375
KCNT2	myCAF	2	2	0.8950000000000001	0.8685484503492223	0.026451549650777784	1.0296062164958437				
KCNT2	iCAF	2	1	0.06	0.054078302201090916	0.005921697798909088	1.120545371638105				
KCNT2	CD4+ cells	2	1	0.0016666666666666666	0.0007848605146823589	0.0008818061519843077	1.3555261491867396				
KCNT2	DCs	2	1	0.004999999999999999	0.005135919607301465	-0.00013591960730146516	1.044579018385797				
KCNT2	B cells	2	0	0.0	0.00023927848334253632	-0.00023927848334253632	0.5864219132758566				
KCNT2	FCN1-TAM	2	0	0.0016666666666666666	0.00361285415478227	-0.0019461874881156033	0.7343345645396997				
KCNT2	C1Q-TAM	2	0	0.0016666666666666666	0.003635901075267456	-0.001969234408600789	0.3331222414187467				
KCNT2	PVL	2	0	0.0016666666666666666	0.004690557555930254	-0.0030238908892635872	0.349700565165768				
KCNT2	SPP1-TAM	2	0	0.0	0.003168883318428953	-0.003168883318428953	0.18032758193443063				
KCNT2	Normal Epithelial cells	2	0	0.021666666666666667	0.031330876185118345	-0.009664209518451674	0.6044063249931049				
KCNT2	Tumor Epithelial cells	2	0	0.011666666666666667	0.024342251914075567	-0.0126755852474089	0.27201803833309623				
