gene	n_sections_tested	n_sections_fdr_lt_0_05	n_sections_auc_gt_0_60	median_log2fc	max_log2fc	median_auc	max_auc	median_pct_positive_icaf	median_pct_positive_other	min_fdr	top_section	top_section_fdr
COL10A1	8	4	1	-1.9729968848753368	0.5554284325024249	0.3694332116470521	0.694337953406075	0.1747290510177108	0.6032546706830029	1.2853319430406164e-94	IU_PDA_T3	1.2853319430406164e-94
GJB2	8	4	1	-1.9900644249112474	0.8317372128806965	0.42772560710026747	0.6934778334807825	0.08703703703703704	0.33933959654110823	1.4959049121142577e-56	IU_PDA_T3	1.4959049121142577e-56
HMGA2	8	4	0	-2.03968440668985	0.6723979240880377	0.4439042223005937	0.49043512868134786	0.03864205256570713	0.12385595555864426	6.047274059673313e-13	IU_PDA_T3	6.047274059673313e-13
WFDC2	8	4	0	-2.1080423362643326	-0.7875522665226369	0.3870170132910593	0.46918019861057836	0.07043740573152338	0.2856509896269913	1.0099879658934278e-49	IU_PDA_T3	1.0099879658934278e-49
COL11A1	8	4	1	-2.165501828949987	0.3475728423852768	0.4090980254855465	0.6316474982797602	0.11819497196599746	0.3745309451143243	3.9805139851413063e-41	IU_PDA_T3	3.9805139851413063e-41
CST1	8	4	0	-2.1811070215850132	-0.2355539043077671	0.43387147742836296	0.4965477560414269	0.09198998748435544	0.2537350014632719	2.3841154030757717e-86	IU_PDA_T3	2.3841154030757717e-86
TFF1	8	4	0	-2.252702734569061	-0.4279986872347751	0.383046203961464	0.49819873911738216	0.1718266253869969	0.4249789302826463	2.2896005022984373e-09	IU_PDA_T12	2.2896005022984373e-09
ACKR1	8	4	0	-6.027669174258645	3.868589156692092	0.5190471601852219	0.5825546082864148	0.05263157894736842	0.015322576096031049	3.91539499853573e-29	IU_PDA_T3	3.91539499853573e-29
SRPX	8	3	1	2.22689715256585	2.827411815043392	0.5538541301326283	0.6729223903214281	0.17153996101364521	0.07122805681536136	1.279515613721691e-32	IU_PDA_T3	1.279515613721691e-32
PTX3	8	3	1	2.0471037513838155	3.0787706062722426	0.5203302508614532	0.6585078148038926	0.07054219167621228	0.016456002008126146	5.018643005489895e-08	IU_PDA_T3	5.018643005489895e-08
PLCXD3	8	3	0	1.7297508107735085	3.236523007580563	0.5211169999542624	0.5800894524722304	0.06696509314523422	0.011830212717651646	1.8581062423205834e-07	IU_PDA_T3	1.8581062423205834e-07
ABCA8	8	3	2	1.6651429680921277	2.778258425047576	0.5546910682993804	0.6410690965762791	0.14912280701754385	0.04311719748353485	3.417312064627907e-24	IU_PDA_T3	3.417312064627907e-24
PKNOX2	8	3	0	1.609030139579834	2.1830656182470523	0.5080373693831682	0.5714391035092893	0.024326279616567192	0.009195971253864031	0.0004587659865143638	IU_PDA_T3	0.0004587659865143638
FXYD1	8	3	2	1.5461288949121785	2.3749360250464826	0.5528762517248841	0.6361446967462892	0.20226011102299762	0.057281837050416964	2.6017709047482407e-40	IU_PDA_T3	2.6017709047482407e-40
MMRN1	8	3	0	1.520053233000787	3.317030751041565	0.5080785435415236	0.5402200963421996	0.028284430346286017	0.010150618090891472	0.00037737253273354993	IU_PDA_T12	0.00037737253273354993
ASPA	8	3	0	1.3806972197577585	3.8116115010442875	0.5077939676348335	0.5337536497924085	0.022417153996101363	0.008170616120177318	0.01109794346289822	IU_PDA_T3	0.01109794346289822
PLA2G2A	8	3	1	1.365126363189249	4.189293664822415	0.5231841574348531	0.6767110614293055	0.07246963562753037	0.03611697729402888	8.762325968076355e-115	IU_PDA_T3	8.762325968076355e-115
SLIT3	8	3	2	1.3620233347042703	1.63325932304104	0.5383782615670628	0.7091032953836917	0.1388888888888889	0.08162284989814303	3.752851571642493e-30	IU_PDA_T9	3.752851571642493e-30
IGF1	8	3	2	1.352066509510042	2.878964328561404	0.5403761356445814	0.7351669245394853	0.1267056530214425	0.057437968710921314	1.684289845006804e-82	IU_PDA_T3	1.684289845006804e-82
MT1A	8	3	0	1.3399283877855868	4.1912064017889925	0.5093750574700531	0.5976619768630881	0.028774928774928772	0.011546464878356026	1.212741157912543e-22	IU_PDA_T12	1.212741157912543e-22
PCBP3	8	3	0	1.2983084327162047	4.2421202643817075	0.5081001170275942	0.5433840197612388	0.02786377708978328	0.025314883399540883	5.466013634435991e-06	IU_PDA_T9	5.466013634435991e-06
TMOD1	8	3	0	1.2913853551326144	4.382720129284422	0.5391055317452982	0.5880074290262669	0.1393188854489164	0.06062228634671135	8.27139807359116e-06	IU_PDA_T9	8.27139807359116e-06
PDK4	8	3	1	1.2559359905068963	3.2152184359483007	0.524398314312726	0.700359743251734	0.08319088319088319	0.05054703140325624	2.729374257897032e-21	IU_PDA_T12	2.729374257897032e-21
SELENOP	8	3	3	1.204988349257044	1.6576588710827047	0.5826387938426604	0.7993260974017175	0.412962962962963	0.3093756879222755	5.087769516087168e-53	IU_PDA_T3	5.087769516087168e-53
CD209	8	3	0	1.1828149134042745	3.026359436548003	0.5125498968497749	0.5915096842663836	0.04759238521836506	0.02890446918569318	1.5768829309117188e-07	IU_PDA_T3	1.5768829309117188e-07
ANK2	8	3	0	1.1608281261225604	3.4655805083883786	0.5350401609732581	0.5704794934026537	0.12646048109965635	0.04182362530743022	6.86573726460867e-05	IU_PDA_T3	6.86573726460867e-05
CD36	8	3	0	1.1475563354680924	2.733596637389544	0.511884270597477	0.5842609247372765	0.04102167182662539	0.03156373773255709	1.4167889963840946e-07	IU_PDA_T12	1.4167889963840946e-07
SVEP1	8	3	3	1.1276318377446461	2.104765821779823	0.5555515230299735	0.6912461800183205	0.24561403508771928	0.14004493897240763	3.0274156810283115e-42	IU_PDA_T3	3.0274156810283115e-42
DNASE1L3	8	3	0	1.1233810417293126	4.6943013029363785	0.5081709772230536	0.5823994888430158	0.02341430499325236	0.007075266815586994	1.0939457938346291e-15	IU_PDA_T6	1.0939457938346291e-15
SCARA5	8	3	0	1.114317318446891	3.906873991737081	0.5042164602277647	0.5397575916592873	0.011823361823361822	0.0033960625141857066	4.164479631338327e-27	IU_PDA_T3	4.164479631338327e-27
NRN1	8	3	0	1.0821180945054105	4.0859697183636206	0.5056344388796725	0.5804826501523641	0.02207977207977208	0.00584035885070631	1.3592902382191067e-06	IU_PDA_T3	1.3592902382191067e-06
NOVA1	8	3	0	1.076839308769431	3.939904638313874	0.5096157056753134	0.5394534679543459	0.04113137721385144	0.014547193840673987	0.0008455137190672117	IU_PDA_T1	0.0008455137190672117
VWF	8	3	2	1.0569521019477524	2.2866682663496105	0.5454687062611073	0.7621645532291359	0.22381985892566467	0.15740815639782824	2.1776402192397246e-14	IU_PDA_T12	2.1776402192397246e-14
HSPB6	8	3	3	1.0563252120490896	1.8825335214522134	0.5766892937305677	0.6953380944051485	0.39327485380116955	0.268156765475826	1.2332088505739185e-72	IU_PDA_T3	1.2332088505739185e-72
NR4A1	8	3	5	1.0116988520081032	4.213065814331894	0.6546567399975958	0.9338719040247678	0.8198739977090492	0.6276671070344942	5.360044130251826e-120	IU_PDA_T3	5.360044130251826e-120
PTPRQ	8	3	0	1.005159291462261	4.664597767622091	0.5005286283813084	0.5216005049688628	0.001718213058419244	0.0012755234649533195	0.000132350168277874	IU_PDA_T9	0.000132350168277874
PODN	8	3	3	0.9997462930228816	1.9228406834540153	0.5895230878017046	0.7841836233166224	0.29814814814814816	0.2036381627260164	3.693464140612273e-24	IU_PDA_T3	3.693464140612273e-24
MMP19	8	3	3	0.9790341523882526	4.466887856405392	0.5339847611908867	0.8310919762641898	0.23754295532646047	0.14414659162602034	2.4201967827382337e-38	IU_PDA_T2	2.4201967827382337e-38
LHFPL6	8	3	2	0.973619046034957	1.9003484324841093	0.5284438287593047	0.818170647793178	0.2388888888888889	0.2137253125519279	1.0611152880223353e-11	IU_PDA_T12	1.0611152880223353e-11
MRGPRF	8	3	0	0.9649407431077505	4.439218422139116	0.5226937772671094	0.5944547625364818	0.13596491228070173	0.059625799452571	3.668515512615315e-05	IU_PDA_T8	3.668515512615315e-05
EGFL7	8	3	1	0.9419591378988807	4.011385857491441	0.5146281745660093	0.6746617139824888	0.15512820512820513	0.09434679729665564	1.322796081141991e-07	IU_PDA_T3	1.322796081141991e-07
SCG2	8	3	2	0.9391176026413786	1.8484893145063228	0.5093619069522142	0.6240221020340277	0.15019203557711744	0.08931522134819012	9.938079672130574e-13	IU_PDA_T9	9.938079672130574e-13
FHL5	8	3	0	0.9288524821343237	1.8441904212171671	0.5071760997547949	0.57100694230556	0.03827796869033982	0.02732012306500526	1.6528603247402303e-05	IU_PDA_T12	1.6528603247402303e-05
SH3BP5	8	3	3	0.9250604056667849	2.9545160606944596	0.556964765599971	0.8374127592647204	0.3474358974358974	0.1878279640244484	4.4544307926860354e-29	IU_PDA_T3	4.4544307926860354e-29
ATRNL1	8	3	0	0.9249974914071667	3.804035639338378	0.5113970242300713	0.5652161984196664	0.047165991902834006	0.012483169849875062	3.7506972292463253e-05	IU_PDA_T10	3.7506972292463253e-05
EPAS1	8	3	3	0.9218784119678717	2.457265207650883	0.563113169404196	0.6500786395360267	0.25217037438958223	0.18286529969452842	3.140175460636967e-08	IU_PDA_T9	3.140175460636967e-08
IL7R	8	3	1	0.9068783803099698	4.020153825396573	0.5245893699144941	0.6300438596491228	0.2115384615384615	0.11744971918314068	1.6987533548368913e-13	IU_PDA_T2	1.6987533548368913e-13
NFIB	8	3	3	0.9030542079413946	1.7236582871448605	0.5608951984492678	0.6922538084351354	0.46143063845179966	0.30855644233937235	1.8399798660291393e-44	IU_PDA_T3	1.8399798660291393e-44
SCRG1	8	3	0	0.8987079859729494	2.4752885391377206	0.5117641640569983	0.5633901181485542	0.04483430799220273	0.021828109840023466	1.7854619136523385e-06	IU_PDA_T3	1.7854619136523385e-06
ADAMTS9	8	3	1	0.8951471123359529	1.4483770902581234	0.5406861793312475	0.7903273370687113	0.19094773015011757	0.12190907867871671	7.986262629392887e-19	IU_PDA_T3	7.986262629392887e-19
FOSB	8	3	4	0.8861551778567746	4.448951161871392	0.6320324768476335	0.8901638286893705	0.5462962962962963	0.34369687980034946	1.0154321943449034e-86	IU_PDA_T3	1.0154321943449034e-86
IL6ST	8	3	4	0.8720121839883445	1.103181014291624	0.5896930122529391	0.7575860242210696	0.5110729285987018	0.3949294297264912	7.012519268374966e-30	IU_PDA_T12	7.012519268374966e-30
STAB1	8	3	2	0.860856726798137	1.8404241599730553	0.5467343253921044	0.7225007372456502	0.2232772653282691	0.15408065377907115	7.603060670954877e-12	IU_PDA_T3	7.603060670954877e-12
JCHAIN	8	3	3	0.8581301335299729	2.570795251554178	0.5515096997655691	0.7804792311661507	0.46725288053365677	0.419614470920924	3.0599408617665045e-12	IU_PDA_T12	3.0599408617665045e-12
SOD3	8	3	3	0.8517657624403809	1.652755724792151	0.5636876535214785	0.7327730266391428	0.3355670103092784	0.2608413588894388	1.499591212412975e-17	IU_PDA_T12	1.499591212412975e-17
KLRK1	8	3	0	0.8455241799963675	3.781419116831717	0.5076190263289515	0.5638827919227393	0.05479777954004758	0.01604503952684272	1.1163287248326842e-06	IU_PDA_T2	1.1163287248326842e-06
CAVIN2	8	3	1	0.8436074968932259	1.9794788261351672	0.5403699734360785	0.6462943057078441	0.1388888888888889	0.06978215845685343	9.851948223729501e-27	IU_PDA_T3	9.851948223729501e-27
ZBTB16	8	3	2	0.834351696024028	2.4538706871602987	0.5442512659745289	0.6278151141445626	0.1628205128205128	0.06788613722321638	3.5832198003219165e-31	IU_PDA_T3	3.5832198003219165e-31
AQP1	8	3	3	0.8319752575023704	2.2639763116096736	0.5711207293200693	0.6741480574863943	0.38442756375474774	0.26764333645578553	1.5330873512369475e-27	IU_PDA_T3	1.5330873512369475e-27
IL33	8	3	0	0.8235848682567359	1.471352726028966	0.5043179613691566	0.5779507878623612	0.06195674145947039	0.04788379226028102	5.678640520182151e-08	IU_PDA_T3	5.678640520182151e-08
ITGA7	8	3	1	0.8050724662942051	2.5818970949321187	0.5207934372687754	0.7186179101543301	0.09957264957264957	0.04804846440474719	1.8157623365928365e-09	IU_PDA_T3	1.8157623365928365e-09
MEOX2	8	3	0	0.804949762574575	5.2253882278147845	0.5065886371121407	0.5947200849031573	0.06679883690192968	0.02827701873808657	3.448606013099114e-05	IU_PDA_T8	3.448606013099114e-05
INMT	8	3	1	0.789206215778818	1.712939750605589	0.5003771997202235	0.7024948232993865	0.08576998050682261	0.12168517731480678	9.016108064241208e-28	IU_PDA_T9	9.016108064241208e-28
LRCOL1	8	3	0	0.7811480149894628	8.153274702521209	0.5006818335817862	0.5292251975417033	0.0026595744680851063	0.0008738778849720322	3.991511901162222e-20	IU_PDA_T10	3.991511901162222e-20
GYPC	8	3	1	0.7546279511098917	1.5345609768267492	0.5390056596842872	0.7429961663226187	0.21754486445208093	0.16028704561828355	3.353256095343421e-09	IU_PDA_T3	3.353256095343421e-09
APOD	8	3	3	0.7538290680598438	1.7001000369466701	0.5703711023804988	0.7119660387370655	0.5877243222604047	0.47781546811397557	4.8335213360142786e-08	IU_PDA_T12	4.8335213360142786e-08
BOC	8	3	3	0.7531522050422177	3.2111214836063193	0.554848191006865	0.6977712921199257	0.4020618556701031	0.2633118696270223	4.4868748301978813e-10	IU_PDA_T12	4.4868748301978813e-10
NTRK2	8	3	2	0.7420338989270973	2.5918906333802614	0.5083073099055293	0.6495308254239506	0.042483660130718956	0.0485125174141767	6.246743886961e-41	IU_PDA_T9	6.246743886961e-41
CEBPD	8	3	6	0.741414169785557	1.7307710426671574	0.6332125893365987	0.8002801533470952	0.6730846977966445	0.5940341634666655	1.8877248917789536e-26	IU_PDA_T9	1.8877248917789536e-26
OLFML3	8	3	1	0.7338451215175938	1.6846908246473113	0.5409213979789271	0.7167010714636783	0.2169470066919877	0.16746517977764874	0.0018915160719464817	IU_PDA_T9	0.0018915160719464817
PDGFRA	8	3	2	0.7305701172415004	2.217929283489091	0.5896344875846287	0.6642252584114625	0.43148148148148147	0.3171424230627957	2.8037348341374674e-12	IU_PDA_T12	2.8037348341374674e-12
PI15	8	3	1	0.7110248669317215	4.218577901339382	0.5106566908628007	0.7033077754841246	0.04625958234205657	0.020323601521064744	0.0225379177836744	IU_PDA_T10	0.0225379177836744
NR4A3	8	3	3	0.7024393485974001	3.7990164006185685	0.531254635259945	0.7908434090238867	0.19501424501424502	0.12450800026386578	2.302413154620562e-22	IU_PDA_T3	2.302413154620562e-22
EMP1	8	3	2	0.6753849473149269	1.497317642085725	0.5787073553299573	0.6726038441692467	0.6365075058780973	0.5493777680743559	2.2565810099864113e-17	IU_PDA_T3	2.2565810099864113e-17
CPE	8	3	2	0.666332923828848	2.1184119680848745	0.5763635237510591	0.6534566504245279	0.441625972146862	0.34733633869354286	1.1439898343893983e-11	IU_PDA_T9	1.1439898343893983e-11
FKBP5	8	3	2	0.6580699969002486	0.9935795816531164	0.550641827782213	0.6753817652059284	0.3653846153846154	0.2714496418940968	7.472011588314404e-15	IU_PDA_T3	7.472011588314404e-15
TMC2	8	3	0	0.6577890945705072	5.994054953587141	0.5032002401489726	0.5478243565932608	0.007731958762886598	0.0026315268830819395	8.644323886936514e-05	IU_PDA_T3	8.644323886936514e-05
C1S	8	3	5	0.6537300964185894	1.6393953457091397	0.6457705734016107	0.8053917231888332	0.677319587628866	0.635711078054394	3.5034601762577946e-23	IU_PDA_T12	3.5034601762577946e-23
MAN1C1	8	3	0	0.6472092192236815	1.6478454703827015	0.5245725983670205	0.5665809915115376	0.16228070175438597	0.1315864574886158	7.859474512743146e-05	IU_PDA_T9	7.859474512743146e-05
FOXO3	8	3	1	0.6464468897168778	1.4478921157122329	0.5456216629641814	0.6205732792075792	0.46780333068992863	0.3957720384103326	9.414743616714421e-07	IU_PDA_T12	9.414743616714421e-07
CDH5	8	3	1	0.6264090160705212	1.3883549493592526	0.515421355662185	0.6119192672079242	0.1016777845158682	0.08233824250961523	2.9095381704890928e-08	IU_PDA_T12	2.9095381704890928e-08
IKZF1	8	3	2	0.6218620325861165	3.212852668911577	0.5560789363979171	0.6354566008060553	0.25526315789473686	0.13548683509953113	0.0002838152507643505	IU_PDA_T12	0.0002838152507643505
SERPING1	8	3	2	0.6166097600475721	0.8287020487982177	0.5742703589274613	0.7050028335941061	0.5584192439862543	0.49194983662838576	6.250390301732857e-19	IU_PDA_T12	6.250390301732857e-19
WNT4	8	3	0	0.6159820965016837	2.5308255207563186	0.5128647491797267	0.5880339612629345	0.057549857549857544	0.039793122992631776	0.012821385093565821	IU_PDA_T12	0.012821385093565821
IGLC1	8	3	3	0.6126194123207187	1.9524436674328853	0.550081130832741	0.6523973130135889	0.5794117647058823	0.5129871833456754	1.6543710977364293e-10	IU_PDA_T12	1.6543710977364293e-10
SFRP4	8	3	3	0.6104777625002318	2.7279858908621075	0.556082325408561	0.8439005209869261	0.6179839633447881	0.48437732688011914	1.068472888091663e-15	IU_PDA_T12	1.068472888091663e-15
NNMT	8	3	2	0.6033684954105283	1.190820585238739	0.5470765312031343	0.800747075592254	0.5377052310042001	0.5551649840118884	3.7880717602432386e-16	IU_PDA_T9	3.7880717602432386e-16
SCN7A	8	3	0	0.5748046466493424	2.908150443384548	0.5109597723855162	0.5776951483940913	0.060180995475113123	0.02346272350808193	3.37347324189667e-05	IU_PDA_T3	3.37347324189667e-05
SPRY1	8	3	1	0.5701519291046182	0.9520072405814121	0.5591905847589662	0.6286247911137325	0.3778159602901871	0.31179665806488055	7.1449780020238785e-06	IU_PDA_T3	7.1449780020238785e-06
NDRG2	8	3	0	0.5668565239858592	0.9741036158375543	0.525328173023722	0.5659480528280502	0.27405731523378585	0.2146455223880597	0.0006213791462811681	IU_PDA_T3	0.0006213791462811681
MTSS1	8	3	1	0.5603011332300323	1.690179244699032	0.5257286334999045	0.6227759756217438	0.17394380432585405	0.12080750643097227	1.9812842062036845e-05	IU_PDA_T9	1.9812842062036845e-05
SPARCL1	8	3	1	0.5515745043466944	1.506666439002802	0.5458139243630781	0.7200701622540625	0.31481481481481477	0.2457042972539994	4.610265115472585e-22	IU_PDA_T12	4.610265115472585e-22
CFH	8	3	3	0.5436203852411843	1.0748724587552752	0.5434698118746291	0.7342928026709704	0.3819587628865979	0.35283074553394234	1.332378230410505e-25	IU_PDA_T9	1.332378230410505e-25
DUSP1	8	3	4	0.5391295456252667	2.7402317780695924	0.6556425398117993	0.7981471645536491	0.7621780515117581	0.5574302908361978	2.812625316273055e-93	IU_PDA_T3	2.812625316273055e-93
GSN	8	3	5	0.5382050931774298	1.0339223219612945	0.6342156241681791	0.6780202496805269	0.7450067476383266	0.7086450725970128	1.505618038531415e-26	IU_PDA_T3	1.505618038531415e-26
MT1E	8	3	3	0.532887484341459	1.3224905228795814	0.5702028267262891	0.7299223434581736	0.3982211441277542	0.4000664756809801	2.585030330291212e-07	IU_PDA_T3	2.585030330291212e-07
TNS2	8	3	2	0.5101977836466283	1.081676189553442	0.5279706766530202	0.7059372849700187	0.23844978999618172	0.20824953902963755	3.9632144641274007e-08	IU_PDA_T12	3.9632144641274007e-08
PTGIS	8	3	2	0.5079355174534038	1.2050514275170932	0.549259941652178	0.635824637484754	0.2982456140350877	0.21480138665403173	4.721401661318994e-10	IU_PDA_T3	4.721401661318994e-10
KCND3	8	3	0	0.5037697078367231	1.9600274007286507	0.5164804119267872	0.5614568659600182	0.05799220272904483	0.02617600830783912	1.9901004004791482e-08	IU_PDA_T3	1.9901004004791482e-08
RHOB	8	3	4	0.5007088063395356	1.3879102831377714	0.599625368856103	0.6920649714117043	0.7228118051344249	0.6677281933174117	2.1211880515544197e-48	IU_PDA_T3	2.1211880515544197e-48
SLC19A2	8	3	2	0.49965046806780955	3.6826687462951253	0.5371820825456397	0.6269537009731643	0.23050489029870475	0.11104402160843979	4.1130817711603846e-11	IU_PDA_T3	4.1130817711603846e-11
CNN3	8	3	2	0.48739232008999855	0.6168677288988956	0.5530133213708288	0.6484075493954585	0.6089156166475753	0.5554352735647974	4.662787628936665e-12	IU_PDA_T3	4.662787628936665e-12
TSC22D3	8	3	3	0.4796905877017412	1.7866598631749362	0.5742802814883388	0.6445820433436532	0.5685185185185185	0.5397239066875867	1.9998044211781644e-20	IU_PDA_T3	1.9998044211781644e-20
RARRES2	8	3	3	0.473386784602114	1.193686492558481	0.5122718939579411	0.8050231003637078	0.5859106529209621	0.5964036684820744	1.3912975046147307e-24	IU_PDA_T3	1.3912975046147307e-24
GAS1	8	3	3	0.4729850195794917	2.8388619325210427	0.5597733404014803	0.7229268180033716	0.3766956049918611	0.25881746915983195	9.028141753579655e-25	IU_PDA_T9	9.028141753579655e-25
ATF3	8	3	2	0.4639368162161595	2.2111083029297447	0.535634033471718	0.8180723483731446	0.317080378250591	0.31307274083724695	2.915967370061691e-17	IU_PDA_T9	2.915967370061691e-17
