gene	n_sections_tested	n_sections_fdr_lt_0_05	n_sections_auc_gt_0_60	median_log2fc	max_log2fc	median_auc	max_auc	median_pct_positive_icaf	median_pct_positive_other	min_fdr	top_section	top_section_fdr
C7	8	6	7	2.0712861750787175	3.4439027293587814	0.776799905660981	0.9384449174406605	0.8180603283696066	0.4060142588318466	5.0480538103910296e-139	IU_PDA_T3	5.0480538103910296e-139
IGKC	8	6	5	0.6313521741817891	2.044624936824041	0.667012739071543	0.8451335139318885	1.0	0.967981975899225	2.4708062625951168e-12	IU_PDA_T12	2.4708062625951168e-12
KRT8	8	6	0	-1.115093887339631	-0.4217290064606739	0.31231522941066986	0.430623744313327	0.6398623279098874	0.8353523243427331	2.9222122162616354e-100	IU_PDA_T3	2.9222122162616354e-100
FN1	8	6	1	-1.2017679645282624	0.5632218898958905	0.24655480038956007	0.7882630492480094	0.8571622354856212	0.9599324579785615	1.5501895787417379e-145	IU_PDA_T3	1.5501895787417379e-145
LYVE1	8	5	3	2.2954049406316512	4.031949814060188	0.5507079210123025	0.6522496516792524	0.1429171332586786	0.03364410451119225	5.0924485142165494e-73	IU_PDA_T3	5.0924485142165494e-73
GPX3	8	5	2	1.9502237661205057	3.7114496617650787	0.5872697328359805	0.6951229841441929	0.28832658569500674	0.12337522295018277	2.5175713886918922e-31	IU_PDA_T3	2.5175713886918922e-31
OGN	8	5	4	1.8559845825663053	3.3081450905364655	0.5967622335876639	0.7656232675036035	0.3122374952271859	0.09281038988882626	3.3693162953791107e-38	IU_PDA_T3	3.3693162953791107e-38
SFRP1	8	5	0	1.4196505692008388	4.064891915136633	0.5339718450047748	0.567476987241858	0.09358974358974359	0.027652602621703357	2.662209969143486e-14	IU_PDA_T3	2.662209969143486e-14
EFEMP1	8	5	4	1.1616637732391402	2.780790822302703	0.5771485618377722	0.8243635112552836	0.23381262434436606	0.12585711200084934	2.4790183116961816e-18	IU_PDA_T9	2.4790183116961816e-18
IGFBP4	8	5	7	0.9863150416813149	2.2079464759072365	0.7172696584362038	0.7551212593477805	0.779495990836197	0.631708694935707	6.516122169412614e-70	IU_PDA_T3	6.516122169412614e-70
C3	8	5	7	0.970169794167268	2.3287517993919358	0.7171857715377021	0.8194559268410965	0.7981481481481482	0.6975765442815092	3.0403200931388434e-96	IU_PDA_T3	3.0403200931388434e-96
FBLN1	8	5	7	0.9043259699624244	2.0933273262238252	0.670143955301933	0.7725842917526786	0.7185948835433371	0.5092945127544346	3.4491511058879884e-32	IU_PDA_T12	3.4491511058879884e-32
DCN	8	5	7	0.653700506901419	1.8537209221069757	0.6893818745758336	0.8706686123640223	0.9871134020618557	0.9295505100051193	7.960245262455539e-40	IU_PDA_T3	7.960245262455539e-40
ACTA2	8	5	2	-0.46805143223646234	0.8397622507402982	0.37872753224490474	0.8152953897572004	0.8272241313478428	0.9157454348592873	3.8996714040566494e-16	IU_PDA_T12	3.8996714040566494e-16
PPDPF	8	5	0	-0.5155968079091089	-0.21800658686118962	0.3269653100091701	0.42845650598815155	0.6860643877735576	0.849351549884966	1.3273880420166758e-15	IU_PDA_T3	1.3273880420166758e-15
COL1A1	8	5	1	-0.6393443855108141	0.7628638992160801	0.3370633274872341	0.7788754546348177	0.9847269950362734	0.9959399313623452	6.455312026384481e-97	IU_PDA_T3	6.455312026384481e-97
S100A6	8	5	0	-0.717350761835083	-0.43643156818570755	0.2271068835191155	0.3878713293270255	0.9852941176470589	0.9894150357144715	3.038102499222313e-99	IU_PDA_T3	3.038102499222313e-99
ANXA2	8	5	0	-0.8090238393780181	-0.27372932293168184	0.32909910266482345	0.445597856199122	0.5863879343260787	0.817200274550616	1.1886355612481552e-59	IU_PDA_T3	1.1886355612481552e-59
S100A11	8	5	0	-0.8424352994414765	-0.15031310599922942	0.2992434288908986	0.46012204828867076	0.5638451799602098	0.8271124622866972	8.984215965001758e-105	IU_PDA_T3	8.984215965001758e-105
KRT18	8	5	0	-0.8861126650491292	0.44574414183949157	0.3658640688471864	0.5291456619793049	0.5195681511470984	0.7244394074995149	1.4526786815402217e-63	IU_PDA_T3	1.4526786815402217e-63
JUP	8	5	0	-0.9351555095932245	0.3289465185948493	0.41235657348437277	0.5607490415806546	0.16356275303643725	0.4872941805361045	2.0095083166270285e-73	IU_PDA_T3	2.0095083166270285e-73
IGFBP3	8	5	1	-1.0777386114332472	0.7612004468354365	0.3169568969169778	0.7273174088272879	0.42820512820512824	0.6784897027689627	3.0122718876519485e-115	IU_PDA_T3	3.0122718876519485e-115
INHBA	8	5	1	-1.243449619313998	0.6185253407344169	0.3220325720472776	0.7543005996264622	0.28888888888888886	0.6643860426118766	4.1089119941920767e-103	IU_PDA_T3	4.1089119941920767e-103
KRT7	8	5	0	-1.3759801491518182	-0.22156066260882534	0.26620514062342165	0.49842720927946527	0.4105263157894737	0.7202197551475943	1.9308363725125712e-84	IU_PDA_T3	1.9308363725125712e-84
MUC1	8	5	0	-1.3774294509716936	-0.7107027268228384	0.27502204397527363	0.43663161147338364	0.358974358974359	0.6425085251491901	8.11623416989735e-76	IU_PDA_T3	8.11623416989735e-76
POSTN	8	5	1	-1.4626901636631011	0.7889797850374544	0.35050803317488965	0.7660473803204562	0.28157894736842104	0.6987361741454312	2.618670003808388e-108	IU_PDA_T3	2.618670003808388e-108
MMP7	8	5	0	-1.6173851664980035	-0.24245030868170192	0.3638532049610841	0.47316425833087583	0.16032388663967612	0.4244141763497439	6.857989287473063e-51	IU_PDA_T3	6.857989287473063e-51
FXYD3	8	5	0	-1.7001256504962776	-0.6655741102955475	0.34099525575618383	0.4674061287985339	0.12461300309597523	0.5071239771450278	1.1052229947242853e-76	IU_PDA_T3	1.1052229947242853e-76
C19orf33	8	5	0	-1.8479024744214092	-0.5898265952452478	0.27842905445272914	0.45969451902996206	0.21842105263157896	0.6928251208586791	5.123784865162339e-61	IU_PDA_T3	5.123784865162339e-61
MMP11	8	5	0	-2.018281899792094	-0.08189136910446908	0.36031261373461987	0.5732822176349159	0.1094017094017094	0.424095326596434	1.4446725247548475e-49	IU_PDA_T3	1.4446725247548475e-49
CCL19	8	4	2	1.951570377293714	3.4892090912917006	0.5822801447878438	0.7423285059567076	0.18859649122807015	0.039615143499991415	1.1640340452345847e-38	IU_PDA_T12	1.1640340452345847e-38
PTGDS	8	4	7	1.7866345402852897	2.7143465919316174	0.6448952085320171	0.8261552317391405	0.5876288659793815	0.36981839182148823	6.4508052533183e-92	IU_PDA_T3	6.4508052533183e-92
COL14A1	8	4	3	1.6949579399701755	3.4048373899368114	0.5687029415326976	0.7300208515566288	0.3099415204678363	0.1214744334466539	1.3372527444337472e-26	IU_PDA_T12	1.3372527444337472e-26
ADAMTS15	8	4	0	1.6906880549809884	3.204958743484352	0.5173821725015034	0.5585090983010755	0.05250656963816454	0.011708004097161252	2.188191234197075e-09	IU_PDA_T3	2.188191234197075e-09
ABCC9	8	4	2	1.563322714156354	2.7922128744364705	0.536203697276763	0.7019315836036567	0.13365888949177065	0.06867579481421413	2.002830133883952e-13	IU_PDA_T12	2.002830133883952e-13
LILRB5	8	4	0	1.4884775694187868	4.380079944223352	0.5262373914693574	0.559610423116615	0.08490937746256895	0.02362319481539147	1.4387187269524366e-10	IU_PDA_T3	1.4387187269524366e-10
RASD1	8	4	6	1.480587053145522	3.9939143349609587	0.6264474339347009	0.7454850361197111	0.38781079442086114	0.1195529704419081	5.694611657291387e-43	IU_PDA_T3	5.694611657291387e-43
MFAP4	8	4	3	1.4631934727053117	2.8796824629483573	0.5908424875443293	0.8121006586061142	0.3920389461626575	0.23088483796518167	2.0887010917834856e-36	IU_PDA_T3	2.0887010917834856e-36
LIFR	8	4	1	1.4517597154502528	2.4240777646297085	0.5513532516756128	0.6301484321242504	0.17159244264507423	0.0741257174208037	9.011151479420642e-15	IU_PDA_T3	9.011151479420642e-15
ABI3BP	8	4	1	1.4389008521785924	3.059739885213006	0.5559484174170435	0.6613054244847171	0.18333333333333335	0.06538829283151695	4.3527776876835745e-19	IU_PDA_T12	4.3527776876835745e-19
MT1X	8	4	4	1.426427987541794	2.4465891791024554	0.5974782799527265	0.717234258152743	0.30526315789473685	0.20982587064676617	2.2800064812992206e-22	IU_PDA_T9	2.2800064812992206e-22
ADAMTS1	8	4	5	1.2926584122864389	3.014623730884647	0.6677809075672367	0.7287427504177726	0.5609965635738832	0.20567461116018543	2.4459124570034353e-73	IU_PDA_T3	2.4459124570034353e-73
TNXB	8	4	3	1.2806609553412265	2.541126560538512	0.5683888737420033	0.6520592837166899	0.2149122807017544	0.10697905620360551	7.409610330508386e-67	IU_PDA_T3	7.409610330508386e-67
FABP4	8	4	0	1.2691680480962566	4.436072008822401	0.5194099397770602	0.5766756705146053	0.07280701754385965	0.016064362139135646	1.5710657230823126e-14	IU_PDA_T3	1.5710657230823126e-14
PLTP	8	4	4	1.2481388237629856	1.7771201951067808	0.6040515518720557	0.8423277302663914	0.506701030927835	0.28133383993135264	5.219429553504345e-54	IU_PDA_T3	5.219429553504345e-54
MGP	8	4	3	1.2191568439138705	2.130047120511696	0.5984378063254878	0.7801107873695623	0.4105263157894737	0.28862691509284955	9.55213285101393e-36	IU_PDA_T12	9.55213285101393e-36
CLU	8	4	5	1.0921724839594331	1.989983961252486	0.6274245548572925	0.831581184200457	0.7324561403508771	0.5444122329218235	2.7749161676708545e-145	IU_PDA_T3	2.7749161676708545e-145
BTG2	8	4	4	1.0710756004712563	3.3467761933588918	0.6047531885870289	0.6903541021671826	0.4265856950067476	0.25117200247324944	1.479145558702015e-41	IU_PDA_T3	1.479145558702015e-41
CXCL12	8	4	4	0.9798644047762928	3.3168241556627236	0.6202223113235235	0.6854876160990712	0.4556429734129137	0.1979611467300398	3.838306990557081e-15	IU_PDA_T3	3.838306990557081e-15
PECAM1	8	4	2	0.9523721282731734	1.9302502231850396	0.5528622932473035	0.8235033913299912	0.3201030927835051	0.19516283711808724	2.2896005022984373e-09	IU_PDA_T12	2.2896005022984373e-09
CCDC80	8	4	5	0.905648995368909	2.0533376837737154	0.6420895945979496	0.743291064582719	0.5151926207270754	0.3448665413006259	1.8962330018210728e-39	IU_PDA_T3	1.8962330018210728e-39
KLF9	8	4	5	0.8996385752979142	2.102933377385238	0.6218388260594885	0.6517743045316032	0.5344653325247625	0.38225906581096986	3.565019706263883e-15	IU_PDA_T3	3.565019706263883e-15
CADM3	8	4	0	0.8893674162124736	4.715552183712623	0.5101949433882506	0.545207375968658	0.02631578947368421	0.0028225305161876015	9.343909648452502e-10	IU_PDA_T12	9.343909648452502e-10
C1R	8	4	7	0.8875264323067642	1.8506696039285477	0.7269829852654155	0.7961629439810766	0.8993127147766323	0.7971759387504317	1.914960164155094e-58	IU_PDA_T3	1.914960164155094e-58
MYC	8	4	5	0.88361183598534	2.514404240047581	0.6072009861429052	0.7190417907920159	0.6706456863809007	0.5089585925855182	2.1988754699535618e-28	IU_PDA_T3	2.1988754699535618e-28
IGHG1	8	4	4	0.8213242486792289	1.798216861457062	0.6037399906272893	0.6889758556646325	0.6185185185185185	0.6118945712613404	1.653253341087586e-15	IU_PDA_T3	1.653253341087586e-15
SOCS3	8	4	5	0.8051155877889409	2.4999163665159645	0.6448362947007874	0.7385726924211147	0.6585729788388497	0.433864742241003	1.3003578837985287e-29	IU_PDA_T3	1.3003578837985287e-29
CRISPLD2	8	4	6	0.7777072375930951	2.289614249229582	0.6526297067763525	0.7115157770569154	0.6023291332569682	0.4791504721971721	2.134861124959657e-22	IU_PDA_T3	2.134861124959657e-22
MT2A	8	4	8	0.7575976182989808	1.3090451252537687	0.6972864435544884	0.8074546850914498	0.9476397178513294	0.8746236794629383	6.089528435106789e-123	IU_PDA_T3	6.089528435106789e-123
SERPINF1	8	4	5	0.7502970007469689	1.9827981947220876	0.6566514318930445	0.7997657664872057	0.6872852233676976	0.5699655454311301	4.674371322425932e-40	IU_PDA_T12	4.674371322425932e-40
C11orf96	8	4	5	0.7220178665318376	1.9385921197051308	0.6214885242655009	0.6697948916408669	0.6001989509857117	0.3815185335617285	1.6885153626137423e-36	IU_PDA_T3	1.6885153626137423e-36
C1QA	8	4	1	0.6719807035703111	1.8061491485147774	0.5204083720546009	0.7043399193944756	0.268493398444565	0.20837906057945565	0.00021121472658451685	IU_PDA_T9	0.00021121472658451685
SERPINE1	8	4	3	0.5715910101205522	1.3450393973038604	0.5359470620445937	0.7356018443679807	0.7192530294809187	0.6993676314640385	4.3852146801672824e-29	IU_PDA_T12	4.3852146801672824e-29
IL1R1	8	4	4	0.5711118553072364	1.642938941159998	0.5999214608807303	0.7070431534453947	0.5	0.4032666508673448	4.1398613021755957e-07	IU_PDA_T12	4.1398613021755957e-07
CBLN4	8	4	0	0.5709935155621848	4.3858931621099275	0.5077217096128828	0.5484197626418988	0.02147766323024055	0.006281730183442767	4.763874421110149e-07	IU_PDA_T2	4.763874421110149e-07
IGHA1	8	4	5	0.5295743401521956	2.098074133329226	0.6202072467792867	0.7549567853457172	0.831109763493026	0.7832948384899594	4.294440239682989e-13	IU_PDA_T3	4.294440239682989e-13
CD200	8	4	2	0.5289093135726604	1.4808639473377936	0.507888479429478	0.748894131524624	0.11982009298564786	0.09738776519159713	8.033642958177469e-10	IU_PDA_T9	8.033642958177469e-10
GBP1	8	4	1	0.5191372175580049	3.2232885454358366	0.49688033022646716	0.8669025852747468	0.1561047099252072	0.19550513717811424	1.6362630381503192e-05	IU_PDA_T3	1.6362630381503192e-05
ZFP36	8	4	4	0.5009086854625718	1.3763318018606328	0.6219764643226182	0.7624736710724346	0.7850877192982456	0.6780582382206615	2.2496131348738234e-90	IU_PDA_T3	2.2496131348738234e-90
CCN1	8	4	4	0.4582749257234788	2.8573754101258513	0.5833327980200947	0.859313725490196	0.8838185890257558	0.830212198904898	3.028258346022374e-95	IU_PDA_T3	3.028258346022374e-95
CCN2	8	4	3	0.4377389877913703	1.7031903382522653	0.5520135489678475	0.771858875128999	0.9102710958381062	0.9215092563778959	1.6151130011497035e-23	IU_PDA_T9	1.6151130011497035e-23
CD163	8	4	2	0.4174905234670203	1.4580234818403226	0.5500321003058177	0.8124447065762312	0.2847079037800687	0.1969343595072729	7.121938447233023e-15	IU_PDA_T3	7.121938447233023e-15
CPLX2	8	4	0	0.38675368444388203	5.190338170634642	0.5188628740970072	0.5547300263388938	0.05	0.007092578247071924	4.273012008470549e-07	IU_PDA_T10	4.273012008470549e-07
THBS1	8	4	4	0.2790945028356386	2.2315822991788954	0.5440197464309018	0.827796052631579	0.8454512570085007	0.7930892510093224	4.428540163521244e-16	IU_PDA_T3	4.428540163521244e-16
FOS	8	4	4	0.04352641159673408	1.3605325776822033	0.5697342520080902	0.8437628998968009	0.9578580829129195	0.8316926397424642	1.2969108229895958e-125	IU_PDA_T3	1.2969108229895958e-125
TGM2	8	4	1	-0.06427732737622159	0.7386088313446415	0.4975716757041364	0.6230334240904779	0.6402714932126696	0.7594021804318847	5.3882036691059984e-24	IU_PDA_T9	5.3882036691059984e-24
EEF1G	8	4	1	-0.08233260322414211	0.2626064323971383	0.46271297414375767	0.6335492922174721	0.7278893109061313	0.8753168208604176	3.935774739589849e-08	IU_PDA_T12	3.935774739589849e-08
TAGLN	8	4	3	-0.10775941361076309	0.7447754900696962	0.44180418963387785	0.769635309151676	0.7540091638029782	0.7874992049311615	2.3596476033752493e-18	IU_PDA_T3	2.3596476033752493e-18
FTL	8	4	2	-0.20813046146329361	0.2844107129645321	0.4460031928526996	0.6331957141452865	0.9590793995297522	0.9701608066261441	2.696510618861485e-10	IU_PDA_T3	2.696510618861485e-10
ACTB	8	4	0	-0.30862614366697316	-0.051000256103720956	0.3417139160896795	0.4606976983597716	1.0	0.9895668404262672	2.613877201311495e-22	IU_PDA_T12	2.613877201311495e-22
CALD1	8	4	2	-0.34695179388423336	0.3146022405609956	0.44733175225238475	0.6717782365084046	0.566819396716304	0.6982895119871915	1.5528215352269456e-06	IU_PDA_T9	1.5528215352269456e-06
CSTB	8	4	0	-0.4027933799553464	0.17543678667057686	0.4264915847953499	0.5072250073724565	0.451889338731444	0.717154188309103	5.555081207559807e-53	IU_PDA_T3	5.555081207559807e-53
INF2	8	4	1	-0.4635392334426799	0.22853440444462114	0.4198752699439753	0.6321389953799272	0.4351851851851852	0.6205685156079843	2.1061321323359617e-40	IU_PDA_T3	2.1061321323359617e-40
TAGLN2	8	4	0	-0.4707911538035786	0.19307567957405122	0.36842191933669055	0.48897585566463253	0.7039518900343642	0.8556524457011125	2.4514780906869098e-57	IU_PDA_T3	2.4514780906869098e-57
ACTN1	8	4	1	-0.4997818695018002	0.42464325917376233	0.3903609428342763	0.6843114125626659	0.4336769759450172	0.651227035395365	9.916984946404152e-21	IU_PDA_T3	9.916984946404152e-21
RAC1	8	4	1	-0.5300672799292319	0.8595913778235305	0.40103687798724263	0.6028124170867604	0.4994184509648427	0.665670419811615	1.9096548132688939e-13	IU_PDA_T3	1.9096548132688939e-13
ABHD2	8	4	0	-0.5444295227735843	-0.07798029734451384	0.4121728041672619	0.4785433448408132	0.28358445678033306	0.4487968056811963	4.838074957292622e-26	IU_PDA_T3	4.838074957292622e-26
ANTXR1	8	4	1	-0.5450934612072011	0.4582895835187588	0.4209451867446077	0.6754153150496413	0.2614547537227949	0.49229987296620853	5.314562017707065e-13	IU_PDA_T3	5.314562017707065e-13
IGFBP5	8	4	0	-0.6374773048518005	0.47018354254656985	0.3521159922058477	0.5761329008158852	0.6820853680593235	0.9032628162690022	2.4459124570034353e-73	IU_PDA_T3	2.4459124570034353e-73
S100A10	8	4	0	-0.6606810298012673	-0.2066116045898689	0.2916923640048442	0.4388851596130077	0.7848797250859108	0.9117456185395525	5.862492365395865e-81	IU_PDA_T3	5.862492365395865e-81
S100A4	8	4	0	-0.6803522344546412	0.8548358330438813	0.3851561586642195	0.5050482879719052	0.4536082474226804	0.6505287528930832	1.8343156136320954e-47	IU_PDA_T3	1.8343156136320954e-47
MYL12A	8	4	1	-0.737379548776385	0.28047544563448285	0.4289837618815639	0.6583112159638258	0.3201030927835051	0.5033672961316824	1.0182631049195932e-06	IU_PDA_T3	1.0182631049195932e-06
TGFBI	8	4	1	-0.7595513293375887	0.25266696818816325	0.4260807235809745	0.6559520298830237	0.3789564116476759	0.6484812963984652	6.025159284413148e-19	IU_PDA_T3	6.025159284413148e-19
S100A16	8	4	0	-0.7632324874956815	-0.24816859366682517	0.3959183079889702	0.4940283102329696	0.21608790016277807	0.5746393799188845	5.007907048638896e-51	IU_PDA_T3	5.007907048638896e-51
FLNB	8	4	0	-0.7923596097864811	0.6016164890668775	0.40425451314299493	0.4796381536887866	0.26794871794871794	0.5158496298492865	6.630122127732915e-17	IU_PDA_T3	6.630122127732915e-17
CXCL14	8	4	1	-0.796206325254704	1.0392254639439094	0.41590452841791714	0.6914872702251057	0.4405458089668616	0.4721503970945904	2.884753028933021e-20	IU_PDA_T12	2.884753028933021e-20
DCBLD2	8	4	0	-0.8018936088141841	0.7696372126702793	0.44587555105698173	0.5835053573183918	0.0663533454618961	0.18596939437654347	1.2938880877082675e-10	IU_PDA_T3	1.2938880877082675e-10
MMP14	8	4	1	-0.8211570100347141	0.5392055767120876	0.38070751079880416	0.7665634522756316	0.32182130584192437	0.7445913610115316	8.492743209946079e-92	IU_PDA_T3	8.492743209946079e-92
SYNGR2	8	4	0	-0.8266033274909104	1.1921828220435893	0.40554000538786444	0.49546298752984874	0.1739756806767116	0.4485044948647602	1.7710103937015516e-15	IU_PDA_T3	1.7710103937015516e-15
ASAP2	8	4	0	-0.8699426345914768	-0.21174444041334073	0.40993672645283363	0.47902548693687935	0.16485802134201483	0.3847886654274111	1.0395880068207604e-15	IU_PDA_T3	1.0395880068207604e-15
HMGA1	8	4	0	-0.8766377796014735	0.5110038155678144	0.4337589164524773	0.4986975326845572	0.15597409463388845	0.3449204251893523	6.619002695895706e-34	IU_PDA_T3	6.619002695895706e-34
SERPINA1	8	4	0	-0.891843965629143	0.7158905067225627	0.42342168558309584	0.5417750066330592	0.12616099071207432	0.35561221156092715	6.193395114458665e-13	IU_PDA_T3	6.193395114458665e-13
PCDH1	8	4	0	-0.9673282879112384	-0.3956439253027971	0.41499181659952084	0.4909073036469085	0.15620782726045884	0.3429176253252179	1.340051686619228e-14	IU_PDA_T3	1.340051686619228e-14
EPCAM	8	4	0	-0.9689937791213261	0.32757972288168924	0.38445314299870786	0.4648062907556578	0.22113289760348584	0.5449795662177306	8.147895154757569e-49	IU_PDA_T3	8.147895154757569e-49
ITGA3	8	4	0	-0.9842998202506144	-0.06017794297752539	0.3634810807980076	0.491878169884499	0.27554179566563464	0.5717662438333699	1.1168655248104387e-29	IU_PDA_T3	1.1168655248104387e-29
SULF1	8	4	1	-0.985201831397968	0.6329815735919339	0.3553468029885621	0.7727071660277204	0.4236842105263158	0.778026817832117	1.3542998568551115e-130	IU_PDA_T3	1.3542998568551115e-130
HOPX	8	4	1	-1.049375209548462	1.304396431685974	0.4075443264363325	0.8231593433598742	0.15080623843510443	0.3494707722713478	1.0110633541797979e-24	IU_PDA_T3	1.0110633541797979e-24
ITGB4	8	4	0	-1.055018951325428	0.22369484315032598	0.37964658602034995	0.561387987810872	0.2782051282051282	0.5069689536190856	1.1990740209952233e-18	IU_PDA_T3	1.1990740209952233e-18
ID1	8	4	1	-1.058837381809489	0.6601472413497882	0.40995248687064667	0.6888577607392117	0.25195611948189267	0.47715023660959094	3.5440959161801473e-07	IU_PDA_T3	3.5440959161801473e-07
ITGB6	8	4	0	-1.0701781380803934	0.7060738266534377	0.4136674647141278	0.5129752162980011	0.13758434547908233	0.2845803250100516	3.0041487012826728e-31	IU_PDA_T3	3.0041487012826728e-31
CRABP2	8	4	0	-1.081054693444481	-0.8111128324155392	0.4328996189121678	0.5018185392706183	0.11578947368421053	0.2764630534385043	4.5794322679228055e-18	IU_PDA_T3	4.5794322679228055e-18
LGALS4	8	4	0	-1.1433245798659333	0.06843070515477363	0.36741387289151817	0.4917219421597241	0.20820433436532507	0.5490671641791045	8.59228395740368e-39	IU_PDA_T3	8.59228395740368e-39
LCN2	8	4	0	-1.157477869481549	-0.15766414876166807	0.35777253094127015	0.5256561486287231	0.5016339869281046	0.657173074921505	3.6413235898921615e-77	IU_PDA_T3	3.6413235898921615e-77
PRSS22	8	4	0	-1.1582419774320973	-0.49992969630923817	0.4353312436132861	0.536641108817458	0.07745098039215687	0.27406567916585817	9.379997841014416e-25	IU_PDA_T3	9.379997841014416e-25
ATP1B1	8	4	0	-1.1802161519223038	-0.3052631641509139	0.3503162728821243	0.4553072923326088	0.27046783625730997	0.5946736903716711	1.983824691785724e-25	IU_PDA_T3	1.983824691785724e-25
COL7A1	8	4	0	-1.1887191762884042	-0.08505986992839226	0.42546282805115043	0.526688292539074	0.03484154257350133	0.22226135943897327	1.011297369566496e-32	IU_PDA_T3	1.011297369566496e-32
S100A14	8	4	0	-1.196667889195567	1.6068516264554844	0.422778693635229	0.47491795593061414	0.1253340969835815	0.3301030660340549	2.571713172628956e-94	IU_PDA_T3	2.571713172628956e-94
ANO1	8	4	0	-1.197958682688672	0.4357721891934011	0.40411170355802717	0.5889364002752384	0.15925925925925927	0.3740151311311945	1.9000346706424704e-38	IU_PDA_T3	1.9000346706424704e-38
MMP28	8	4	0	-1.2058243716290533	0.9815849912296991	0.44698492851543625	0.5134651101087822	0.05718954248366013	0.17610120131052057	5.597309556434609e-15	IU_PDA_T3	5.597309556434609e-15
PLAU	8	4	1	-1.2248986998200548	0.42566170615660787	0.4217021738879889	0.7156197778433108	0.11389943931994936	0.3729274530596969	2.0717037983695066e-25	IU_PDA_T3	2.0717037983695066e-25
CAPG	8	4	1	-1.2585624387916665	0.4035911347807953	0.3863920541383764	0.6668632655067335	0.18676975945017182	0.4694201201012783	6.061381264765274e-39	IU_PDA_T3	6.061381264765274e-39
CLDN4	8	4	1	-1.2813748590456324	0.33794789472544806	0.3535682638371388	0.6584340902388676	0.22179487179487178	0.5532155399473222	2.3018142234288817e-62	IU_PDA_T3	2.3018142234288817e-62
SPINT2	8	4	0	-1.2926223949900923	0.12625138816252168	0.2739268496534717	0.4756265183480373	0.46108597285067876	0.766498907141742	3.967857009290074e-55	IU_PDA_T3	3.967857009290074e-55
SPP1	8	4	0	-1.3007404410818426	0.626719507982223	0.34029682388918514	0.530260015919342	0.2552902875746066	0.650446715081199	2.4459124570034353e-73	IU_PDA_T3	2.4459124570034353e-73
SDC1	8	4	0	-1.3308861448336056	-0.24541309736180056	0.3774570836984675	0.5024574855008356	0.12422680412371134	0.350573703831488	1.7136923447533213e-60	IU_PDA_T3	1.7136923447533213e-60
MAL2	8	4	0	-1.3668576786083293	-0.1708444386941567	0.3836618893640821	0.4819236670502493	0.16718266253869968	0.5115033635166834	1.5094232865271525e-58	IU_PDA_T3	1.5094232865271525e-58
RAB25	8	4	0	-1.3769532584016662	-0.9754879595656105	0.4025108495537034	0.47272034692920767	0.07941176470588235	0.36221361661425	8.73097913800366e-48	IU_PDA_T3	8.73097913800366e-48
SLC2A1	8	4	0	-1.3881411482356176	-0.21239085922451376	0.4068718519009187	0.5774599429863364	0.1792847503373819	0.46541212716476177	3.5290122372583954e-70	IU_PDA_T3	3.5290122372583954e-70
LAD1	8	4	0	-1.4089855208486308	0.7737290314396437	0.36973520105262553	0.5275006633059167	0.18218623481781376	0.389608943530228	3.9844143509290186e-47	IU_PDA_T3	3.9844143509290186e-47
TACSTD2	8	4	0	-1.418661071590379	-0.3700344468422576	0.35948789816397886	0.5080359775877322	0.11563573883161513	0.4246622429459589	2.576107443174959e-62	IU_PDA_T3	2.576107443174959e-62
MYH14	8	4	0	-1.4202412994746643	0.7960691180462837	0.4081720648537899	0.48307441503644033	0.105119825708061	0.36827260755048286	1.9610137337263486e-36	IU_PDA_T3	1.9610137337263486e-36
LAMC2	8	4	0	-1.4515734047089657	-0.3644324751146733	0.337482793765175	0.4723660657204961	0.26786941580756013	0.5685014589916568	9.657654353569269e-68	IU_PDA_T3	9.657654353569269e-68
CTSE	8	4	0	-1.4573404241990355	0.19866065478953518	0.39867059923522585	0.49237895835997103	0.10893246187363834	0.3148869622475856	3.423771722867124e-08	IU_PDA_T12	3.423771722867124e-08
SLPI	8	4	0	-1.4790293014401592	-0.882720911907869	0.40017086767797405	0.45972382048331417	0.12686139747995417	0.39814146078775675	2.9879658916424344e-17	IU_PDA_T3	2.9879658916424344e-17
NET1	8	4	1	-1.52752006329279	0.44526336908547653	0.4153058202165717	0.6618991447950457	0.28157894736842104	0.4930299086613473	2.4171184178787e-45	IU_PDA_T3	2.4171184178787e-45
ELF3	8	4	0	-1.530055731179209	-0.4961174117931041	0.3468820251677829	0.45935318981618006	0.27832244008714596	0.5785319724904887	7.75202952832951e-61	IU_PDA_T3	7.75202952832951e-61
LAMB3	8	4	0	-1.5423311781262967	0.5722110089619884	0.36401349182423237	0.48608180965775905	0.13347578347578348	0.4060601110084568	8.740051915598501e-62	IU_PDA_T3	8.740051915598501e-62
C15orf48	8	4	1	-1.5863025159665143	0.19927102543197542	0.4252649568333362	0.6246928143123955	0.1540247678018576	0.2930616723974985	2.0630999977856773e-33	IU_PDA_T3	2.0630999977856773e-33
TRIM29	8	4	0	-1.681655667596592	0.19796126302379516	0.3983940380797627	0.5690103475723003	0.11572670305235497	0.3516370625662778	7.69093756160812e-51	IU_PDA_T3	7.69093756160812e-51
SYT8	8	4	0	-1.7944326653317004	1.193246628478233	0.37861078487258304	0.49033052039381153	0.1588235294117647	0.4464202147385523	4.546704400010592e-25	IU_PDA_T3	4.546704400010592e-25
CDH1	8	4	0	-1.8170756167779765	0.12721738074734737	0.40564391144901857	0.5286542809397424	0.07368490615913297	0.3014961954931226	9.768842944679581e-26	IU_PDA_T3	9.768842944679581e-26
