orig.ident	gene	n_icaf_spots	n_other_spots	mean_normexpr_icaf	mean_normexpr_other	log2fc_icaf_vs_other	pct_positive_icaf	pct_positive_other	delta_pct_positive	auc_icaf_vs_other	mannwhitney_pvalue	mannwhitney_fdr
IU_PDA_T2	KCNK17	38	4080	0.40264603978010094	0.1519786013323418	1.405638028425883	0.05263157894736842	0.037745098039215684	0.014886480908152734	0.508062435500516	0.6045601331476422	0.9785353139790642
IU_PDA_T2	KCND2	38	4080	0.0	0.10356076397532339	-16.660131918530016	0.0	0.022794117647058822	-0.022794117647058822	0.4886029411764706	0.3467488419413898	0.8405875936671572
IU_PDA_T2	KCNMA1	38	4080	1.1575774213937695	0.45511264873073015	1.3468111756344474	0.15789473684210525	0.1034313725490196	0.05446336429308565	0.529827786377709	0.23139644830724182	0.738825240821106
IU_PDA_T2	KCNA5	38	4080	0.0	0.01846365017845773	-14.172478309811094	0.0	0.005147058823529412	-0.005147058823529412	0.4974264705882353	0.6579290289406501	0.9785353139790642
IU_PDA_T2	KCNJ8	38	4080	1.6822938843218935	0.28521469882555245	2.5603053155433457	0.10526315789473684	0.07107843137254902	0.03418472652218782	0.5190595975232198	0.3642458663102336	0.8575593797222381
IU_PDA_T2	KCNMB4	38	4080	0.30923371884470285	0.19922051744563574	0.6343288267809278	0.02631578947368421	0.04779411764705882	-0.02147832817337461	0.4898381062951496	0.5583943422479087	0.971311290740686
IU_PDA_T2	KCNJ16	38	4080	0.0	0.05434918115351712	-15.729997223428441	0.0	0.01764705882352941	-0.01764705882352941	0.49117647058823527	0.40897224595907156	0.8875367370461694
IU_PDA_T2	KCNK6	38	4080	0.13663442094332404	0.35699146496155826	-1.3855620917100404	0.02631578947368421	0.08799019607843138	-0.06167440660474717	0.4698239164086687	0.19055052206238454	0.696531254599029
IU_PDA_T2	KCNN4	38	4080	0.9320004808130162	0.8143093154062974	0.1947535691006012	0.07894736842105263	0.17818627450980393	-0.0992389060887513	0.4539828431372549	0.14180574411561214	0.63355521838137
IU_PDA_T2	KCNB1	38	4080	0.0	0.01325379596014331	-13.694226841564875	0.0	0.0031862745098039215	-0.0031862745098039215	0.49840686274509804	0.7280163006983696	0.9785353139790642
IU_PDA_T2	KCNJ15	38	4080	0.0	0.5667025962152711	-19.11223483203773	0.0	0.12156862745098039	-0.12156862745098039	0.4392156862745098	0.022306993934121996	0.28715039026132727
IU_PDA_T2	KCNK15	38	4080	0.0	0.009774001036835595	-13.25488114010893	0.0	0.0014705882352941176	-0.0014705882352941176	0.49926470588235294	0.813820185820023	0.9785353139790642
IU_PDA_T3	KCNAB2	582	3772	0.5431404761924783	0.49760455150654687	0.1263254558345898	0.09450171821305842	0.14554612937433722	-0.05104441116127881	0.4777814371039273	0.004031816493879655	0.013189028058848109
IU_PDA_T3	KCNQ4	582	3772	0.05150785684922437	0.051374857895260174	0.0037299425611305873	0.013745704467353952	0.016967126193001062	-0.0032214217256471105	0.49842937470163584	0.5803101104200481	0.7208753683522577
IU_PDA_T3	KCNC4	582	3772	0.1293749597931286	0.1413977217240231	-0.128199512440607	0.024054982817869417	0.0440084835630965	-0.019953500745227084	0.4903049873730472	0.028808901234494644	0.06950885514951628
IU_PDA_T3	KCND3	582	3772	0.43380181320082295	0.1275429931175775	1.7660444543062142	0.08075601374570447	0.03048780487804878	0.05026820886765569	0.5255502199239832	1.3591363602445196e-09	1.9901004004791482e-08
IU_PDA_T3	KCNN3	582	3772	0.07112642741613424	0.0756913593111999	-0.08974169203059092	0.022336769759450172	0.0204135737009544	0.0019231960584957727	0.5009545375036897	0.7632912700931969	0.8865098465388531
IU_PDA_T3	KCNT2	582	3772	0.0031532630912447126	0.021382349542005675	-2.761112955381272	0.001718213058419244	0.0042417815482502655	-0.0025235684898310216	0.49873548264841683	0.36264950119015305	0.5274231914813792
IU_PDA_T3	KCNK1	582	3772	0.232475266604609	0.4025381806962023	-0.7920457734894628	0.04639175257731959	0.12725344644750794	-0.08086169387018835	0.46114068939882585	5.758510417575682e-08	6.395842762363853e-07
IU_PDA_T3	KCNS3	582	3772	0.09335120737741953	0.44579185312102726	-2.2556174462412186	0.020618556701030927	0.14501590668080594	-0.12439734997977502	0.43823315586360706	1.3955503570369676e-16	4.6241819515671225e-15
IU_PDA_T3	KCNK3	582	3772	1.758563300792271	0.6567923538697071	1.4208866535731874	0.24742268041237114	0.0957051961823966	0.15171748422997455	0.5773086552021952	2.9599601976093147e-27	2.118502712632939e-25
IU_PDA_T3	KCNE4	582	3772	0.26586891820531133	0.24345190771531497	0.12707782126080516	0.048109965635738834	0.07343584305408271	-0.025325877418343877	0.4882089223178202	0.038211355847048066	0.08789250419992685
IU_PDA_T3	KCNAB1	582	3772	0.034640928698119064	0.019092901463371496	0.8594073354804551	0.00859106529209622	0.0042417815482502655	0.004349283743845955	0.5021787415319245	0.15795800571299157	0.28069744723632517
IU_PDA_T3	KCNMB1	582	3772	0.3194377106564679	0.22225071402256624	0.5233446087019685	0.05670103092783505	0.06945917285259809	-0.012758141924763038	0.49467249182801104	0.34158209822694896	0.5007314831701456
IU_PDA_T3	KCNK17	582	3772	0.07561700823802395	0.0487900701479752	0.6321127229118549	0.012027491408934709	0.015906680805938492	-0.003879189397003784	0.4981073236326267	0.48997922584912046	0.635058621082804
IU_PDA_T3	KCND2	582	3772	0.0865165068862648	0.05934501581292952	0.5438409148035538	0.024054982817869417	0.019618239660657476	0.004436743157211941	0.5023017313319704	0.4627372194374796	0.6223509521493403
IU_PDA_T3	KCNMA1	582	3772	0.7166550373330344	0.6206039767150497	0.20760559022640565	0.13402061855670103	0.16171792152704137	-0.027697302970340343	0.489616700010568	0.20338973621599787	0.3433581045488112
IU_PDA_T3	KCNA5	582	3772	0.024633438693238828	0.012264023732668545	1.0061265740742653	0.005154639175257732	0.002651113467656416	0.002503525707601316	0.5012531294071345	0.3024709449491765	0.4631675325610282
IU_PDA_T3	KCNJ8	582	3772	0.44105709589685876	0.3520355697082792	0.3252433947683333	0.09106529209621993	0.10551431601272535	-0.014449023916505419	0.4945622565257477	0.42389219548809176	0.5892562344265747
IU_PDA_T3	KCNMB4	582	3772	0.42330346496242094	0.3388106644146192	0.3212121622963762	0.08762886597938144	0.10047720042417815	-0.012848334444796716	0.49553000404499786	0.501872528040985	0.6406053034839025
IU_PDA_T3	KCNJ16	582	3772	0.03291961567586791	0.0015756431124062918	4.384063282080021	0.005154639175257732	0.0005302226935312832	0.004624416481726449	0.5023131192764191	0.002165595285167022	0.007760664217403069
IU_PDA_T3	KCNK6	582	3772	0.3079851769523636	0.2637701127275147	0.22357902685817016	0.06357388316151202	0.08297985153764581	-0.019405968376133786	0.4912645355722943	0.14959097315727432	0.27031218770986765
IU_PDA_T3	KCNN4	582	3772	0.06647161285122986	0.24148285299405703	-1.8610947569559828	0.015463917525773196	0.0835100742311771	-0.0680461567054039	0.46632379843520533	8.6039811617934e-09	1.1028011097992071e-07
