"sample","condition","replicate","myCAF_top30","iCAF_top30","csCAF_top30","apCAF_core","ifCAF_manual"
"ctrl_1","CTRL",1,-0.401681118088537,0.280143062109303,-0.359638556726783,-0.132119801368107,0.543045008859763
"ctrl_2","CTRL",2,-0.0169282265145577,-0.171886435715723,0.273097613413829,0.0266917322936562,-0.5235923688727
"ctrl_3","CTRL",3,-0.34493243166073,-0.218851943120454,0.204217169962657,0.208316789724075,-0.00982977206024183
"sh11_1","shSigmaR1",1,0.373009477604676,-0.188703144380772,0.0283791654248281,-0.0399710524451343,-0.00092038758882046
"sh11_2","shSigmaR1",2,0.176676858183082,0.572384880229773,-0.12154141153742,0.150500845598842,-0.0114276112380683
"sh11_3","shSigmaR1",3,0.213855440476063,-0.273086419122125,-0.0245139805371115,-0.213418513803326,0.00272513090007385
