"gene_symbol","category","mean_CTRL","mean_shSigmaR1","median_CTRL","median_shSigmaR1","delta_sh_minus_ctrl","wilcox_p","rank_biserial","log2FoldChange","pvalue","padj","rho_all","rho_pvalue","rho_n","rho_CTRL","rho_CTRL_pvalue","rho_shSigmaR1","rho_shSigmaR1_pvalue","wilcox_padj","rho_padj"
"HSPB1","apCAF",14.0342558585403,14.4131532376745,14.0165050352049,14.3743208312167,0.378897379134157,0.0808555983700523,1,0.312530031648037,0.00600724606280831,0.0496701367749134,-0.657142857142857,0.175,6,,,,,0.242566795110157,0.453409090909091
"FTH1","apCAF",15.1245920533724,15.4224791086594,15.1000447606427,15.4136611107725,0.297887055286928,0.0808555983700523,1,0.233487403586129,0.0168908041498508,0.103733747365482,-0.657142857142857,0.175,6,,,,,0.242566795110157,0.453409090909091
"DCN","apCAF",10.843004191927,10.6121298743732,10.8513276312403,10.6005443359815,-0.230874317553807,0.0808555983700523,-1,-0.196420267577928,0.0523036573365142,0.213909395048829,0.657142857142857,0.175,6,,,,,0.242566795110157,0.453409090909091
"IL6","iCAF",8.7705647583595,9.16811622089045,8.67725172212511,9.13671511430709,0.397551462530952,0.0808555983700523,1,0.493601337986199,0.00547054595913849,0.04620683075147,-0.657142857142857,0.175,6,,,,,0.242566795110157,0.453409090909091
"HSPH1","iCAF",13.7686746415578,13.2279458038335,13.6838850976596,13.1107210386152,-0.540728837724314,0.190430263825524,-0.777777777777778,-0.392680584217549,0.00573790995290379,0.0479951873242243,0.657142857142857,0.175,6,,,,,0.409604718417165,0.453409090909091
"KRT8","iCAF",11.392949744849,11.6244216152969,11.4001486221849,11.6354436111084,0.231471870447933,0.190430263825524,0.777777777777778,0.169662907879413,0.0959503029665547,0.312272867300608,-0.657142857142857,0.175,6,,,,,0.409604718417165,0.453409090909091
"TMEM88","iCAF",7.60893169415786,7.67402461884561,7.61733999061086,7.66476407843264,0.0650929246877547,0.382733088885226,0.555555555555556,0.0224596723846731,0.614272949242984,,-0.657142857142857,0.175,6,,,,,0.597692768944052,0.453409090909091
"IRF7","ifCAF",9.33701832917169,9.70269856268241,9.37690531338379,9.63029137212123,0.365680233510718,0.190430263825524,0.777777777777778,0.33942876674444,0.0185417490856808,0.110839701848723,-0.657142857142857,0.175,6,,,,,0.409604718417165,0.453409090909091
"NUAK1","myCAF",11.7947428703054,12.3262251932822,11.7632097398986,12.3192181433466,0.531482322976739,0.0808555983700523,1,0.519477038588579,4.88707976326481e-06,0.000177139529794528,-0.657142857142857,0.175,6,,,,,0.242566795110157,0.453409090909091
"TAGLN","myCAF",13.8045572320719,14.1782997140598,13.8543125924893,14.1810135122755,0.373742481987975,0.0808555983700523,1,0.303457675793579,0.00486884744412239,0.042369123017447,-0.657142857142857,0.175,6,,,,,0.242566795110157,0.453409090909091
