"sample","PC1","PC2","PC3","condition","variance_PC1","variance_PC2","variance_PC3"
"ctrl_1",-4.18081144641847,1.5734886488083,-0.25751090298726,"CTRL",85,10,2.7
"ctrl_2",-1.98320741994837,-0.659023844416828,1.10344759870124,"CTRL",85,10,2.7
"ctrl_3",-2.52996280184842,-1.53085872106527,-0.679669167985864,"CTRL",85,10,2.7
"sh11_1",3.90629598454022,0.505343870873434,-0.0636104752168978,"shSigmaR1",85,10,2.7
"sh11_2",1.78708491874099,0.748879244085414,0.0422430444900265,"shSigmaR1",85,10,2.7
"sh11_3",3.00060076493403,-0.6378291982851,-0.144900097001275,"shSigmaR1",85,10,2.7
