pathway	sample_id	gsva_score	Patient	Dataset	StromaState	n_cells
HALLMARK_ANDROGEN_RESPONSE	peng_N8___Normal	-0.187988534594934	peng_N8	Peng	Normal	263
HALLMARK_ANDROGEN_RESPONSE	peng_N8___Activated	0.128925624230064	peng_N8	Peng	Activated	203
HALLMARK_ANDROGEN_RESPONSE	peng_N9___Normal	-0.140481945065937	peng_N9	Peng	Normal	124
HALLMARK_ANDROGEN_RESPONSE	peng_N9___Activated	-0.307297852894231	peng_N9	Peng	Activated	235
HALLMARK_ANDROGEN_RESPONSE	peng_T1___Normal	0.0577072880812176	peng_T1	Peng	Normal	89
HALLMARK_ANDROGEN_RESPONSE	peng_T1___Activated	0.132854754817644	peng_T1	Peng	Activated	248
HALLMARK_ANDROGEN_RESPONSE	peng_T10___Normal	-0.0525724440827116	peng_T10	Peng	Normal	112
HALLMARK_ANDROGEN_RESPONSE	peng_T10___Activated	0.0358677159737064	peng_T10	Peng	Activated	222
HALLMARK_ANDROGEN_RESPONSE	peng_T12___Normal	-0.108722617909517	peng_T12	Peng	Normal	71
HALLMARK_ANDROGEN_RESPONSE	peng_T12___Activated	-0.0481550966080017	peng_T12	Peng	Activated	319
HALLMARK_ANDROGEN_RESPONSE	peng_T13___Normal	-0.138448079839938	peng_T13	Peng	Normal	199
HALLMARK_ANDROGEN_RESPONSE	peng_T13___Activated	-0.166536145421278	peng_T13	Peng	Activated	522
HALLMARK_ANDROGEN_RESPONSE	peng_T14___Normal	-0.0581316219423955	peng_T14	Peng	Normal	108
HALLMARK_ANDROGEN_RESPONSE	peng_T14___Activated	-0.115068978711297	peng_T14	Peng	Activated	186
HALLMARK_ANDROGEN_RESPONSE	peng_T15___Normal	-0.299369303012038	peng_T15	Peng	Normal	140
HALLMARK_ANDROGEN_RESPONSE	peng_T15___Activated	-0.308989782901566	peng_T15	Peng	Activated	1165
HALLMARK_ANDROGEN_RESPONSE	peng_T16___Normal	0.00226824952526733	peng_T16	Peng	Normal	94
HALLMARK_ANDROGEN_RESPONSE	peng_T16___Activated	-0.0176999838631937	peng_T16	Peng	Activated	673
HALLMARK_ANDROGEN_RESPONSE	peng_T17___Normal	0.0447534233049976	peng_T17	Peng	Normal	23
HALLMARK_ANDROGEN_RESPONSE	peng_T17___Activated	0.0825147895068701	peng_T17	Peng	Activated	305
HALLMARK_ANDROGEN_RESPONSE	peng_T18___Normal	0.221458203452435	peng_T18	Peng	Normal	81
HALLMARK_ANDROGEN_RESPONSE	peng_T18___Activated	0.18269000345401	peng_T18	Peng	Activated	967
HALLMARK_ANDROGEN_RESPONSE	peng_T19___Normal	-0.0875466175830512	peng_T19	Peng	Normal	660
HALLMARK_ANDROGEN_RESPONSE	peng_T19___Activated	-0.138328878951951	peng_T19	Peng	Activated	1046
HALLMARK_ANDROGEN_RESPONSE	peng_T2___Normal	-0.143540379435631	peng_T2	Peng	Normal	25
HALLMARK_ANDROGEN_RESPONSE	peng_T2___Activated	-0.165139706129176	peng_T2	Peng	Activated	62
HALLMARK_ANDROGEN_RESPONSE	peng_T20___Normal	-0.0649219910170487	peng_T20	Peng	Normal	58
HALLMARK_ANDROGEN_RESPONSE	peng_T20___Activated	-0.00892452657809251	peng_T20	Peng	Activated	93
HALLMARK_ANDROGEN_RESPONSE	peng_T22___Normal	-0.153171099498524	peng_T22	Peng	Normal	26
HALLMARK_ANDROGEN_RESPONSE	peng_T22___Activated	-0.0899002670629629	peng_T22	Peng	Activated	118
HALLMARK_ANDROGEN_RESPONSE	peng_T23___Normal	0.0706015917150936	peng_T23	Peng	Normal	56
HALLMARK_ANDROGEN_RESPONSE	peng_T23___Activated	-0.131354380508589	peng_T23	Peng	Activated	1282
HALLMARK_ANDROGEN_RESPONSE	peng_T24___Normal	-0.385574267562518	peng_T24	Peng	Normal	467
HALLMARK_ANDROGEN_RESPONSE	peng_T24___Activated	-0.101231257095698	peng_T24	Peng	Activated	917
HALLMARK_ANDROGEN_RESPONSE	peng_T3___Normal	0.0207591707819288	peng_T3	Peng	Normal	119
HALLMARK_ANDROGEN_RESPONSE	peng_T3___Activated	0.0601075247121269	peng_T3	Peng	Activated	339
HALLMARK_ANDROGEN_RESPONSE	peng_T4___Normal	0.114272442409185	peng_T4	Peng	Normal	46
HALLMARK_ANDROGEN_RESPONSE	peng_T4___Activated	-0.0945049387624705	peng_T4	Peng	Activated	176
HALLMARK_ANDROGEN_RESPONSE	peng_T5___Normal	0.0889937111097536	peng_T5	Peng	Normal	173
HALLMARK_ANDROGEN_RESPONSE	peng_T5___Activated	0.21388154649196	peng_T5	Peng	Activated	238
HALLMARK_ANDROGEN_RESPONSE	peng_T6___Normal	-0.218758373865306	peng_T6	Peng	Normal	147
HALLMARK_ANDROGEN_RESPONSE	peng_T6___Activated	-0.150880750820303	peng_T6	Peng	Activated	216
HALLMARK_ANDROGEN_RESPONSE	peng_T7___Normal	0.0706707171626068	peng_T7	Peng	Normal	125
HALLMARK_ANDROGEN_RESPONSE	peng_T7___Activated	-0.0061462399003647	peng_T7	Peng	Activated	299
HALLMARK_ANGIOGENESIS	PDAC2___Normal	0.159568705007134	PDAC2	Powers	Normal	47
HALLMARK_ANGIOGENESIS	PDAC2___Activated	0.213522815187644	PDAC2	Powers	Activated	1924
HALLMARK_ANGIOGENESIS	peng_N1___Normal	-0.210359516959995	peng_N1	Peng	Normal	397
HALLMARK_ANGIOGENESIS	peng_N1___Activated	0.0871669172118004	peng_N1	Peng	Activated	381
HALLMARK_ANGIOGENESIS	peng_N10___Normal	-0.070320024220631	peng_N10	Peng	Normal	42
HALLMARK_ANGIOGENESIS	peng_N10___Activated	0.334110878385321	peng_N10	Peng	Activated	22
HALLMARK_ANGIOGENESIS	peng_N11___Normal	-0.0497974666034436	peng_N11	Peng	Normal	28
HALLMARK_ANGIOGENESIS	peng_N11___Activated	0.137675664040917	peng_N11	Peng	Activated	22
HALLMARK_ANGIOGENESIS	peng_N2___Normal	-0.306075396804459	peng_N2	Peng	Normal	223
HALLMARK_ANGIOGENESIS	peng_N2___Activated	-0.0382281940675508	peng_N2	Peng	Activated	232
HALLMARK_ANGIOGENESIS	peng_N3___Normal	-0.467008611817253	peng_N3	Peng	Normal	172
HALLMARK_ANGIOGENESIS	peng_N3___Activated	0.18415466504138	peng_N3	Peng	Activated	40
HALLMARK_ANGIOGENESIS	peng_N4___Normal	-0.0203538033441688	peng_N4	Peng	Normal	85
HALLMARK_ANGIOGENESIS	peng_N4___Activated	-0.0453641956174551	peng_N4	Peng	Activated	48
HALLMARK_ANGIOGENESIS	peng_N6___Normal	-0.351282442523967	peng_N6	Peng	Normal	214
HALLMARK_ANGIOGENESIS	peng_N6___Activated	0.139711794963994	peng_N6	Peng	Activated	124
HALLMARK_ANGIOGENESIS	peng_N7___Normal	-0.082403026576339	peng_N7	Peng	Normal	118
HALLMARK_ANGIOGENESIS	peng_N7___Activated	0.232721787057256	peng_N7	Peng	Activated	58
HALLMARK_ANGIOGENESIS	peng_N8___Normal	-0.355244261602598	peng_N8	Peng	Normal	263
HALLMARK_ANGIOGENESIS	peng_N8___Activated	-0.019099203099505	peng_N8	Peng	Activated	203
HALLMARK_ANGIOGENESIS	peng_N9___Normal	-0.106888504022152	peng_N9	Peng	Normal	124
HALLMARK_ANGIOGENESIS	peng_N9___Activated	-0.0624908579822254	peng_N9	Peng	Activated	235
HALLMARK_ANGIOGENESIS	peng_T1___Normal	-0.191999584423895	peng_T1	Peng	Normal	89
HALLMARK_ANGIOGENESIS	peng_T1___Activated	0.45102425730998	peng_T1	Peng	Activated	248
HALLMARK_ANGIOGENESIS	peng_T10___Normal	-0.267569614176391	peng_T10	Peng	Normal	112
HALLMARK_ANGIOGENESIS	peng_T10___Activated	0.139231575493827	peng_T10	Peng	Activated	222
HALLMARK_ANGIOGENESIS	peng_T12___Normal	-0.0114842990964746	peng_T12	Peng	Normal	71
HALLMARK_ANGIOGENESIS	peng_T12___Activated	0.4237002032881	peng_T12	Peng	Activated	319
HALLMARK_ANGIOGENESIS	peng_T13___Normal	-0.0861617715957467	peng_T13	Peng	Normal	199
HALLMARK_ANGIOGENESIS	peng_T13___Activated	0.123125689751196	peng_T13	Peng	Activated	522
HALLMARK_ANGIOGENESIS	peng_T14___Normal	-0.41529499874534	peng_T14	Peng	Normal	108
HALLMARK_ANGIOGENESIS	peng_T14___Activated	-0.0150408222951046	peng_T14	Peng	Activated	186
HALLMARK_ANGIOGENESIS	peng_T15___Normal	-0.354743531092303	peng_T15	Peng	Normal	140
HALLMARK_ANGIOGENESIS	peng_T15___Activated	0.285820996316289	peng_T15	Peng	Activated	1165
HALLMARK_ANGIOGENESIS	peng_T16___Normal	0.155652196464201	peng_T16	Peng	Normal	94
HALLMARK_ANGIOGENESIS	peng_T16___Activated	0.431883537328116	peng_T16	Peng	Activated	673
HALLMARK_ANGIOGENESIS	peng_T17___Normal	-0.138429617476967	peng_T17	Peng	Normal	23
HALLMARK_ANGIOGENESIS	peng_T17___Activated	0.145065963996324	peng_T17	Peng	Activated	305
HALLMARK_ANGIOGENESIS	peng_T18___Normal	0.00553920172890909	peng_T18	Peng	Normal	81
HALLMARK_ANGIOGENESIS	peng_T18___Activated	0.135803090845719	peng_T18	Peng	Activated	967
HALLMARK_ANGIOGENESIS	peng_T19___Normal	-0.245688110182927	peng_T19	Peng	Normal	660
HALLMARK_ANGIOGENESIS	peng_T19___Activated	0.382304917137997	peng_T19	Peng	Activated	1046
HALLMARK_ANGIOGENESIS	peng_T2___Normal	-0.083829588092903	peng_T2	Peng	Normal	25
HALLMARK_ANGIOGENESIS	peng_T2___Activated	-0.122535845991117	peng_T2	Peng	Activated	62
HALLMARK_ANGIOGENESIS	peng_T20___Normal	0.0982232506217374	peng_T20	Peng	Normal	58
HALLMARK_ANGIOGENESIS	peng_T20___Activated	0.366014954655701	peng_T20	Peng	Activated	93
HALLMARK_ANGIOGENESIS	peng_T22___Normal	-0.0574127070914534	peng_T22	Peng	Normal	26
HALLMARK_ANGIOGENESIS	peng_T22___Activated	0.0336647645569831	peng_T22	Peng	Activated	118
HALLMARK_ANGIOGENESIS	peng_T23___Normal	-0.406590197307642	peng_T23	Peng	Normal	56
HALLMARK_ANGIOGENESIS	peng_T23___Activated	-0.149683619134872	peng_T23	Peng	Activated	1282
HALLMARK_ANGIOGENESIS	peng_T24___Normal	-0.462822714992026	peng_T24	Peng	Normal	467
HALLMARK_ANGIOGENESIS	peng_T24___Activated	0.0816375121059063	peng_T24	Peng	Activated	917
HALLMARK_ANGIOGENESIS	peng_T3___Normal	-0.309714421462344	peng_T3	Peng	Normal	119
HALLMARK_ANGIOGENESIS	peng_T3___Activated	0.200560677257938	peng_T3	Peng	Activated	339
HALLMARK_ANGIOGENESIS	peng_T4___Normal	-0.201922315206929	peng_T4	Peng	Normal	46
HALLMARK_ANGIOGENESIS	peng_T4___Activated	-0.196917267218938	peng_T4	Peng	Activated	176
HALLMARK_ANGIOGENESIS	peng_T5___Normal	-0.161540051630201	peng_T5	Peng	Normal	173
HALLMARK_ANGIOGENESIS	peng_T5___Activated	0.323013680079833	peng_T5	Peng	Activated	238
HALLMARK_ANGIOGENESIS	peng_T6___Normal	-0.169207284584793	peng_T6	Peng	Normal	147
HALLMARK_ANGIOGENESIS	peng_T6___Activated	0.239584012195542	peng_T6	Peng	Activated	216
HALLMARK_ANGIOGENESIS	peng_T7___Normal	-0.118763769365577	peng_T7	Peng	Normal	125
HALLMARK_ANGIOGENESIS	peng_T7___Activated	0.221462273427511	peng_T7	Peng	Activated	299
HALLMARK_APICAL_JUNCTION	PDAC2___Normal	-0.018766266638689	PDAC2	Powers	Normal	47
HALLMARK_APICAL_JUNCTION	PDAC2___Activated	0.0757493765979774	PDAC2	Powers	Activated	1924
HALLMARK_APICAL_JUNCTION	peng_N1___Normal	-0.201210475351037	peng_N1	Peng	Normal	397
