module	orig.ident	first_type	n_high_spots	n_other_spots	high_neighbor_fraction	other_neighbor_fraction	delta_neighbor_fraction	enrichment_ratio
KCNMA1_KCNMB1	IU_PDA_T10	PVL	22	2692	0.0	0.002303120356612185	-0.002303120356612185	0.04161256415012674
KCNMA1_KCNMB1	IU_PDA_T10	C1Q-TAM	22	2692	0.006060606060606061	0.005918771669143128	0.0001418343914629328	1.0235653384543701
KCNMA1_KCNMB1	IU_PDA_T10	CD4+ cells	22	2692	0.0030303030303030303	0.0018573551263001491	0.0011729479040028812	1.5992514532710382
KCNMA1_KCNMB1	IU_PDA_T10	FCN1-TAM	22	2692	0.0030303030303030303	0.00039623576027736503	0.0026340672700256654	6.308096434955402
KCNMA1_KCNMB4	IU_PDA_T10	myCAF	20	2694	0.63	0.36451373422420247	0.26548626577579754	1.7281301850592083
KCNMA1_KCNMB4	IU_PDA_T10	Tumor Epithelial cells	20	2694	0.3033333333333334	0.5266270725068055	-0.22329373917347212	0.5760731680056429
KCNMA1_KCNMB4	IU_PDA_T10	Normal Epithelial cells	20	2694	0.006666666666666666	0.029299678297451216	-0.02263301163078455	0.23016124864377505
KCNMA1_KCNMB4	IU_PDA_T10	iCAF	20	2694	0.013333333333333332	0.012645384805741143	0.0006879485275921894	1.0539762853831063
KCNMA1_KCNMB4	IU_PDA_T10	B cells	20	2694	0.01	0.023979213066072983	-0.013979213066072983	0.4194489235294259
KCNMA1_KCNMB4	IU_PDA_T10	DCs	20	2694	0.01	0.019747587230883632	-0.009747587230883632	0.5088779750661078
KCNMA1_KCNMB4	IU_PDA_T10	SPP1-TAM	20	2694	0.013333333333333332	0.012397921306607256	0.0009354120267260763	1.0748454085905912
KCNMA1_KCNMB4	IU_PDA_T10	PVL	20	2694	0.0	0.002301410541945064	-0.002301410541945064	0.04164219247534546
KCNMA1_KCNMB4	IU_PDA_T10	C1Q-TAM	20	2694	0.006666666666666666	0.0059143776292996655	0.0007522890373670007	1.1250817763258074
KCNMA1_KCNMB4	IU_PDA_T10	CD4+ cells	20	2694	0.003333333333333333	0.0018559762435040837	0.0014773570898292494	1.755304209207879
KCNMA1_KCNMB4	IU_PDA_T10	FCN1-TAM	20	2694	0.003333333333333333	0.0003959415986142044	0.0029373917347191286	6.9228581408113365
KCNMA1_KCNMB1	IU_PDA_T11	myCAF	138	2639	0.9178743961352651	0.8284956422887413	0.08937875384652383	1.1078677575465428
KCNMA1_KCNMB1	IU_PDA_T11	Tumor Epithelial cells	138	2639	0.03719806763285026	0.08576480990274048	-0.04856674226989022	0.43438129863791675
KCNMA1_KCNMB1	IU_PDA_T11	Normal Epithelial cells	138	2639	0.042028985507246416	0.08285966906656524	-0.04083068355931882	0.5078248983062231
KCNMA1_KCNMB1	IU_PDA_T11	iCAF	138	2639	0.0	0.0006315523556902866	-0.0006315523556902866	0.13669561614033876
KCNMA1_KCNMB1	IU_PDA_T11	B cells	138	2639	0.0	0.0	0.0	1.0
KCNMA1_KCNMB1	IU_PDA_T11	DCs	138	2639	0.0	0.0	0.0	1.0
KCNMA1_KCNMB1	IU_PDA_T11	SPP1-TAM	138	2639	0.000966183574879227	0.0019704433497536957	-0.0010042597748744688	0.5149542367368141
KCNMA1_KCNMB1	IU_PDA_T11	PVL	138	2639	0.001932367149758454	0.00027788303650372613	0.001654484113254728	5.378296862866492
KCNMA1_KCNMB1	IU_PDA_T11	C1Q-TAM	138	2639	0.0	0.0	0.0	1.0
KCNMA1_KCNMB1	IU_PDA_T11	CD4+ cells	138	2639	0.0	0.0	0.0	1.0
KCNMA1_KCNMB1	IU_PDA_T11	FCN1-TAM	138	2639	0.0	0.0	0.0	1.0
KCNMA1_KCNMB4	IU_PDA_T11	myCAF	125	2652	0.9087999999999995	0.8293614881850135	0.07943851181498596	1.0957711876277816
KCNMA1_KCNMB4	IU_PDA_T11	Tumor Epithelial cells	125	2652	0.053333333333333344	0.0847662141779784	-0.03143288084464506	0.629618439456659
KCNMA1_KCNMB4	IU_PDA_T11	Normal Epithelial cells	125	2652	0.03306666666666667	0.08308195072900916	-0.05001528406234249	0.3987243191100111
KCNMA1_KCNMB4	IU_PDA_T11	iCAF	125	2652	0.0	0.0006284565108094519	-0.0006284565108094519	0.13727655462764857
KCNMA1_KCNMB4	IU_PDA_T11	B cells	125	2652	0.0	0.0	0.0	1.0
KCNMA1_KCNMB4	IU_PDA_T11	DCs	125	2652	0.0	0.0	0.0	1.0
KCNMA1_KCNMB4	IU_PDA_T11	SPP1-TAM	125	2652	0.0021333333333333334	0.001910507792860735	0.00022282554047259838	1.1108304783815544
KCNMA1_KCNMB4	IU_PDA_T11	PVL	125	2652	0.0026666666666666666	0.00025138260432378077	0.002415284062342886	7.873658606381457
KCNMA1_KCNMB4	IU_PDA_T11	C1Q-TAM	125	2652	0.0	0.0	0.0	1.0
KCNMA1_KCNMB4	IU_PDA_T11	CD4+ cells	125	2652	0.0	0.0	0.0	1.0
KCNMA1_KCNMB4	IU_PDA_T11	FCN1-TAM	125	2652	0.0	0.0	0.0	1.0
KCNMA1_KCNMB1	IU_PDA_T12	myCAF	194	3448	0.8271477663230242	0.8410286156225879	-0.01388084929956368	0.983497352198285
KCNMA1_KCNMB1	IU_PDA_T12	Tumor Epithelial cells	194	3448	0.019587628865979395	0.047138437741685926	-0.02755080887570653	0.41677137956249327
KCNMA1_KCNMB1	IU_PDA_T12	Normal Epithelial cells	194	3448	0.0329896907216495	0.04098994586233553	-0.00800025514068603	0.8052989612717075
KCNMA1_KCNMB1	IU_PDA_T12	iCAF	194	3448	0.07353951890034363	0.05193348801237406	0.02160603088796957	1.4152331837302825
KCNMA1_KCNMB1	IU_PDA_T12	B cells	194	3448	0.0020618556701030924	0.0003866976024748646	0.0016751580676282278	4.441886828926265
KCNMA1_KCNMB1	IU_PDA_T12	DCs	194	3448	0.0065292096219931265	0.002552204176334104	0.003977005445659022	2.4995095329184154
KCNMA1_KCNMB1	IU_PDA_T12	SPP1-TAM	194	3448	0.006185567010309278	0.00610982211910285	7.574489120642808e-05	1.012197594351925
KCNMA1_KCNMB1	IU_PDA_T12	PVL	194	3448	0.02096219931271478	0.004060324825986075	0.016901874486728703	5.062633374479994
KCNMA1_KCNMB1	IU_PDA_T12	C1Q-TAM	194	3448	0.010652920962199311	0.005201082753286918	0.005451838208912393	2.0284386157775027
KCNMA1_KCNMB1	IU_PDA_T12	CD4+ cells	194	3448	0.0	0.00027068832173240525	-0.00027068832173240525	0.2697684122678907
KCNMA1_KCNMB1	IU_PDA_T12	FCN1-TAM	194	3448	0.0	0.0	0.0	1.0
KCNMA1_KCNMB4	IU_PDA_T12	myCAF	184	3458	0.8221014492753624	0.8412569886254145	-0.019155539350052098	0.9772325664265915
KCNMA1_KCNMB4	IU_PDA_T12	Tumor Epithelial cells	184	3458	0.014130434782608696	0.0473491420859841	-0.0332187073033754	0.2999092113577369
KCNMA1_KCNMB4	IU_PDA_T12	Normal Epithelial cells	184	3458	0.03224637681159421	0.04100636205899351	-0.0087599852473993	0.7868946603733148
KCNMA1_KCNMB4	IU_PDA_T12	iCAF	184	3458	0.08333333333333334	0.0514748409485249	0.031858492384808444	1.6177138271081695
KCNMA1_KCNMB4	IU_PDA_T12	B cells	184	3458	0.002898550724637681	0.0003470213996529786	0.0025515293249847026	6.707846038166063
KCNMA1_KCNMB4	IU_PDA_T12	DCs	184	3458	0.004347826086956522	0.002679776363986888	0.0016680497229696338	1.6000661580477782
KCNMA1_KCNMB4	IU_PDA_T12	SPP1-TAM	184	3458	0.006884057971014493	0.006072874493927114	0.0008111834770873783	1.1314109784486015
KCNMA1_KCNMB4	IU_PDA_T12	PVL	184	3458	0.0213768115942029	0.004087140929246189	0.01728967066495671	5.1292306509657815
