target,imp
Fibroblasts,19.022310752037416
Monocytes,19.47357030759767
B_cells,19.8680842806792
TAM,19.54281612636363
Hepatocytes,19.373484303567285
Endothelial_cells,18.58381568033975
PVL,19.47111333887199
Normal_Epithelial_cells,20.230894523776634
T_NK_cells,19.696950247374847
Tumor_Epithelial_cells,19.60891630620405
