target,imp
Fibroblasts,2.098703717212398
Monocytes,0.15058768449946627
B_cells,0.9649044801721692
TAM,1.7271593215697818
Hepatocytes,2.5020583378299944e-4
Endothelial_cells,0.0012429244001487011
PVL,1.9948303037103316e-4
Normal_Epithelial_cells,2.0655983448113414e-4
T_NK_cells,3.681026461607216e-4
Tumor_Epithelial_cells,2.241626010779444
