target_gene	partner_gene	n_sections_tested	n_sections_positive_z	median_local_corr_z	max_local_corr_z	min_local_corr_z
KCNA5	KCNMB1	3	3	2.7397430057398795	4.042557694025706	1.7926084197175867
KCNA5	KCND2	3	3	2.155699396445468	3.3410199751705796	1.3797770419939857
KCNA5	ACTA2	3	3	2.0300217470262143	4.42536363335047	0.9732190947096327
KCNA5	KCNN4	3	3	1.9804679972503816	3.2488477252319266	0.7564957996934694
KCNA5	KCNN3	3	3	1.6930266780095342	1.907537440523057	1.388751618809107
KCNA5	KCNMB4	3	3	1.6080732430679139	2.695840470941686	1.3581408626892817
KCNA5	TAGLN	3	3	1.5231308838988216	2.3880329126926676	0.40341328396363985
KCNA5	JCHAIN	3	3	1.3476004198869864	2.429687076537983	0.0043067762303248365
KCNA5	KCNAB2	3	3	1.3327358352478378	2.4084609568965254	1.217213119705315
KCNA5	KCNK15	3	3	1.3124016194609653	2.532459573415015	0.28714943861339526
KCNA5	TTR	3	3	1.1430473132156436	3.583019996725861	0.29591902286760535
KCNA5	KCND3	3	3	1.1117504322884484	1.310538520393998	0.22752553680418558
KCNA5	CCN1	3	3	1.009323029516447	1.3398471169795543	0.8614821159239298
KCNA5	KCNK17	3	3	0.9831733594365918	2.4467731872446343	0.845541859462355
KCNA5	JUNB	3	3	0.8618203639120969	1.9197143840684927	0.2523619092902557
KCNA5	KCNS3	3	3	0.7873183500606815	1.028090080605784	0.5654926323059511
KCNA5	GCG	3	3	0.7865646285216065	2.6207618114853157	0.33176619972959437
KCNA5	RHOB	3	3	0.7692088252920665	1.226820316347579	0.696296003640253
KCNA5	CCN2	3	3	0.7145202970802145	1.570419010358592	0.6970659868218065
KCNA5	NFKBIZ	3	3	0.6749649905480939	0.7342516649712595	0.3359821705542063
KCNA5	EGR1	3	3	0.618085015850894	1.3487823445064644	0.38379494041552703
KCNA5	COL1A2	3	3	0.549960492569334	2.0190420436803937	0.22397764866691036
KCNA5	KCNMA1	3	3	0.5384823534375383	2.296789603386824	0.38075044839981287
KCNA5	IGKV4-1	3	3	0.5261371788084545	1.5554190471617189	0.020888225084814575
KCNA5	SERPINF1	3	3	0.5160941529405402	0.9833738637250546	0.2425672009816052
KCNA5	NR4A1	3	3	0.5004329865555182	2.0299667500684895	0.016017423460347405
KCNA5	KCNK1	3	3	0.43630446038077314	1.5769049145880603	0.4124723640201848
KCNA5	ANXA1	3	3	0.38292938900064594	1.15003311776012	0.022772377111374153
KCNA5	S100A6	3	3	0.321238473288449	1.928527803825224	0.30854545856263066
KCNA5	CDHR5	3	3	0.3048085790253053	0.6697429862377287	0.1479063665368009
KCNA5	DCN	3	3	0.29792414859542077	2.163434840738157	0.13062862419425977
KCNA5	FOSB	3	3	0.28205324544965077	0.8823249162549639	0.16693711690512467
KCNA5	KCNJ16	3	3	0.18602949658330217	0.4720544065306067	0.08180085244663246
KCNA5	HSPA1A	3	3	0.15831488138474148	0.7910340608291448	0.044809582092498475
KCNA5	SERPING1	3	3	0.11019412754777276	0.37812909998950894	0.08132563838348027
KCNA5	KCNT2	3	2	3.224230787573563	3.8110640587505906	-0.06715636195149915
KCNA5	MYLK	2	2	2.9535805420669368	3.0492977199988425	2.857863364135031
KCNA5	FLNA	2	2	2.759431695231129	4.266138659532431	1.252724730929827
