target,imp
Fibroblasts,1.7219934001880508
Monocytes,1.6669229423177532
B_cells,1.7791828611417564
TAM,2.013932038881965
Hepatocytes,2.1204148155303186
Endothelial_cells,1.9110192899582024
PVL,1.9048780897702824
Normal_Epithelial_cells,2.0437516056929947
T_NK_cells,1.7995420982486103
Tumor_Epithelial_cells,2.166586979129378
