target,imp
Fibroblasts,3.364693432808753
Monocytes,0.004119838283263296
B_cells,0.9297613880588065
TAM,1.933194886520401
Hepatocytes,2.3708023767908385e-4
Endothelial_cells,1.2582438124022127e-4
PVL,1.4981039623152999e-4
Normal_Epithelial_cells,4.5439113032944153e-4
T_NK_cells,5.755051372978864e-5
Tumor_Epithelial_cells,3.293327925054753
