orig.ident	gene	n_spots	n_genes_tested	positive_spots	C	Z	Pval	FDR	model	n_neighbors	error
IU_PDA_T10	KCNMB4	2714	13635	28.0	0.005773811617721529	0.6000959082576787	0.2742211596785653	0.47703566116576135	bernoulli	30	
IU_PDA_T8	KCNMB4	3779	14218	65.0	0.002653879634601002	0.4786737202161949	0.3160853821079685	0.45662469244753	bernoulli	30	
IU_PDA_T1	KCNMB4	3530	13524	125.0	0.0011213859106179549	0.2023091657083021	0.4198375174651944	0.5916309874126591	bernoulli	30	
IU_PDA_T9	KCNMB4	3526	14113	169.0	0.0009588152348581575	0.19936490972828214	0.4209886537279411	0.6055251600145162	bernoulli	30	
IU_PDA_T6	KCNMB4	3397	15000	148.0	-0.0009921644507484087	-0.1975988197669423	0.5783205208563914	0.6239971092537672	bernoulli	30	
IU_PDA_T2	KCNMB4	4118	14706	196.0	-0.004211388068118787	-0.9194465823883982	0.8210689831347442	0.8660001768614751	bernoulli	30	
IU_PDA_T4	KCNMB4	3621	14334	256.0	-0.004970514663200468	-1.0593230617823914	0.8552736622015272	0.8663952419785648	bernoulli	30	
IU_PDA_T9	KCNN3	3526	14113	115.0	0.03331676924046871	6.727852070088493	8.609291896134016e-12	2.3099417591281248e-10	bernoulli	30	
IU_PDA_T6	KCNN3	3397	15000	113.0	0.016952761751521325	3.0118680062504244	0.0012982273508623217	0.005618410347067174	bernoulli	30	
IU_PDA_T11	KCNN3	2777	14686	84.0	0.015166863804429226	2.1898101872205533	0.01426900280754058	0.06848188733056895	bernoulli	30	
IU_PDA_T4	KCNN3	3621	14334	32.0	0.013923302255322014	1.9024522114552584	0.028556030384344323	0.08238366812570286	bernoulli	30	
IU_PDA_T2	KCNN3	4118	14706	53.0	0.011114345607679139	1.8826062717235115	0.02987687290530646	0.15731088182794015	bernoulli	30	
IU_PDA_T10	KCNN3	2714	13635	52.0	0.013314472874301304	1.8722159831722471	0.030588364360795862	0.18220134908757077	bernoulli	30	
IU_PDA_T12	KCNN3	3642	15208	266.0	0.006332593912347265	1.4028913789676436	0.08032461602175267	0.14199427646853593	bernoulli	30	
IU_PDA_T3	KCNN3	4354	14668	90.0	0.0025216268524516305	0.5113280115548445	0.3045606968701671	0.40133827164599867	bernoulli	30	
IU_PDA_T1	KCNN3	3530	13524	38.0	0.002667045977309088	0.375649259334412	0.35358883234190663	0.5460794023795125	bernoulli	30	
IU_PDA_T8	KCNN3	3779	14218	56.0	0.0019657098669016815	0.3148121627351448	0.37645213821263795	0.5066648272152517	bernoulli	30	
IU_PDA_T12	KCNN4	3642	15208	832.0	0.05937280135184209	13.182043224069256	5.566706266976656e-40	1.1095474299892659e-38	bernoulli	30	
IU_PDA_T4	KCNN4	3621	14334	531.0	0.019077227438859472	4.242536388417398	1.1050384614097306e-05	8.599142945628165e-05	bernoulli	30	
IU_PDA_T3	KCNN4	4354	14668	324.0	0.017329561291618275	4.0605030981902965	2.448354372127655e-05	0.00010618705479115447	bernoulli	30	
IU_PDA_T11	KCNN4	2777	14686	296.0	0.022457313750998898	4.057284653908688	2.482327911318412e-05	0.0002821630627370139	bernoulli	30	
IU_PDA_T1	KCNN4	3530	13524	123.0	0.016155151055441984	2.7148038362358244	0.0033157518983417014	0.041367369624698495	bernoulli	30	
IU_PDA_T9	KCNN4	3526	14113	269.0	0.010187249757285681	2.2007357973603976	0.01387736651913013	0.08369897895401068	bernoulli	30	
IU_PDA_T8	KCNN4	3779	14218	772.0	0.00887486800827919	2.0248701632591293	0.02144034903591422	0.09852581854965364	bernoulli	30	
IU_PDA_T6	KCNN4	3397	15000	506.0	0.007521877439789353	1.5902374706261582	0.05589064363331996	0.11773060728827404	bernoulli	30	
IU_PDA_T2	KCNN4	4118	14706	730.0	0.005200241335939173	1.2539130898201027	0.1049367983437563	0.32001782296823167	bernoulli	30	
IU_PDA_T10	KCNN4	2714	13635	163.0	0.007608743738717058	1.2390322532945393	0.10766677691795795	0.3206720190642981	bernoulli	30	
IU_PDA_T9	KCNQ4	3526	14113	30.0	0.02003954674983824	2.729445745752624	0.0031720443607231802	0.02593799101337204	bernoulli	30	
IU_PDA_T10	KCNQ4	2714	13635	16.0	0.023980496031322244	1.755251121810838	0.03960818151472981	0.21161549888772416	bernoulli	30	
IU_PDA_T1	KCNQ4	3530	13524	26.0	0.014209191806714903	1.5229776491195441	0.06388214868491769	0.28031868228904183	bernoulli	30	
IU_PDA_T11	KCNQ4	2777	14686	52.0	0.008099052848797087	1.05257766683159	0.14626729863467947	0.28952455511235275	bernoulli	30	
IU_PDA_T12	KCNQ4	3642	15208	189.0	0.0044223109419975004	0.917356140903623	0.1794780237929015	0.2582798813249854	bernoulli	30	
IU_PDA_T3	KCNQ4	4354	14668	72.0	0.004165714065862889	0.7613754004323248	0.22321643810237435	0.32254346508576764	bernoulli	30	
IU_PDA_T6	KCNQ4	3397	15000	129.0	0.0035984273854664465	0.6562854145612164	0.25582025015070387	0.3376201194829585	bernoulli	30	
IU_PDA_T2	KCNQ4	4118	14706	48.0	0.001979116126316295	0.31279804700241653	0.3772170496264895	0.5730819120773357	bernoulli	30	
IU_PDA_T4	KCNQ4	3621	14334	258.0	5.742154495935417e-05	0.012099577717733016	0.4951730846502389	0.5617023378373777	bernoulli	30	
IU_PDA_T8	KCNQ4	3779	14218	78.0	-0.0019791800291090434	-0.3211470852464265	0.6259505351654411	0.6973644185066793	bernoulli	30	
IU_PDA_T3	KCNS3	4354	14668	559.0	0.04061950495906011	10.087993215786664	3.1216395063628583e-24	3.238204263036097e-23	bernoulli	30	
IU_PDA_T12	KCNS3	3642	15208	1074.0	0.024351139142710594	5.6046973009928545	1.0430961421981963e-08	6.634632425993378e-08	bernoulli	30	
IU_PDA_T4	KCNS3	3621	14334	691.0	0.02336030750722654	5.271700043289948	6.7582927835286e-08	7.213206906857702e-07	bernoulli	30	
IU_PDA_T6	KCNS3	3397	15000	517.0	0.007269497719974875	1.5195416041256882	0.0643131120408141	0.13022363399192918	bernoulli	30	
IU_PDA_T2	KCNS3	4118	14706	489.0	0.00588064246907775	1.404280569193499	0.0801176590229325	0.2809015855714509	bernoulli	30	
IU_PDA_T10	KCNS3	2714	13635	145.0	0.007661661152910608	1.338450912774805	0.09037474585667787	0.2991828048745269	bernoulli	30	
IU_PDA_T8	KCNS3	3779	14218	178.0	0.005512228336682708	1.1554184808098054	0.12395954875017451	0.2844788852841026	bernoulli	30	
IU_PDA_T1	KCNS3	3530	13524	371.0	0.0037543150899085674	0.8224524265192306	0.20540972596185125	0.43575860924048254	bernoulli	30	
IU_PDA_T9	KCNS3	3526	14113	353.0	0.0033425721245744326	0.7431241969845053	0.22870324564222783	0.4428589056937481	bernoulli	30	
IU_PDA_T11	KCNS3	2777	14686	370.0	0.0017539980655451955	0.34232339885368396	0.3660537641942152	0.4889372970401314	bernoulli	30	
IU_PDA_T9	KCNT2	3526	14113	63.0	0.010502842922192364	1.9351101601794884	0.026488389497592437	0.1322197970408613	bernoulli	30	
IU_PDA_T6	KCNT2	3397	15000	23.0	0.01541454246287861	1.7617160673290502	0.03905864089178675	0.09057185627991132	bernoulli	30	
IU_PDA_T10	KCNT2	2714	13635	7.0	0.04217827008289199	1.5775501523082387	0.05733449588951158	0.24887604065222482	bernoulli	30	
IU_PDA_T2	KCNT2	4118	14706	19.0	0.014240934524054887	1.4700472447276802	0.07077447942440315	0.2652060444660888	bernoulli	30	
IU_PDA_T8	KCNT2	3779	14218	18.0	0.015663670382475986	1.3909278737854152	0.0821236496887705	0.22903767188602178	bernoulli	30	
IU_PDA_T3	KCNT2	4354	14668	17.0	0.010294857853915948	1.0904969931457118	0.13774713855912696	0.23331120420153284	bernoulli	30	
IU_PDA_T11	KCNT2	2777	14686	20.0	0.010651069572337676	1.0025591377296488	0.15803680987563623	0.30085564574420787	bernoulli	30	
IU_PDA_T1	KCNT2	3530	13524	12.0	0.013555137432768746	0.9789207687982227	0.16380956468848412	0.39958361419763433	bernoulli	30	
IU_PDA_T12	KCNT2	3642	15208	61.0	0.00326484338412435	0.5341561069106175	0.29661676709744167	0.37723263037446836	bernoulli	30	
IU_PDA_T4	KCNT2	3621	14334	27.0	0.0034393066879034526	0.4343911398371196	0.33200221532287455	0.4232226925530302	bernoulli	30	
