target_gene	partner_gene	n_sections_tested	n_sections_positive_z	median_local_corr_z	max_local_corr_z	min_local_corr_z
KCNA5	KCNK17	9	9	2.7212529373601755	7.583182654475587	1.0604055858488863
KCNA5	KCNAB1	9	9	2.7047767604466544	3.972232955740889	1.2656687610262116
KCNA5	KCNK15	9	9	2.6913507882943946	3.90174099028843	1.3866143405943108
KCNA5	KCNK3	9	9	2.5546224134432522	7.431422008245176	1.0529315123578036
KCNA5	KCNT2	9	9	2.5487994695141243	3.9306820404452147	0.7302923062140214
KCNA5	KCNJ16	9	9	2.381214074459284	3.694896336081658	0.17845276091986795
KCNA5	KCNN3	9	9	2.316367521142155	3.8748623313966157	0.9066711570876387
KCNA5	KCNJ8	9	9	1.195269099793454	6.06042258456461	0.2736377806723787
KCNA5	C7	9	9	0.8293283127235662	4.5381813816427705	0.0884916107884063
KCNA5	KCNMB1	9	9	0.7220583956452274	5.207395342129282	0.08137320363010896
KCNA5	KCNB1	8	8	2.5709971025816967	3.810742859437307	0.26528025291651963
KCNA5	KCND3	9	8	1.0324662678325114	3.6680637289501257	-0.5328912034492269
KCNA5	KCND2	9	8	1.0059710971401785	1.8818320341287875	-1.2090678141713305
KCNA5	KCNE4	9	8	0.46467670010198264	2.8633798101928756	-0.45494634720595706
KCNA5	KCNQ4	9	7	1.5540971308125138	3.2029640007509705	-0.48172861273718043
KCNA5	CCL21	7	7	1.1384786860736154	7.115764743281858	0.5419573372924628
KCNA5	CCL19	8	7	0.9429169957573418	6.895873926258737	-0.26288405533874426
KCNA5	KCNMB4	9	7	0.8216036316079464	1.942909776713524	-0.1149625225193662
KCNA5	MFAP4	7	7	0.7229791813856953	5.726723316868784	0.13144385903355463
KCNA5	CLU	8	7	0.6173784779700916	1.8366669999512648	-0.5850345052615333
KCNA5	IGHM	9	7	0.5439870849538174	2.9772592413483845	-0.6153884956452536
KCNA5	KCNS3	9	7	0.4182723486305057	2.648042163130927	-0.6261930742503891
KCNA5	IGHG2	7	7	0.2540349383733202	3.7582781979347817	0.09788847100071602
KCNA5	KCNAB2	9	7	0.21477836729334462	2.0167565170693136	-0.1247494655862245
KCNA5	ABCC8	6	6	1.84013418367998	7.50066795944289	0.3406271263082716
KCNA5	HSPB6	6	6	1.0767925413195347	6.116399317170629	0.03532522404960142
KCNA5	ADAMTS1	7	6	0.7214937439546578	7.7251039379094335	-0.1257983720992474
KCNA5	IGKV4-1	8	6	0.7165827171833482	1.6512132148343623	-0.3269469605012171
KCNA5	MGP	6	6	0.4316789431612992	5.41209274683304	0.021394951185249603
KCNA5	APOD	6	6	0.4135750902559294	1.0438369694873046	0.007152663553733807
KCNA5	IGHG1	8	6	0.23977479006396013	2.552732592729878	-0.8516437563624775
KCNA5	IGLC1	9	6	0.22987536854355542	3.106214437072798	-1.1567068185170972
KCNA5	SLPI	9	6	0.14745222352955836	0.28286326906287274	-6.122365003021751
KCNA5	CHGB	5	5	1.8673854257472098	6.426226464029486	0.9388579084568424
KCNA5	TNXB	6	5	1.0181725563816748	6.448452006925082	-0.6267995000217788
KCNA5	TTR	5	5	0.9893379126996503	3.4293949353268376	0.17334976168636396
KCNA5	KCNMA1	9	5	0.8479570394168554	3.4766208999150376	-0.6137885063217358
KCNA5	AGT	5	5	0.8403606184936406	6.816273426902219	0.14000536045244885
KCNA5	HEYL	5	5	0.6912893225635816	4.927899489330416	0.1733482463861533
KCNA5	IGHJ6	5	5	0.6559545197561376	1.0123267315047337	0.1999622468999501
KCNA5	SOD3	6	5	0.6486899579402761	5.170583263967858	-0.9272495057072012
KCNA5	OGN	5	5	0.6475670694007674	7.002774606564007	0.5131558326635223
KCNA5	GCG	6	5	0.5771216445600522	1.4386026419573892	-0.12252474089548826
KCNA5	IGFBP5	7	5	0.5732780683647845	2.6886859266280756	-0.6156756493420715
KCNA5	DES	5	5	0.5691366906407495	1.164844821133212	0.15541797267487045
KCNA5	INS	5	5	0.5355596736598371	1.1652192018059568	0.049055537375969495
KCNA5	CNN1	6	5	0.34044722208859446	4.808390992074114	-0.005669784796460726
KCNA5	COLEC11	5	5	0.33884930037840705	6.0427553464541575	0.05259979257533985
KCNA5	PTGDS	7	5	0.33409608073745284	2.9720351215676524	-0.41881016192207854
KCNA5	SERPINA3	6	5	0.27443734322212104	1.4090941841554006	-0.7397794704577745
KCNA5	ITGB4	8	5	0.24772565077563502	0.6627216002948308	-5.832842234093807
KCNA5	HLA-DRA	6	5	0.2233454532896195	2.430802037201562	-0.45407027733246585
KCNA5	OLFM4	8	5	0.2096992263561954	1.1715876442402697	-4.539782593161434
KCNA5	KCNJ15	9	5	0.09581290739343018	2.1756861660084286	-6.14749300087497
KCNA5	KCNK6	9	5	0.030282297723987568	0.8081597967624142	-2.582236980296575
KCNA5	GPX3	4	4	3.4521033512468833	6.530759018381706	1.0150267119404228
KCNA5	SLC30A8	4	4	3.2006261776118707	6.696673740678517	1.1115288987637681
KCNA5	FBLN5	4	4	3.1311286166987884	5.7441063680953635	0.896331949817183
KCNA5	SPARCL1	4	4	3.04998983512616	5.418744638870123	0.1854904466953175
KCNA5	SLIT3	4	4	2.916333669945786	5.817393911646334	0.2084696503589436
KCNA5	ENG	4	4	1.9006112616948143	2.8397711364404987	0.47876502459026177
KCNA5	ID1	5	4	1.1072171172435337	1.2384520606349654	-2.433361917715317
KCNA5	HLA-DPB1	4	4	1.0325113338514147	1.7697724027225143	0.37190688556275076
KCNA5	IGLV3-1	7	4	0.9125268736631401	1.2562088880140252	-0.3250813205538441
KCNA5	S1PR3	4	4	0.8769560670632452	3.3622533263202388	0.3023449508479162
KCNA5	THBS4	5	4	0.8415600647274294	6.2694527963441535	-0.636182044577623
KCNA5	IGHD	4	4	0.8305443296877443	3.56280920083804	0.5187315682711476
KCNA5	TMOD1	4	4	0.8150190346625499	7.99084909921133	0.3451283096934875
KCNA5	SCG2	5	4	0.7809449977487434	8.438901712956909	-0.37564567627846585
KCNA5	PLA2G2A	4	4	0.7441657746994458	6.226643650974071	0.22628585044201377
KCNA5	SLC40A1	5	4	0.6725114570541252	2.803747062716698	-0.1370779224943912
KCNA5	JCHAIN	5	4	0.5882373258961142	1.3972120257731022	-0.26918900006947255
KCNA5	ADIRF	5	4	0.5741770055355573	1.9411499096019285	-0.09364535518220274
KCNA5	ZNF331	4	4	0.5650177832878884	1.1125877372072783	0.1758244898472493
KCNA5	SYNPO2	5	4	0.5541510775762585	4.97400210230541	-0.04291757999705869
KCNA5	TGM2	4	4	0.5237743895689322	0.5963571020428684	0.091124409897846
KCNA5	LAD1	6	4	0.4638782988497227	1.0287293072815489	-6.4708768481974825
KCNA5	AQP1	5	4	0.3947986558067658	4.617608219795505	-0.3890815480437854
KCNA5	C11orf96	5	4	0.3653022402225925	3.040322459601311	-0.4907745065666972
KCNA5	EPCAM	7	4	0.3124060163136396	0.7406053883917798	-4.382095539099023
KCNA5	CXCL12	6	4	0.2647707018967691	4.00480528580069	-0.40824064177240327
KCNA5	FBLN2	6	4	0.26425747650186504	1.5537216588692595	-0.5409590355701455
KCNA5	LGALS4	8	4	0.21672624020880008	1.3702352115911411	-5.517601419568618
KCNA5	CFTR	6	4	0.19847217614032026	1.5453505971125607	-4.568408367507032
KCNA5	LRRC15	7	4	0.1934786120547134	0.9881478637125682	-4.258932759174852
KCNA5	IGHA1	8	4	0.17454633910752776	0.6627387220900239	-0.1961842574197391
KCNA5	MYLK	4	4	0.17142659952339212	0.5963320111856473	0.085759134075133
KCNA5	CCDC80	7	4	0.166817025704734	0.6567868987236467	-0.7662030324178368
KCNA5	CTSE	7	4	0.16608630106773842	0.6881706777001645	-5.168136862003781
KCNA5	SPINT2	6	4	0.1656297234459974	1.3331608504744563	-1.3776594935176298
KCNA5	ANXA2	5	4	0.14883911923241833	0.4755052544114417	-1.7601086462834252
KCNA5	NQO1	6	4	0.13484436715987977	0.5648378541951659	-3.671525429090837
KCNA5	ATP1B1	6	4	0.1287880495616554	0.9885667805375675	-0.9849408132221168
KCNA5	SYT8	7	4	0.10576196004034775	0.18710658528876215	-5.971198930144231
KCNA5	AZGP1	5	4	0.10413831447209547	0.5683484239184652	-6.178060061237889
KCNA5	PSCA	7	4	0.09469504239673676	0.7863962759787081	-5.81642502298361
KCNA5	KRT8	6	4	0.08644109049081382	0.3575502822238352	-5.898826310132713
KCNA5	CYP3A5	5	4	0.05959409767115372	0.5851192741445923	-5.928927607217341
KCNA5	MUC6	5	4	0.054113987493993376	2.2471013864601193	-3.9227210131609476
KCNA5	ACTG2	7	4	0.020548194040930307	6.095421039341816	-2.5329867628012486
KCNA5	S100P	7	4	0.005640534892263214	0.5539273085087192	-6.666175537019506
KCNA5	KCNK1	9	4	-0.03405201825033132	1.5039895190197803	-2.439254887421136
KCNA5	MMP11	9	4	-0.03592447108070629	0.33617928844148426	-7.215489526111157
KCNA5	ELF3	9	4	-0.03913105145062505	0.8001492541100961	-5.444385621074205
KCNA5	KCNC4	9	4	-0.057113032811213486	1.4944723989063171	-0.5920974360916188
KCNA5	KCNN4	9	4	-0.06525287852916194	1.2714510455440151	-5.200430713751813
KCNA5	MUC1	8	4	-0.15196239274260104	0.804219641640878	-6.366686982900699
KCNA5	MMP7	9	4	-0.2225126718075385	1.2908383317617502	-5.349641067939235
KCNA5	PTP4A3	3	3	4.785728497554284	6.583477603141482	0.969980572240418
KCNA5	NEURL1	3	3	4.712887557478216	7.926030977396719	1.4261293238508248
KCNA5	NKX2-2	3	3	3.2735688200967075	8.240659334488209	0.9691830432196678
KCNA5	SCG3	3	3	3.022694153917669	8.014775979378632	1.4065473272366362
KCNA5	VGF	3	3	2.8962099933011984	8.43439931437691	1.37599381116281
KCNA5	COL14A1	4	3	2.737148487467623	7.02235660996674	-0.3406382118265733
KCNA5	CHGA	3	3	2.654500339374907	7.103460840401588	1.706145244236942
KCNA5	SCG5	3	3	2.538313626872574	6.8906929390359855	0.8616690695150626
KCNA5	SCGN	3	3	2.3815451084486914	7.568783563780117	1.355482667386307
KCNA5	SST	3	3	2.2536329932835755	6.550796113423832	1.780757547080325
KCNA5	PDK4	3	3	1.82265350920195	7.097790145731391	1.2689686193025023
KCNA5	ERO1B	3	3	1.8062091358431172	7.658015332315725	0.8195429058519014
KCNA5	PI16	3	3	1.6307498867760832	6.6154103529170785	1.2446992708226317
KCNA5	MUSTN1	3	3	1.5009624526573921	6.003512414787826	0.6546657768469091
KCNA5	CHRDL2	3	3	1.4939217140566812	7.475734996677473	0.23124242935180456
KCNA5	IGLC7	3	3	1.4662265646885986	1.6460049131603134	1.0365784167766625
KCNA5	AKAP6	3	3	1.331223417557866	4.375132137065183	0.6375936115221053
KCNA5	ABCA8	3	3	1.297156690420628	6.460214554280374	0.07934225049896775
KCNA5	ADAMTSL2	3	3	1.0365958671259334	4.835824844154711	0.31441114235107126
KCNA5	HLA-DPA1	3	3	1.006969320654264	1.8618784367116985	0.31079429208724996
KCNA5	ITGA7	3	3	0.9684321555103932	5.818844614896634	0.535845895246333
KCNA5	CPA3	3	3	0.9047627326588725	5.908542853934574	0.6336642364571592
KCNA5	F2RL2	3	3	0.8846666985997171	3.120103869665643	0.4827879554478643
KCNA5	GFRA1	3	3	0.8391180223122845	5.562096641944616	0.26168693513333485
KCNA5	RASD1	4	3	0.8294297555522165	5.81658509809648	-0.28224045785124524
KCNA5	LMOD1	3	3	0.8255995683828715	5.389890066064026	0.704763452375812
KCNA5	EPHA3	3	3	0.8029537153646072	4.745149971529839	0.5986376475848556
KCNA5	CCL17	3	3	0.7811184318560012	2.4759435331772393	0.5888839957376784
KCNA5	VWF	3	3	0.779740441268398	3.151513529133907	0.08575607596872922
KCNA5	IGLV9-49	3	3	0.7760817503847935	1.2806466727771715	0.4954398468050311
KCNA5	TNS1	3	3	0.7621301173010601	4.070783453760982	0.1772814081191707
KCNA5	MRC2	3	3	0.7418424257461866	1.1634025572242275	0.1679314150552691
KCNA5	SELENOP	5	3	0.7410363107580175	4.934505356861636	-0.9824431673331308
KCNA5	BTG2	5	3	0.6833644258016048	6.343598935613366	-1.2062003469909477
KCNA5	IGHV1-46	3	3	0.6706512331752253	0.6729342309428143	0.5430538515517404
KCNA5	PCDH1	3	3	0.6683424107866287	0.7791249445831234	0.3983261347679985
