target,imp
Fibroblasts,15.93297407243865
Monocytes,1.930197742413416
B_cells,8.608127199972934
TAM,12.474470476889579
Hepatocytes,0.023623279294438825
Endothelial_cells,0.5500206546869635
PVL,0.5559993231601231
Normal_Epithelial_cells,0.009320572005154867
T_NK_cells,0.39733582403624296
Tumor_Epithelial_cells,15.922388874153821
