pathway	n_genes_defined	n_genes_in_input_assay	genes_present	genes_missing
tumor_stress_secretory	10	10	LCN2, SLPI, S100A10, S100P, MMP7, SPINK1, CEACAM5, MSLN, KRT20, KRT23	
