pathway	n_patients	mean_low	mean_high	delta_high_minus_low	median_delta	p_value	padj_BH	CellType2	gene	n_deg_methods	pathway_label	direction	significant
HALLMARK_APOPTOSIS	22	0.108462449436123	0.115001036238041	0.00653858680191821	0.00701014150544293	0.00253354936128349	0.0140752742293527	myCAF	KCNS3	0	APOPTOSIS	KCN-high	TRUE
HALLMARK_COAGULATION	22	0.113355330764254	0.120381560495958	0.00702622973170453	0.00509352962066392	0.00313303887319201	0.0156651943659601	myCAF	KCNS3	0	COAGULATION	KCN-high	TRUE
HALLMARK_PI3K_AKT_MTOR_SIGNALING	22	0.0549970384888252	0.0597179548885918	0.00472091639976652	0.0048401008445139	0.00347893704176756	0.0158133501898525	myCAF	KCNS3	0	PI3K AKT MTOR SIGNALING	KCN-high	TRUE
HALLMARK_PROTEIN_SECRETION	22	0.0679965490779641	0.0716643126247399	0.00366776354677582	0.00251749766686174	0.0038592512408335	0.0160802135034729	myCAF	KCNS3	0	PROTEIN SECRETION	KCN-high	TRUE
HALLMARK_MYOGENESIS	22	0.0842201440547171	0.0893287809321581	0.00510863687744098	0.00491154918792353	0.0077635583929209	0.0298598399727727	myCAF	KCNS3	0	MYOGENESIS	KCN-high	TRUE
HALLMARK_COMPLEMENT	22	0.0726373435540585	0.0773060296055012	0.00466868605144272	0.00317348146509841	0.00939729475581587	0.0335617669850567	myCAF	KCNS3	0	COMPLEMENT	KCN-high	TRUE
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	22	0.221291660538081	0.234966025915079	0.0136743653769976	0.0134022288918984	0.0136102252461699	0.0453674174872328	myCAF	KCNS3	0	EPITHELIAL MESENCHYMAL TRANSITION	KCN-high	TRUE
HALLMARK_CHOLESTEROL_HOMEOSTASIS	22	0.0609785605009852	0.0657934985068131	0.00481493800582784	0.00509144236176106	0.0148949273478797	0.046546647962124	myCAF	KCNS3	0	CHOLESTEROL HOMEOSTASIS	KCN-high	TRUE
HALLMARK_MYOGENESIS	15	0.0780015015117535	0.0851130139870746	0.00711151247532112	0.00820324672754208	0.00109162812494216	0.0162051800227276	qPSC	KCNA5	0	MYOGENESIS	KCN-high	TRUE
HALLMARK_COMPLEMENT	15	0.0578724156585018	0.0514607966051621	-0.00641161905333972	-0.00553871628006913	0.00133204736077707	0.0162051800227276	qPSC	KCNA5	0	COMPLEMENT	KCN-low	TRUE
HALLMARK_KRAS_SIGNALING_UP	15	0.0311084142726275	0.0257044736300235	-0.00540394064260398	-0.00521810903388222	0.00109162812494216	0.0162051800227276	qPSC	KCNA5	0	KRAS SIGNALING UP	KCN-low	TRUE
HALLMARK_XENOBIOTIC_METABOLISM	15	0.0408022153146293	0.0359300417517538	-0.00487217356287548	-0.00439362620806232	0.00162051800227276	0.0162051800227276	qPSC	KCNA5	0	XENOBIOTIC METABOLISM	KCN-low	TRUE
HALLMARK_INFLAMMATORY_RESPONSE	15	0.0330039702145213	0.0291783074238044	-0.00382566279071683	-0.00292884661089418	0.00109162812494216	0.0162051800227276	qPSC	KCNA5	0	INFLAMMATORY RESPONSE	KCN-low	TRUE
HALLMARK_INTERFERON_GAMMA_RESPONSE	15	0.0851216813666839	0.0759658625883863	-0.00915581877829756	-0.00796609360874405	0.00196552940924164	0.0163794117436803	qPSC	KCNA5	0	INTERFERON GAMMA RESPONSE	KCN-low	TRUE
HALLMARK_IL6_JAK_STAT3_SIGNALING	15	0.0392228844147051	0.0348453748328158	-0.00437750958188928	-0.00397872846997063	0.00286559480782183	0.0204685343415845	qPSC	KCNA5	0	IL6 JAK STAT3 SIGNALING	KCN-low	TRUE
HALLMARK_MYOGENESIS	19	0.0765597009331169	0.0816083573527391	0.00504865641962227	0.00569067862329568	0.000270614852562536	0.0135307426281268	qPSC	KCNC4	2	MYOGENESIS	KCN-high	TRUE
HALLMARK_NOTCH_SIGNALING	19	0.0668104882440875	0.0764322347549257	0.00962174651083813	0.0100903788403788	0.00158305366592553	0.0395763416481382	qPSC	KCNC4	2	NOTCH SIGNALING	KCN-high	TRUE
HALLMARK_OXIDATIVE_PHOSPHORYLATION	33	0.137622024866748	0.150865392576117	0.0132433677093684	0.0153864402661061	3.10871036141826e-06	0.000155435518070913	qPSC	KCNE4	3	OXIDATIVE PHOSPHORYLATION	KCN-high	TRUE
HALLMARK_ADIPOGENESIS	33	0.0837818552838403	0.0894538351546728	0.00567197987083255	0.00688147430744709	1.41267091983342e-05	0.000353167729958354	qPSC	KCNE4	3	ADIPOGENESIS	KCN-high	TRUE
HALLMARK_NOTCH_SIGNALING	33	0.0649762819625864	0.0713971597937738	0.00642087783118734	0.00565328303201437	2.68167537353915e-05	0.000446945895589858	qPSC	KCNE4	3	NOTCH SIGNALING	KCN-high	TRUE
HALLMARK_MYC_TARGETS_V1	33	0.115335757141908	0.123508243972314	0.00817248683040573	0.00794806366970718	5.81335621520887e-05	0.000726669526901108	qPSC	KCNE4	3	MYC TARGETS V1	KCN-high	TRUE
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	33	0.139790058903063	0.147529259270321	0.00773920036725774	0.006530226369657	0.000163174335867742	0.00163174335867742	qPSC	KCNE4	3	EPITHELIAL MESENCHYMAL TRANSITION	KCN-high	TRUE
HALLMARK_ANGIOGENESIS	33	0.104846985680885	0.110947897185068	0.00610091150418236	0.00863510360041148	0.000328863895510051	0.00164431947755025	qPSC	KCNE4	3	ANGIOGENESIS	KCN-high	TRUE
HALLMARK_MYOGENESIS	33	0.0755937713520332	0.0795720467090168	0.00397827535698365	0.0037108086550624	0.000328863895510051	0.00164431947755025	qPSC	KCNE4	3	MYOGENESIS	KCN-high	TRUE
HALLMARK_HYPOXIA	33	0.0833082529032378	0.0872362880050663	0.0039280351018285	0.00370035489188242	0.000267353183065414	0.00164431947755025	qPSC	KCNE4	3	HYPOXIA	KCN-high	TRUE
HALLMARK_UV_RESPONSE_UP	33	0.0558574251173506	0.0583783266817976	0.00252090156444707	0.00245876669414574	0.000286545402876501	0.00164431947755025	qPSC	KCNE4	3	UV RESPONSE UP	KCN-high	TRUE
HALLMARK_PROTEIN_SECRETION	33	0.0608400319467274	0.0632498408897151	0.00240980894298762	0.00190703434963739	0.000216757240180394	0.00164431947755025	qPSC	KCNE4	3	PROTEIN SECRETION	KCN-high	TRUE
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	33	0.109797789320856	0.116520052591838	0.00672226327098197	0.00821906603015268	0.000527558644296395	0.00202907170883229	qPSC	KCNE4	3	REACTIVE OXYGEN SPECIES PATHWAY	KCN-high	TRUE
HALLMARK_APICAL_SURFACE	33	0.0390147555910996	0.0419976306475607	0.00298287505646108	0.00315902039125793	0.000461615837860139	0.00202907170883229	qPSC	KCNE4	3	APICAL SURFACE	KCN-high	TRUE
HALLMARK_FATTY_ACID_METABOLISM	33	0.0530033469172939	0.0556443308247632	0.0026409839074693	0.00311290703338144	0.000493561273006884	0.00202907170883229	qPSC	KCNE4	3	FATTY ACID METABOLISM	KCN-high	TRUE
HALLMARK_UV_RESPONSE_DN	33	0.0705952384113257	0.0732293109275298	0.0026340725162041	0.00303052080222278	0.000686567964378837	0.00245202844421013	qPSC	KCNE4	3	UV RESPONSE DN	KCN-high	TRUE
HALLMARK_ANDROGEN_RESPONSE	33	0.0743252958885042	0.0769260186033703	0.00260072271486613	0.00271475703078447	0.00107618703879629	0.00358729012932098	qPSC	KCNE4	3	ANDROGEN RESPONSE	KCN-high	TRUE
HALLMARK_PANCREAS_BETA_CELLS	33	0.0484833022725092	0.0509332610884783	0.00244995881596912	0.00232888017950611	0.00138220531209709	0.0043193916003034	qPSC	KCNE4	3	PANCREAS BETA CELLS	KCN-high	TRUE
HALLMARK_ESTROGEN_RESPONSE_LATE	33	0.0406951798676499	0.0425224991574809	0.00182731928983105	0.00145563253695247	0.00147034541868422	0.00432454534907124	qPSC	KCNE4	3	ESTROGEN RESPONSE LATE	KCN-high	TRUE
HALLMARK_MITOTIC_SPINDLE	33	0.0352436537288683	0.0338765952713132	-0.00136705845755511	-0.00129072507355656	0.00199393331448379	0.00553870365134387	qPSC	KCNE4	3	MITOTIC SPINDLE	KCN-low	TRUE
HALLMARK_APOPTOSIS	33	0.0925868354480002	0.0957288332990818	0.00314199785108163	0.00385514715156024	0.00268392588392984	0.00706296285244696	qPSC	KCNE4	3	APOPTOSIS	KCN-high	TRUE
HALLMARK_APICAL_JUNCTION	33	0.0560217494909761	0.0578469120388747	0.00182516254789855	0.00131239011178843	0.00592966376709628	0.0148241594177407	qPSC	KCNE4	3	APICAL JUNCTION	KCN-high	TRUE
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	33	0.0703112775826471	0.0730168305447303	0.00270555296208314	0.00246849959889997	0.00626122701763189	0.014907683375314	qPSC	KCNE4	3	UNFOLDED PROTEIN RESPONSE	KCN-high	TRUE
HALLMARK_INFLAMMATORY_RESPONSE	33	0.0338518189921638	0.0331040082825337	-0.000747810709630164	-0.000593542213762149	0.00660938765282443	0.015021335574601	qPSC	KCNE4	3	INFLAMMATORY RESPONSE	KCN-low	TRUE
HALLMARK_TGF_BETA_SIGNALING	33	0.0673923321279061	0.0701515935265017	0.00275926139859559	0.00230180294343751	0.007358381801725	0.0159964821776631	qPSC	KCNE4	3	TGF BETA SIGNALING	KCN-high	TRUE
HALLMARK_P53_PATHWAY	33	0.0557131510439804	0.0572609405267262	0.0015477894827458	0.00153815608228323	0.0106157426823777	0.0221161305882868	qPSC	KCNE4	3	P53 PATHWAY	KCN-high	TRUE
HALLMARK_INTERFERON_ALPHA_RESPONSE	33	0.095748762727727	0.0992762787628697	0.0035275160351427	0.00496451211432659	0.0111732964458438	0.0223465928916877	qPSC	KCNE4	3	INTERFERON ALPHA RESPONSE	KCN-high	TRUE
HALLMARK_MTORC1_SIGNALING	33	0.0647074594114197	0.0668322271492403	0.00212476773782061	0.00200958826847152	0.0130051494325411	0.0224226714354157	qPSC	KCNE4	3	MTORC1 SIGNALING	KCN-high	TRUE
HALLMARK_HEDGEHOG_SIGNALING	33	0.0335219354214102	0.0353373082525315	0.00181537283112126	0.00166949723229695	0.0117567078193934	0.0224226714354157	qPSC	KCNE4	3	HEDGEHOG SIGNALING	KCN-high	TRUE
HALLMARK_E2F_TARGETS	33	0.0322619452126936	0.0308070913290754	-0.00145485388361826	-0.000979669764590196	0.0123669811372256	0.0224226714354157	qPSC	KCNE4	3	E2F TARGETS	KCN-low	TRUE
HALLMARK_G2M_CHECKPOINT	33	0.0343431492039541	0.0333818529371655	-0.000961296266788645	-0.00104556184655291	0.0130051494325411	0.0224226714354157	qPSC	KCNE4	3	G2M CHECKPOINT	KCN-low	TRUE
HALLMARK_PI3K_AKT_MTOR_SIGNALING	33	0.0558959175913698	0.0576183636518473	0.0017224460604775	0.00239686578532942	0.0143694483880588	0.0239490806467647	qPSC	KCNE4	3	PI3K AKT MTOR SIGNALING	KCN-high	TRUE
HALLMARK_COAGULATION	33	0.07538150751719	0.0780075951391901	0.00262608762200016	0.00306999734366749	0.0192483676533055	0.031045754279525	qPSC	KCNE4	3	COAGULATION	KCN-high	TRUE
HALLMARK_ANGIOGENESIS	34	0.0993218566731666	0.117266143308511	0.0179442866353448	0.0187188754585623	7.12264536017973e-07	1.68398961421042e-05	qPSC	KCNJ8	3	ANGIOGENESIS	KCN-high	TRUE
HALLMARK_MYC_TARGETS_V1	34	0.114168238491426	0.126482761661964	0.0123145231705385	0.0121729565366941	9.26216123896764e-07	1.68398961421042e-05	qPSC	KCNJ8	3	MYC TARGETS V1	KCN-high	TRUE
HALLMARK_ADIPOGENESIS	34	0.0838509503631458	0.0909118651697969	0.00706091480665113	0.00731503209068838	1.01039376852625e-06	1.68398961421042e-05	qPSC	KCNJ8	3	ADIPOGENESIS	KCN-high	TRUE
HALLMARK_FATTY_ACID_METABOLISM	34	0.0525420259388758	0.0573912121904032	0.00484918625152742	0.00485557576403885	1.42684847787574e-06	1.78356059734468e-05	qPSC	KCNJ8	3	FATTY ACID METABOLISM	KCN-high	TRUE
HALLMARK_MITOTIC_SPINDLE	34	0.0356261270100979	0.0326895479328888	-0.00293657907720907	-0.00299486150347746	2.80719333896444e-06	2.80719333896444e-05	qPSC	KCNJ8	3	MITOTIC SPINDLE	KCN-low	TRUE
HALLMARK_OXIDATIVE_PHOSPHORYLATION	34	0.135723558514007	0.15076645220929	0.0150428936952826	0.0156299261647794	3.91095645827747e-06	3.25913038189789e-05	qPSC	KCNJ8	3	OXIDATIVE PHOSPHORYLATION	KCN-high	TRUE
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	34	0.138498338452842	0.149163309914984	0.0106649714621425	0.00947726777126293	6.3772468217031e-06	3.98577926356444e-05	qPSC	KCNJ8	3	EPITHELIAL MESENCHYMAL TRANSITION	KCN-high	TRUE
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	34	0.109655441516684	0.120044551396938	0.0103891098802538	0.0110910899244283	5.88229473989067e-06	3.98577926356444e-05	qPSC	KCNJ8	3	REACTIVE OXYGEN SPECIES PATHWAY	KCN-high	TRUE
HALLMARK_INTERFERON_ALPHA_RESPONSE	34	0.0935836195689592	0.104509011065713	0.0109253914967541	0.012936007367901	1.02941424966974e-05	5.14707124834872e-05	qPSC	KCNJ8	3	INTERFERON ALPHA RESPONSE	KCN-high	TRUE
HALLMARK_WNT_BETA_CATENIN_SIGNALING	34	0.0258798823002464	0.0216584000427767	-0.0042214822574697	-0.00431680094732884	9.5112040384917e-06	5.14707124834872e-05	qPSC	KCNJ8	3	WNT BETA CATENIN SIGNALING	KCN-low	TRUE
HALLMARK_INTERFERON_GAMMA_RESPONSE	34	0.0827030379202275	0.0897780913713287	0.00707505345110118	0.00762260909884083	2.60226135920665e-05	0.000116926455483474	qPSC	KCNJ8	3	INTERFERON GAMMA RESPONSE	KCN-high	TRUE
HALLMARK_ESTROGEN_RESPONSE_EARLY	34	0.0301775149860358	0.0284823946435352	-0.00169512034250061	-0.0011155248927341	2.80623493160338e-05	0.000116926455483474	qPSC	KCNJ8	3	ESTROGEN RESPONSE EARLY	KCN-low	TRUE
HALLMARK_COMPLEMENT	34	0.0566739779340815	0.0613798810536476	0.00470590311956611	0.00517319627664507	4.07538801728144e-05	0.000156745692972363	qPSC	KCNJ8	3	COMPLEMENT	KCN-high	TRUE
HALLMARK_APICAL_SURFACE	34	0.0379898040179317	0.0424492003560726	0.0044593963381409	0.00424311159695074	7.83817076265636e-05	0.00027993467009487	qPSC	KCNJ8	3	APICAL SURFACE	KCN-high	TRUE
HALLMARK_GLYCOLYSIS	34	0.0485466386786087	0.0522649481404248	0.00371830946181617	0.00438731603533843	8.41725229586916e-05	0.000280575076528972	qPSC	KCNJ8	3	GLYCOLYSIS	KCN-high	TRUE
HALLMARK_MTORC1_SIGNALING	34	0.063974761797688	0.0677716467920967	0.00379688499440869	0.00379943946332207	9.0366010555379e-05	0.000282393782985559	qPSC	KCNJ8	3	MTORC1 SIGNALING	KCN-high	TRUE
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	34	0.0704407662015467	0.0746948917861913	0.0042541255846446	0.00507267821302833	0.000128341607184536	0.000377475315248637	qPSC	KCNJ8	3	UNFOLDED PROTEIN RESPONSE	KCN-high	TRUE
HALLMARK_XENOBIOTIC_METABOLISM	34	0.0396810094683588	0.0424316462493677	0.00275063678100888	0.00215896424627594	0.000181015005169346	0.000502819458803738	qPSC	KCNJ8	3	XENOBIOTIC METABOLISM	KCN-high	TRUE
HALLMARK_COAGULATION	34	0.0742268725372934	0.080165200493143	0.00593832795584966	0.00648513170267789	0.000221757218137755	0.000583571626678304	qPSC	KCNJ8	3	COAGULATION	KCN-high	TRUE
HALLMARK_HEME_METABOLISM	34	0.0290580697546083	0.0277475301413592	-0.0013105396132491	-0.00115818140666777	0.000376436446741129	0.000941091116852823	qPSC	KCNJ8	3	HEME METABOLISM	KCN-low	TRUE
HALLMARK_PI3K_AKT_MTOR_SIGNALING	34	0.0555593028622257	0.0591032845902207	0.00354398172799503	0.00433159250249646	0.000487214282108676	0.00116003400502066	qPSC	KCNJ8	3	PI3K AKT MTOR SIGNALING	KCN-high	TRUE
HALLMARK_PROTEIN_SECRETION	34	0.0605102893717845	0.0640716163522609	0.00356132698047638	0.00361388970131695	0.000589500928977008	0.00133977483858411	qPSC	KCNJ8	3	PROTEIN SECRETION	KCN-high	TRUE
HALLMARK_APOPTOSIS	34	0.0933107311083929	0.0975653280876564	0.00425459697926352	0.00535260198129601	0.000757118943719485	0.00164591074721627	qPSC	KCNJ8	3	APOPTOSIS	KCN-high	TRUE
HALLMARK_DNA_REPAIR	34	0.0458023729530397	0.0477213620954553	0.00191898914241554	0.0023502979823828	0.000968132667504884	0.00201694305730184	qPSC	KCNJ8	3	DNA REPAIR	KCN-high	TRUE
HALLMARK_UV_RESPONSE_UP	34	0.0560028916031627	0.0595170353430568	0.00351414373989417	0.00467071351017282	0.00130833657092144	0.00261667314184287	qPSC	KCNJ8	3	UV RESPONSE UP	KCN-high	TRUE
HALLMARK_HYPOXIA	34	0.0841160522214502	0.0872613390639698	0.0031452868425196	0.00386480959027387	0.00138841662451931	0.00267003197022944	qPSC	KCNJ8	3	HYPOXIA	KCN-high	TRUE
HALLMARK_APICAL_JUNCTION	34	0.0560166284301043	0.0576757349055254	0.0016591064754211	0.00184031762487646	0.00262120623323761	0.00485408561710669	qPSC	KCNJ8	3	APICAL JUNCTION	KCN-high	TRUE
HALLMARK_UV_RESPONSE_DN	34	0.0709576635481566	0.0730521069757565	0.00209444342759983	0.0026746367602952	0.00293185711989377	0.00523545914266746	qPSC	KCNJ8	3	UV RESPONSE DN	KCN-high	TRUE
HALLMARK_KRAS_SIGNALING_UP	34	0.0318496418279822	0.0331225332862435	0.00127289145826125	0.000818763926958701	0.00622964842355656	0.010740773144063	qPSC	KCNJ8	3	KRAS SIGNALING UP	KCN-high	TRUE
HALLMARK_PEROXISOME	34	0.038067392739699	0.0404155122952715	0.00234811955557251	0.00259244494236121	0.00690795186984762	0.0115132531164127	qPSC	KCNJ8	3	PEROXISOME	KCN-high	TRUE
HALLMARK_G2M_CHECKPOINT	34	0.0342763014569131	0.0330995349674726	-0.0011767664894405	-0.0013843577976128	0.00890273343474184	0.0143592474753901	qPSC	KCNJ8	3	G2M CHECKPOINT	KCN-low	TRUE
HALLMARK_PANCREAS_BETA_CELLS	34	0.0486953250638712	0.051239464405572	0.00254413934170082	0.00347406345928492	0.0113970157126507	0.0178078370510167	qPSC	KCNJ8	3	PANCREAS BETA CELLS	KCN-high	TRUE
HALLMARK_ESTROGEN_RESPONSE_LATE	34	0.041129845432594	0.0421508948004457	0.00102104936785174	0.00140130284825712	0.0159259277396985	0.0241301935449977	qPSC	KCNJ8	3	ESTROGEN RESPONSE LATE	KCN-high	TRUE
HALLMARK_CHOLESTEROL_HOMEOSTASIS	34	0.0595290174640079	0.0617524767033822	0.00222345923937427	0.00197940923145967	0.0174817601155806	0.0257084707582068	qPSC	KCNJ8	3	CHOLESTEROL HOMEOSTASIS	KCN-high	TRUE
HALLMARK_P53_PATHWAY	34	0.0565607311194719	0.0585161552732479	0.00195542415377608	0.00232840944077379	0.0183085055238432	0.0261550078912045	qPSC	KCNJ8	3	P53 PATHWAY	KCN-high	TRUE
HALLMARK_ANDROGEN_RESPONSE	34	0.0750391516134575	0.077471821080331	0.00243266946687355	0.00206001288595176	0.0229758181019889	0.0319108584749845	qPSC	KCNJ8	3	ANDROGEN RESPONSE	KCN-high	TRUE
HALLMARK_MYOGENESIS	34	0.0762623932081546	0.0779941471088483	0.00173175390069376	0.00246866972616814	0.0354770159746268	0.0479419134792254	qPSC	KCNJ8	3	MYOGENESIS	KCN-high	TRUE
HALLMARK_OXIDATIVE_PHOSPHORYLATION	34	0.138100215009728	0.155002925550508	0.01690271054078	0.0170903826381257	1.30945301667785e-06	2.18242169446309e-05	qPSC	KCNK17	3	OXIDATIVE PHOSPHORYLATION	KCN-high	TRUE
HALLMARK_ADIPOGENESIS	34	0.0845904286935716	0.0937515025422015	0.0091610738486299	0.00922894526869431	1.20137731149253e-06	2.18242169446309e-05	qPSC	KCNK17	3	ADIPOGENESIS	KCN-high	TRUE
HALLMARK_INTERFERON_ALPHA_RESPONSE	34	0.094393075640805	0.101802690648919	0.0074096150081136	0.00742744273249402	1.20137731149253e-06	2.18242169446309e-05	qPSC	KCNK17	3	INTERFERON ALPHA RESPONSE	KCN-high	TRUE
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	34	0.109087029243445	0.121956793334845	0.0128697640914001	0.0150325389599475	3.6013365020217e-06	4.50167062752713e-05	qPSC	KCNK17	3	REACTIVE OXYGEN SPECIES PATHWAY	KCN-high	TRUE
HALLMARK_UV_RESPONSE_UP	34	0.0552272140428093	0.0597852228002849	0.00455800875747554	0.00443971912409614	7.48927942761795e-06	7.48927942761795e-05	qPSC	KCNK17	3	UV RESPONSE UP	KCN-high	TRUE
HALLMARK_INTERFERON_GAMMA_RESPONSE	34	0.0827768494863446	0.0868004600106797	0.00402361052433506	0.00400540901424248	1.91886110276117e-05	0.000159905091896764	qPSC	KCNK17	3	INTERFERON GAMMA RESPONSE	KCN-high	TRUE
HALLMARK_NOTCH_SIGNALING	34	0.0660488037610644	0.0739880007223939	0.00793919696132948	0.00793193839219655	4.07538801728144e-05	0.000291099144091531	qPSC	KCNK17	3	NOTCH SIGNALING	KCN-high	TRUE
HALLMARK_FATTY_ACID_METABOLISM	34	0.0530623605125579	0.057222824781736	0.00416046426917807	0.00418149070870314	7.83817076265636e-05	0.000489885672666022	qPSC	KCNK17	3	FATTY ACID METABOLISM	KCN-high	TRUE
HALLMARK_MYC_TARGETS_V1	34	0.115031177630468	0.122931541106384	0.0079003634759156	0.00863306054122052	0.000111630958871691	0.000620171993731614	qPSC	KCNK17	3	MYC TARGETS V1	KCN-high	TRUE
HALLMARK_IL2_STAT5_SIGNALING	34	0.0403674239187289	0.0389027879553137	-0.00146463596341516	-0.00121787826909352	0.000169077617661181	0.000845388088305903	qPSC	KCNK17	3	IL2 STAT5 SIGNALING	KCN-low	TRUE
HALLMARK_SPERMATOGENESIS	34	0.0147515788251223	0.0165006091549148	0.00174903032979244	0.0015696183146661	0.000193741492204437	0.000880643146383806	qPSC	KCNK17	3	SPERMATOGENESIS	KCN-high	TRUE
HALLMARK_PEROXISOME	34	0.0383681090097707	0.0408087444728052	0.00244063546303448	0.00279935334050379	0.000805444500802467	0.00335601875334361	qPSC	KCNK17	3	PEROXISOME	KCN-high	TRUE
HALLMARK_KRAS_SIGNALING_UP	34	0.0320328010924243	0.0304183891876536	-0.0016144119047707	-0.00129876526868697	0.00116081340171568	0.00446466692967568	qPSC	KCNK17	3	KRAS SIGNALING UP	KCN-low	TRUE
HALLMARK_MTORC1_SIGNALING	34	0.0632102163441736	0.0654886097368465	0.00227839339267289	0.00294222443569684	0.00138841662451931	0.00495863080185467	qPSC	KCNK17	3	MTORC1 SIGNALING	KCN-high	TRUE
HALLMARK_APICAL_SURFACE	34	0.0384284330453335	0.0412536891226096	0.00282525607727616	0.00307146717738652	0.00175604020214145	0.00585346734047151	qPSC	KCNK17	3	APICAL SURFACE	KCN-high	TRUE
HALLMARK_PI3K_AKT_MTOR_SIGNALING	34	0.0552258572599098	0.0573910634483621	0.00216520618845228	0.0029077007689253	0.00262120623323761	0.00770155589290377	qPSC	KCNK17	3	PI3K AKT MTOR SIGNALING	KCN-high	TRUE
HALLMARK_DNA_REPAIR	34	0.0460330800876753	0.0479273483493268	0.00189426826165156	0.00250359871518645	0.00277256012144536	0.00770155589290377	qPSC	KCNK17	3	DNA REPAIR	KCN-high	TRUE
HALLMARK_APICAL_JUNCTION	34	0.0557427675509422	0.057524455807906	0.00178168825696382	0.00196450094616108	0.00262120623323761	0.00770155589290377	qPSC	KCNK17	3	APICAL JUNCTION	KCN-high	TRUE
HALLMARK_ESTROGEN_RESPONSE_LATE	34	0.04087500675885	0.042788096581956	0.00191308982310602	0.00162133784283277	0.00365604893682491	0.00962118141269712	qPSC	KCNK17	3	ESTROGEN RESPONSE LATE	KCN-high	TRUE
HALLMARK_P53_PATHWAY	34	0.0557404321299271	0.0575523563218231	0.00181192419189601	0.00251707901965941	0.0125570309676808	0.0313698253521371	qPSC	KCNK17	3	P53 PATHWAY	KCN-high	TRUE
HALLMARK_INFLAMMATORY_RESPONSE	34	0.0327797501797778	0.0316930706247767	-0.00108667955500101	-0.000617171774779672	0.0131753266478976	0.0313698253521371	qPSC	KCNK17	3	INFLAMMATORY RESPONSE	KCN-low	TRUE
HALLMARK_MITOTIC_SPINDLE	34	0.0349551820009423	0.0335076026322968	-0.00144757936864556	-0.00142849206210829	0.0138203896101745	0.0314099763867602	qPSC	KCNK17	3	MITOTIC SPINDLE	KCN-low	TRUE
HALLMARK_APOPTOSIS	34	0.0925661079174495	0.0953065582048344	0.00274045028738487	0.00402325716959438	0.0166879300920474	0.0347665210250988	qPSC	KCNK17	3	APOPTOSIS	KCN-high	TRUE
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	34	0.0698607516043532	0.0716654849215904	0.00180473331723727	0.00154927378030266	0.0166879300920474	0.0347665210250988	qPSC	KCNK17	3	UNFOLDED PROTEIN RESPONSE	KCN-high	TRUE
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	24	0.143299864203186	0.157947883489988	0.014648019286802	0.0139940187372269	4.13150138250935e-05	0.00103287534562734	qPSC	KCNK6	3	EPITHELIAL MESENCHYMAL TRANSITION	KCN-high	TRUE
HALLMARK_MYOGENESIS	24	0.0750806694836089	0.0805945295545141	0.00551386007090518	0.00518465542306405	2.84270741839565e-05	0.00103287534562734	qPSC	KCNK6	3	MYOGENESIS	KCN-high	TRUE
HALLMARK_NOTCH_SIGNALING	24	0.0661109469778619	0.0732642982227401	0.00715335124487814	0.00499983169582684	0.000192568328661774	0.00269499333693471	qPSC	KCNK6	3	NOTCH SIGNALING	KCN-high	TRUE
HALLMARK_PANCREAS_BETA_CELLS	24	0.0483740738424687	0.0524055822344091	0.00403150839194041	0.00365366074117253	0.000215599466954777	0.00269499333693471	qPSC	KCNK6	3	PANCREAS BETA CELLS	KCN-high	TRUE
HALLMARK_APOPTOSIS	24	0.0945738603223996	0.100179744754833	0.00560588443243288	0.00548869653832328	0.00046525815807105	0.00387715131725875	qPSC	KCNK6	3	APOPTOSIS	KCN-high	TRUE
HALLMARK_APICAL_JUNCTION	24	0.0595826614065907	0.0648943690790756	0.00531170767248484	0.00484532494347404	0.000417809173819042	0.00387715131725875	qPSC	KCNK6	3	APICAL JUNCTION	KCN-high	TRUE
HALLMARK_PI3K_AKT_MTOR_SIGNALING	24	0.0606314611673204	0.0658329595680206	0.00520149840070022	0.00474824079506884	0.000575603284313693	0.0041114520308121	qPSC	KCNK6	3	PI3K AKT MTOR SIGNALING	KCN-high	TRUE
HALLMARK_OXIDATIVE_PHOSPHORYLATION	24	0.150775474251974	0.162630777904317	0.011855303652343	0.011302915367042	0.00159323271008736	0.00995770443804602	qPSC	KCNK6	3	OXIDATIVE PHOSPHORYLATION	KCN-high	TRUE
HALLMARK_ANGIOGENESIS	24	0.109018758398136	0.118914458006526	0.00989569960838943	0.0105265780884693	0.00257585101948085	0.0128792550974042	qPSC	KCNK6	3	ANGIOGENESIS	KCN-high	TRUE
HALLMARK_COAGULATION	24	0.0790452730041241	0.0842075056495253	0.0051622326454012	0.00577486941928641	0.00234343553882515	0.0128792550974042	qPSC	KCNK6	3	COAGULATION	KCN-high	TRUE
