CellType2	gene	row_label	pathway_label	delta_high_minus_low	padj_BH	direction	dot_size
qPSC	KCNJ8	qPSC | KCNJ8	CHOLESTEROL HOMEOSTASIS	0.00222345923937427	0.0257084707582068	KCN-high	1.5899237561469
qPSC	KCNJ8	qPSC | KCNJ8	P53 PATHWAY	0.00195542415377608	0.0261550078912045	KCN-high	1.58244514460592
qPSC	KCNJ8	qPSC | KCNJ8	ANDROGEN RESPONSE	0.00243266946687355	0.0319108584749845	KCN-high	1.49606151213574
qPSC	KCNJ8	qPSC | KCNJ8	MYOGENESIS	0.00173175390069376	0.0479419134792254	KCN-high	1.31928463619964
qPSC	KCNK17	qPSC | KCNK17	OXIDATIVE PHOSPHORYLATION	0.01690271054078	2.18242169446309e-05	KCN-high	4.66106132987791
qPSC	KCNK17	qPSC | KCNK17	ADIPOGENESIS	0.0091610738486299	2.18242169446309e-05	KCN-high	4.66106132987791
qPSC	KCNK17	qPSC | KCNK17	INTERFERON ALPHA RESPONSE	0.0074096150081136	2.18242169446309e-05	KCN-high	4.66106132987791
qPSC	KCNK17	qPSC | KCNK17	REACTIVE OXYGEN SPECIES PATHWAY	0.0128697640914001	4.50167062752713e-05	KCN-high	4.3466262840757
qPSC	KCNK17	qPSC | KCNK17	UV RESPONSE UP	0.00455800875747554	7.48927942761795e-05	KCN-high	4.12555996543317
qPSC	KCNK17	qPSC | KCNK17	INTERFERON GAMMA RESPONSE	0.00402361052433506	0.000159905091896764	KCN-high	3.79613770668868
qPSC	KCNK17	qPSC | KCNK17	NOTCH SIGNALING	0.00793919696132948	0.000291099144091531	KCN-high	3.53595907149994
qPSC	KCNK17	qPSC | KCNK17	FATTY ACID METABOLISM	0.00416046426917807	0.000489885672666022	KCN-high	3.30990526185634
qPSC	KCNK17	qPSC | KCNK17	MYC TARGETS V1	0.0079003634759156	0.000620171993731614	KCN-high	3.20748784990528
qPSC	KCNK17	qPSC | KCNK17	IL2 STAT5 SIGNALING	-0.00146463596341516	0.000845388088305903	KCN-low	3.07294387576352
qPSC	KCNK17	qPSC | KCNK17	SPERMATOGENESIS	0.00174903032979244	0.000880643146383806	KCN-high	3.05520004045569
qPSC	KCNK17	qPSC | KCNK17	PEROXISOME	0.00244063546303448	0.00335601875334361	KCN-high	2.47417562101053
qPSC	KCNK17	qPSC | KCNK17	KRAS SIGNALING UP	-0.0016144119047707	0.00446466692967568	KCN-low	2.35021093453565
qPSC	KCNK17	qPSC | KCNK17	MTORC1 SIGNALING	0.00227839339267289	0.00495863080185467	KCN-high	2.30463822618887
qPSC	KCNK17	qPSC | KCNK17	APICAL SURFACE	0.00282525607727616	0.00585346734047151	KCN-high	2.2325868004569
qPSC	KCNK17	qPSC | KCNK17	PI3K AKT MTOR SIGNALING	0.00216520618845228	0.00770155589290377	KCN-high	2.11342152840637
qPSC	KCNK17	qPSC | KCNK17	DNA REPAIR	0.00189426826165156	0.00770155589290377	KCN-high	2.11342152840637
qPSC	KCNK17	qPSC | KCNK17	APICAL JUNCTION	0.00178168825696382	0.00770155589290377	KCN-high	2.11342152840637
qPSC	KCNK17	qPSC | KCNK17	ESTROGEN RESPONSE LATE	0.00191308982310602	0.00962118141269712	KCN-high	2.01677159641202
qPSC	KCNK17	qPSC | KCNK17	P53 PATHWAY	0.00181192419189601	0.0313698253521371	KCN-high	1.50348789917966
qPSC	KCNK17	qPSC | KCNK17	INFLAMMATORY RESPONSE	-0.00108667955500101	0.0313698253521371	KCN-low	1.50348789917966
qPSC	KCNK17	qPSC | KCNK17	MITOTIC SPINDLE	-0.00144757936864556	0.0314099763867602	KCN-low	1.50293239009317
qPSC	KCNK17	qPSC | KCNK17	APOPTOSIS	0.00274045028738487	0.0347665210250988	KCN-high	1.45883876560651
qPSC	KCNK17	qPSC | KCNK17	UNFOLDED PROTEIN RESPONSE	0.00180473331723727	0.0347665210250988	KCN-high	1.45883876560651
qPSC	KCNK6	qPSC | KCNK6	EPITHELIAL MESENCHYMAL TRANSITION	0.014648019286802	0.00103287534562734	KCN-high	2.98595208890908
qPSC	KCNK6	qPSC | KCNK6	MYOGENESIS	0.00551386007090518	0.00103287534562734	KCN-high	2.98595208890908
qPSC	KCNK6	qPSC | KCNK6	NOTCH SIGNALING	0.00715335124487814	0.00269499333693471	KCN-high	2.56944230421975
qPSC	KCNK6	qPSC | KCNK6	PANCREAS BETA CELLS	0.00403150839194041	0.00269499333693471	KCN-high	2.56944230421975
qPSC	KCNK6	qPSC | KCNK6	APOPTOSIS	0.00560588443243288	0.00387715131725875	KCN-high	2.41148724903971
qPSC	KCNK6	qPSC | KCNK6	APICAL JUNCTION	0.00531170767248484	0.00387715131725875	KCN-high	2.41148724903971
qPSC	KCNK6	qPSC | KCNK6	PI3K AKT MTOR SIGNALING	0.00520149840070022	0.0041114520308121	KCN-high	2.38600477238163
qPSC	KCNK6	qPSC | KCNK6	OXIDATIVE PHOSPHORYLATION	0.011855303652343	0.00995770443804602	KCN-high	2.0018407684834
qPSC	KCNK6	qPSC | KCNK6	ANGIOGENESIS	0.00989569960838943	0.0128792550974042	KCN-high	1.8901092547124
qPSC	KCNK6	qPSC | KCNK6	COAGULATION	0.0051622326454012	0.0128792550974042	KCN-high	1.8901092547124
qPSC	KCNK6	qPSC | KCNK6	APICAL SURFACE	0.00315639204832036	0.0141138282846944	KCN-high	1.85035517069552
qPSC	KCNK6	qPSC | KCNK6	GLYCOLYSIS	0.00327548823499248	0.0186296275657212	KCN-high	1.72979582721696
qPSC	KCNK6	qPSC | KCNK6	HEDGEHOG SIGNALING	0.00348421083886049	0.0290496712820744	KCN-high	1.53685877760029
qPSC	KCNK6	qPSC | KCNK6	ADIPOGENESIS	0.00408857962017803	0.0409027784440532	KCN-high	1.38824719023382
qPSC	KCNK6	qPSC | KCNK6	TGF BETA SIGNALING	0.00431458105413054	0.044858144129563	KCN-high	1.34815869800589
qPSC	KCNMB1	qPSC | KCNMB1	MYOGENESIS	0.0081718520130865	0.00182512024348181	KCN-high	2.73870851785936
qPSC	KCNMB1	qPSC | KCNMB1	EPITHELIAL MESENCHYMAL TRANSITION	0.01198592102979	0.00191584617505613	KCN-high	2.71763936373668
qPSC	KCNMB1	qPSC | KCNMB1	ANGIOGENESIS	0.0119538917166607	0.00191584617505613	KCN-high	2.71763936373668
qPSC	KCNMB1	qPSC | KCNMB1	PI3K AKT MTOR SIGNALING	0.00554857797342903	0.00191584617505613	KCN-high	2.71763936373668
qPSC	KCNMB1	qPSC | KCNMB1	HYPOXIA	0.00548173059743892	0.00192568328661774	KCN-high	2.71541513890654
qPSC	KCNMB1	qPSC | KCNMB1	APICAL JUNCTION	0.00609357941209476	0.00192591782143526	KCN-high	2.71536224808304
qPSC	KCNMB1	qPSC | KCNMB1	KRAS SIGNALING UP	-0.00284256360298555	0.00192591782143526	KCN-low	2.71536224808304
qPSC	KCNMB1	qPSC | KCNMB1	OXIDATIVE PHOSPHORYLATION	0.011678545669628	0.00261130733636901	KCN-high	2.58314201112066
qPSC	KCNMB1	qPSC | KCNMB1	GLYCOLYSIS	0.00358159310761186	0.00319779602396496	KCN-high	2.49514924180669
qPSC	KCNMB1	qPSC | KCNMB1	MYC TARGETS V1	0.00607885698314143	0.00967603213218356	KCN-high	2.01430269810193
qPSC	KCNMB1	qPSC | KCNMB1	ESTROGEN RESPONSE EARLY	-0.00150461648274306	0.0242772387503055	KCN-low	1.61480071066515
qPSC	KCNMB1	qPSC | KCNMB1	INTERFERON GAMMA RESPONSE	-0.0027908200158739	0.03725592887005	KCN-low	1.42880460424041
qPSC	KCNMB1	qPSC | KCNMB1	NOTCH SIGNALING	0.00567009114869914	0.0455359500109146	KCN-high	1.34164559836135
qPSC	KCNMB1	qPSC | KCNMB1	TNFA SIGNALING VIA NFKB	-0.00321382268827342	0.0455359500109146	KCN-low	1.34164559836135
qPSC	KCNMB1	qPSC | KCNMB1	XENOBIOTIC METABOLISM	-0.00245081289299325	0.0455359500109146	KCN-low	1.34164559836135
qPSC	KCNMB1	qPSC | KCNMB1	UV RESPONSE UP	-0.00218856087337076	0.0455359500109146	KCN-low	1.34164559836135
qPSC	KCNS3	qPSC | KCNS3	OXIDATIVE PHOSPHORYLATION	0.0175052323759046	0.000248356414182526	KCN-high	3.6049246192077
qPSC	KCNS3	qPSC | KCNS3	INTERFERON ALPHA RESPONSE	0.00734397684115834	0.000542609528048556	KCN-high	3.26551258443624
qPSC	KCNS3	qPSC | KCNS3	FATTY ACID METABOLISM	0.00406034627785086	0.000542609528048556	KCN-high	3.26551258443624
qPSC	KCNS3	qPSC | KCNS3	MYOGENESIS	0.00529137632600757	0.000980483069885536	KCN-high	3.00855990094446
qPSC	KCNS3	qPSC | KCNS3	ADIPOGENESIS	0.00671710117737978	0.00152609183640297	KCN-high	2.81641933083529
qPSC	KCNS3	qPSC | KCNS3	PI3K AKT MTOR SIGNALING	0.00470700995724954	0.00152609183640297	KCN-high	2.81641933083529
qPSC	KCNS3	qPSC | KCNS3	G2M CHECKPOINT	-0.00177833603550777	0.00152609183640297	KCN-low	2.81641933083529
qPSC	KCNS3	qPSC | KCNS3	KRAS SIGNALING UP	-0.0018210705370818	0.00184107155732052	KCN-low	2.73492933135177
qPSC	KCNS3	qPSC | KCNS3	GLYCOLYSIS	0.00382215723572527	0.00218073995956511	KCN-high	2.66139611840069
qPSC	KCNS3	qPSC | KCNS3	PROTEIN SECRETION	0.00260566035609573	0.00218073995956511	KCN-high	2.66139611840069
qPSC	KCNS3	qPSC | KCNS3	EPITHELIAL MESENCHYMAL TRANSITION	0.0081929577911275	0.00290616896189952	KCN-high	2.53667913983584
qPSC	KCNS3	qPSC | KCNS3	MYC TARGETS V1	0.00719000180316056	0.00309321218891243	KCN-high	2.50959028713779
qPSC	KCNS3	qPSC | KCNS3	NOTCH SIGNALING	0.00573612020400492	0.00309321218891243	KCN-high	2.50959028713779
qPSC	KCNS3	qPSC | KCNS3	APICAL JUNCTION	0.00327428227082647	0.00309321218891243	KCN-high	2.50959028713779
qPSC	KCNS3	qPSC | KCNS3	P53 PATHWAY	0.00261038978802187	0.00309321218891243	KCN-high	2.50959028713779
qPSC	KCNS3	qPSC | KCNS3	MYC TARGETS V2	-0.00327946797884813	0.00335651351327564	KCN-low	2.47411160001214
qPSC	KCNS3	qPSC | KCNS3	HYPOXIA	0.00491677311370013	0.00421219602370839	KCN-high	2.37549142617745
qPSC	KCNS3	qPSC | KCNS3	REACTIVE OXYGEN SPECIES PATHWAY	0.00796486032884987	0.00535211855322629	KCN-high	2.27147427520254
qPSC	KCNS3	qPSC | KCNS3	ANGIOGENESIS	0.0071761605471299	0.00535211855322629	KCN-high	2.27147427520254
qPSC	KCNS3	qPSC | KCNS3	IL6 JAK STAT3 SIGNALING	-0.00257442447348682	0.00624577848233903	KCN-low	2.20441342286019
qPSC	KCNS3	qPSC | KCNS3	APICAL SURFACE	0.00339932482803212	0.0063655275328288	KCN-high	2.19616559906406
qPSC	KCNS3	qPSC | KCNS3	WNT BETA CATENIN SIGNALING	-0.00361224695712715	0.00905047796504276	KCN-low	2.04332848465123
qPSC	KCNS3	qPSC | KCNS3	MITOTIC SPINDLE	-0.00138237371517297	0.00985564002734744	KCN-low	2.00631516729325
qPSC	KCNS3	qPSC | KCNS3	KRAS SIGNALING DN	-0.000937257097642869	0.015620490740479	KCN-low	1.80630532625038
qPSC	KCNS3	qPSC | KCNS3	CHOLESTEROL HOMEOSTASIS	0.00282892375968694	0.0246511924879564	KCN-high	1.60816206712052
qPSC	KCNS3	qPSC | KCNS3	PANCREAS BETA CELLS	0.00263644598241625	0.0246511924879564	KCN-high	1.60816206712052
qPSC	KCNS3	qPSC | KCNS3	INTERFERON GAMMA RESPONSE	0.00274437974234306	0.0251470648860166	KCN-high	1.59951269761379
qPSC	KCNS3	qPSC | KCNS3	APOPTOSIS	0.00288598274243595	0.025678265815761	KCN-high	1.59043430973391
qPSC	KCNS3	qPSC | KCNS3	TGF BETA SIGNALING	0.00337782726709884	0.0310562060686516	KCN-high	1.50785160025229
qPSC	KCNS3	qPSC | KCNS3	COMPLEMENT	0.00214677441281125	0.0335226336439971	KCN-high	1.47466186915499
qPSC	KCNS3	qPSC | KCNS3	COAGULATION	0.00372244424929304	0.0369772803364906	KCN-high	1.43206503417981
qPSC	KCNS3	qPSC | KCNS3	PEROXISOME	0.00135900468540426	0.0369772803364906	KCN-high	1.43206503417981
qPSC	KCNS3	qPSC | KCNS3	HEME METABOLISM	-0.00144663736312287	0.0420444146937672	KCN-low	1.37629168901675
qPSC	KCNS3	qPSC | KCNS3	IL2 STAT5 SIGNALING	-0.00148179335135519	0.0452908659951609	KCN-low	1.34398937520302
smPSC	KCNA5	smPSC | KCNA5	MYOGENESIS	0.00780020064947602	9.25868488000484e-05	KCN-high	4.03345069689458
smPSC	KCNA5	smPSC | KCNA5	HYPOXIA	0.00693414871653941	9.25868488000484e-05	KCN-high	4.03345069689458
smPSC	KCNA5	smPSC | KCNA5	OXIDATIVE PHOSPHORYLATION	0.014065683219635	0.00107960916523723	KCN-high	2.96673343719901
smPSC	KCNA5	smPSC | KCNA5	ADIPOGENESIS	0.00666638239846178	0.00107960916523723	KCN-high	2.96673343719901
smPSC	KCNA5	smPSC | KCNA5	TNFA SIGNALING VIA NFKB	0.00638581593631605	0.00107960916523723	KCN-high	2.96673343719901
smPSC	KCNA5	smPSC | KCNA5	APOPTOSIS	0.00568353109242332	0.00107960916523723	KCN-high	2.96673343719901
smPSC	KCNA5	smPSC | KCNA5	EPITHELIAL MESENCHYMAL TRANSITION	0.00502173516518992	0.00142758712946424	KCN-high	2.84539737611835
smPSC	KCNA5	smPSC | KCNA5	P53 PATHWAY	0.00313643384784851	0.00542840075264192	KCN-high	2.26532809796212
smPSC	KCNA5	smPSC | KCNA5	NOTCH SIGNALING	0.00643149827793364	0.00563106646950559	KCN-high	2.24940934618605
smPSC	KCNA5	smPSC | KCNA5	MTORC1 SIGNALING	0.00228401865946049	0.0067264892522946	KCN-high	2.17221154739244
smPSC	KCNA5	smPSC | KCNA5	KRAS SIGNALING UP	-0.00151776300640574	0.0067264892522946	KCN-low	2.17221154739244
smPSC	KCNA5	smPSC | KCNA5	REACTIVE OXYGEN SPECIES PATHWAY	0.00677234718640644	0.0101936795355818	KCN-high	1.9916690236918
smPSC	KCNA5	smPSC | KCNA5	ESTROGEN RESPONSE LATE	0.00159143040172628	0.0101936795355818	KCN-high	1.9916690236918
smPSC	KCNA5	smPSC | KCNA5	UV RESPONSE UP	0.00242296178489346	0.0109025787203442	KCN-high	1.96247076888864
smPSC	KCNA5	smPSC | KCNA5	PI3K AKT MTOR SIGNALING	0.00256259333449318	0.0134298502073187	KCN-high	1.87192883129984
smPSC	KCNA5	smPSC | KCNA5	TGF BETA SIGNALING	0.00313351817184199	0.0134802701825472	KCN-high	1.87030140322997
smPSC	KCNA5	smPSC | KCNA5	PEROXISOME	0.00197112575814997	0.0189395227518511	KCN-high	1.72263096877778
smPSC	KCNA5	smPSC | KCNA5	UV RESPONSE DN	0.00233321970855219	0.0380544640503024	KCN-high	1.41959439017602
smPSC	KCNA5	smPSC | KCNA5	MYC TARGETS V2	-0.00151507021826983	0.040641868653582	KCN-low	1.39102633204101
smPSC	KCNA5	smPSC | KCNA5	APICAL JUNCTION	0.00175616765745733	0.0409680516264926	KCN-high	1.38755468989074
smPSC	KCNA5	smPSC | KCNA5	MYC TARGETS V1	0.00411080710008576	0.0492503408394067	KCN-high	1.30759075959964
smPSC	KCNA5	smPSC | KCNA5	HEME METABOLISM	0.00123260673224617	0.049777773115122	KCN-high	1.3029645361213
smPSC	KCNAB1	smPSC | KCNAB1	MYOGENESIS	0.00734884414026779	0.000123767446669445	KCN-high	3.90739356848972
smPSC	KCNAB1	smPSC | KCNAB1	OXIDATIVE PHOSPHORYLATION	0.0139248528622883	0.000166349874629407	KCN-high	3.77897752210371
smPSC	KCNAB1	smPSC | KCNAB1	NOTCH SIGNALING	0.0100125563708133	0.000179072210914084	KCN-high	3.74697180434109
smPSC	KCNAB1	smPSC | KCNAB1	ADIPOGENESIS	0.00743974535134728	0.000214673215399028	KCN-high	3.66822213874985
smPSC	KCNAB1	smPSC | KCNAB1	EPITHELIAL MESENCHYMAL TRANSITION	0.00719394320874828	0.000324518010844838	KCN-high	3.48876119472351
smPSC	KCNAB1	smPSC | KCNAB1	APICAL JUNCTION	0.00355060426372124	0.000324518010844838	KCN-high	3.48876119472351
smPSC	KCNAB1	smPSC | KCNAB1	REACTIVE OXYGEN SPECIES PATHWAY	0.00814513498564217	0.000931393777415014	KCN-high	3.03086666788852
smPSC	KCNAB1	smPSC | KCNAB1	PI3K AKT MTOR SIGNALING	0.00287114331411408	0.00104508000198537	KCN-high	2.980850462576
smPSC	KCNAB1	smPSC | KCNAB1	HYPOXIA	0.00395382375368307	0.00224191820098012	KCN-high	2.64938023719646
smPSC	KCNAB1	smPSC | KCNAB1	TGF BETA SIGNALING	0.00445495787833844	0.00231299380730704	KCN-high	2.63582552998597
smPSC	KCNAB1	smPSC | KCNAB1	MTORC1 SIGNALING	0.00230049104949252	0.00231299380730704	KCN-high	2.63582552998597
smPSC	KCNAB1	smPSC | KCNAB1	ANDROGEN RESPONSE	0.0036588531767216	0.00555644381719348	KCN-high	2.25520307257083
smPSC	KCNAB1	smPSC | KCNAB1	APOPTOSIS	0.00441591916033057	0.00589893832559948	KCN-high	2.22922614442957
smPSC	KCNAB1	smPSC | KCNAB1	MITOTIC SPINDLE	0.00199247885254951	0.00589893832559948	KCN-high	2.22922614442957
smPSC	KCNAB1	smPSC | KCNAB1	MYC TARGETS V2	-0.00192447128460125	0.00589893832559948	KCN-low	2.22922614442957
smPSC	KCNAB1	smPSC | KCNAB1	P53 PATHWAY	0.00242086209848034	0.0102145880199641	KCN-high	1.99077914486749
smPSC	KCNAB1	smPSC | KCNAB1	COAGULATION	0.00372699029430378	0.0142189733406437	KCN-high	1.84713176004715
smPSC	KCNAB1	smPSC | KCNAB1	TNFA SIGNALING VIA NFKB	0.0029325998896844	0.0249908637346473	KCN-high	1.60221873352106
smPSC	KCNAB1	smPSC | KCNAB1	INTERFERON GAMMA RESPONSE	-0.00226236867564732	0.0251388910813302	KCN-low	1.5996538836859
smPSC	KCNAB1	smPSC | KCNAB1	INTERFERON ALPHA RESPONSE	-0.00312725217813501	0.0256134578719296	KCN-low	1.59153178688398
smPSC	KCNAB1	smPSC | KCNAB1	DNA REPAIR	0.00227407606158988	0.0256134578719296	KCN-high	1.59153178688398
smPSC	KCNAB1	smPSC | KCNAB1	ESTROGEN RESPONSE LATE	0.00139833683660138	0.0274904291377113	KCN-high	1.5608184805754
smPSC	KCNAB1	smPSC | KCNAB1	INFLAMMATORY RESPONSE	-0.00109080925246206	0.029520467474889	KCN-low	1.5298767694724
smPSC	KCNAB1	smPSC | KCNAB1	KRAS SIGNALING UP	-0.00125658796257941	0.0299579767850545	KCN-low	1.52348752010329
smPSC	KCNAB1	smPSC | KCNAB1	PEROXISOME	0.00198084559401366	0.0322127868680174	KCN-high	1.49197170085416
smPSC	KCNAB1	smPSC | KCNAB1	HEME METABOLISM	0.00109140317632843	0.0408501414148198	KCN-high	1.38880643569045
smPSC	KCNAB1	smPSC | KCNAB1	ALLOGRAFT REJECTION	-0.00132698419647159	0.0438249248432482	KCN-low	1.35827882001889
smPSC	KCNAB1	smPSC | KCNAB1	ANGIOGENESIS	0.00390097156791432	0.0445797666100905	KCN-high	1.35086220952593
smPSC	KCNC4	smPSC | KCNC4	NOTCH SIGNALING	0.0116615637512956	0.00373480805522403	KCN-high	2.427731713179
smPSC	KCNC4	smPSC | KCNC4	APICAL JUNCTION	0.00556706393477588	0.00609661698750079	KCN-high	2.21491108814027
smPSC	KCNC4	smPSC | KCNC4	MYOGENESIS	0.00496593657186456	0.012238948188957	KCN-high	1.91225590370679
smPSC	KCNC4	smPSC | KCNC4	EPITHELIAL MESENCHYMAL TRANSITION	0.0111274262777895	0.0183058623246938	KCN-high	1.73740980821729
smPSC	KCNC4	smPSC | KCNC4	MITOTIC SPINDLE	0.00361018295979418	0.0281877368876053	KCN-high	1.5499397909847
smPSC	KCNC4	smPSC | KCNC4	ANGIOGENESIS	0.0107688360521697	0.039460615444481	KCN-high	1.40383614559022
smPSC	KCNE4	smPSC | KCNE4	OXIDATIVE PHOSPHORYLATION	0.0127965876740301	4.21229997330819e-05	KCN-high	4.37548070868465
smPSC	KCNE4	smPSC | KCNE4	ADIPOGENESIS	0.00609935792348288	0.000162588707950475	KCN-high	3.78890962015088
smPSC	KCNE4	smPSC | KCNE4	ANDROGEN RESPONSE	0.00300083740318696	0.000162588707950475	KCN-high	3.78890962015088
smPSC	KCNE4	smPSC | KCNE4	HYPOXIA	0.00484043239623975	0.000216560498297562	KCN-high	3.66442075794113
smPSC	KCNE4	smPSC | KCNE4	REACTIVE OXYGEN SPECIES PATHWAY	0.00712571056679351	0.000372306971427338	KCN-high	3.42909883156544
smPSC	KCNE4	smPSC | KCNE4	P53 PATHWAY	0.00330768645236829	0.000465277022418332	KCN-high	3.33228839445433
smPSC	KCNE4	smPSC | KCNE4	ANGIOGENESIS	0.0070364692559964	0.00052005261139029	KCN-high	3.28395271851772
smPSC	KCNE4	smPSC | KCNE4	MYC TARGETS V1	0.0067210854606011	0.000591158284209257	KCN-high	3.22829622004106
smPSC	KCNE4	smPSC | KCNE4	EPITHELIAL MESENCHYMAL TRANSITION	0.00534899932520546	0.000894909848487262	KCN-high	3.04822071247908
smPSC	KCNE4	smPSC | KCNE4	APOPTOSIS	0.0037882887666603	0.000894909848487262	KCN-high	3.04822071247908
smPSC	KCNE4	smPSC | KCNE4	MYOGENESIS	0.00316428007344625	0.00092164265819266	KCN-high	3.03543743215336
smPSC	KCNE4	smPSC | KCNE4	DNA REPAIR	0.00266706869371135	0.00114930820395619	KCN-high	2.93956349321879
smPSC	KCNE4	smPSC | KCNE4	KRAS SIGNALING UP	-0.00128684890156832	0.00229795902777626	KCN-low	2.63865771897642
smPSC	KCNE4	smPSC | KCNE4	PI3K AKT MTOR SIGNALING	0.00222550283620206	0.00420596678289636	KCN-high	2.37613416152649
smPSC	KCNE4	smPSC | KCNE4	NOTCH SIGNALING	0.00549473662551834	0.00488564838842648	KCN-high	2.31107779165257
smPSC	KCNE4	smPSC | KCNE4	UV RESPONSE UP	0.00226525751329749	0.00863663753615834	KCN-high	2.0636553065629
smPSC	KCNE4	smPSC | KCNE4	GLYCOLYSIS	0.00202204139746182	0.0126991560713769	KCN-high	1.89622513933714
smPSC	KCNE4	smPSC | KCNE4	ESTROGEN RESPONSE LATE	0.00110888012676171	0.0126991560713769	KCN-high	1.89622513933714
smPSC	KCNE4	smPSC | KCNE4	KRAS SIGNALING DN	-0.000690236502702275	0.0146200995585528	KCN-low	1.83504966995115
smPSC	KCNE4	smPSC | KCNE4	TGF BETA SIGNALING	0.00281348062650801	0.0202884215531939	KCN-high	1.69275173992593
smPSC	KCNE4	smPSC | KCNE4	UNFOLDED PROTEIN RESPONSE	0.00233709584092921	0.0232265563196124	KCN-high	1.63401517600495
smPSC	KCNE4	smPSC | KCNE4	TNFA SIGNALING VIA NFKB	0.00268221672184389	0.0426809619339117	KCN-high	1.369765801106
smPSC	KCNE4	smPSC | KCNE4	UV RESPONSE DN	0.0024332478737297	0.0426809619339117	KCN-high	1.369765801106
smPSC	KCNE4	smPSC | KCNE4	PANCREAS BETA CELLS	0.00186660258874445	0.0426809619339117	KCN-high	1.369765801106
smPSC	KCNE4	smPSC | KCNE4	MTORC1 SIGNALING	0.00168905979492777	0.0445215469664834	KCN-high	1.35142975387607
smPSC	KCNJ8	smPSC | KCNJ8	MYC TARGETS V1	0.0138373978961027	0.000625651301832118	KCN-high	3.20366764743363
smPSC	KCNJ8	smPSC | KCNJ8	APOPTOSIS	0.00623413300066188	0.00166945370540401	KCN-high	2.77742561959634
smPSC	KCNJ8	smPSC | KCNJ8	HYPOXIA	0.00525442569563184	0.00261020422319685	KCN-high	2.58332551199594
smPSC	KCNJ8	smPSC | KCNJ8	MITOTIC SPINDLE	-0.00435989686088352	0.00261020422319685	KCN-low	2.58332551199594
smPSC	KCNJ8	smPSC | KCNJ8	GLYCOLYSIS	0.00345911195525997	0.00342131282191765	KCN-high	2.46580721502232
smPSC	KCNJ8	smPSC | KCNJ8	OXIDATIVE PHOSPHORYLATION	0.011365144417373	0.00363980432733719	KCN-high	2.4389219630108
smPSC	KCNJ8	smPSC | KCNJ8	MTORC1 SIGNALING	0.0041101704309577	0.00363980432733719	KCN-high	2.4389219630108
smPSC	KCNJ8	smPSC | KCNJ8	INTERFERON GAMMA RESPONSE	0.00386895240807813	0.00363980432733719	KCN-high	2.4389219630108
smPSC	KCNJ8	smPSC | KCNJ8	FATTY ACID METABOLISM	0.00336605589648485	0.00363980432733719	KCN-high	2.4389219630108
smPSC	KCNJ8	smPSC | KCNJ8	COMPLEMENT	0.00291871741929119	0.00363980432733719	KCN-high	2.4389219630108
smPSC	KCNJ8	smPSC | KCNJ8	DNA REPAIR	0.00258790674113413	0.00363980432733719	KCN-high	2.4389219630108
smPSC	KCNJ8	smPSC | KCNJ8	PEROXISOME	0.00358389101398679	0.00479265370697008	KCN-high	2.31942394980755
smPSC	KCNJ8	smPSC | KCNJ8	REACTIVE OXYGEN SPECIES PATHWAY	0.00996711116343716	0.00584409097951404	KCN-high	2.2332830316848
smPSC	KCNJ8	smPSC | KCNJ8	UV RESPONSE UP	0.00363853112197915	0.00584409097951404	KCN-high	2.2332830316848
smPSC	KCNJ8	smPSC | KCNJ8	COAGULATION	0.00364103271605246	0.00594800156212816	KCN-high	2.22562892609098
smPSC	KCNJ8	smPSC | KCNJ8	PI3K AKT MTOR SIGNALING	0.00283508086534326	0.00737684280028351	KCN-high	2.13212947121111
smPSC	KCNJ8	smPSC | KCNJ8	XENOBIOTIC METABOLISM	0.00209188267033394	0.00737684280028351	KCN-high	2.13212947121111
smPSC	KCNJ8	smPSC | KCNJ8	ADIPOGENESIS	0.00375894585666214	0.00823021531120169	KCN-high	2.08458880303273
smPSC	KCNJ8	smPSC | KCNJ8	P53 PATHWAY	0.00264117467672312	0.0217280797424449	KCN-high	1.66297865352808
smPSC	KCNJ8	smPSC | KCNJ8	INTERFERON ALPHA RESPONSE	0.0034381174473617	0.029808799211626	KCN-high	1.52565551830713
smPSC	KCNJ8	smPSC | KCNJ8	WNT BETA CATENIN SIGNALING	-0.00229219489918247	0.0305005541673306	KCN-low	1.51569226984576
smPSC	KCNJ8	smPSC | KCNJ8	HEDGEHOG SIGNALING	-0.00216471156732832	0.0359776434140908	KCN-low	1.44396728695418
smPSC	KCNK17	smPSC | KCNK17	MYC TARGETS V1	0.0107140721459626	0.000344018453509335	KCN-high	3.4634182607938
smPSC	KCNK17	smPSC | KCNK17	OXIDATIVE PHOSPHORYLATION	0.0130115264872281	0.000400787278297697	KCN-high	3.39708607220268
smPSC	KCNK17	smPSC | KCNK17	REACTIVE OXYGEN SPECIES PATHWAY	0.0102439914989423	0.000400787278297697	KCN-high	3.39708607220268
smPSC	KCNK17	smPSC | KCNK17	APOPTOSIS	0.00478748973148364	0.000400787278297697	KCN-high	3.39708607220268
smPSC	KCNK17	smPSC | KCNK17	MTORC1 SIGNALING	0.00439415533841543	0.000400787278297697	KCN-high	3.39708607220268
smPSC	KCNK17	smPSC | KCNK17	PI3K AKT MTOR SIGNALING	0.00389187276463869	0.000400787278297697	KCN-high	3.39708607220268
smPSC	KCNK17	smPSC | KCNK17	FATTY ACID METABOLISM	0.00300818828740797	0.000556262422973574	KCN-high	3.25472027683146
smPSC	KCNK17	smPSC | KCNK17	ADIPOGENESIS	0.00568241527959668	0.00058818067937846	KCN-high	3.230489245346
