CellType2	gene	row_label	pathway_label	delta_high_minus_low	padj_BH	direction	dot_size
qPSC	KCNJ8	qPSC | KCNJ8	INTERFERON GAMMA RESPONSE	0.00707505345110118	0.000116926455483474	KCN-high	3.93208721535141
qPSC	KCNJ8	qPSC | KCNJ8	ESTROGEN RESPONSE EARLY	-0.00169512034250061	0.000116926455483474	KCN-low	3.93208721535141
qPSC	KCNJ8	qPSC | KCNJ8	COMPLEMENT	0.00470590311956611	0.000156745692972363	KCN-high	3.80480438379252
qPSC	KCNJ8	qPSC | KCNJ8	APICAL SURFACE	0.0044593963381409	0.00027993467009487	KCN-high	3.55294331054263
qPSC	KCNJ8	qPSC | KCNJ8	GLYCOLYSIS	0.00371830946181617	0.000280575076528972	KCN-high	3.55195090995298
qPSC	KCNJ8	qPSC | KCNJ8	MTORC1 SIGNALING	0.00379688499440869	0.000282393782985559	KCN-high	3.54914486868534
qPSC	KCNJ8	qPSC | KCNJ8	UNFOLDED PROTEIN RESPONSE	0.0042541255846446	0.000377475315248637	KCN-high	3.42311144350983
qPSC	KCNJ8	qPSC | KCNJ8	XENOBIOTIC METABOLISM	0.00275063678100888	0.000502819458803738	KCN-high	3.29858792373158
qPSC	KCNJ8	qPSC | KCNJ8	COAGULATION	0.00593832795584966	0.000583571626678304	KCN-high	3.2339058317145
qPSC	KCNJ8	qPSC | KCNJ8	HEME METABOLISM	-0.0013105396132491	0.000941091116852823	KCN-low	3.02636832595568
qPSC	KCNJ8	qPSC | KCNJ8	PI3K AKT MTOR SIGNALING	0.00354398172799503	0.00116003400502066	KCN-high	2.93552927975897
qPSC	KCNJ8	qPSC | KCNJ8	PROTEIN SECRETION	0.00356132698047638	0.00133977483858411	KCN-high	2.87296818266276
qPSC	KCNJ8	qPSC | KCNJ8	APOPTOSIS	0.00425459697926352	0.00164591074721627	KCN-high	2.78359371896726
qPSC	KCNJ8	qPSC | KCNJ8	DNA REPAIR	0.00191898914241554	0.00201694305730184	KCN-high	2.69530636269387
qPSC	KCNJ8	qPSC | KCNJ8	UV RESPONSE UP	0.00351414373989417	0.00261667314184287	KCN-high	2.58225052327512
qPSC	KCNJ8	qPSC | KCNJ8	HYPOXIA	0.0031452868425196	0.00267003197022944	KCN-high	2.57348353848145
qPSC	KCNJ8	qPSC | KCNJ8	APICAL JUNCTION	0.0016591064754211	0.00485408561710669	KCN-high	2.31389256778384
qPSC	KCNJ8	qPSC | KCNJ8	UV RESPONSE DN	0.00209444342759983	0.00523545914266746	KCN-high	2.2810452252778
qPSC	KCNJ8	qPSC | KCNJ8	KRAS SIGNALING UP	0.00127289145826125	0.010740773144063	KCN-high	1.9689644560559
qPSC	KCNJ8	qPSC | KCNJ8	PEROXISOME	0.00234811955557251	0.0115132531164127	KCN-high	1.93880194736147
qPSC	KCNJ8	qPSC | KCNJ8	G2M CHECKPOINT	-0.0011767664894405	0.0143592474753901	KCN-low	1.84286831955397
qPSC	KCNJ8	qPSC | KCNJ8	PANCREAS BETA CELLS	0.00254413934170082	0.0178078370510167	KCN-high	1.7493888269631
qPSC	KCNJ8	qPSC | KCNJ8	ESTROGEN RESPONSE LATE	0.00102104936785174	0.0241301935449977	KCN-high	1.61743919466032
