pathway	n_patients	mean_low	mean_high	delta_high_minus_low	median_delta	p_value	padj_BH	CellType2	gene	n_deg_methods	pathway_label	direction	significant
HALLMARK_APICAL_SURFACE	10	0.0492972368242842	0.0489502736602442	-0.000346963164040037	-0.00019607894298598	0.683480902201426	0.813667740715983	csCAF	KCNK17	0	APICAL SURFACE	KCN-low	FALSE
HALLMARK_ALLOGRAFT_REJECTION	10	0.0447466901927919	0.0445620946192192	-0.000184595573572744	-0.000273140136620661	0.759765825978067	0.883448634858217	csCAF	KCNK17	0	ALLOGRAFT REJECTION	KCN-low	FALSE
HALLMARK_IL6_JAK_STAT3_SIGNALING	10	0.0390732597573105	0.038827538460444	-0.000245721296866561	-0.0020660585147185	0.838463781922464	0.952799752184618	csCAF	KCNK17	0	IL6 JAK STAT3 SIGNALING	KCN-low	FALSE
HALLMARK_INFLAMMATORY_RESPONSE	10	0.0378181646536412	0.0385344042434761	0.000716239589834916	-0.00043963528428859	0.918812683274642	0.977460301356002	csCAF	KCNK17	0	INFLAMMATORY RESPONSE	KCN-high	FALSE
HALLMARK_MTORC1_SIGNALING	10	0.066154667246719	0.0663526878815765	0.000198020634857434	0.000361380028455122	0.918812683274642	0.977460301356002	csCAF	KCNK17	0	MTORC1 SIGNALING	KCN-high	FALSE
HALLMARK_FATTY_ACID_METABOLISM	10	0.0546624097712452	0.0547447092938547	8.22995226095177e-05	-0.00091329769559326	0.918812683274642	0.977460301356002	csCAF	KCNK17	0	FATTY ACID METABOLISM	KCN-high	FALSE
HALLMARK_XENOBIOTIC_METABOLISM	10	0.0497158049681319	0.0502580479557981	0.000542242987666126	-0.000506360955956509	1	1	csCAF	KCNK17	0	XENOBIOTIC METABOLISM	KCN-high	FALSE
HALLMARK_MITOTIC_SPINDLE	10	0.0317196812013366	0.032158668002	0.000438986800663425	-0.000863268939553921	1	1	csCAF	KCNK17	0	MITOTIC SPINDLE	KCN-high	FALSE
HALLMARK_P53_PATHWAY	10	0.062238773954427	0.0623694799606062	0.000130706006179234	0.00185867972583499	1	1	csCAF	KCNK17	0	P53 PATHWAY	KCN-high	FALSE
HALLMARK_MYOGENESIS	14	0.0828904894379315	0.0887802484954646	0.0058897590575331	0.00577495680049354	0.00136666351919497	0.0341665879798743	csCAF	KCNK6	0	MYOGENESIS	KCN-high	TRUE
HALLMARK_CHOLESTEROL_HOMEOSTASIS	14	0.0631993863113126	0.0681190548745146	0.00491966856320209	0.00436706167316985	0.0010970505857231	0.0341665879798743	csCAF	KCNK6	0	CHOLESTEROL HOMEOSTASIS	KCN-high	TRUE
HALLMARK_OXIDATIVE_PHOSPHORYLATION	14	0.120078288829181	0.130218343735766	0.0101400549065845	0.00750386802028179	0.00317265532163019	0.0396581915203773	csCAF	KCNK6	0	OXIDATIVE PHOSPHORYLATION	KCN-high	TRUE
HALLMARK_PEROXISOME	14	0.0436854261093341	0.0495238038116546	0.00583837770232042	0.00578694984297427	0.00258447894760353	0.0396581915203773	csCAF	KCNK6	0	PEROXISOME	KCN-high	TRUE
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	14	0.184694031947577	0.198063715119729	0.0133696831721516	0.0132039109772611	0.0047289220599092	0.047289220599092	csCAF	KCNK6	0	EPITHELIAL MESENCHYMAL TRANSITION	KCN-high	TRUE
HALLMARK_APICAL_JUNCTION	14	0.0578734899968702	0.0624487463883638	0.00457525639149363	0.00469302068006305	0.00694669816590924	0.057889151382577	csCAF	KCNK6	0	APICAL JUNCTION	KCN-high	FALSE
HALLMARK_PANCREAS_BETA_CELLS	14	0.0543674031876275	0.0591270562200873	0.00475965303245981	0.00406853467542253	0.0100578003666	0.0628612522912497	csCAF	KCNK6	0	PANCREAS BETA CELLS	KCN-high	FALSE
HALLMARK_TNFA_SIGNALING_VIA_NFKB	14	0.0848102992437805	0.0884673065558362	0.00365700731205569	0.00420995234414762	0.0100578003666	0.0628612522912497	csCAF	KCNK6	0	TNFA SIGNALING VIA NFKB	KCN-high	FALSE
HALLMARK_HYPOXIA	14	0.10010253926357	0.105551771586889	0.00544923232331949	0.00426316132312365	0.0143538943534938	0.0652449743340627	csCAF	KCNK6	0	HYPOXIA	KCN-high	FALSE
HALLMARK_APOPTOSIS	14	0.118833280197404	0.12424570525094	0.00541242505353612	0.00384649498844693	0.0120369481070948	0.0652449743340627	csCAF	KCNK6	0	APOPTOSIS	KCN-high	FALSE
HALLMARK_KRAS_SIGNALING_DN	14	0.012346003708499	0.0108256952453827	-0.00152030846311632	-0.00174664951625366	0.0143538943534938	0.0652449743340627	csCAF	KCNK6	0	KRAS SIGNALING DN	KCN-low	FALSE
HALLMARK_COMPLEMENT	14	0.075143601262194	0.0770245450043126	0.00188094374211864	0.0014170062475878	0.0383005285343547	0.147309725132133	csCAF	KCNK6	0	COMPLEMENT	KCN-high	FALSE
HALLMARK_G2M_CHECKPOINT	14	0.0304087322666984	0.0290566321757877	-0.00135210009091065	-0.00153970678510108	0.0383005285343547	0.147309725132133	csCAF	KCNK6	0	G2M CHECKPOINT	KCN-low	FALSE
HALLMARK_MYC_TARGETS_V2	14	0.0375021024721478	0.0351205773055444	-0.00238152516660336	-0.00257157245100683	0.0445533169117585	0.159118988970566	csCAF	KCNK6	0	MYC TARGETS V2	KCN-low	FALSE
HALLMARK_TGF_BETA_SIGNALING	14	0.0695945832487355	0.0732444428527447	0.00364985960400919	0.00662042937463405	0.0516462183078041	0.161394432211888	csCAF	KCNK6	0	TGF BETA SIGNALING	KCN-high	FALSE
HALLMARK_DNA_REPAIR	14	0.0445294028913666	0.04623513511011	0.00170573221874335	0.00147210175687507	0.0516462183078041	0.161394432211888	csCAF	KCNK6	0	DNA REPAIR	KCN-high	FALSE
HALLMARK_ALLOGRAFT_REJECTION	14	0.0437190556101442	0.0454926886486464	0.00177363303850218	0.00151429723066242	0.0596604735623143	0.17547198106563	csCAF	KCNK6	0	ALLOGRAFT REJECTION	KCN-high	FALSE
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	14	0.121030540849034	0.127599282093761	0.00656874124472649	0.0074814261800726	0.0686801607303541	0.180737265079879	csCAF	KCNK6	0	REACTIVE OXYGEN SPECIES PATHWAY	KCN-high	FALSE
HALLMARK_HEME_METABOLISM	14	0.0312004278376514	0.0297732595793424	-0.00142716825830895	-0.000917328122872823	0.0686801607303541	0.180737265079879	csCAF	KCNK6	0	HEME METABOLISM	KCN-low	FALSE
HALLMARK_APICAL_SURFACE	14	0.0517443882417605	0.0544130129956647	0.00266862475390417	0.00228554264801226	0.0787915035643527	0.196978758910882	csCAF	KCNK6	0	APICAL SURFACE	KCN-high	FALSE
HALLMARK_ANDROGEN_RESPONSE	14	0.074485815786614	0.0773867788616693	0.00290096307505533	0.00119474547105911	0.0900820575789648	0.204731949043102	csCAF	KCNK6	0	ANDROGEN RESPONSE	KCN-high	FALSE
HALLMARK_BILE_ACID_METABOLISM	14	0.0256663971054818	0.0273521551701927	0.00168575806471094	0.00104791234089384	0.0900820575789648	0.204731949043102	csCAF	KCNK6	0	BILE ACID METABOLISM	KCN-high	FALSE
HALLMARK_UV_RESPONSE_UP	14	0.0573236693039008	0.0598343435425375	0.00251067423863668	0.00342570660630849	0.102639775576908	0.205279551153816	csCAF	KCNK6	0	UV RESPONSE UP	KCN-high	FALSE
HALLMARK_FATTY_ACID_METABOLISM	14	0.0571626090781978	0.0589428023580236	0.00178019327982578	0.00131902279648021	0.102639775576908	0.205279551153816	csCAF	KCNK6	0	FATTY ACID METABOLISM	KCN-high	FALSE
HALLMARK_SPERMATOGENESIS	14	0.0131863203462656	0.0143202851914976	0.00113396484523201	0.00105023298753382	0.102639775576908	0.205279551153816	csCAF	KCNK6	0	SPERMATOGENESIS	KCN-high	FALSE
HALLMARK_KRAS_SIGNALING_UP	14	0.0429758746700229	0.0418819852586754	-0.00109388941134751	-0.000884212518649001	0.116551957746077	0.224138380280918	csCAF	KCNK6	0	KRAS SIGNALING UP	KCN-low	FALSE
HALLMARK_INFLAMMATORY_RESPONSE	14	0.0389095624648673	0.0378476891370076	-0.00106187332785979	-0.000829326839649508	0.131904094905011	0.244266842416687	csCAF	KCNK6	0	INFLAMMATORY RESPONSE	KCN-low	FALSE
HALLMARK_NOTCH_SIGNALING	14	0.0439998124022009	0.0466388860209333	0.00263907361873241	0.00276084893131655	0.148778617087727	0.26567610194237	csCAF	KCNK6	0	NOTCH SIGNALING	KCN-high	FALSE
HALLMARK_MTORC1_SIGNALING	14	0.0658903519724262	0.0687248120716139	0.0028344600991877	0.00221150471108897	0.167253563317042	0.28836821261559	csCAF	KCNK6	0	MTORC1 SIGNALING	KCN-high	FALSE
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	14	0.0767653149954243	0.0792759597107368	0.00251064471531251	0.00313241666907165	0.187401192001721	0.302259987099549	csCAF	KCNK6	0	UNFOLDED PROTEIN RESPONSE	KCN-high	FALSE
HALLMARK_PROTEIN_SECRETION	14	0.0656305765783862	0.0675317818178214	0.00190120523943517	0.00331134616775228	0.187401192001721	0.302259987099549	csCAF	KCNK6	0	PROTEIN SECRETION	KCN-high	FALSE
HALLMARK_MYC_TARGETS_V1	14	0.110280890584907	0.114340682090331	0.00405979150542465	0.00223983684723148	0.209286554781767	0.317100840578435	csCAF	KCNK6	0	MYC TARGETS V1	KCN-high	FALSE
HALLMARK_ESTROGEN_RESPONSE_LATE	14	0.0443197545488866	0.0430977103237086	-0.00122204422517798	-0.0016489852281515	0.209286554781767	0.317100840578435	csCAF	KCNK6	0	ESTROGEN RESPONSE LATE	KCN-low	FALSE
HALLMARK_UV_RESPONSE_DN	14	0.0845171347279037	0.0869848967152778	0.00246776198737409	0.000434824363502818	0.285881444542875	0.42041388903364	csCAF	KCNK6	0	UV RESPONSE DN	KCN-high	FALSE
HALLMARK_ADIPOGENESIS	14	0.0771081174768054	0.0788658730039658	0.00175775552716043	0.00339154302826877	0.379471360411207	0.542101943444581	csCAF	KCNK6	0	ADIPOGENESIS	KCN-high	FALSE
HALLMARK_GLYCOLYSIS	14	0.0563407038609229	0.0579041334663858	0.0015634296054629	0.000560101933576938	0.414446222764492	0.575619753839572	csCAF	KCNK6	0	GLYCOLYSIS	KCN-high	FALSE
HALLMARK_HEDGEHOG_SIGNALING	14	0.0276252646140285	0.0266772399854325	-0.000948024628595998	-0.00155264918416758	0.530158014945287	0.716429749926063	csCAF	KCNK6	0	HEDGEHOG SIGNALING	KCN-low	FALSE
HALLMARK_IL6_JAK_STAT3_SIGNALING	14	0.0383225974008609	0.0389782446612547	0.000655647260393805	-0.00112798962308684	0.572081696065726	0.733438071879136	csCAF	KCNK6	0	IL6 JAK STAT3 SIGNALING	KCN-high	FALSE
HALLMARK_IL2_STAT5_SIGNALING	14	0.043902951366138	0.0443991711144771	0.000496219748339171	0.00138118992919367	0.572081696065726	0.733438071879136	csCAF	KCNK6	0	IL2 STAT5 SIGNALING	KCN-high	FALSE
HALLMARK_INTERFERON_ALPHA_RESPONSE	14	0.0980613438310113	0.0992674228984491	0.00120607906743788	-0.00143765762102325	0.615518503675301	0.750632321555245	csCAF	KCNK6	0	INTERFERON ALPHA RESPONSE	KCN-high	FALSE
HALLMARK_ESTROGEN_RESPONSE_EARLY	14	0.0353820568795301	0.0347702027899094	-0.000611854089620768	-0.000492420219353917	0.615518503675301	0.750632321555245	csCAF	KCNK6	0	ESTROGEN RESPONSE EARLY	KCN-low	FALSE
HALLMARK_INTERFERON_GAMMA_RESPONSE	14	0.0919058399474654	0.0926173940943309	0.000711554146865474	-0.00122610309736042	0.660346099350424	0.786126308750504	csCAF	KCNK6	0	INTERFERON GAMMA RESPONSE	KCN-high	FALSE
HALLMARK_PI3K_AKT_MTOR_SIGNALING	14	0.0510412203794707	0.0517427571068035	0.000701536727332841	-0.000230771951109428	0.70642711574737	0.821426878776012	csCAF	KCNK6	0	PI3K AKT MTOR SIGNALING	KCN-high	FALSE
HALLMARK_COAGULATION	14	0.117570063246255	0.119127355001067	0.00155729175481146	0.000255248316180345	0.753610350301361	0.856375398069728	csCAF	KCNK6	0	COAGULATION	KCN-high	FALSE
HALLMARK_WNT_BETA_CATENIN_SIGNALING	14	0.0213060738775428	0.0212002500325192	-0.000105823845023582	0.000580517079562545	0.801732212656982	0.890813569618869	csCAF	KCNK6	0	WNT BETA CATENIN SIGNALING	KCN-low	FALSE
HALLMARK_ANGIOGENESIS	14	0.137337918003902	0.136458214258967	-0.000879703744935533	-0.00170203669875556	0.850618403625297	0.924585221331845	csCAF	KCNK6	0	ANGIOGENESIS	KCN-low	FALSE
HALLMARK_P53_PATHWAY	14	0.0654339931409268	0.0652179711086298	-0.000216022032297006	-0.000140081140786827	0.900085797418725	0.937589372311172	csCAF	KCNK6	0	P53 PATHWAY	KCN-low	FALSE
HALLMARK_E2F_TARGETS	14	0.0290369322569501	0.0290309215889816	-6.01066796845336e-06	-0.000131611016203109	0.900085797418725	0.937589372311172	csCAF	KCNK6	0	E2F TARGETS	KCN-low	FALSE
HALLMARK_MITOTIC_SPINDLE	14	0.0317297063622236	0.031863317113151	0.000133610750927419	-6.51975279865394e-05	1	1	csCAF	KCNK6	0	MITOTIC SPINDLE	KCN-high	FALSE
HALLMARK_XENOBIOTIC_METABOLISM	14	0.0518643617088554	0.0517603129056632	-0.000104048803192249	0.000213947767448621	1	1	csCAF	KCNK6	0	XENOBIOTIC METABOLISM	KCN-low	FALSE
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	3	0.229648527507836	0.261835796482998	0.0321872689751616	0.0432966437230836	0.18144920772142	0.453623019303551	csCAF	KCNMA1	0	EPITHELIAL MESENCHYMAL TRANSITION	KCN-high	FALSE
HALLMARK_OXIDATIVE_PHOSPHORYLATION	3	0.13015767322137	0.14563804858394	0.0154803753625708	0.0124382733721411	0.18144920772142	0.453623019303551	csCAF	KCNMA1	0	OXIDATIVE PHOSPHORYLATION	KCN-high	FALSE
HALLMARK_COAGULATION	3	0.130000015484443	0.143070455744355	0.0130704402599123	0.0171126955519334	0.18144920772142	0.453623019303551	csCAF	KCNMA1	0	COAGULATION	KCN-high	FALSE
HALLMARK_TGF_BETA_SIGNALING	3	0.0747083412706945	0.0873753686832743	0.0126670274125798	0.0112514429754726	0.18144920772142	0.453623019303551	csCAF	KCNMA1	0	TGF BETA SIGNALING	KCN-high	FALSE
HALLMARK_CHOLESTEROL_HOMEOSTASIS	3	0.0654015763222193	0.0752967649455635	0.00989518862334416	0.0102237927693433	0.18144920772142	0.453623019303551	csCAF	KCNMA1	0	CHOLESTEROL HOMEOSTASIS	KCN-high	FALSE
HALLMARK_HYPOXIA	3	0.113371596915709	0.12246342015884	0.00909182324313106	0.00554291624938368	0.18144920772142	0.453623019303551	csCAF	KCNMA1	0	HYPOXIA	KCN-high	FALSE
HALLMARK_GLYCOLYSIS	3	0.0704102033245508	0.0779351396660945	0.00752493634154376	0.00779576572008946	0.18144920772142	0.453623019303551	csCAF	KCNMA1	0	GLYCOLYSIS	KCN-high	FALSE
HALLMARK_UV_RESPONSE_DN	3	0.0855883869438137	0.0927580356151785	0.00716964867136475	0.00742697558784698	0.18144920772142	0.453623019303551	csCAF	KCNMA1	0	UV RESPONSE DN	KCN-high	FALSE
HALLMARK_PEROXISOME	3	0.0456918757875683	0.0522111640334101	0.00651928824584178	0.00694755062429645	0.18144920772142	0.453623019303551	csCAF	KCNMA1	0	PEROXISOME	KCN-high	FALSE
HALLMARK_MTORC1_SIGNALING	3	0.0762266645186547	0.0812220986759058	0.00499543415725105	0.00481374890670852	0.18144920772142	0.453623019303551	csCAF	KCNMA1	0	MTORC1 SIGNALING	KCN-high	FALSE
HALLMARK_FATTY_ACID_METABOLISM	3	0.0578586556035515	0.0627839555739402	0.00492529997038879	0.00585907655566614	0.18144920772142	0.453623019303551	csCAF	KCNMA1	0	FATTY ACID METABOLISM	KCN-high	FALSE
HALLMARK_MITOTIC_SPINDLE	3	0.031491853758516	0.0269445623681781	-0.00454729139033794	-0.00337778496551011	0.18144920772142	0.453623019303551	csCAF	KCNMA1	0	MITOTIC SPINDLE	KCN-low	FALSE
HALLMARK_G2M_CHECKPOINT	3	0.0267529401284075	0.0228048784338267	-0.00394806169458076	-0.00185855027664014	0.18144920772142	0.453623019303551	csCAF	KCNMA1	0	G2M CHECKPOINT	KCN-low	FALSE
HALLMARK_SPERMATOGENESIS	3	0.011781171583138	0.008546463801083	-0.00323470778205502	-0.00266210495013688	0.18144920772142	0.453623019303551	csCAF	KCNMA1	0	SPERMATOGENESIS	KCN-low	FALSE
HALLMARK_PROTEIN_SECRETION	3	0.0689181837249217	0.0658354649375886	-0.00308271878733313	-0.00166822819071413	0.18144920772142	0.453623019303551	csCAF	KCNMA1	0	PROTEIN SECRETION	KCN-low	FALSE
HALLMARK_INTERFERON_GAMMA_RESPONSE	3	0.0909838764416051	0.0940505487433386	0.00306667230173349	0.000978156009100936	0.18144920772142	0.453623019303551	csCAF	KCNMA1	0	INTERFERON GAMMA RESPONSE	KCN-high	FALSE
HALLMARK_DNA_REPAIR	3	0.0476737552055934	0.0502912241323354	0.00261746892674203	0.00286538214474177	0.18144920772142	0.453623019303551	csCAF	KCNMA1	0	DNA REPAIR	KCN-high	FALSE
HALLMARK_E2F_TARGETS	3	0.027242496689294	0.0255300765418622	-0.00171242014743186	-0.00078405854720499	0.18144920772142	0.453623019303551	csCAF	KCNMA1	0	E2F TARGETS	KCN-low	FALSE
HALLMARK_KRAS_SIGNALING_DN	3	0.00785347913265017	0.00650032614201188	-0.00135315299063829	-0.00186093825567954	0.18144920772142	0.453623019303551	csCAF	KCNMA1	0	KRAS SIGNALING DN	KCN-low	FALSE
HALLMARK_ALLOGRAFT_REJECTION	3	0.0464712706022426	0.0471840110718179	0.000712740469575289	0.000450719145863199	0.18144920772142	0.453623019303551	csCAF	KCNMA1	0	ALLOGRAFT REJECTION	KCN-high	FALSE
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	3	0.115217446888859	0.125027401159262	0.00980995427040313	0.012851454779182	0.422678074170635	0.681738829307477	csCAF	KCNMA1	0	REACTIVE OXYGEN SPECIES PATHWAY	KCN-high	FALSE
HALLMARK_ESTROGEN_RESPONSE_LATE	3	0.046614649091076	0.0546767439566798	0.00806209486560382	0.0109113921423313	0.422678074170635	0.681738829307477	csCAF	KCNMA1	0	ESTROGEN RESPONSE LATE	KCN-high	FALSE
HALLMARK_APICAL_JUNCTION	3	0.0681286099823836	0.0750624373329974	0.00693382735061381	0.0094669105294512	0.422678074170635	0.681738829307477	csCAF	KCNMA1	0	APICAL JUNCTION	KCN-high	FALSE
HALLMARK_ANGIOGENESIS	3	0.171388771081479	0.178270422489092	0.00688165140761283	0.0049489294662737	0.422678074170635	0.681738829307477	csCAF	KCNMA1	0	ANGIOGENESIS	KCN-high	FALSE
HALLMARK_APOPTOSIS	3	0.118021980985743	0.124400067349745	0.00637808636400129	0.0032066052451683	0.422678074170635	0.681738829307477	csCAF	KCNMA1	0	APOPTOSIS	KCN-high	FALSE
HALLMARK_PI3K_AKT_MTOR_SIGNALING	3	0.0578729768791969	0.0624397643230035	0.00456678744380663	0.00309120191622443	0.422678074170635	0.681738829307477	csCAF	KCNMA1	0	PI3K AKT MTOR SIGNALING	KCN-high	FALSE
HALLMARK_COMPLEMENT	3	0.0806092877498545	0.0843323610775387	0.00372307332768427	0.00576689962971137	0.422678074170635	0.681738829307477	csCAF	KCNMA1	0	COMPLEMENT	KCN-high	FALSE
HALLMARK_ADIPOGENESIS	3	0.0727574686324006	0.076179926189186	0.00342245755678544	0.00468213762557393	0.422678074170635	0.681738829307477	csCAF	KCNMA1	0	ADIPOGENESIS	KCN-high	FALSE
HALLMARK_MYC_TARGETS_V2	3	0.0325483426935081	0.0298302667237199	-0.00271807596978827	-0.00618635518925746	0.422678074170635	0.681738829307477	csCAF	KCNMA1	0	MYC TARGETS V2	KCN-low	FALSE
HALLMARK_KRAS_SIGNALING_UP	3	0.0454493811439698	0.0480525555286977	0.00260317438472785	0.00341193588203079	0.422678074170635	0.681738829307477	csCAF	KCNMA1	0	KRAS SIGNALING UP	KCN-high	FALSE
HALLMARK_INFLAMMATORY_RESPONSE	3	0.0402341044422614	0.0413735820673779	0.00113947762511655	0.00130903366393693	0.422678074170635	0.681738829307477	csCAF	KCNMA1	0	INFLAMMATORY RESPONSE	KCN-high	FALSE
HALLMARK_MYC_TARGETS_V1	3	0.112314088880757	0.119983412677887	0.00766932379712982	0.00136981975022048	0.789268026134281	0.986585032667852	csCAF	KCNMA1	0	MYC TARGETS V1	KCN-high	FALSE
HALLMARK_TNFA_SIGNALING_VIA_NFKB	3	0.0814328518104762	0.0864614359652971	0.00502858415482081	0.0036884634542375	0.789268026134281	0.986585032667852	csCAF	KCNMA1	0	TNFA SIGNALING VIA NFKB	KCN-high	FALSE
HALLMARK_PANCREAS_BETA_CELLS	3	0.0535309476458631	0.0578017166678204	0.00427076902195727	0.00110910591696392	0.789268026134281	0.986585032667852	csCAF	KCNMA1	0	PANCREAS BETA CELLS	KCN-high	FALSE
HALLMARK_IL6_JAK_STAT3_SIGNALING	3	0.0331236232656155	0.0292704113630015	-0.003853211902614	-0.0014338124492359	0.789268026134281	0.986585032667852	csCAF	KCNMA1	0	IL6 JAK STAT3 SIGNALING	KCN-low	FALSE
HALLMARK_P53_PATHWAY	3	0.0691625582648352	0.0729425686268472	0.00378001036201197	0.00456612258013308	0.789268026134281	0.986585032667852	csCAF	KCNMA1	0	P53 PATHWAY	KCN-high	FALSE
HALLMARK_ANDROGEN_RESPONSE	3	0.071743386137574	0.0749343397152676	0.00319095357769353	0.000918658797748897	0.789268026134281	0.986585032667852	csCAF	KCNMA1	0	ANDROGEN RESPONSE	KCN-high	FALSE
HALLMARK_IL2_STAT5_SIGNALING	3	0.0424959168091863	0.0412209806355206	-0.00127493617366573	-0.000917798230013617	0.789268026134281	0.986585032667852	csCAF	KCNMA1	0	IL2 STAT5 SIGNALING	KCN-low	FALSE
HALLMARK_HEME_METABOLISM	3	0.0305259522228417	0.0317620038249401	0.00123605160209843	0.00115538255751195	0.789268026134281	0.986585032667852	csCAF	KCNMA1	0	HEME METABOLISM	KCN-high	FALSE
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	3	0.0819413255472486	0.0810031784509094	-0.000938147096339173	-0.000277386771034213	0.789268026134281	0.986585032667852	csCAF	KCNMA1	0	UNFOLDED PROTEIN RESPONSE	KCN-low	FALSE
HALLMARK_MYOGENESIS	3	0.0886549683323282	0.0913804687354876	0.00272550040315937	-0.000162454840699724	1	1	csCAF	KCNMA1	0	MYOGENESIS	KCN-high	FALSE
HALLMARK_INTERFERON_ALPHA_RESPONSE	3	0.101539957671538	0.104199219072736	0.00265926140119744	-0.00046673989187597	1	1	csCAF	KCNMA1	0	INTERFERON ALPHA RESPONSE	KCN-high	FALSE
HALLMARK_UV_RESPONSE_UP	3	0.0544737975238673	0.0562981916189952	0.00182439409512795	-0.000471213416631477	1	1	csCAF	KCNMA1	0	UV RESPONSE UP	KCN-high	FALSE
HALLMARK_BILE_ACID_METABOLISM	3	0.0238170647430221	0.0226901930269943	-0.00112687171602777	0.000159690330582666	1	1	csCAF	KCNMA1	0	BILE ACID METABOLISM	KCN-low	FALSE
HALLMARK_ESTROGEN_RESPONSE_EARLY	3	0.0342856026444543	0.0333487142248539	-0.000936888419600393	0.000893554274068821	1	1	csCAF	KCNMA1	0	ESTROGEN RESPONSE EARLY	KCN-low	FALSE
HALLMARK_APICAL_SURFACE	3	0.0539656456077399	0.0547324947024488	0.000766849094708808	-0.00122967179095039	1	1	csCAF	KCNMA1	0	APICAL SURFACE	KCN-high	FALSE
HALLMARK_HEDGEHOG_SIGNALING	3	0.032438744464868	0.0319284199841188	-0.000510324480749222	0.00211956744189854	1	1	csCAF	KCNMA1	0	HEDGEHOG SIGNALING	KCN-low	FALSE
HALLMARK_XENOBIOTIC_METABOLISM	3	0.0477872229737816	0.0473458501101539	-0.000441372863627697	0.000348199150342149	1	1	csCAF	KCNMA1	0	XENOBIOTIC METABOLISM	KCN-low	FALSE
HALLMARK_NOTCH_SIGNALING	3	0.0436180002486855	0.0433595500262167	-0.000258450222468789	-0.0014747900073987	1	1	csCAF	KCNMA1	0	NOTCH SIGNALING	KCN-low	FALSE
HALLMARK_WNT_BETA_CATENIN_SIGNALING	3	0.0182377808567835	0.0184895760275753	0.000251795170791818	0.00130382508174729	1	1	csCAF	KCNMA1	0	WNT BETA CATENIN SIGNALING	KCN-high	FALSE
HALLMARK_MYOGENESIS	26	0.081834365966592	0.0858671580695832	0.00403279210299121	0.00391002404526662	0.000170661594105078	0.0052204084463937	csCAF	KCNMB1	2	MYOGENESIS	KCN-high	TRUE
HALLMARK_KRAS_SIGNALING_DN	26	0.0117497365280926	0.0137228299574835	0.00197309342939087	0.00191968318668234	0.000208816337855748	0.0052204084463937	csCAF	KCNMB1	2	KRAS SIGNALING DN	KCN-high	TRUE
HALLMARK_UV_RESPONSE_UP	26	0.0586195766818766	0.0556796077260417	-0.0029399689558349	-0.00234779239524171	0.000960881052142775	0.0160146842023796	csCAF	KCNMB1	2	UV RESPONSE UP	KCN-low	TRUE
HALLMARK_ANGIOGENESIS	26	0.136385912172518	0.145043135840668	0.00865722366815031	0.00579522371093873	0.0027268531302402	0.027268531302402	csCAF	KCNMB1	2	ANGIOGENESIS	KCN-high	TRUE
HALLMARK_TNFA_SIGNALING_VIA_NFKB	26	0.0874564218507035	0.0800800668363239	-0.00737635501437951	-0.00700294195226898	0.0027268531302402	0.027268531302402	csCAF	KCNMB1	2	TNFA SIGNALING VIA NFKB	KCN-low	TRUE
HALLMARK_INFLAMMATORY_RESPONSE	26	0.0405586348541393	0.0378796438683989	-0.00267899098574037	-0.00200212595098659	0.0041050888793832	0.03420907399486	csCAF	KCNMB1	2	INFLAMMATORY RESPONSE	KCN-low	TRUE
HALLMARK_E2F_TARGETS	26	0.0290712142170848	0.0277766350098089	-0.00129457920727593	-0.000443892319938025	0.00563358103082109	0.0402398645058649	csCAF	KCNMB1	2	E2F TARGETS	KCN-low	TRUE
HALLMARK_ESTROGEN_RESPONSE_LATE	26	0.0445187555760489	0.0425815003493733	-0.00193725522667559	-0.00138241340854495	0.0158301631022	0.0942642389588005	csCAF	KCNMB1	2	ESTROGEN RESPONSE LATE	KCN-low	FALSE
HALLMARK_ADIPOGENESIS	26	0.0756375754406741	0.0772833921999965	0.00164581675932242	0.00162217099538026	0.0169675630125841	0.0942642389588005	csCAF	KCNMB1	2	ADIPOGENESIS	KCN-high	FALSE
HALLMARK_APOPTOSIS	26	0.117325167988933	0.120748555440492	0.00342338745155858	0.00378560088982965	0.0194592686446852	0.0972963432234258	csCAF	KCNMB1	2	APOPTOSIS	KCN-high	FALSE
HALLMARK_COAGULATION	26	0.115888269313557	0.119885083762145	0.00399681444858795	0.00459169139792023	0.0535763307524737	0.23666580851803	csCAF	KCNMB1	2	COAGULATION	KCN-high	FALSE
HALLMARK_COMPLEMENT	26	0.0755156165133785	0.0774491783260562	0.0019335618126777	0.00118786392826425	0.0567997940443272	0.23666580851803	csCAF	KCNMB1	2	COMPLEMENT	KCN-high	FALSE
HALLMARK_APICAL_SURFACE	26	0.0514370545058057	0.0541482928142509	0.00271123830844518	0.00305868707269003	0.0674514032859279	0.259428474176646	csCAF	KCNMB1	2	APICAL SURFACE	KCN-high	FALSE
HALLMARK_ANDROGEN_RESPONSE	26	0.0750886090370598	0.0722828024673042	-0.00280580656975564	-0.000910871142536032	0.0754271127088988	0.269382545388924	csCAF	KCNMB1	2	ANDROGEN RESPONSE	KCN-low	FALSE
