target,imp
Fibroblasts,13.520754973244925
Monocytes,14.520705504621764
B_cells,13.540543532041942
TAM,12.763482666890518
Hepatocytes,13.933546049526393
Endothelial_cells,12.98594120206946
PVL,13.661641908689042
Normal_Epithelial_cells,13.646603662809284
T_NK_cells,12.482144179314316
Tumor_Epithelial_cells,15.877282862450345
