gene	Origin	first_type	n_spots	n_positive	pct_detected	mean_expression_all_spots	mean_positive_expression	median_positive_expression	mean_positive_expression_plot
KCNJ8	Normal Pancreas	CD8-NK cells	0	0	0	0	NA	NA	0
KCNJ8	Normal Pancreas	Proliferative T cells	0	0	0	0	NA	NA	0
KCNJ8	Normal Pancreas	Endothelial cells	1	0	0	0	NA	NA	0
KCNJ8	Pancreas	myCAF	21770	2132	9.79329352319706	0.113642627468994	1.16041275797373	1	1.16041275797373
KCNJ8	Pancreas	Normal Epithelial cells	3002	404	13.4576948700866	0.149233844103931	1.10891089108911	1	1.10891089108911
KCNJ8	Pancreas	Tumor Epithelial cells	8260	444	5.37530266343826	0.0565375302663438	1.0518018018018	1	1.0518018018018
KCNJ8	Pancreas	iCAF	1113	144	12.9380053908356	0.155435759209344	1.20138888888889	1	1.20138888888889
KCNJ8	Pancreas	B cells	474	30	6.32911392405063	0.0632911392405063	1	1	1
KCNJ8	Pancreas	DCs	226	19	8.4070796460177	0.0929203539823009	1.10526315789474	1	1.10526315789474
KCNJ8	Pancreas	SPP1-TAM	196	9	4.59183673469388	0.0510204081632653	1.11111111111111	1	1.11111111111111
KCNJ8	Pancreas	PVL	143	11	7.69230769230769	0.0909090909090909	1.18181818181818	1	1.18181818181818
KCNJ8	Pancreas	Hepatocytes	0	0	0	0	NA	NA	0
KCNJ8	Pancreas	C1Q-TAM	102	10	9.80392156862745	0.107843137254902	1.1	1	1.1
KCNJ8	Pancreas	CD4+ cells	89	8	8.98876404494382	0.112359550561798	1.25	1	1.25
KCNJ8	Pancreas	FCN1-TAM	71	7	9.85915492957746	0.0985915492957746	1	1	1
KCNJ8	Pancreas	CD8-NK cells	7	1	14.2857142857143	0.285714285714286	2	2	2
KCNJ8	Pancreas	Proliferative T cells	4	1	25	0.25	1	1	1
KCNJ8	Pancreas	Endothelial cells	1	1	100	1	1	1	1
KCNK1	Normal Pancreas	myCAF	0	0	0	0	NA	NA	0
KCNK1	Normal Pancreas	Normal Epithelial cells	9707	554	5.70722159266509	0.0615020088595859	1.07761732851986	1	1.07761732851986
KCNK1	Normal Pancreas	Tumor Epithelial cells	3	0	0	0	NA	NA	0
KCNK1	Normal Pancreas	iCAF	0	0	0	0	NA	NA	0
KCNK1	Normal Pancreas	B cells	0	0	0	0	NA	NA	0
KCNK1	Normal Pancreas	DCs	0	0	0	0	NA	NA	0
KCNK1	Normal Pancreas	SPP1-TAM	0	0	0	0	NA	NA	0
KCNK1	Normal Pancreas	PVL	0	0	0	0	NA	NA	0
KCNK1	Normal Pancreas	Hepatocytes	108	12	11.1111111111111	0.12037037037037	1.08333333333333	1	1.08333333333333
KCNK1	Normal Pancreas	C1Q-TAM	1	0	0	0	NA	NA	0
KCNK1	Normal Pancreas	CD4+ cells	0	0	0	0	NA	NA	0
KCNK1	Normal Pancreas	FCN1-TAM	0	0	0	0	NA	NA	0
KCNK1	Normal Pancreas	CD8-NK cells	0	0	0	0	NA	NA	0
KCNK1	Normal Pancreas	Proliferative T cells	0	0	0	0	NA	NA	0
KCNK1	Normal Pancreas	Endothelial cells	1	0	0	0	NA	NA	0
KCNK1	Pancreas	myCAF	21770	2773	12.7377124483234	0.154019292604502	1.20915975477822	1	1.20915975477822
KCNK1	Pancreas	Normal Epithelial cells	3002	1369	45.6029313790806	0.760493004663558	1.66764061358656	1	1.66764061358656
KCNK1	Pancreas	Tumor Epithelial cells	8260	2367	28.6561743341404	0.448789346246973	1.56611744824673	1	1.56611744824673
KCNK1	Pancreas	iCAF	1113	80	7.18778077268643	0.0808625336927224	1.125	1	1.125
KCNK1	Pancreas	B cells	474	14	2.9535864978903	0.0316455696202532	1.07142857142857	1	1.07142857142857
KCNK1	Pancreas	DCs	226	10	4.42477876106195	0.0486725663716814	1.1	1	1.1
KCNK1	Pancreas	SPP1-TAM	196	20	10.2040816326531	0.147959183673469	1.45	1	1.45
KCNK1	Pancreas	PVL	143	8	5.59440559440559	0.0559440559440559	1	1	1
KCNK1	Pancreas	Hepatocytes	0	0	0	0	NA	NA	0
KCNK1	Pancreas	C1Q-TAM	102	10	9.80392156862745	0.107843137254902	1.1	1	1.1
KCNK1	Pancreas	CD4+ cells	89	1	1.12359550561798	0.0112359550561798	1	1	1
KCNK1	Pancreas	FCN1-TAM	71	5	7.04225352112676	0.0704225352112676	1	1	1
KCNK1	Pancreas	CD8-NK cells	7	0	0	0	NA	NA	0
KCNK1	Pancreas	Proliferative T cells	4	0	0	0	NA	NA	0
KCNK1	Pancreas	Endothelial cells	1	0	0	0	NA	NA	0
KCNK15	Normal Pancreas	myCAF	0	0	0	0	NA	NA	0
KCNK15	Normal Pancreas	Normal Epithelial cells	9707	81	0.834449366436592	0.00834449366436592	1	1	1
KCNK15	Normal Pancreas	Tumor Epithelial cells	3	1	33.3333333333333	0.333333333333333	1	1	1
KCNK15	Normal Pancreas	iCAF	0	0	0	0	NA	NA	0
KCNK15	Normal Pancreas	B cells	0	0	0	0	NA	NA	0
KCNK15	Normal Pancreas	DCs	0	0	0	0	NA	NA	0
KCNK15	Normal Pancreas	SPP1-TAM	0	0	0	0	NA	NA	0
KCNK15	Normal Pancreas	PVL	0	0	0	0	NA	NA	0
KCNK15	Normal Pancreas	Hepatocytes	108	4	3.7037037037037	0.037037037037037	1	1	1
KCNK15	Normal Pancreas	C1Q-TAM	1	0	0	0	NA	NA	0
KCNK15	Normal Pancreas	CD4+ cells	0	0	0	0	NA	NA	0
KCNK15	Normal Pancreas	FCN1-TAM	0	0	0	0	NA	NA	0
KCNK15	Normal Pancreas	CD8-NK cells	0	0	0	0	NA	NA	0
KCNK15	Normal Pancreas	Proliferative T cells	0	0	0	0	NA	NA	0
KCNK15	Normal Pancreas	Endothelial cells	1	0	0	0	NA	NA	0
KCNK15	Pancreas	myCAF	21770	115	0.528249885163068	0.00532843362425356	1.00869565217391	1	1.00869565217391
KCNK15	Pancreas	Normal Epithelial cells	3002	54	1.79880079946702	0.0183211192538308	1.01851851851852	1	1.01851851851852
KCNK15	Pancreas	Tumor Epithelial cells	8260	57	0.690072639225182	0.00714285714285714	1.03508771929825	1	1.03508771929825
KCNK15	Pancreas	iCAF	1113	8	0.718778077268643	0.00718778077268643	1	1	1
KCNK15	Pancreas	B cells	474	4	0.843881856540084	0.00843881856540084	1	1	1
KCNK15	Pancreas	DCs	226	1	0.442477876106195	0.00442477876106195	1	1	1
KCNK15	Pancreas	SPP1-TAM	196	2	1.02040816326531	0.0102040816326531	1	1	1
KCNK15	Pancreas	PVL	143	3	2.0979020979021	0.020979020979021	1	1	1
KCNK15	Pancreas	Hepatocytes	0	0	0	0	NA	NA	0
KCNK15	Pancreas	C1Q-TAM	102	0	0	0	NA	NA	0
KCNK15	Pancreas	CD4+ cells	89	0	0	0	NA	NA	0
KCNK15	Pancreas	FCN1-TAM	71	0	0	0	NA	NA	0
KCNK15	Pancreas	CD8-NK cells	7	0	0	0	NA	NA	0
KCNK15	Pancreas	Proliferative T cells	4	0	0	0	NA	NA	0
KCNK15	Pancreas	Endothelial cells	1	0	0	0	NA	NA	0
KCNK17	Normal Pancreas	myCAF	0	0	0	0	NA	NA	0
KCNK17	Normal Pancreas	Normal Epithelial cells	9707	252	2.59606469558051	0.0264757391573092	1.01984126984127	1	1.01984126984127
KCNK17	Normal Pancreas	Tumor Epithelial cells	3	0	0	0	NA	NA	0
KCNK17	Normal Pancreas	iCAF	0	0	0	0	NA	NA	0
KCNK17	Normal Pancreas	B cells	0	0	0	0	NA	NA	0
KCNK17	Normal Pancreas	DCs	0	0	0	0	NA	NA	0
KCNK17	Normal Pancreas	SPP1-TAM	0	0	0	0	NA	NA	0
KCNK17	Normal Pancreas	PVL	0	0	0	0	NA	NA	0
KCNK17	Normal Pancreas	Hepatocytes	108	2	1.85185185185185	0.0185185185185185	1	1	1
KCNK17	Normal Pancreas	C1Q-TAM	1	0	0	0	NA	NA	0
KCNK17	Normal Pancreas	CD4+ cells	0	0	0	0	NA	NA	0
KCNK17	Normal Pancreas	FCN1-TAM	0	0	0	0	NA	NA	0
KCNK17	Normal Pancreas	CD8-NK cells	0	0	0	0	NA	NA	0
KCNK17	Normal Pancreas	Proliferative T cells	0	0	0	0	NA	NA	0
KCNK17	Normal Pancreas	Endothelial cells	1	0	0	0	NA	NA	0
KCNK17	Pancreas	myCAF	21770	502	2.30592558566835	0.025447864033073	1.10358565737052	1	1.10358565737052
KCNK17	Pancreas	Normal Epithelial cells	3002	88	2.93137908061292	0.0336442371752165	1.14772727272727	1	1.14772727272727
KCNK17	Pancreas	Tumor Epithelial cells	8260	99	1.19854721549637	0.0123486682808717	1.03030303030303	1	1.03030303030303
KCNK17	Pancreas	iCAF	1113	42	3.77358490566038	0.0449236298292902	1.19047619047619	1	1.19047619047619
KCNK17	Pancreas	B cells	474	10	2.10970464135021	0.0210970464135021	1	1	1
KCNK17	Pancreas	DCs	226	5	2.21238938053097	0.0221238938053097	1	1	1
KCNK17	Pancreas	SPP1-TAM	196	0	0	0	NA	NA	0
KCNK17	Pancreas	PVL	143	5	3.4965034965035	0.034965034965035	1	1	1
KCNK17	Pancreas	Hepatocytes	0	0	0	0	NA	NA	0
KCNK17	Pancreas	C1Q-TAM	102	3	2.94117647058824	0.0294117647058824	1	1	1
KCNK17	Pancreas	CD4+ cells	89	2	2.24719101123596	0.0224719101123595	1	1	1
KCNK17	Pancreas	FCN1-TAM	71	0	0	0	NA	NA	0
KCNK17	Pancreas	CD8-NK cells	7	0	0	0	NA	NA	0
KCNK17	Pancreas	Proliferative T cells	4	0	0	0	NA	NA	0
KCNK17	Pancreas	Endothelial cells	1	1	100	1	1	1	1
KCNK3	Normal Pancreas	myCAF	0	0	0	0	NA	NA	0
KCNK3	Normal Pancreas	Normal Epithelial cells	9707	4641	47.8108581436077	0.900278149788812	1.88299935358759	1	1.88299935358759
KCNK3	Normal Pancreas	Tumor Epithelial cells	3	0	0	0	NA	NA	0
KCNK3	Normal Pancreas	iCAF	0	0	0	0	NA	NA	0
KCNK3	Normal Pancreas	B cells	0	0	0	0	NA	NA	0
KCNK3	Normal Pancreas	DCs	0	0	0	0	NA	NA	0
KCNK3	Normal Pancreas	SPP1-TAM	0	0	0	0	NA	NA	0
KCNK3	Normal Pancreas	PVL	0	0	0	0	NA	NA	0
KCNK3	Normal Pancreas	Hepatocytes	108	104	96.2962962962963	3.77777777777778	3.92307692307692	3.5	3.92307692307692
KCNK3	Normal Pancreas	C1Q-TAM	1	0	0	0	NA	NA	0
KCNK3	Normal Pancreas	CD4+ cells	0	0	0	0	NA	NA	0
KCNK3	Normal Pancreas	FCN1-TAM	0	0	0	0	NA	NA	0
KCNK3	Normal Pancreas	CD8-NK cells	0	0	0	0	NA	NA	0
KCNK3	Normal Pancreas	Proliferative T cells	0	0	0	0	NA	NA	0
KCNK3	Normal Pancreas	Endothelial cells	1	0	0	0	NA	NA	0
KCNK3	Pancreas	myCAF	21770	493	2.26458429030776	0.0246669728984842	1.08924949290061	1	1.08924949290061
KCNK3	Pancreas	Normal Epithelial cells	3002	285	9.49367088607595	0.248167888074617	2.6140350877193	2	2.6140350877193
KCNK3	Pancreas	Tumor Epithelial cells	8260	108	1.30750605326877	0.013317191283293	1.01851851851852	1	1.01851851851852
KCNK3	Pancreas	iCAF	1113	164	14.7349505840072	0.268643306379155	1.82317073170732	1	1.82317073170732
KCNK3	Pancreas	B cells	474	14	2.9535864978903	0.029535864978903	1	1	1
KCNK3	Pancreas	DCs	226	1	0.442477876106195	0.00442477876106195	1	1	1
KCNK3	Pancreas	SPP1-TAM	196	1	0.510204081632653	0.00510204081632653	1	1	1
KCNK3	Pancreas	PVL	143	15	10.4895104895105	0.118881118881119	1.13333333333333	1	1.13333333333333
KCNK3	Pancreas	Hepatocytes	0	0	0	0	NA	NA	0
KCNK3	Pancreas	C1Q-TAM	102	4	3.92156862745098	0.0490196078431373	1.25	1	1.25
KCNK3	Pancreas	CD4+ cells	89	2	2.24719101123596	0.0224719101123595	1	1	1
KCNK3	Pancreas	FCN1-TAM	71	8	11.2676056338028	0.169014084507042	1.5	1	1.5
KCNK3	Pancreas	CD8-NK cells	7	0	0	0	NA	NA	0
KCNK3	Pancreas	Proliferative T cells	4	0	0	0	NA	NA	0
KCNK3	Pancreas	Endothelial cells	1	0	0	0	NA	NA	0
KCNK6	Normal Pancreas	myCAF	0	0	0	0	NA	NA	0
KCNK6	Normal Pancreas	Normal Epithelial cells	9707	911	9.38497991140414	0.101885237457505	1.08562019758507	1	1.08562019758507
KCNK6	Normal Pancreas	Tumor Epithelial cells	3	1	33.3333333333333	0.333333333333333	1	1	1
KCNK6	Normal Pancreas	iCAF	0	0	0	0	NA	NA	0
KCNK6	Normal Pancreas	B cells	0	0	0	0	NA	NA	0
KCNK6	Normal Pancreas	DCs	0	0	0	0	NA	NA	0
KCNK6	Normal Pancreas	SPP1-TAM	0	0	0	0	NA	NA	0
KCNK6	Normal Pancreas	PVL	0	0	0	0	NA	NA	0
KCNK6	Normal Pancreas	Hepatocytes	108	35	32.4074074074074	0.398148148148148	1.22857142857143	1	1.22857142857143
KCNK6	Normal Pancreas	C1Q-TAM	1	0	0	0	NA	NA	0
KCNK6	Normal Pancreas	CD4+ cells	0	0	0	0	NA	NA	0
KCNK6	Normal Pancreas	FCN1-TAM	0	0	0	0	NA	NA	0
KCNK6	Normal Pancreas	CD8-NK cells	0	0	0	0	NA	NA	0
KCNK6	Normal Pancreas	Proliferative T cells	0	0	0	0	NA	NA	0
KCNK6	Normal Pancreas	Endothelial cells	1	0	0	0	NA	NA	0
KCNK6	Pancreas	myCAF	21770	2385	10.9554432705558	0.126550298576022	1.15513626834382	1	1.15513626834382
KCNK6	Pancreas	Normal Epithelial cells	3002	565	18.8207861425716	0.219520319786809	1.16637168141593	1	1.16637168141593
KCNK6	Pancreas	Tumor Epithelial cells	8260	1000	12.1065375302663	0.148426150121065	1.226	1	1.226
KCNK6	Pancreas	iCAF	1113	116	10.4222821203953	0.115004492362983	1.10344827586207	1	1.10344827586207
KCNK6	Pancreas	B cells	474	21	4.43037974683544	0.0506329113924051	1.14285714285714	1	1.14285714285714
KCNK6	Pancreas	DCs	226	12	5.30973451327434	0.0530973451327434	1	1	1
KCNK6	Pancreas	SPP1-TAM	196	28	14.2857142857143	0.173469387755102	1.21428571428571	1	1.21428571428571
KCNK6	Pancreas	PVL	143	12	8.39160839160839	0.0979020979020979	1.16666666666667	1	1.16666666666667
KCNK6	Pancreas	Hepatocytes	0	0	0	0	NA	NA	0
KCNK6	Pancreas	C1Q-TAM	102	8	7.84313725490196	0.127450980392157	1.625	1	1.625
KCNK6	Pancreas	CD4+ cells	89	3	3.37078651685393	0.0449438202247191	1.33333333333333	1	1.33333333333333
KCNK6	Pancreas	FCN1-TAM	71	3	4.22535211267606	0.0422535211267606	1	1	1
KCNK6	Pancreas	CD8-NK cells	7	0	0	0	NA	NA	0
KCNK6	Pancreas	Proliferative T cells	4	0	0	0	NA	NA	0
KCNK6	Pancreas	Endothelial cells	1	0	0	0	NA	NA	0
KCNMA1	Normal Pancreas	myCAF	0	0	0	0	NA	NA	0
KCNMA1	Normal Pancreas	Normal Epithelial cells	9707	1334	13.7426599361286	0.156175955496034	1.13643178410795	1	1.13643178410795
KCNMA1	Normal Pancreas	Tumor Epithelial cells	3	0	0	0	NA	NA	0
KCNMA1	Normal Pancreas	iCAF	0	0	0	0	NA	NA	0
KCNMA1	Normal Pancreas	B cells	0	0	0	0	NA	NA	0
KCNMA1	Normal Pancreas	DCs	0	0	0	0	NA	NA	0
KCNMA1	Normal Pancreas	SPP1-TAM	0	0	0	0	NA	NA	0
KCNMA1	Normal Pancreas	PVL	0	0	0	0	NA	NA	0
KCNMA1	Normal Pancreas	Hepatocytes	108	33	30.5555555555556	0.351851851851852	1.15151515151515	1	1.15151515151515
KCNMA1	Normal Pancreas	C1Q-TAM	1	0	0	0	NA	NA	0
KCNMA1	Normal Pancreas	CD4+ cells	0	0	0	0	NA	NA	0
KCNMA1	Normal Pancreas	FCN1-TAM	0	0	0	0	NA	NA	0
KCNMA1	Normal Pancreas	CD8-NK cells	0	0	0	0	NA	NA	0
KCNMA1	Normal Pancreas	Proliferative T cells	0	0	0	0	NA	NA	0
KCNMA1	Normal Pancreas	Endothelial cells	1	0	0	0	NA	NA	0
KCNMA1	Pancreas	myCAF	21770	4638	21.3045475424897	0.291639871382637	1.36890901250539	1	1.36890901250539
KCNMA1	Pancreas	Normal Epithelial cells	3002	512	17.0552964690207	0.235842771485676	1.3828125	1	1.3828125
KCNMA1	Pancreas	Tumor Epithelial cells	8260	614	7.43341404358353	0.0832929782082324	1.12052117263844	1	1.12052117263844
KCNMA1	Pancreas	iCAF	1113	222	19.9460916442049	0.256064690026954	1.28378378378378	1	1.28378378378378
KCNMA1	Pancreas	B cells	474	44	9.28270042194093	0.111814345991561	1.20454545454545	1	1.20454545454545
KCNMA1	Pancreas	DCs	226	24	10.6194690265487	0.123893805309735	1.16666666666667	1	1.16666666666667
KCNMA1	Pancreas	SPP1-TAM	196	35	17.8571428571429	0.26530612244898	1.48571428571429	1	1.48571428571429
KCNMA1	Pancreas	PVL	143	44	30.7692307692308	0.538461538461538	1.75	1	1.75
KCNMA1	Pancreas	Hepatocytes	0	0	0	0	NA	NA	0
KCNMA1	Pancreas	C1Q-TAM	102	23	22.5490196078431	0.313725490196078	1.39130434782609	1	1.39130434782609
KCNMA1	Pancreas	CD4+ cells	89	4	4.49438202247191	0.0674157303370786	1.5	1.5	1.5
KCNMA1	Pancreas	FCN1-TAM	71	13	18.3098591549296	0.183098591549296	1	1	1
KCNMA1	Pancreas	CD8-NK cells	7	0	0	0	NA	NA	0
KCNMA1	Pancreas	Proliferative T cells	4	1	25	0.5	2	2	2
KCNMA1	Pancreas	Endothelial cells	1	0	0	0	NA	NA	0
KCNMB1	Normal Pancreas	myCAF	0	0	0	0	NA	NA	0
KCNMB1	Normal Pancreas	Normal Epithelial cells	9707	91	0.937467806737406	0.00978675182857732	1.04395604395604	1	1.04395604395604
KCNMB1	Normal Pancreas	Tumor Epithelial cells	3	0	0	0	NA	NA	0
KCNMB1	Normal Pancreas	iCAF	0	0	0	0	NA	NA	0
KCNMB1	Normal Pancreas	B cells	0	0	0	0	NA	NA	0
KCNMB1	Normal Pancreas	DCs	0	0	0	0	NA	NA	0
KCNMB1	Normal Pancreas	SPP1-TAM	0	0	0	0	NA	NA	0
KCNMB1	Normal Pancreas	PVL	0	0	0	0	NA	NA	0
KCNMB1	Normal Pancreas	Hepatocytes	108	1	0.925925925925926	0.00925925925925926	1	1	1
KCNMB1	Normal Pancreas	C1Q-TAM	1	0	0	0	NA	NA	0
KCNMB1	Normal Pancreas	CD4+ cells	0	0	0	0	NA	NA	0
KCNMB1	Normal Pancreas	FCN1-TAM	0	0	0	0	NA	NA	0
KCNMB1	Normal Pancreas	CD8-NK cells	0	0	0	0	NA	NA	0
KCNMB1	Normal Pancreas	Proliferative T cells	0	0	0	0	NA	NA	0
KCNMB1	Normal Pancreas	Endothelial cells	1	0	0	0	NA	NA	0
KCNMB1	Pancreas	myCAF	21770	1905	8.75057418465779	0.102158934313275	1.16745406824147	1	1.16745406824147
KCNMB1	Pancreas	Normal Epithelial cells	3002	236	7.86142571618921	0.0899400399733511	1.14406779661017	1	1.14406779661017
KCNMB1	Pancreas	Tumor Epithelial cells	8260	256	3.09927360774818	0.0345036319612591	1.11328125	1	1.11328125
KCNMB1	Pancreas	iCAF	1113	83	7.45732255166217	0.082659478885894	1.10843373493976	1	1.10843373493976
KCNMB1	Pancreas	B cells	474	14	2.9535864978903	0.029535864978903	1	1	1
KCNMB1	Pancreas	DCs	226	14	6.19469026548673	0.0663716814159292	1.07142857142857	1	1.07142857142857
KCNMB1	Pancreas	SPP1-TAM	196	20	10.2040816326531	0.127551020408163	1.25	1	1.25
KCNMB1	Pancreas	PVL	143	41	28.6713286713287	0.405594405594406	1.41463414634146	1	1.41463414634146
KCNMB1	Pancreas	Hepatocytes	0	0	0	0	NA	NA	0
KCNMB1	Pancreas	C1Q-TAM	102	11	10.7843137254902	0.127450980392157	1.18181818181818	1	1.18181818181818
KCNMB1	Pancreas	CD4+ cells	89	3	3.37078651685393	0.0337078651685393	1	1	1
KCNMB1	Pancreas	FCN1-TAM	71	5	7.04225352112676	0.0704225352112676	1	1	1
KCNMB1	Pancreas	CD8-NK cells	7	1	14.2857142857143	0.142857142857143	1	1	1
KCNMB1	Pancreas	Proliferative T cells	4	0	0	0	NA	NA	0
KCNMB1	Pancreas	Endothelial cells	1	0	0	0	NA	NA	0
KCNMB4	Normal Pancreas	myCAF	0	0	0	0	NA	NA	0
KCNMB4	Normal Pancreas	Normal Epithelial cells	9707	175	1.80282270526424	0.0182342639332441	1.01142857142857	1	1.01142857142857
KCNMB4	Normal Pancreas	Tumor Epithelial cells	3	0	0	0	NA	NA	0
KCNMB4	Normal Pancreas	iCAF	0	0	0	0	NA	NA	0
KCNMB4	Normal Pancreas	B cells	0	0	0	0	NA	NA	0
KCNMB4	Normal Pancreas	DCs	0	0	0	0	NA	NA	0
KCNMB4	Normal Pancreas	SPP1-TAM	0	0	0	0	NA	NA	0
KCNMB4	Normal Pancreas	PVL	0	0	0	0	NA	NA	0
KCNMB4	Normal Pancreas	Hepatocytes	108	2	1.85185185185185	0.0185185185185185	1	1	1
KCNMB4	Normal Pancreas	C1Q-TAM	1	0	0	0	NA	NA	0
KCNMB4	Normal Pancreas	CD4+ cells	0	0	0	0	NA	NA	0
KCNMB4	Normal Pancreas	FCN1-TAM	0	0	0	0	NA	NA	0
KCNMB4	Normal Pancreas	CD8-NK cells	0	0	0	0	NA	NA	0
KCNMB4	Normal Pancreas	Proliferative T cells	0	0	0	0	NA	NA	0
KCNMB4	Normal Pancreas	Endothelial cells	1	0	0	0	NA	NA	0
KCNMB4	Pancreas	myCAF	21770	1463	6.72025723472669	0.0734956361966008	1.09364319890636	1	1.09364319890636
KCNMB4	Pancreas	Normal Epithelial cells	3002	262	8.72751499000666	0.0936042638241173	1.07251908396947	1	1.07251908396947
KCNMB4	Pancreas	Tumor Epithelial cells	8260	317	3.83777239709443	0.0422518159806295	1.10094637223975	1	1.10094637223975
KCNMB4	Pancreas	iCAF	1113	94	8.44564240790656	0.091644204851752	1.08510638297872	1	1.08510638297872
KCNMB4	Pancreas	B cells	474	21	4.43037974683544	0.0443037974683544	1	1	1
KCNMB4	Pancreas	DCs	226	17	7.52212389380531	0.0752212389380531	1	1	1
KCNMB4	Pancreas	SPP1-TAM	196	10	5.10204081632653	0.0510204081632653	1	1	1
KCNMB4	Pancreas	PVL	143	8	5.59440559440559	0.0559440559440559	1	1	1
KCNMB4	Pancreas	Hepatocytes	0	0	0	0	NA	NA	0
KCNMB4	Pancreas	C1Q-TAM	102	8	7.84313725490196	0.0784313725490196	1	1	1
KCNMB4	Pancreas	CD4+ cells	89	6	6.74157303370786	0.0786516853932584	1.16666666666667	1	1.16666666666667
KCNMB4	Pancreas	FCN1-TAM	71	0	0	0	NA	NA	0
KCNMB4	Pancreas	CD8-NK cells	7	0	0	0	NA	NA	0
KCNMB4	Pancreas	Proliferative T cells	4	1	25	0.25	1	1	1
KCNMB4	Pancreas	Endothelial cells	1	0	0	0	NA	NA	0
KCNN3	Normal Pancreas	myCAF	0	0	0	0	NA	NA	0
KCNN3	Normal Pancreas	Normal Epithelial cells	9707	161	1.6585968888431	0.0167920057690327	1.01242236024845	1	1.01242236024845
KCNN3	Normal Pancreas	Tumor Epithelial cells	3	0	0	0	NA	NA	0
KCNN3	Normal Pancreas	iCAF	0	0	0	0	NA	NA	0
KCNN3	Normal Pancreas	B cells	0	0	0	0	NA	NA	0
KCNN3	Normal Pancreas	DCs	0	0	0	0	NA	NA	0
KCNN3	Normal Pancreas	SPP1-TAM	0	0	0	0	NA	NA	0
KCNN3	Normal Pancreas	PVL	0	0	0	0	NA	NA	0
KCNN3	Normal Pancreas	Hepatocytes	108	2	1.85185185185185	0.0185185185185185	1	1	1
KCNN3	Normal Pancreas	C1Q-TAM	1	0	0	0	NA	NA	0
KCNN3	Normal Pancreas	CD4+ cells	0	0	0	0	NA	NA	0
KCNN3	Normal Pancreas	FCN1-TAM	0	0	0	0	NA	NA	0
KCNN3	Normal Pancreas	CD8-NK cells	0	0	0	0	NA	NA	0
KCNN3	Normal Pancreas	Proliferative T cells	0	0	0	0	NA	NA	0
KCNN3	Normal Pancreas	Endothelial cells	1	0	0	0	NA	NA	0
KCNN3	Pancreas	myCAF	21770	607	2.78824069820854	0.0294441892512632	1.05601317957166	1	1.05601317957166
KCNN3	Pancreas	Normal Epithelial cells	3002	95	3.16455696202532	0.0329780146568954	1.04210526315789	1	1.04210526315789
KCNN3	Pancreas	Tumor Epithelial cells	8260	116	1.4043583535109	0.0142857142857143	1.01724137931034	1	1.01724137931034
KCNN3	Pancreas	iCAF	1113	45	4.04312668463612	0.0422282120395328	1.04444444444444	1	1.04444444444444
KCNN3	Pancreas	B cells	474	8	1.68776371308017	0.0168776371308017	1	1	1
KCNN3	Pancreas	DCs	226	8	3.53982300884956	0.0353982300884956	1	1	1
KCNN3	Pancreas	SPP1-TAM	196	3	1.53061224489796	0.0153061224489796	1	1	1
KCNN3	Pancreas	PVL	143	11	7.69230769230769	0.0839160839160839	1.09090909090909	1	1.09090909090909
KCNN3	Pancreas	Hepatocytes	0	0	0	0	NA	NA	0
KCNN3	Pancreas	C1Q-TAM	102	1	0.980392156862745	0.00980392156862745	1	1	1
KCNN3	Pancreas	CD4+ cells	89	3	3.37078651685393	0.0337078651685393	1	1	1
KCNN3	Pancreas	FCN1-TAM	71	2	2.8169014084507	0.028169014084507	1	1	1
KCNN3	Pancreas	CD8-NK cells	7	0	0	0	NA	NA	0
KCNN3	Pancreas	Proliferative T cells	4	0	0	0	NA	NA	0
KCNN3	Pancreas	Endothelial cells	1	0	0	0	NA	NA	0
KCNN4	Normal Pancreas	myCAF	0	0	0	0	NA	NA	0
KCNN4	Normal Pancreas	Normal Epithelial cells	9707	30	0.309055320902442	0.00319357164932523	1.03333333333333	1	1.03333333333333
KCNN4	Normal Pancreas	Tumor Epithelial cells	3	0	0	0	NA	NA	0
KCNN4	Normal Pancreas	iCAF	0	0	0	0	NA	NA	0
KCNN4	Normal Pancreas	B cells	0	0	0	0	NA	NA	0
KCNN4	Normal Pancreas	DCs	0	0	0	0	NA	NA	0
KCNN4	Normal Pancreas	SPP1-TAM	0	0	0	0	NA	NA	0
KCNN4	Normal Pancreas	PVL	0	0	0	0	NA	NA	0
KCNN4	Normal Pancreas	Hepatocytes	108	1	0.925925925925926	0.00925925925925926	1	1	1
KCNN4	Normal Pancreas	C1Q-TAM	1	0	0	0	NA	NA	0
KCNN4	Normal Pancreas	CD4+ cells	0	0	0	0	NA	NA	0
KCNN4	Normal Pancreas	FCN1-TAM	0	0	0	0	NA	NA	0
KCNN4	Normal Pancreas	CD8-NK cells	0	0	0	0	NA	NA	0
KCNN4	Normal Pancreas	Proliferative T cells	0	0	0	0	NA	NA	0
KCNN4	Normal Pancreas	Endothelial cells	1	0	0	0	NA	NA	0
KCNN4	Pancreas	myCAF	21770	2180	10.0137804317869	0.115985300872761	1.15825688073395	1	1.15825688073395
KCNN4	Pancreas	Normal Epithelial cells	3002	806	26.8487674883411	0.346768820786143	1.29156327543424	1	1.29156327543424
KCNN4	Pancreas	Tumor Epithelial cells	8260	1475	17.8571428571429	0.237409200968523	1.32949152542373	1	1.32949152542373
KCNN4	Pancreas	iCAF	1113	41	3.6837376460018	0.0404312668463612	1.09756097560976	1	1.09756097560976
KCNN4	Pancreas	B cells	474	14	2.9535864978903	0.0316455696202532	1.07142857142857	1	1.07142857142857
