"signature","mean_CTRL","mean_shBKCa","median_CTRL","median_shBKCa","wilcox_p","wilcox_padj"
"myCAF_top30",0.117365747267506,-0.117365747267505,0.103290831794536,-0.0902997665062605,0.0303828219765775,0.0759570549414437
"iCAF_top30",-0.0446697735380627,0.0446697735380641,-0.00204762730569598,0.0173581087855517,0.665005542102029,0.665005542102029
"csCAF_top30",-0.106111997310129,0.106111997310128,-0.117767369853994,0.0981526660458417,0.0606019697120061,0.101003282853344
"apCAF_core",0.0944834261288144,-0.0944834261288134,0.138236469960818,-0.0729506554332803,0.112351197690464,0.14043899711308
"ifCAF_manual",0.841078311384776,-0.841078311384775,0.839848391053808,-0.865027456272539,0.0303828219765775,0.0759570549414437
