"sample","PC1","PC2","PC3","condition","variance_PC1","variance_PC2","variance_PC3"
"sushishctrl1",-78.1408061730013,7.13629867506046,-27.520189389802,"CTRL",41.7,16.6,10.5
"sushishctrl2",-73.0546530200273,38.6308103967701,-51.9263773390405,"CTRL",41.7,16.6,10.5
"sushishctrl3",-90.6229411636338,-47.7650081396579,73.5299821151179,"CTRL",41.7,16.6,10.5
"sushishctrl4",-80.7545016794943,6.76001493674022,-1.25163049231875,"CTRL",41.7,16.6,10.5
"sushi6611",83.195479053647,71.313874189112,38.3067878783907,"shBKCa",41.7,16.6,10.5
"sushi6612",80.0652308370353,-19.018325109906,-45.7223652327934,"shBKCa",41.7,16.6,10.5
"sushi6613",81.5704861936481,-98.5777207159551,-10.8216095027593,"shBKCa",41.7,16.6,10.5
"sushi6614",77.7417059518258,41.5200557678363,25.4054019632053,"shBKCa",41.7,16.6,10.5
