target,imp
Fibroblasts,17.806018603672353
Monocytes,18.048570426912814
B_cells,18.54930897003466
TAM,18.028790576765196
Hepatocytes,18.570605316074126
Endothelial_cells,18.742067179962078
PVL,18.628920757283694
Normal_Epithelial_cells,18.732565807158643
T_NK_cells,17.445086037741163
Tumor_Epithelial_cells,18.15092218892439
