target_gene	gene	n_sections	mean_delta	median_delta
SIGMAR1	COQ9	10	0.000455207786727638	-0.00634403047986165
SIGMAR1	ZKSCAN3	10	0.000454072617176952	-0.00981641296139753
SIGMAR1	NFYB	10	0.000452178483328293	-0.00417990393055786
SIGMAR1	KRTAP21-2	10	0.000451351454808125	0
SIGMAR1	KRT72	10	0.000451322365992545	0
SIGMAR1	SMUG1	10	0.000450637100034196	-0.00180635853418065
SIGMAR1	ADH5	10	0.000450392959913835	-0.00839376125142316
SIGMAR1	FLNB	10	0.000449968213839164	-0.0129537115307066
SIGMAR1	TMSB15A	10	0.000449597467741822	-0.00222370670477527
SIGMAR1	GALNT14	10	0.000449313847061475	-0.00327526531651192
SIGMAR1	SLC47A2	10	0.000448599867556368	0
SIGMAR1	GATD1	10	0.000448517919790058	0.0117054996627489
SIGMAR1	CFAP61	10	0.000448460708394788	-0.000954686313245219
SIGMAR1	FMO5	10	0.000447839295104468	-0.00512840158300157
SIGMAR1	FAM81B	10	0.000446688151519898	-0.00173680254823653
SIGMAR1	MCM10	10	0.000446593101495003	-0.00316734308931831
SIGMAR1	CXCR2	10	0.000446208488052127	0
SIGMAR1	BTNL8	10	0.000445964432466997	-0.00267468509564959
SIGMAR1	CNTFR	10	0.0004452086426986	-0.00114605791129577
SIGMAR1	ANKRD61	10	0.000443400411314409	-0.00130976605429976
SIGMAR1	LGALSL	10	0.000443171980544849	-0.000128943742120847
SIGMAR1	ZNF705G	10	0.000441480187376136	-0.000544054290858032
SIGMAR1	SCGB1D2	10	0.00044059310991595	0
SIGMAR1	ATOH1	10	0.000439973636410739	0
SIGMAR1	DOHH	10	0.000439334789690965	-0.0111137955065232
SIGMAR1	TRBV6-4	10	0.000438401488469717	0
SIGMAR1	PLAGL2	10	0.000438313813934361	-0.00438219856615524
SIGMAR1	CDH10	10	0.000437726256198489	0
SIGMAR1	FAM9A	10	0.000436287179740352	0
SIGMAR1	IDUA	10	0.000436050582366415	-0.00170215179492977
SIGMAR1	PAK1	10	0.000434627382627465	0.000984199658096454
SIGMAR1	KCNJ3	10	0.000434598637282968	0
SIGMAR1	RXYLT1	10	0.000432146951202657	-0.000144134277043989
SIGMAR1	EEF1AKMT4	10	0.000431332553371013	-0.00646989513791306
SIGMAR1	AFF1	10	0.000428677316882898	-0.0340801574000406
SIGMAR1	B3GALT1	10	0.000428161985720401	0
SIGMAR1	SPATA24	10	0.000427849954550814	-0.00513368962081347
SIGMAR1	HMGCS2	10	0.000427387746980371	0.00132320229546167
SIGMAR1	CRB3	10	0.000425709933004407	-0.00173483579215718
SIGMAR1	CWH43	10	0.000425583318978341	-0.000402711585266062
SIGMAR1	SHOX	10	0.000425001929153785	0
SIGMAR1	MT3	10	0.000424062593274862	-0.000484176572059196
SIGMAR1	FCRL6	10	0.000423807157954223	-0.00302751312071104
SIGMAR1	RNF207	10	0.000422812242767476	0.00202083072933386
SIGMAR1	HES6	10	0.000422742959454413	-0.0026988511914135
SIGMAR1	TMEM52B	10	0.00042236635688458	-0.00192740009268238
SIGMAR1	ABCA5	10	0.000421469350344831	-0.00751706688060596
SIGMAR1	BRINP3	10	0.000420628016036336	0
SIGMAR1	KCNJ12	10	0.000419547651777041	-0.00125244404805108
SIGMAR1	B4GALNT2	10	0.000415889860991838	0
SIGMAR1	IL2	10	0.000415193647453278	-0.00116710025785769
SIGMAR1	PSTPIP1	10	0.000413295766855126	-0.00686041005534921
SIGMAR1	EARS2	10	0.000411405931691084	-0.00242854260480617
SIGMAR1	SLC22A31	10	0.000408614311243829	-0.000452714220847286
SIGMAR1	AC187653.1	10	0.000407940859223084	0
SIGMAR1	SLURP1	10	0.000406871255534192	0
SIGMAR1	A2ML1	10	0.000406675234352448	0
SIGMAR1	TRDV3	10	0.000405614826271068	-0.00137417996451511
SIGMAR1	SLC43A2	10	0.000403679826237695	-0.00434274634013524
SIGMAR1	KRTAP5-8	10	0.000403055469931493	-0.00249287040341446
SIGMAR1	IQCF2	10	0.000401427289737805	0
SIGMAR1	FAM162A	10	0.000400183171177524	-0.003486103339974
SIGMAR1	GNG11	10	0.000398492640203111	-0.0124227073651923
SIGMAR1	FGFBP3	10	0.000397411997376556	-0.00933589713009826
SIGMAR1	LIPE	10	0.000397369424482917	-0.00345888197509212
SIGMAR1	ATP6V1D	10	0.000397003905075094	-0.00136399572627067
SIGMAR1	ORM2	10	0.000396850483210545	-0.00138545597128151
SIGMAR1	RD3L	10	0.000396294125948737	0
SIGMAR1	CTDSPL	10	0.000394600620976809	-0.0109699445843056
SIGMAR1	SCNN1G	10	0.000393920103192904	-0.0012886207864611
SIGMAR1	CCDC96	10	0.000392432595243627	-0.00328514396869479
SIGMAR1	CRISP1	10	0.000390998609722722	0
SIGMAR1	RXFP3	10	0.000389752218375769	0
SIGMAR1	COMMD8	10	0.000388717463507559	0.00176382073979146
SIGMAR1	OR10D3	10	0.000387815796130475	0
SIGMAR1	ZNF514	10	0.00038510637187756	-0.00693665022499971
SIGMAR1	CBLN1	10	0.000384803545955903	-0.00113420197470722
SIGMAR1	CYP26B1	10	0.000383717828469399	-0.0031125074774265
SIGMAR1	PRDM9	10	0.000383006568338765	0
SIGMAR1	APOL3	10	0.000381197758663003	0.00138086308043489
SIGMAR1	ASB11	10	0.000380973133875945	0
SIGMAR1	BHMT	10	0.000379980166040604	0
SIGMAR1	CHODL	10	0.000379158270730225	-0.00120452848620789
SIGMAR1	SEMA4F	10	0.000377692185919728	-0.00287453001861769
SIGMAR1	TRAV25	10	0.00037483018986023	-0.00117632867481339
SIGMAR1	REXO5	10	0.000373627876507161	-0.010531577858802
SIGMAR1	OR4E2	10	0.00037289516866689	0
SIGMAR1	ZNF215	10	0.000372724262245492	0
SIGMAR1	RAB27B	10	0.000371842515573525	-0.00489028109189114
SIGMAR1	DCAF7	10	0.00037168567412435	-0.0182267627486812
SIGMAR1	TAFA2	10	0.000371625719528501	0
SIGMAR1	TMEM271	10	0.000370039822178918	0
SIGMAR1	PIGA	10	0.000369376695057803	-0.00689765513144632
SIGMAR1	XKR4	10	0.000368615656976055	-0.000632202827945955
SIGMAR1	DCAF12L2	10	0.00036836566853317	0
SIGMAR1	AC099489.1	10	0.000366681270283775	-0.00494830726039772
SIGMAR1	RCSD1	10	0.000366504420688443	-0.00307457677617417
SIGMAR1	SDR9C7	10	0.000366482488591086	0
SIGMAR1	GCK	10	0.000365126100523901	-0.0019321340808161
SIGMAR1	DAAM2	10	0.000364771617623397	-0.00428837696858779
SIGMAR1	MAPK7	10	0.000364003670276678	-0.00698938416949631
SIGMAR1	RTL8B	10	0.000363290820678339	-0.00121882928991825
SIGMAR1	KCNK6	10	0.000363122563084775	0.000865959260319918
SIGMAR1	ZC3H15	10	0.000361474730893044	-0.00325930685392298
SIGMAR1	ITM2A	10	0.000361141039366287	-0.00450351740024488
SIGMAR1	TCTE1	10	0.000358842828903705	0
SIGMAR1	PCDHA11	10	0.000358628383802071	-0.00396793129612399
SIGMAR1	OR2M7	10	0.000358625085972427	0
SIGMAR1	POU3F2	10	0.000357253827761086	0
SIGMAR1	ZBTB32	10	0.000356707739630397	-0.00283387531423466
SIGMAR1	SYDE1	10	0.000356561161773547	0.00522032863933242
SIGMAR1	KRTAP19-3	10	0.000355497329335908	0
SIGMAR1	SLC7A6OS	10	0.000355425416646604	0.00318531115013355
SIGMAR1	ARL5B	10	0.00035404706472859	-0.00923172985401191
SIGMAR1	UGT2A1	10	0.000353058281087353	0
SIGMAR1	SCNN1D	10	0.000352073745783178	-0.00261904284404138
SIGMAR1	KIAA0825	10	0.000347431030990331	-0.00330113364333736
SIGMAR1	ANKRD36	10	0.000346706117545104	-0.00784842361235293
SIGMAR1	NPSR1	10	0.00034426957910571	0
SIGMAR1	COL20A1	10	0.0003436453356367	0
SIGMAR1	VIT	10	0.000343446410054954	0
SIGMAR1	PPT2	10	0.000343432441826012	-0.00556174981954704
SIGMAR1	CACNA1F	10	0.00034178593989846	-0.00145614080098431
SIGMAR1	MMP25	10	0.000341667968891265	0
SIGMAR1	TRAV6	10	0.000340759132482346	0
SIGMAR1	MAEL	10	0.000340338670136127	-0.00515552072822103
SIGMAR1	RHBG	10	0.00033979475826005	0
SIGMAR1	MATN3	10	0.000339556113834946	0.00368425244911411
SIGMAR1	CFAP53	10	0.000339480113577924	-0.00242069485433768
SIGMAR1	C10orf90	10	0.000337746952932606	0
SIGMAR1	SLC9A2	10	0.000335754666030082	-0.000557716054675933
SIGMAR1	SMIM2	10	0.000331845138393765	-0.000699321012507021
SIGMAR1	OCM2	10	0.000331167443302682	-0.00159000354071396
SIGMAR1	FRMD7	10	0.000330925301825131	0
SIGMAR1	GPM6B	10	0.000330220283850277	-0.00224831174423377
SIGMAR1	PGBD4	10	0.000328010942529622	-0.001396716222885
SIGMAR1	KRTAP25-1	10	0.000325812010443161	0
SIGMAR1	TSHB	10	0.00032539183515819	0
SIGMAR1	C1GALT1C1	10	0.000325326528379073	-0.00049740602869199
SIGMAR1	FOXK2	10	0.000324602393563859	0.0029952406480258
SIGMAR1	YPEL1	10	0.000322176617959015	-0.00406486800973108
SIGMAR1	GJC1	10	0.000321490871440265	-0.0156132175902268
SIGMAR1	C2orf73	10	0.000320953445508362	-0.00128903991977188
SIGMAR1	GAPDHS	10	0.000319826220367928	0
SIGMAR1	LPIN1	10	0.000319017606053429	-0.00443057646822873
SIGMAR1	PHF8	10	0.000318094006782609	-0.00494097310301921
SIGMAR1	PCDH15	10	0.000318002644899274	0
SIGMAR1	FAM83F	10	0.000317306527961974	-0.00798114284533149
SIGMAR1	TAC3	10	0.00031653496288182	-0.000771878820222656
SIGMAR1	SLC17A6	10	0.000315864140329606	0
SIGMAR1	TIGIT	10	0.00031474647824483	-0.00676892396535848
SIGMAR1	ERG	10	0.000314590782707976	-0.00344920681642964
SIGMAR1	CCDC8	10	0.000313685147210893	-0.016022250871946
SIGMAR1	FAM181B	10	0.000313680719517368	-0.00186358284700204
SIGMAR1	EXOC1L	10	0.000313561292753924	0
SIGMAR1	TCF21	10	0.00031355155655597	-0.0119861717057625
SIGMAR1	ABCA13	10	0.000309559792872738	-0.00333989286207328
SIGMAR1	STATH	10	0.000309270877518354	0
SIGMAR1	IL27	10	0.000308732594497638	0
SIGMAR1	DPEP2	10	0.000308248401288634	-0.00754249000237273
SIGMAR1	NR1D2	10	0.000308135431196246	0
SIGMAR1	ANGPTL8	10	0.000305751146970403	0
SIGMAR1	TSSK1B	10	0.000303191800699304	-0.00123782192393363
SIGMAR1	CSAG3	10	0.000300687347836074	-0.00142823652515051
SIGMAR1	NCDN	10	0.000299248429903994	-0.00868068997796361
SIGMAR1	VDAC1	10	0.000298434767437361	-0.0234762037558202
SIGMAR1	SLC34A3	10	0.000298414283966762	-0.00144972602110553
SIGMAR1	OR2A25	10	0.000297244605972815	0
SIGMAR1	IGFL1	10	0.000296457270186048	-0.00170594846079189
SIGMAR1	CSPP1	10	0.00029635574297765	-0.00412788746553794
SIGMAR1	MDH1B	10	0.000294090208196341	-0.00216934275504751
SIGMAR1	SWSAP1	10	0.000293095545069282	-0.00689498391604536
SIGMAR1	RD3	10	0.00029148818224031	0
SIGMAR1	PGAP2	10	0.000289118285053754	0.00650661189884148
SIGMAR1	PCDHGA9	10	0.000287551351460377	-0.01206838081619
SIGMAR1	HSD17B10	10	0.00028748847507461	-0.00473200438308354
SIGMAR1	LSMEM2	10	0.000285708298452671	0
SIGMAR1	OR4C12	10	0.000285680524116741	0
SIGMAR1	IGHA2	10	0.000285407214943001	-0.000496097323618627
SIGMAR1	FAM163B	10	0.000285049952754393	0
SIGMAR1	SHBG	10	0.000283920116839262	-0.00128972697270125
SIGMAR1	BNC1	10	0.000283544765072848	-0.00058318785943174
SIGMAR1	CFAP46	10	0.000281983328911362	-0.00162116708735718
SIGMAR1	CCDC97	10	0.000281390191873836	-0.0113204415033916
SIGMAR1	NLN	10	0.000281060315149205	-0.00296695205305424
SIGMAR1	RAET1E	10	0.000280723984296177	-0.00172978143155217
SIGMAR1	CASQ1	10	0.000280097754845284	-0.00162282183850424
SIGMAR1	TIGD3	10	0.00027875461051501	-0.00141960300154822
SIGMAR1	PROSER2	10	0.000277114072641719	-0.00151268477800159
SIGMAR1	LDHC	10	0.000276499237439716	-0.000653356454547357
SIGMAR1	MMP24	10	0.000274219742592145	-0.00287985116274562
SIGMAR1	ZDHHC22	10	0.000273637625528435	0
SIGMAR1	PROX1	10	0.000271745293895228	-0.00175046116637634
SIGMAR1	NEUROD1	10	0.000269927327493658	-0.00362594212844234
SIGMAR1	FRMPD3	10	0.000268228448401393	-0.000957089063815451
SIGMAR1	VWA3B	10	0.000267805878070602	0
SIGMAR1	NPVF	10	0.000267143078066935	0
SIGMAR1	HBG2	10	0.000265684473325516	0
SIGMAR1	PSMA2	10	0.000264687805218894	0.00577505548022594
SIGMAR1	ESRP2	10	0.000262596137792702	-0.0105492459633549
SIGMAR1	CDYL2	10	0.000261229641807956	-0.00850467597661969
SIGMAR1	COQ5	10	0.000260059649094971	-0.013832785128606
SIGMAR1	CLCN1	10	0.000259996766648744	0
SIGMAR1	BCL2L15	10	0.00025913598259261	-0.00913746852784462
SIGMAR1	OR1E1	10	0.000257492905289396	0
SIGMAR1	RTL10	10	0.000257376881532924	-0.0012760752555009
SIGMAR1	GNAT3	10	0.000255170170566621	0
SIGMAR1	IL1F10	10	0.000254109058341454	0
SIGMAR1	C2CD4A	10	0.000253809343473706	-0.00360360657442586
SIGMAR1	PIGR	10	0.000252900143034336	-0.0139666032117904
SIGMAR1	MCM3AP	10	0.000251012697053019	-0.0105362729800559
SIGMAR1	CCER2	10	0.000246394782515147	-0.00327003965042384
SIGMAR1	LGALS7	10	0.00024587202437204	0
SIGMAR1	CCDC39	10	0.0002440733252925	-0.00150958187299115
SIGMAR1	KLF16	10	0.000243175558290787	-0.00158813562998601
SIGMAR1	APOL5	10	0.000242882729388235	0
SIGMAR1	CHRM1	10	0.00024158913670239	0
SIGMAR1	LHFPL5	10	0.000240855828222431	-0.00126716179941952
SIGMAR1	EIF2S2	10	0.0002402989945244	-0.0098657055369947
SIGMAR1	TRMO	10	0.000239835936461359	-0.00258246879296998
SIGMAR1	SCUBE1	10	0.000238798108576746	-0.00292051481895504
SIGMAR1	CPNE9	10	0.000238114066067598	-0.00106136250800155
SIGMAR1	ATP4A	10	0.00023766225539026	0
SIGMAR1	GAPVD1	10	0.000237385782901563	-0.0115909325616487
SIGMAR1	CLPSL2	10	0.000235835454136933	0
SIGMAR1	ORM1	10	0.000234252051191291	0
SIGMAR1	ABCC11	10	0.000234247044691047	0
SIGMAR1	TRBV11-1	10	0.000233399211342128	0
SIGMAR1	OR6J1	10	0.000232773091683835	0
SIGMAR1	SRMS	10	0.000232323421990626	-0.00194473616787342
SIGMAR1	MGAM2	10	0.000230971135129552	-0.000774682515294714
SIGMAR1	FRA10AC1	10	0.000230134094709866	0.00573111613698295
SIGMAR1	FCRL4	10	0.000228969207084853	-0.00096916415996218
SIGMAR1	HDC	10	0.00022887712677091	-0.00677919235933599
SIGMAR1	ZNF358	10	0.000228778109235719	-0.0079901196253522
SIGMAR1	DLEU7	10	0.000228216906821106	0
SIGMAR1	SEPTIN12	10	0.000228120711822489	0
SIGMAR1	ARHGAP33	10	0.000227874975413573	-0.0107229741381278
SIGMAR1	ADGRF3	10	0.00022628231402804	-0.00119193935452638
SIGMAR1	TAFA1	10	0.000226146965960179	0
SIGMAR1	SDAD1	10	0.00022598324545242	-0.0201619460728239
SIGMAR1	SCML2	10	0.000225810907056132	-0.00119752862466189
SIGMAR1	ZNF229	10	0.000224371663229695	-0.00117632867481339
SIGMAR1	ERFL	10	0.000224083997305392	-0.00379719592878287
SIGMAR1	ERVMER34-1	10	0.000220110499581677	-0.00306131151540947
SIGMAR1	GRIN1	10	0.000219480719815126	-0.00157520687963867
SIGMAR1	B4GALNT1	10	0.000218463204605758	-0.00468069429252321
SIGMAR1	ABCA1	10	0.000216649902010332	0.0106761522067407
SIGMAR1	UNC5A	10	0.000215087013395013	-0.00238058614424331
SIGMAR1	MYLPF	10	0.000213558541890387	-0.00363626928858646
SIGMAR1	CCDC84	10	0.000212771474047465	-0.000973637247621652
SIGMAR1	ZFHX2	10	0.000212747397234159	0.00228865674941011
SIGMAR1	OR51A4	10	0.000212478635526972	0
SIGMAR1	CDKL3	10	0.000212389456192663	-0.00585835280717065
SIGMAR1	TSACC	10	0.000212247095091045	-0.00109810265712284
SIGMAR1	ZBTB3	10	0.000209191640514053	-0.0033965442250913
SIGMAR1	MAJIN	10	0.000208604856360807	-0.00113855496655063
SIGMAR1	FAM71D	10	0.000208036356229297	0
SIGMAR1	SULT1A2	10	0.00020452860004058	-0.00431473736770711
SIGMAR1	EME1	10	0.000203943679957668	-0.00228285654503309
SIGMAR1	CCAR1	10	0.000202454251183063	-0.0228409949324956
SIGMAR1	C5	10	0.000202239544639277	-0.00622036415971892
SIGMAR1	DUSP28	10	0.000200684898412772	-0.00687560959274352
SIGMAR1	MBOAT4	10	0.000198100792536832	-0.000732816676925482
SIGMAR1	EFCAB10	10	0.000196026621904629	-0.00137781098926636
SIGMAR1	ZAP70	10	0.000195138976843772	-0.0105763508487608
SIGMAR1	TRPM8	10	0.000194733223338203	0
SIGMAR1	EFNA3	10	0.000194721895139954	-0.00221244212546821
SIGMAR1	HYPM	10	0.00019250991550944	0
SIGMAR1	EXOSC1	10	0.000190161566286796	-0.000364464882212043
SIGMAR1	ZNF624	10	0.00019010862875316	-0.00339458719588353
SIGMAR1	RBM18	10	0.000189473724204155	-0.00202988837260954
SIGMAR1	GPR143	10	0.00018926425964521	-0.000644338536425699
SIGMAR1	RAB40AL	10	0.000187884273499374	0
SIGMAR1	HRH4	10	0.000187409662546248	0
SIGMAR1	SEMA3D	10	0.000185657515964026	-0.0026827962800692
SIGMAR1	GPBAR1	10	0.000185595455488926	-0.0050807864061143
SIGMAR1	SEMA6C	10	0.000184856178054901	-0.00489700218735116
SIGMAR1	MAP3K3	10	0.000184840565574319	-0.00561675399228914
SIGMAR1	WDR24	10	0.000183288617980604	-0.00078085345459392
SIGMAR1	ASTN2	10	0.000182361858892641	-0.00170913745234553
SIGMAR1	EPHA5	10	0.000182287173286447	0
SIGMAR1	CILP	10	0.000180809966031107	-0.00244056126068392
SIGMAR1	ERICH6B	10	0.000180535246127137	0
SIGMAR1	PIWIL3	10	0.00017830606481824	0
SIGMAR1	FAM189A1	10	0.000177798676492676	-0.00457067324841823
SIGMAR1	MYCL	10	0.000177366722911513	-0.00439409013196197
SIGMAR1	FAM240A	10	0.000176846760114816	0
SIGMAR1	SMTNL2	10	0.000176450163922776	-0.00139950563353214
SIGMAR1	FCGBP	10	0.000175598007332468	-0.00700595332157971
SIGMAR1	GJA9	10	0.000175273849978385	-0.000484176572059196
SIGMAR1	FAN1	10	0.000174684378486181	0.00571385400849209
SIGMAR1	GAS2L3	10	0.000172702904514169	0.00380024430986191
SIGMAR1	CCDC107	10	0.000170977624801035	0.00915072393130564
SIGMAR1	SLC34A2	10	0.000169788722111993	-0.00188623583228012
SIGMAR1	EML3	10	0.000167198546900882	-0.0081359575896869
SIGMAR1	TMEM81	10	0.000167130027307026	-0.00729627355914399
SIGMAR1	CENPH	10	0.00016378102279589	-0.00360620205047489
SIGMAR1	PHOSPHO2	10	0.000163668577829631	-0.00134082675409291
SIGMAR1	MROH2A	10	0.000161987372713813	-0.000871517829706553
SIGMAR1	GCNT4	10	0.000160275485293447	-0.00588484942757623
SIGMAR1	RAET1G	10	0.000160171389066362	-0.00042347701647113
SIGMAR1	SLC35A2	10	0.000159424750973429	-0.00179904887903173
SIGMAR1	DCK	10	0.000159420149237424	0.0026644139163944
SIGMAR1	PCDH20	10	0.000158662588142184	-0.002163635606599
SIGMAR1	DLX1	10	0.000157938593217453	-0.000945582455277958
SIGMAR1	C7orf25	10	0.000157548290173596	-0.00864554715769611
SIGMAR1	KLHL14	10	0.000157314451442289	0
SIGMAR1	EVX1	10	0.000154235595734663	-0.000402711585266062
SIGMAR1	PCDHA1	10	0.000153678285519363	0
SIGMAR1	SLC25A47	10	0.000152794974940525	0
SIGMAR1	CAAP1	10	0.000150849927061324	-0.00638187717499044
SIGMAR1	PKD1L3	10	0.000150229087672125	-0.00108491704879324
SIGMAR1	FOXA3	10	0.000150223677332219	-0.00348619164758229
SIGMAR1	UNC93A	10	0.000148700471315858	0
SIGMAR1	ASPRV1	10	0.000147604987207826	-0.00503331806663706
SIGMAR1	SLC27A6	10	0.000147348931887447	-0.00042347701647113
SIGMAR1	EPHA6	10	0.000144267442814397	-0.000601208577270822
SIGMAR1	OR7C1	10	0.000142428789292	0
SIGMAR1	TRPM5	10	0.000138767979241023	-0.000852537405729447
SIGMAR1	NME9	10	0.00013861081138938	-0.000460991740196825
SIGMAR1	PM20D1	10	0.000137359338957086	-0.000677563226353808
SIGMAR1	FAM237B	10	0.000136725047794169	0
SIGMAR1	SPACA3	10	0.000136174595249978	0
SIGMAR1	STPG2	10	0.000136136092056443	-0.00640203272323738
SIGMAR1	CDH17	10	0.000135690068663807	-0.00714016553472667
SIGMAR1	GLIPR1L1	10	0.000135625160413704	0
SIGMAR1	CRH	10	0.000133233652872839	-0.000954164720723026
SIGMAR1	EYA1	10	0.000132780454380445	-0.00204539671182818
SIGMAR1	FAM110D	10	0.000132416929510352	-0.00226191290892606
SIGMAR1	AJAP1	10	0.000132134842961786	-0.000968353144118392
SIGMAR1	CCDC158	10	0.000131807763184763	-0.00291006922948832
SIGMAR1	MYOM2	10	0.000131739986664528	0
SIGMAR1	PARP16	10	0.000128744088493592	-0.00526714306053199
SIGMAR1	HCN4	10	0.000127425485291387	0
SIGMAR1	ASB9	10	0.000127164213333391	-0.00471282951431404
SIGMAR1	FAM186B	10	0.000126495356102074	-0.00189271993749702
SIGMAR1	BST1	10	0.000125947633241398	-0.00400986015126379
SIGMAR1	CR1	10	0.000123984679406005	-0.00780331976818983
SIGMAR1	SPOPL	10	0.000123384321211389	-0.00526168476318702
SIGMAR1	MUC17	10	0.00012325941385874	-0.00234689074825822
SIGMAR1	RAB15	10	0.000123044112129523	0.000796752066035552
SIGMAR1	C10orf67	10	0.000123023297885682	-0.0014623416740591
SIGMAR1	TMPRSS3	10	0.000122315275293867	-0.00474228351070621
SIGMAR1	TMEM74	10	0.00012201976283256	-0.0015132159029738
SIGMAR1	ANKAR	10	0.000121350512625955	-0.00411617908120545
SIGMAR1	ZNF365	10	0.00012063600563189	-0.00381142099339318
SIGMAR1	ADAMTS19	10	0.00011790709075116	0
SIGMAR1	P3H1	10	0.000116208400583108	-0.00496741085880735
SIGMAR1	LRIT3	10	0.000115604493858039	-0.00241032933107719
SIGMAR1	TEPP	10	0.000114344456436939	0
SIGMAR1	TTC26	10	0.00011232810580486	-0.00140915365004675
SIGMAR1	TTLL7	10	0.000111235291729899	-0.000896406158314456
SIGMAR1	IL4	10	0.000110205143089794	0
SIGMAR1	KCNN2	10	0.000110045281705193	-0.0021905085235904
SIGMAR1	FCN2	10	0.000109973352315137	0
SIGMAR1	KRTAP12-1	10	0.000109213291193676	0
SIGMAR1	NCF2	10	0.000108589615877246	-8.98477129656697e-05
SIGMAR1	OTX1	10	0.000107934653331267	-0.00300726916297756
SIGMAR1	ZPLD1	10	0.000106625860560178	-0.000484176572059196
SIGMAR1	MAP4K2	10	0.000105261248647051	-0.0105368000296596
SIGMAR1	OPRD1	10	0.000104323510693944	0
SIGMAR1	LBX2	10	0.000101791664271729	-0.00378887451386636
SIGMAR1	RFC2	10	0.000100083629398254	-0.00025331989925851
SIGMAR1	AMPD1	10	9.65054376023887e-05	-0.00191285833781623
SIGMAR1	ATP13A5	10	9.32942547654761e-05	0
SIGMAR1	ZKSCAN7	10	9.13246778006893e-05	-0.00533144936447432
SIGMAR1	MAB21L3	10	8.81147133667757e-05	0
SIGMAR1	FAM20B	10	8.72247874456299e-05	-0.00326502937593369
SIGMAR1	KCNQ4	10	8.67557909600801e-05	-0.00251729655864129
SIGMAR1	SLC35G5	10	8.57818323800485e-05	-0.00156352871393914
SIGMAR1	RNASE13	10	8.53873136160124e-05	-0.00189742364261421
SIGMAR1	PPP1R14D	10	8.5106306944385e-05	-0.00444193931489704
SIGMAR1	PGAM5	10	8.40164126412737e-05	-0.0100397755239143
SIGMAR1	TEKT1	10	8.33445488166373e-05	0
SIGMAR1	SGSM1	10	8.27477376245616e-05	-0.00440306971780506
SIGMAR1	CYP2J2	10	8.25580886950307e-05	-0.00362129049420628
SIGMAR1	LLGL1	10	8.19910568317293e-05	0
SIGMAR1	SFT2D1	10	8.1384713213244e-05	-0.00550628407899726
SIGMAR1	SLC4A2	10	8.02810927046399e-05	-0.00792296725107079
SIGMAR1	PRRG2	10	8.0026643545199e-05	-0.00538538977267683
SIGMAR1	DALRD3	10	7.99705149743583e-05	-6.81785133952832e-05
SIGMAR1	RGL1	10	7.95036373126178e-05	-0.0110284715018018
SIGMAR1	NANOG	10	7.94165004634492e-05	0
SIGMAR1	OSTN	10	7.88698244415298e-05	0
SIGMAR1	EGFL6	10	7.81510182179798e-05	-0.00280265119769894
SIGMAR1	CENPS	10	7.81281739549961e-05	0.00809982887915456
SIGMAR1	LDLRAD2	10	7.80728919037881e-05	-0.00154510520077272
SIGMAR1	RTL1	10	7.65998792857874e-05	0
SIGMAR1	FBXO10	10	7.62741573151197e-05	-0.00548657173170037
SIGMAR1	SPDYA	10	7.59551029895422e-05	-0.00153272811820572
SIGMAR1	EBF2	10	7.4797034327935e-05	-0.00160910461402147
SIGMAR1	KCTD18	10	7.34924075385772e-05	-0.0144896496809626
SIGMAR1	IFIT1	10	7.33841183905402e-05	-0.00419814204666585
SIGMAR1	TDRD3	10	7.30438207057425e-05	-0.00231859900440988
SIGMAR1	FIGNL2	10	7.16117304558779e-05	-0.00437172713936001
SIGMAR1	SPATA21	10	6.96959426693171e-05	0
SIGMAR1	IGF2BP1	10	6.96583350809873e-05	-0.00319581051858896
SIGMAR1	FCRL1	10	6.91374911093929e-05	-0.00143475171073193
SIGMAR1	ZNF280A	10	6.64409087328846e-05	0
SIGMAR1	MGAM	10	6.46924252675778e-05	-0.00107470645951943
SIGMAR1	B2M	10	6.32104477356288e-05	0.00944870089767291
SIGMAR1	HPN	10	6.09902763156126e-05	0.000616746399408938
SIGMAR1	PLK5	10	6.03939064294243e-05	0
SIGMAR1	KNG1	10	6.02017398414229e-05	0
SIGMAR1	NEK10	10	5.88854046331115e-05	-0.00435642918789336
SIGMAR1	PTCHD4	10	5.795122681556e-05	-0.00100186699281375
SIGMAR1	C12orf76	10	5.77094645899612e-05	-0.00391931065154114
SIGMAR1	KLHL11	10	5.74050399789434e-05	-0.00196229667566053
SIGMAR1	SERPINA10	10	5.56882883785659e-05	0
SIGMAR1	HASPIN	10	5.56531609091384e-05	-0.00244767127174241
SIGMAR1	OPCML	10	5.41619073594111e-05	-0.0010534252278549
SIGMAR1	KRTAP6-1	10	5.3361742097114e-05	0
SIGMAR1	CLDN20	10	5.23531998608588e-05	0
SIGMAR1	TESPA1	10	5.21888085287941e-05	-0.00537140895637852
SIGMAR1	CFAP99	10	5.05870007698006e-05	0
SIGMAR1	SFXN3	10	5.04282138033454e-05	-0.00877751898497979
SIGMAR1	SNCB	10	4.89616809578631e-05	0
SIGMAR1	CSRNP2	10	4.3798162631991e-05	-0.0070835199835247
SIGMAR1	NIT2	10	4.29344501510172e-05	0.00382595055010655
SIGMAR1	STOM	10	4.26033154035901e-05	0.00847647525320948
SIGMAR1	CD48	10	4.04851761041058e-05	-0.00169491590384344
SIGMAR1	OCIAD1	10	3.9744361142334e-05	-0.0152148064674769
