target_gene	gene	n_sections	mean_delta	median_delta
SIGMAR1	SNRPB2	10	-0.00535867613341158	-0.00612860993675963
SIGMAR1	APOBEC3H	10	-0.00536159833539182	-0.00495387336701745
SIGMAR1	SEC14L6	10	-0.00536245070240847	-0.0062339829017744
SIGMAR1	RBBP9	10	-0.00536362587644639	-0.00917368528205244
SIGMAR1	PHKG1	10	-0.0053638205900308	-0.00732659252554334
SIGMAR1	TBC1D9	10	-0.00536646227655063	-0.0331507421932296
SIGMAR1	ZNF138	10	-0.00537088222051207	-0.0108917104945182
SIGMAR1	VSIG2	10	-0.00537296743989088	0.00574373154712954
SIGMAR1	GAL	10	-0.00538103847312157	-0.00313930550154884
SIGMAR1	MED11	10	-0.00538140423722971	-0.0105683449524646
SIGMAR1	VMAC	10	-0.00538208802203838	-0.00732169098524229
SIGMAR1	KIAA1257	10	-0.00538309434934065	-0.00353856813589358
SIGMAR1	TEKT3	10	-0.00538646564061773	-0.00516357178467283
SIGMAR1	KIRREL1	10	-0.00538850393505118	-0.0074917641862012
SIGMAR1	ZMYM3	10	-0.00538884401145527	-0.0115250716923401
SIGMAR1	FXYD1	10	-0.00538939510614532	-0.00191277045818521
SIGMAR1	ABTB1	10	-0.0053897821226853	-0.0192220257023883
SIGMAR1	RHOH	10	-0.00539028271908666	-0.0112385471374186
SIGMAR1	ZNF672	10	-0.00539050899781826	0.00350450725291987
SIGMAR1	EPHB3	10	-0.00539181190080823	-0.0232753030926101
SIGMAR1	POLH	10	-0.00540166127966136	-0.011946146291715
SIGMAR1	E2F2	10	-0.00540342402963036	-0.00774148105982765
SIGMAR1	HSDL2	10	-0.00540415986590335	-0.0041792805337841
SIGMAR1	ARHGEF3	10	-0.00540444238519523	-0.0192543486494743
SIGMAR1	CXCR3	10	-0.0054044598778535	-0.00628228278522689
SIGMAR1	ZNF678	10	-0.00540515506799876	-0.0175420021541027
SIGMAR1	NLGN1	10	-0.00540560525249234	-0.00444787375157564
SIGMAR1	TBC1D31	10	-0.0054100049517042	-0.0128912513185865
SIGMAR1	DNAJB5	10	-0.00541036185893604	-0.00566861097000487
SIGMAR1	DEXI	10	-0.00541041714181569	-0.0206409841873159
SIGMAR1	GPR162	10	-0.00541050192569152	-0.0128827417777762
SIGMAR1	DUSP22	10	-0.00541277659082697	0.00404887582989386
SIGMAR1	CHPT1	10	-0.00541842320013393	-0.00520276359707079
SIGMAR1	COL19A1	10	-0.00542140249254307	-0.00168424211004168
SIGMAR1	TRAJ52	10	-0.0054262888339598	-0.00401049345650672
SIGMAR1	INTS3	10	-0.00542633881170441	-0.0285230726767264
SIGMAR1	GID4	10	-0.00542780458866899	-0.00837455678945427
SIGMAR1	ZNF432	10	-0.00543001943923294	-0.0239011186168144
SIGMAR1	NUMBL	10	-0.00543076074483425	-0.0045207213064033
SIGMAR1	FAM83E	10	-0.00543843161578261	-0.0103023807579952
SIGMAR1	CLCN6	10	-0.00544083370377853	-0.0118884820936376
SIGMAR1	NKAIN4	10	-0.00544238498070916	-0.00332318481804299
SIGMAR1	ANKRD26	10	-0.00544306838737496	-0.012176094133359
SIGMAR1	NUDT1	10	-0.00544470276174501	-0.0133334869612529
SIGMAR1	SLC15A1	10	-0.00544639025743949	-0.00353018898290261
SIGMAR1	TET3	10	-0.00544846401756272	-0.0162966645568187
SIGMAR1	ZNF407	10	-0.00545123049701877	-0.00267822621410415
SIGMAR1	CHI3L2	10	-0.0054520792790039	-0.00306051232593916
SIGMAR1	VAPB	10	-0.00545264635666396	-0.0120695891890273
SIGMAR1	GSPT1	10	-0.00545404064656591	-0.00784478254441591
SIGMAR1	TRAJ41	10	-0.00545408694553179	-0.0036643494529925
SIGMAR1	CYP2C18	10	-0.00545423216784139	-0.00407940365863565
SIGMAR1	CYP27C1	10	-0.00545525022338067	-0.00211840591881539
SIGMAR1	RTN4RL2	10	-0.00545788237262288	-0.0097013340964183
SIGMAR1	FAF2	10	-0.00546044281834356	-0.0113834177319229
SIGMAR1	DQX1	10	-0.0054616596466538	-0.0036281403412785
SIGMAR1	ATP10B	10	-0.00546300559390153	-0.00824079897730077
SIGMAR1	AK4	10	-0.0054637534383833	-0.0132548540707258
SIGMAR1	DENND2C	10	-0.00546509910476031	-0.00473809794073779
SIGMAR1	XYLT2	10	-0.00546571315797703	-0.0132080274348352
SIGMAR1	MCCC1	10	-0.0054659389844713	-0.0176112819118286
SIGMAR1	TFF2	10	-0.00546704198851753	-0.00247548514635841
SIGMAR1	RASGRP3	10	-0.00546713702730534	-0.00490755895321969
SIGMAR1	GNAZ	10	-0.00546989765165512	-0.0080801388548226
SIGMAR1	COL15A1	10	-0.00547011313976609	-0.00231158801198533
SIGMAR1	CCDC181	10	-0.00547269271456766	-0.00518171648710796
SIGMAR1	SERTAD3	10	-0.00547408987207165	-0.0158670924609966
SIGMAR1	ARMH3	10	-0.00547492315989884	-0.0187761793511449
SIGMAR1	GSTO2	10	-0.00547612394332725	-0.00692598541903792
SIGMAR1	SYNJ2	10	-0.0054832080268172	-0.0058314280685439
SIGMAR1	TMEM87B	10	-0.00548450135572962	-0.00278698495466108
SIGMAR1	GJB1	10	-0.00548491165304844	-0.00156319150474717
SIGMAR1	SOX9	10	-0.00548502524537849	-0.0179732708419746
SIGMAR1	PMFBP1	10	-0.0054859505932381	-0.00467218362098481
SIGMAR1	CHD9	10	-0.00549125504204958	-0.0213932179606647
SIGMAR1	DDTL	10	-0.00549170139697362	-0.0106773683776894
SIGMAR1	NMNAT2	10	-0.00549322095958711	-0.00345200573425482
SIGMAR1	PPP1R1A	10	-0.00549345176572544	-0.00607653213898191
SIGMAR1	HENMT1	10	-0.00549495822960264	-0.010713651871846
SIGMAR1	POLN	10	-0.00549892069273651	-0.00858419347450936
SIGMAR1	SLC6A9	10	-0.00549989819342904	-0.0101729302568309
SIGMAR1	OSBPL10	10	-0.005503664217329	-0.0288128478669177
SIGMAR1	MYH3	10	-0.00550395542133439	-0.00266645220140603
SIGMAR1	PCDHB5	10	-0.0055042982297057	-0.00778549890156753
SIGMAR1	NFS1	10	-0.00550897080318571	-0.0144095881787509
SIGMAR1	ZNF781	10	-0.00550995086206041	-0.00625584407163268
SIGMAR1	CLDN23	10	-0.00551079848471686	-0.00252981679528102
SIGMAR1	NELL2	10	-0.00551214717524047	-0.00416978411178303
SIGMAR1	FNDC3A	10	-0.00551540111831912	-0.0154221000813043
SIGMAR1	RNF25	10	-0.0055168636337035	-0.0105924676861475
SIGMAR1	DNAJC13	10	-0.00551730974354218	-0.00621657574883324
SIGMAR1	FBXO36	10	-0.00551760414397107	-0.0167532065756311
SIGMAR1	HSPA1L	10	-0.005518421449394	-0.0057903600064099
SIGMAR1	TRAF5	10	-0.00551919938907776	-0.00598593105293859
SIGMAR1	FAAP24	10	-0.00552023439054409	-0.00664038299805282
SIGMAR1	HIST1H4C	10	-0.00552298571508685	-0.00200713821957524
SIGMAR1	KCNMB1	10	-0.00552394534678854	-0.0100469411379997
SIGMAR1	ERO1A	10	-0.0055245700339325	-0.0163677358270483
SIGMAR1	FAM214A	10	-0.00552873315223113	-0.0136541852396428
SIGMAR1	ZC2HC1C	10	-0.00553091881005218	-0.00819027344621225
SIGMAR1	CTTNBP2	10	-0.00553347885382883	-0.0117215909701965
SIGMAR1	U2AF2	10	-0.0055336023931481	-0.02167281148908
SIGMAR1	HPSE	10	-0.00553395315883817	-0.00943900331677697
SIGMAR1	SYT11	10	-0.00553482882386423	-0.0131397808992642
SIGMAR1	C9orf153	10	-0.00553497807538858	-0.00508129629373521
SIGMAR1	C1GALT1	10	-0.00554100450780771	0.00844728672604128
SIGMAR1	EIF3J	10	-0.0055445901175824	-0.0208772407614637
SIGMAR1	DCLRE1C	10	-0.00555098281701362	-0.0182534292008877
SIGMAR1	AC233723.1	10	-0.00555197498488303	-0.00377500312187131
SIGMAR1	ZNF597	10	-0.00555413152762917	-0.00756348295448637
SIGMAR1	FFAR1	10	-0.00555665564418769	-0.0016131558826614
SIGMAR1	HDGFL2	10	-0.00555915552574652	-0.00253043460156526
SIGMAR1	RIC8B	10	-0.00555932716168763	-0.00951462538085474
SIGMAR1	DDC	10	-0.0055626321581795	-0.0050492858746715
SIGMAR1	PPHLN1	10	-0.00556358169441657	-0.00463153147542708
SIGMAR1	TRIM65	10	-0.00556511394744541	-0.00805766239565463
SIGMAR1	ENDOV	10	-0.00556540505286776	-0.0213993499386538
SIGMAR1	IL11RA	10	-0.00556824166606271	-0.00716511824309744
SIGMAR1	RADX	10	-0.00556967128319568	-0.0051646776180962
SIGMAR1	ZNF766	10	-0.00557117373741191	0.00186266108165811
SIGMAR1	COX4I2	10	-0.00557228716208381	-0.00806286509353106
SIGMAR1	TBC1D3B	10	-0.00557237513316095	7.85998611940106e-05
SIGMAR1	ADAM32	10	-0.00557358461168838	-0.00705209476789519
SIGMAR1	IGHV1-46	10	-0.00557530684207175	-0.00227593018060544
SIGMAR1	IRF2BP1	10	-0.00557611599255659	-0.00765468383391587
SIGMAR1	GIMAP8	10	-0.0055761960520812	-0.0105361106461341
SIGMAR1	PTRHD1	10	-0.00557687095851602	-0.012051198008756
SIGMAR1	FGGY	10	-0.0055770854952907	-0.00746164973720317
SIGMAR1	FOXC2	10	-0.0055775016411395	-0.00625325104617229
SIGMAR1	VEZT	10	-0.0055854705469323	0.00107978418566657
SIGMAR1	PLEKHA4	10	-0.00558623589717247	-0.0154404771528512
SIGMAR1	GPRIN3	10	-0.00558795515998102	-0.00428848533322084
SIGMAR1	NDUFS1	10	-0.00559097031584468	-0.00694518517902521
SIGMAR1	GLCE	10	-0.00559109648992437	-0.014240480399005
SIGMAR1	TMPO	10	-0.00559185985727252	0.00670333915665326
SIGMAR1	DRD4	10	-0.00559541095530289	-0.0109383741524717
SIGMAR1	ACAD9	10	-0.00559544432213243	-0.0046483218930913
SIGMAR1	PABPC5	10	-0.00559583845095688	-0.00580172263861877
SIGMAR1	SLC16A3	10	-0.00559736237623458	-0.0204547089509698
SIGMAR1	TMEM70	10	-0.00559902009343077	-0.00298711826595523
SIGMAR1	GFI1	10	-0.00559969363766323	-0.00710474311855318
SIGMAR1	ZNF441	10	-0.00560046116909148	-0.0120575487041727
SIGMAR1	PDZD4	10	-0.00560437662709966	-0.00786527490017568
SIGMAR1	UBXN1	10	-0.0056106623657126	-0.00900852802863366
SIGMAR1	CDC5L	10	-0.00561150588885188	-0.0262711127828232
SIGMAR1	GAN	10	-0.00561156055389393	-0.0109253380339046
SIGMAR1	CSNK1G3	10	-0.00562411520424236	-0.00578875370172052
SIGMAR1	GPR87	10	-0.00562666500536562	-0.0033399852796233
SIGMAR1	TMC8	10	-0.00562725029092389	-0.00327957841795446
SIGMAR1	BLOC1S3	10	-0.00562800166878983	0.00329692803788854
SIGMAR1	ZNF790	10	-0.00562895084213311	-0.00874593557574341
SIGMAR1	TEPSIN	10	-0.00562915784692627	-0.0131400826492712
SIGMAR1	KCNK3	10	-0.00563297629933172	-0.0037940790898143
SIGMAR1	KCTD6	10	-0.00563904626171006	-0.0158628610775282
SIGMAR1	C1orf43	10	-0.00564414036847802	-0.00345804399784355
SIGMAR1	MAB21L4	10	-0.00564742734541215	-0.00896216434933442
SIGMAR1	EDARADD	10	-0.00564786195777678	-0.00497365250039208
SIGMAR1	UROS	10	-0.00564904407378022	-0.0174637849203268
SIGMAR1	FAM227B	10	-0.00565111599037372	-0.0048376136989535
SIGMAR1	PDIK1L	10	-0.00565283026346221	-0.00858653294859985
SIGMAR1	AXIN1	10	-0.00565894473662575	-0.000761950912944752
SIGMAR1	SEZ6L	10	-0.00565999863065808	-0.00231813098303783
SIGMAR1	PCDHA4	10	-0.00566029103721917	-0.00274660344001214
SIGMAR1	CCM2L	10	-0.00566062833353604	-0.00644221026195513
SIGMAR1	RUNDC1	10	-0.00566134388833809	-0.00616408218217736
SIGMAR1	ALDH4A1	10	-0.00566134980771804	-0.00490210469997063
SIGMAR1	CDC6	10	-0.0056656909100701	-0.00467324973788589
SIGMAR1	KRT15	10	-0.00566661688639503	-0.0194373807544733
SIGMAR1	C5orf24	10	-0.00566922672876145	-0.0216898520784686
SIGMAR1	TAZ	10	-0.0056711981160416	-0.00140237364839889
SIGMAR1	SIKE1	10	-0.00567170272466625	-0.0245807241990974
SIGMAR1	TMBIM6	10	-0.00567198519695779	-0.00365749790767195
SIGMAR1	ACSL3	10	-0.00567582085127055	-0.00676488096557863
SIGMAR1	DCAF13	10	-0.00567899506602533	-0.00718195884728086
SIGMAR1	OAZ3	10	-0.00567918174743798	-0.00491683470754686
SIGMAR1	ABCG2	10	-0.00568003299874142	-0.00648626245241473
SIGMAR1	C21orf58	10	-0.00568117139350879	4.70435393439741e-05
SIGMAR1	NKAPL	10	-0.00568295093931552	-0.00491447337204864
SIGMAR1	ZBTB20	10	-0.00568372153676947	-0.0179565279215844
SIGMAR1	PEX16	10	-0.00568508094041841	-0.0139569222911957
SIGMAR1	NFX1	10	-0.00569054314100655	-0.0195746455559998
SIGMAR1	SST	10	-0.00569155610050465	-0.00518783868837365
SIGMAR1	LONRF2	10	-0.00569195561389729	-0.00720121990782378
SIGMAR1	TADA2B	10	-0.00569362599813657	0.0120732958716545
SIGMAR1	TEN1	10	-0.00569542923178357	-0.0199897035056051
SIGMAR1	PHACTR1	10	-0.00569597375186813	-0.00436389709976195
SIGMAR1	CLDN6	10	-0.00569883722556681	-0.00359861357416433
SIGMAR1	RSL24D1	10	-0.0056994125088072	-0.00906801745201954
SIGMAR1	CDHR5	10	-0.0057007555939322	-0.00681448809159707
SIGMAR1	PPM1A	10	-0.00570258153337965	-0.0086229886106331
SIGMAR1	PPBP	10	-0.00570517588026823	-0.000460991740196825
SIGMAR1	SLC26A10	10	-0.0057058318540519	-0.0111383575500784
SIGMAR1	RXRB	10	-0.00570792057137658	-0.00662571511718155
SIGMAR1	FKBP15	10	-0.00570805415515573	-0.010733728359192
SIGMAR1	DAPK2	10	-0.00570939995915381	-0.00831656631541125
SIGMAR1	NXNL2	10	-0.0057141928279242	-0.00407201771537763
SIGMAR1	ASF1A	10	-0.00572361277788076	-0.0104178545158182
SIGMAR1	HAT1	10	-0.00572481703353048	-0.0042244256925775
SIGMAR1	GAB1	10	-0.00573335310710042	-0.0117587236309685
SIGMAR1	DAPP1	10	-0.00573336289953009	-0.00820771635562323
SIGMAR1	TNFRSF18	10	-0.00573656800117448	-0.00863345506132252
SIGMAR1	ENOSF1	10	-0.00573844917903433	-0.000830085012754025
SIGMAR1	ANKRD34A	10	-0.00574188156740146	-0.00662903469523296
SIGMAR1	DEF6	10	-0.00574216898552071	0.00762523793094381
SIGMAR1	TAS2R46	10	-0.00574560852787082	-0.00497416847390068
SIGMAR1	TRIM34	10	-0.00575053358949959	-0.0101006919282181
SIGMAR1	GOLGA1	10	-0.00575180434949555	-0.0125833150477608
SIGMAR1	PRKAR2B	10	-0.00575181467757429	0.00259304858155471
SIGMAR1	NUDT2	10	-0.00575387350996231	-0.0155631189393024
SIGMAR1	BARX2	10	-0.00575506017255669	-0.00435084883315009
SIGMAR1	ZNF101	10	-0.00575571152768247	-0.011348862523293
SIGMAR1	UBR1	10	-0.00575876804646846	-0.0106916300065673
SIGMAR1	CHM	10	-0.00575980756955382	-0.0126237807905639
SIGMAR1	TRAPPC10	10	-0.00575983109461467	-0.0024423633398998
SIGMAR1	FBXW5	10	-0.00576067856600056	0.00328005973449363
SIGMAR1	ZNF619	10	-0.00576504920607598	-0.0147266454441607
SIGMAR1	CRYBG2	10	-0.00576594730246762	-0.00326230019386181
SIGMAR1	ZNF200	10	-0.00577091950080937	-0.011985182770214
SIGMAR1	NES	10	-0.00577603902365925	-0.000249385316846349
SIGMAR1	TTC5	10	-0.00578346941143805	-0.00957804395147124
SIGMAR1	FMC1	10	-0.00578365046677247	-0.0154266052968327
SIGMAR1	HEBP1	10	-0.00578513648373015	-0.00734782623225838
SIGMAR1	ZNF689	10	-0.00578527978481352	-0.0162475469438545
SIGMAR1	SCML4	10	-0.00578703965456462	-0.00453337612383067
SIGMAR1	ZNF837	10	-0.00578710113733593	-0.00528838666118205
SIGMAR1	CD2	10	-0.00578729941415598	-0.00447883635203275
SIGMAR1	MELK	10	-0.00578784162904246	-0.00653246147492208
SIGMAR1	ZNF334	10	-0.00578946270808091	-0.00561675183157123
SIGMAR1	PLIN5	10	-0.00579352305892007	-0.00643449590946077
SIGMAR1	DUSP11	10	-0.00579519776062209	0.00965903439722775
SIGMAR1	NRK	10	-0.00579558184704757	-0.00769933746228699
SIGMAR1	SLC7A11	10	-0.00579758160179408	-0.0210680348849895
SIGMAR1	AASS	10	-0.00580031083882905	-0.00877818306615948
SIGMAR1	ZNF692	10	-0.0058018378653816	-0.00625503100296312
SIGMAR1	ILK	10	-0.00580291882139096	-0.0147015987608519
SIGMAR1	AMDHD1	10	-0.00580385419737308	-0.00245793977462669
SIGMAR1	PLA2G7	10	-0.00580448648337356	-0.00134290986799355
SIGMAR1	F10	10	-0.00580807583334371	-0.00763549079160906
SIGMAR1	HIST1H3G	10	-0.00580941129420619	-0.0133160868556364
SIGMAR1	UBE2E1	10	-0.00581191327749098	-0.0145554561458761
SIGMAR1	CERK	10	-0.00581249454660123	-0.0183787618155879
SIGMAR1	PARD6A	10	-0.00581298552954571	-0.00837132176933184
SIGMAR1	ZNF555	10	-0.00582397166604352	-0.00738454786502229
SIGMAR1	SCART1	10	-0.00582435580716202	-0.0120428057116056
SIGMAR1	IQCA1	10	-0.00583167557167811	-0.00329563901624438
SIGMAR1	C7orf26	10	-0.00583202745797666	-0.00100839498539858
SIGMAR1	USP4	10	-0.00583360022498562	-0.0255038743445843
SIGMAR1	SLC4A1AP	10	-0.00583549874733333	0.00746016216288047
SIGMAR1	PHGR1	10	-0.00583638392608881	-0.00490024500106066
SIGMAR1	PHF6	10	-0.00584140772579393	-0.0087465311164885
SIGMAR1	SPIN2B	10	-0.00584818198380515	-0.00902698479179637
SIGMAR1	KLHL15	10	-0.00585111809899505	-0.0097725134586481
SIGMAR1	PCDHGA3	10	-0.00585438221292745	-0.00752799377708446
SIGMAR1	CCDC88C	10	-0.00585701127468671	-0.0269441741348944
SIGMAR1	HLA-DMB	10	-0.00586941646139707	0.0112991066823542
SIGMAR1	TMEM176A	10	-0.00587360889650626	-0.0118425701455461
SIGMAR1	IPP	10	-0.00587367250743212	-0.0092387042797172
SIGMAR1	FAM50A	10	-0.00587622934630552	0.0111658420896194
SIGMAR1	ADTRP	10	-0.00587715871342588	-0.00864715406960149
SIGMAR1	SH2B3	10	-0.00587747212923654	-0.00888941222814453
SIGMAR1	FBXO4	10	-0.00588918021588371	-0.00539153634026596
SIGMAR1	MILR1	10	-0.00589038752568648	-0.0124271747571559
SIGMAR1	ELMO3	10	-0.00589135571762624	0.000544598266922946
SIGMAR1	CHADL	10	-0.00589841202515297	-0.00789894236226313
SIGMAR1	NAP1L2	10	-0.00590290486794389	-0.00415505898379515
SIGMAR1	TBKBP1	10	-0.0059041870374151	-0.0112020605450495
SIGMAR1	NDEL1	10	-0.00590762797853001	-0.0150299294544687
SIGMAR1	ADHFE1	10	-0.00590876307554749	-0.00604323668872534
SIGMAR1	PPP2R2C	10	-0.00591383915118242	-0.00777840569076199
SIGMAR1	ZCCHC9	10	-0.00591391151735807	-0.0163058863522754
SIGMAR1	FSIP1	10	-0.00591791550464538	-0.00438878175890555
SIGMAR1	SUCO	10	-0.00592171528412341	-0.0205514598462903
SIGMAR1	C18orf54	10	-0.00593097801366899	-0.00880111366561801
SIGMAR1	KIF7	10	-0.00593578165722375	-0.00522391018086584
SIGMAR1	CD163L1	10	-0.00593608149400647	-0.00494486478691014
SIGMAR1	CUX1	10	-0.00593775651759633	-0.000418737291124197
SIGMAR1	ELF4	10	-0.00594123557479724	-0.00985753461084683
SIGMAR1	ITGA6	10	-0.00594567392370207	-0.00666534344242138
SIGMAR1	TXNL4B	10	-0.0059501340396521	-0.00853887868363303
SIGMAR1	SPINT1	10	-0.00595246960244853	-0.0124969982624107
SIGMAR1	RGMA	10	-0.00595626729990169	-0.00583927991315315
SIGMAR1	TLR3	10	-0.00595666608729911	-0.00952303442794828
SIGMAR1	ICAM2	10	-0.00596155344217501	0.00030290965810997
SIGMAR1	PASK	10	-0.00596194615416212	-0.0101318339911169
SIGMAR1	METRNL	10	-0.0059642359746685	-0.0252993849159714
SIGMAR1	CFH	10	-0.00596719366772414	-0.00259316492222231
SIGMAR1	FAM229A	10	-0.00596778095605184	-0.010094104402846
SIGMAR1	KDM4B	10	-0.00597280659815363	-0.0180869094449181
SIGMAR1	DRP2	10	-0.0059738205073034	-0.0040186798443729
SIGMAR1	MAST1	10	-0.00597883493299762	-0.00357248812485976
SIGMAR1	ARHGAP9	10	-0.00597927562103811	-0.0140866305538451
SIGMAR1	PRELID2	10	-0.00598112551120611	-0.00723462329285189
SIGMAR1	C5orf30	10	-0.00598166960139789	-0.00867416805101897
SIGMAR1	PCBD1	10	-0.00598205704417577	-0.0110012689774974
SIGMAR1	TMEM203	10	-0.00598816139176886	-0.0106420478675039
SIGMAR1	GDAP1	10	-0.00599109325681635	-0.0147240906096262
SIGMAR1	SNAPC2	10	-0.00599480700164069	-0.017978599773695
SIGMAR1	TEFM	10	-0.00599553946917664	-0.013705780991382
SIGMAR1	STAC3	10	-0.00600017417124811	-0.0104862057548529
SIGMAR1	HMCES	10	-0.00600078089271585	-0.00415922066920557
SIGMAR1	RAPGEFL1	10	-0.00600206873485155	0.0118216892824886
SIGMAR1	BATF	10	-0.0060032574329973	-0.0134370357472459
SIGMAR1	CYP11A1	10	-0.00600366123978509	0
SIGMAR1	MPP7	10	-0.00600395665973316	-0.00815696061796058
SIGMAR1	ELFN2	10	-0.00600744049386794	-0.00714070807193311
SIGMAR1	GFOD1	10	-0.00601359309365539	-0.0147874203346934
SIGMAR1	MAP3K11	10	-0.00601376064767839	-0.0111825297524989
SIGMAR1	ANKRD28	10	-0.00601561476330048	-0.00744460181608414
SIGMAR1	ANXA7	10	-0.00601619553413393	-0.0165798394627755
SIGMAR1	SLC24A2	10	-0.00602568370046031	-0.00678814401342669
SIGMAR1	PLA2R1	10	-0.0060257263667727	-0.0054316978401899
SIGMAR1	NFASC	10	-0.00602605253231673	-0.0102849212772918
SIGMAR1	CEP131	10	-0.00602613644105614	0.00212553805850696
SIGMAR1	NRG1	10	-0.00602621865713744	-0.00862121703806493
SIGMAR1	CNOT11	10	-0.00602651509745264	-0.00738384644495902
SIGMAR1	COX7A1	10	-0.00602810531817496	-0.0156769912685481
SIGMAR1	ACOT4	10	-0.00602903256107868	-0.00917338086862296
SIGMAR1	PRR26	10	-0.00603147825916331	-0.00546274008525728
SIGMAR1	AOC3	10	-0.00603484057505673	-0.00368234356660064
SIGMAR1	NEURL2	10	-0.00603787138216399	-0.0049815871551293
SIGMAR1	FAM161B	10	-0.00603949682846969	-0.00717035733567948
SIGMAR1	TPST1	10	-0.00604156758488471	-0.000743846629844835
SIGMAR1	KANSL2	10	-0.00604368958376378	-0.00376832072922567
SIGMAR1	PARVB	10	-0.00604761511491118	-0.0125545412489858
SIGMAR1	PURG	10	-0.00604761836441209	-0.00768035754202974
SIGMAR1	CUZD1	10	-0.00604793188237859	-0.00294082168703347
SIGMAR1	ZNF326	10	-0.00604883334508963	-0.00941117441601419
SIGMAR1	NFKB2	10	-0.00604972898658492	-0.0183181587407182
SIGMAR1	C9orf40	10	-0.00605376242685401	-0.0092211259892567
SIGMAR1	PLAT	10	-0.00605953549648735	-0.015361459463986
SIGMAR1	REEP6	10	-0.00606536546284421	-0.00598976592855928
SIGMAR1	UGT2B15	10	-0.00607248929491847	-0.00468082437869275
SIGMAR1	METTL17	10	-0.00607600823258707	-0.00279660447543728
SIGMAR1	HHLA2	10	-0.00607840042666342	-0.00412585085256374
SIGMAR1	TMEM205	10	-0.00608343413385771	-0.00266492967016856
SIGMAR1	RPA4	10	-0.00608519944295336	-0.00810343302780226
SIGMAR1	DLGAP5	10	-0.00608734569938544	-0.0111376520870669
SIGMAR1	KLHL26	10	-0.0060877950340595	-0.00729021678566242
SIGMAR1	RAB36	10	-0.0060914261854829	-0.0114265314580515
SIGMAR1	TMEM220	10	-0.00609415709874942	-0.00929913837676927
SIGMAR1	GJB5	10	-0.00609606287008655	-0.00651353920033023
SIGMAR1	SRBD1	10	-0.00609614843938495	-0.0147027578875303
SIGMAR1	CC2D1A	10	-0.00610028145642533	-0.00229497714937953
SIGMAR1	NOVA1	10	-0.0061006427354161	-0.00652123169868203
SIGMAR1	UBOX5	10	-0.0061078096742026	-0.0122823320940931
SIGMAR1	TTC7A	10	-0.00611058312374714	-0.0253697960112974
SIGMAR1	CIB2	10	-0.00611512100768286	-0.00845109543174625
SIGMAR1	STK19	10	-0.00611756064085304	-0.00301314887330034
SIGMAR1	SAXO2	10	-0.00612326734093469	-0.0062643834236121
SIGMAR1	INAVA	10	-0.00612469761743109	0.0200912507792478
SIGMAR1	EXPH5	10	-0.0061267617454946	-0.010174730832774
SIGMAR1	RBKS	10	-0.0061276364098756	-0.00618734675134392
SIGMAR1	NET1	10	-0.00613832209280915	-0.00177118694759439
SIGMAR1	ENTPD7	10	-0.00613858770139952	-0.00793868055993256
SIGMAR1	WFDC10B	10	-0.00614016867319218	-0.0051572820405488
SIGMAR1	TNFSF10	10	-0.00614024322044678	0.00391763112302641
SIGMAR1	POLR2L	10	-0.00614542485074265	0.0112133757696088
SIGMAR1	DNASE1L3	10	-0.00614583243835749	-0.00269672735615698
SIGMAR1	BOK	10	-0.00614689921201149	0.00657630992794082
SIGMAR1	GPN1	10	-0.00614714016362421	-0.00354815933768108
SIGMAR1	DTNB	10	-0.0061471634989927	-0.00785985283777926
SIGMAR1	KLHDC3	10	-0.00614758267028532	-0.00471393902327506
SIGMAR1	FOXP2	10	-0.0061477251953536	-0.0119213460293294
SIGMAR1	KLHL6	10	-0.00614983503667343	-0.00894865548238601
SIGMAR1	SFI1	10	-0.00615011891462825	-0.0148708171299586
SIGMAR1	SKA3	10	-0.00615016446586633	-0.0073232826380896
SIGMAR1	VNN2	10	-0.00615168326551296	-0.00497234212585792
SIGMAR1	C3orf67	10	-0.0061520877703698	-0.00565599205631833
SIGMAR1	COL4A4	10	-0.00615306794325143	-0.00774323049306419
SIGMAR1	PABPC4L	10	-0.00615860456644902	-0.00594012336409837
SIGMAR1	HIC2	10	-0.00615893023694318	-0.00693770060796072
SIGMAR1	ADORA2B	10	-0.00616026436302669	-0.00763012232016034
SIGMAR1	ADCYAP1	10	-0.00616076333607162	-0.00546351940395587
SIGMAR1	PLCXD2	10	-0.00616077683418122	-0.0119222676932613
SIGMAR1	SCN9A	10	-0.00616403305509263	-0.0136543519107778
SIGMAR1	ALDOB	10	-0.00616634675276634	-0.00498832458805784
SIGMAR1	ARHGEF33	10	-0.00616704287270527	-0.0052634236734851
SIGMAR1	RABL6	10	-0.00616831460793918	-0.0207692593647764
SIGMAR1	KDELR1	10	-0.00617308987211344	-0.037730662907845
SIGMAR1	FHIT	10	-0.00617316214544203	-0.00566454168627634
SIGMAR1	NECAB2	10	-0.00617508434405536	-0.00368073882309092
SIGMAR1	YBEY	10	-0.00617554314530288	-0.00951986031800404
SIGMAR1	HYAL3	10	-0.00617597848325565	-0.00537245153507927
SIGMAR1	SH3RF2	10	-0.00617743189697305	0.00760689739874653
SIGMAR1	ACTR3C	10	-0.00618223802683832	0.00203409559299339
SIGMAR1	TLR8	10	-0.00618239228421861	-0.00799130363063305
SIGMAR1	FLRT3	10	-0.00618239599547752	-0.00547981925261795
SIGMAR1	GATB	10	-0.00618486874544265	-0.010611614661771
SIGMAR1	LEF1	10	-0.00619136519235246	-0.0121128490995822
