pathway	pval	padj	log2err	ES	NES	size	leadingEdge	target_gene
HALLMARK_ANDROGEN_RESPONSE	0.00511134537286195	0.0208713269391863	0.407017918923954	-0.542232632087111	-1.39641822612166	94	PDLIM5;IDI1;MYL12A;UBE2I;INPP4B;NDRG1;PMEPA1;DHCR24;ACTN1;ITGAV;SLC38A2;ELL2;AKT1;SRF;DNAJB9;PA2G4;TPD52;MAF;ALDH1A3;GUCY1A1;AZGP1;SEC24D;PIAS1;CCND3;FKBP5;ZBTB10;SRP19;DBI;TMPRSS2;GNAI3;CDK6;SELENOP;PGM3;INSIG1;FADS1;MAP7;UBE2J1	SIGMAR1
HALLMARK_HYPOXIA	0.00499497229034277	0.0208713269391863	0.407017918923954	-0.490386942058361	-1.29869887168224	190	VEGFA;PGK1;COL5A1;BHLHE40;GPI;SERPINE1;DUSP1;FOS;CCN2;NDRG1;PNRC1;ERRFI1;PFKFB3;CXCR4;PLAUR;WSB1;ISG20;NAGK;ANGPTL4;CASP6;BNIP3L;KLF6;HDLBP;TPD52;CAVIN3;TGM2;UGP2;FOSL2;JMJD6;HMOX1;GAA;PAM;TGFB3;JUN;HK1;PFKP;SLC2A3;RORA;SLC2A1;CCN1;PFKL;IER3;CITED2;LOX;CHST3;TNFAIP3;KLF7;IGFBP3;ETS1;KLHL24;FBP1;SDC3;GRHPR;CDKN1A;SRPX;GLRX;DTNA;PPP1R3C;CHST2;CAV1;SELENBP1;ZFP36;F3;HAS1;ATF3	SIGMAR1
HALLMARK_ANGIOGENESIS	0.00581147010463853	0.0219047719328683	0.407017918923954	-0.637247074791433	-1.48282706678148	33	VEGFA;LUM;POSTN;OLR1;VCAN;ITGAV;SPP1;COL3A1;COL5A2;NRP1;PTK2;TIMP1	SIGMAR1
HALLMARK_MYOGENESIS	0.00897347652191341	0.0274812718483598	0.380730400722792	-0.483456704064872	-1.27923315430193	187	TAGLN;EIF4A2;COL1A1;BHLHE40;SPARC;GABARAPL2;ACSL1;ITGB5;SORBS3;TGFB1;ERBB3;COL3A1;COL6A2;RIT1;AGRN;SSPN;KLF5;MRAS;MYL6B;GAA;SIRT2;PLXNB2;SMTN;PDLIM7;MEF2A;ADAM12;IGFBP3;IGFBP7;MAPRE3;NOTCH1;CKB;CRAT;SYNGR2;SH2B1;HBEGF;SPEG;CDKN1A;EFS;ADCY9;PTP4A3;DTNA;PPP1R3C;TEAD4;FOXO4;AEBP1;NCAM1;WWTR1;PFKM;KIFC3;NAV2;CRYAB;IFRD1;DMPK;ITGA7;ACHE;ITGB1;BAG1;DMD;PTGIS;SPHK1;SORBS1;NQO1;LSP1;SCD	SIGMAR1
HALLMARK_MTORC1_SIGNALING	0.00806861062509841	0.0274812718483598	0.380730400722792	-0.483912418410491	-1.27766516949269	171	PGK1;BHLHE40;GPI;IFI30;IDI1;CYB5B;ATP2A2;DHCR24;PSMD13;CXCR4;ACTR3;EDEM1;ADD3;M6PR;GMPS;SERP1;G6PD;PSMA3;RIT1;UCHL5;HSPA4;DDX39A;HPRT1;USO1;SLC2A3;PITPNB;PSMB5;DHCR7;SLC2A1;PFKL;HSPA9;TFRC;BCAT1;NIBAN1;TBK1;RPN1;CD9;NMT1;STARD4;PSMG1;RPA1;ACLY;CDKN1A;EBP;MAP2K3;GOT1;GLRX;LGMN;GTF2H1;SC5D;SLA;HSPD1;PNO1;INSIG1;COPS5;FADS1;IFRD1;SKAP2;RRP9;ADIPOR2;TXNRD1;NFIL3;PSME3;UFM1;LDLR;GCLC;UNG;GSK3B;PSPH;HK2;YKT6;FDXR;SEC11A;SCD;CANX;PSMD12;SQLE;TUBA4A;TMEM97;LTA4H;SLC1A4;GGA2;NFKBIB;ELOVL5;CYP51A1;HSP90B1;CORO1A;CTH	SIGMAR1
HALLMARK_MITOTIC_SPINDLE	0.00883156816092204	0.0274812718483598	0.380730400722792	-0.477628091435497	-1.26454175470444	192	PDLIM5;CAPZB;DST;SSH2;MARCKS;NOTCH2;ARHGEF12;SEPTIN9;ABR;ARHGAP5;ARHGDIA;PALLD;TPX2;DYNLL2;TBCD;BCAR1;PAFAH1B1;CDC42EP1;CDC42BPA;RASA1;ACTN4;KIF3B;NEDD9;FARP1;ARL8A;ALMS1;VCL;DYNC1H1;RHOF;MYO9B;CLASP1;CCDC88A;RANBP9;FGD6;BCL2L11;SUN2;DOCK2;ABL1;NUMA1;KIF1B;KIF5B;EZR;KIFAP3;TOP2A;TUBGCP5;STAU1;UXT;TAOK2;NIN;NCK1;DOCK4;CEP57;HDAC6;PCM1;CNTRL;FLNA;WASF1;MARK4;CSNK1D;KNTC1;RALBP1;CYTH2;ATG4B;FGD4;CDC42EP2;CCNB2;SOS1;ARHGEF7;KPTN;PXN;KATNB1;MYO1E;NCK2;HOOK3;TUBGCP6;SMC3;BCR;TUBGCP3	SIGMAR1
HALLMARK_COMPLEMENT	0.0103307792565805	0.0297769519748496	0.380730400722792	-0.481213545963725	-1.27332397864905	188	FN1;ANXA5;TIMP2;GNAI2;SERPINE1;OLR1;PPP2CB;CFB;GRB2;PLAUR;SERPINA1;DUSP6;APOC1;C1QC;SRC;CASP4;S100A13;HSPA1A;PDP1;RHOG;CTSD;IRF2;CD46;DYRK2;USP14;FDX1;PPP4C;TIMP1;CPQ;C1S;TNFAIP3;NOTCH4;LAMP2;CASP9;C4BPB;MSRB1;RASGRP1;GNB4;CTSL;RABIF;CTSS;IRF7;KIF2A;DOCK4;VCPIP1;CTSH;GNAI3;PRCP;FCER1G;LGMN;LYN;CALM3;ATOX1;PIK3R5;SIRT6;CBLB;PSEN1;F3;PREP;F5;DOCK9;CCL5;CTSO;GNG2	SIGMAR1
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.0142883248365976	0.0368488377364884	0.380730400722792	-0.534040394930591	-1.36367889280114	83	TNFRSF12A;GRB2;TGFB1;STAT1;IFNAR1;IL15RA;HMOX1;JUN;IL1R1;SOCS3;FAS;IL4R;IL10RB;ITGB3;PDGFC;STAT2;IRF9;CD9;TLR2;IL3RA;PIK3R5;A2M;STAT3;CD14;STAM2;CSF2RB;CXCL3;CSF3R;IL2RA;IL13RA1;TNFRSF1A;SOCS1;TYK2;CSF1	SIGMAR1
HALLMARK_KRAS_SIGNALING_UP	0.0141295656717465	0.0368488377364884	0.380730400722792	-0.473614756164292	-1.25498892301254	196	MMP11;INHBA;ITGA2;TSPAN1;RGS16;CFB;CXCR4;SPP1;SPON1;PLAUR;WDR33;DUSP6;TRIB2;MALL;ANGPTL4;GYPC;ALDH1A3;PLAU;GUCY1A1;TFPI;NRP1;CCL20;MPZL2;MMP9;PSMB8;EPB41L3;SERPINA3;EREG;PLEK2;GALNT3;DOCK2;TNFAIP3;CCSER2;CD37;IGFBP3;CTSS;ETS1;G0S2;PECAM1;KLF4;CCND2;NIN;HBEGF;MMD;PTBP2;FCER1G;GLRX;ANXA10;ENG;ID2;SATB1;IL33;MAP7;ST6GAL1;CAB39L;ADGRA2;AKAP12;MAP4K1;TRIB1;GFPT2;BIRC3;HKDC1;SPRY2;ADAM8;PCSK1N;ZNF639;ANO1;FLT4;ACE;IL7R;ADAM17;SEMA3B;CA2;GPNMB;ATG10	SIGMAR1
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.0159812198439092	0.0391539886175776	0.352487857583619	-0.54494818689677	-1.37491588275602	68	ANXA5;ANTXR2;IDI1;PNRC1;TNFRSF12A;ERRFI1;PLAUR;MAL2;CTNNB1;S100A11;DHCR7;MVD;PPARG;NIBAN1;CD9;STARD4;EBP;LGMN;ATF5;NSDHL;SC5D;JAG1;ATF3;CPEB2;NFIL3;ACAT2;LDLR;SREBF2;ATXN2;SCD;ECH1;ABCA2;GPX8;SEMA3B;SQLE;FDPS;TMEM97	SIGMAR1
HALLMARK_NOTCH_SIGNALING	0.0187726329398838	0.0418117733661048	0.352487857583619	-0.631075969515372	-1.45241075949244	30	PSENEN;NOTCH2;PPARD;NOTCH3;RBX1;TCF7L2;LFNG;NOTCH1;DTX2;JAG1;FZD1;HEYL;ARRB1	SIGMAR1
HALLMARK_MYC_TARGETS_V1	0.0183202215482742	0.0418117733661048	0.352487857583619	-0.487820017346878	-1.28554193275253	160	PGK1;HNRNPR;SLC25A3;SRSF1;PSMA1;SSBP1;IMPDH2;APEX1;HNRNPC;CCT3;TFDP1;SRSF7;PA2G4;KPNB1;POLE3;XPOT;PRDX4;TCP1;LSM7;UBA2;NCBP1;PHB2;EIF4H;HNRNPU;EIF4E;ILF2;VBP1;GOT2;HPRT1;EIF4G2;CBX3;ORC2;HNRNPD;PTGES3;RUVBL2;MCM5;NME1;TRIM28;RSL1D1;NHP2;HDDC2;SNRPA;SRSF2;SRSF3;BUB3;PSMD7;SF3A1;CCT5;XPO1;PRDX3;GLO1;SF3B3;DHX15;DEK;PWP1;HSPD1;COPS5;NCBP2;IFRD1;CAD;RRP9;EIF3D;NOP16;PRPS2;NOP56;GNL3;PCBP1;CDK4;ODC1;SRM	SIGMAR1
