target,imp
Fibroblasts,8.71232920870708
Monocytes,8.848314769583338
B_cells,9.779495665972087
TAM,9.620873846830198
Hepatocytes,8.803079767743357
Endothelial_cells,9.02567502425214
PVL,9.103148040708655
Normal_Epithelial_cells,8.612753311855464
T_NK_cells,8.263538170263582
Tumor_Epithelial_cells,8.4905103284012
