target_gene	gene	n_sections_tested	n_sections_delta_gt_0	n_sections_delta_lt_0	mean_delta	median_delta	wilcox_p	wilcox_fdr
KCNMB4	SERPING1	9	5	4	0.065581743482241	0.0703809614930632	0.236136970221653	0.54329817967916
KCNMB4	CALD1	9	7	2	0.0653309108636586	0.0454420132906819	0.0755605675259413	0.395472802882484
KCNMB4	CD74	9	7	2	0.0647373599150345	0.0698951486854316	0.123534253752569	0.419580149267897
KCNMB4	CRISPLD2	9	7	2	0.0639339740298531	0.0890307920477184	0.0972010883062347	0.417767604563038
KCNMB4	NISCH	9	6	3	0.0638398114823567	0.0292548515585492	0.155131568727114	0.471046619684586
KCNMB4	LRP1	9	5	4	0.0630465738570958	0.00415835450367796	0.343252562436031	0.665294169186646
KCNMB4	FBN1	9	6	3	0.061901994950351	0.108130889273364	0.192517572436471	0.484184876100463
KCNMB4	APOD	9	7	2	0.0608412609930871	0.0198918130658623	0.192517572436471	0.484184876100463
KCNMB4	C7	9	4	5	0.0590550138560912	-0.0101528671907777	0.47719661998877	0.743051178206713
KCNMB4	MXRA7	9	7	2	0.0576452216283178	0.0593411273272538	0.0972010883062347	0.417767604563038
KCNMB4	HLA-DPA1	9	6	3	0.0575297724235571	0.0707165091446673	0.236136970221653	0.54329817967916
KCNMB4	MMP11	9	6	3	0.0570681909757055	0.044840662223382	0.286320596793059	0.600141686834985
KCNMB4	CIAO2B	9	5	4	0.0569784948141856	0.0488114155489802	0.192517572436471	0.484184876100463
KCNMB4	TAGLN	9	7	2	0.0554205188859494	0.063731495383891	0.155131568727114	0.471046619684586
KCNN3	KCNN3	10	10	0	0.789488954132147	0.769210877434245	0.00592153702414871	0.370929933300454
KCNN3	A2M	10	9	1	0.213615054491217	0.187668703519185	0.0108269212771313	0.370929933300454
KCNN3	IGKC	10	8	2	0.20908671216588	0.237456765622368	0.0323129112432441	0.457971366878376
KCNN3	SPARCL1	10	8	2	0.178086855488767	0.101705917871455	0.0249324556028631	0.425309783588022
KCNN3	C11orf96	10	8	2	0.170207194592891	0.177559914867947	0.0144328239388418	0.370929933300454
KCNN3	COL4A1	10	9	1	0.168361350424573	0.17307292370319	0.00804523748656169	0.370929933300454
KCNN3	ADAMTS1	10	8	2	0.15278326129317	0.0525320729399376	0.0323129112432441	0.457971366878376
KCNN3	MCAM	10	8	2	0.152778116502203	0.113095599825631	0.0323129112432441	0.457971366878376
KCNN3	MAP1B	10	9	1	0.149311650601651	0.167529135719269	0.00804523748656169	0.370929933300454
KCNN3	IGFBP7	10	7	3	0.148722373152171	0.0841201395423785	0.0414910873877316	0.483151704231589
KCNN3	CLU	10	8	2	0.14302904634548	0.124680777667064	0.0414910873877316	0.483151704231589
KCNN3	PECAM1	10	10	0	0.140035060418925	0.0985232839395129	0.00592153702414871	0.370929933300454
KCNN3	JCHAIN	10	8	2	0.138978234881964	0.0860253231492144	0.0249324556028631	0.425309783588022
KCNN3	AQP1	10	10	0	0.136873341934236	0.152484195622016	0.00592153702414871	0.370929933300454
KCNN3	COL4A2	10	9	1	0.135923585823863	0.160748269502474	0.0249324556028631	0.425309783588022
KCNN3	C7	10	8	2	0.133698665406379	0.0967446365595339	0.0249324556028631	0.425309783588022
KCNN3	ACTG2	10	6	4	0.132121231683206	0.0549325663720319	0.126278928554698	0.574807232136364
KCNN3	CEBPD	10	8	2	0.131486726678632	0.120667232382629	0.0249324556028631	0.425309783588022
KCNN3	IGHG1	10	7	3	0.130948371958729	0.0496007979797122	0.0527870006322246	0.52946188484333
KCNN3	COL15A1	10	9	1	0.125957314490799	0.120751392267654	0.00804523748656169	0.370929933300454
KCNN3	HLA-E	10	8	2	0.125367039311007	0.148728918475943	0.0249324556028631	0.425309783588022
KCNN3	GNAI2	10	8	2	0.125223745849348	0.129221039977671	0.0144328239388418	0.370929933300454
KCNN3	IGHG2	10	6	3	0.124808413879123	0.069579301427526	0.0755605675259413	0.52946188484333
KCNN3	IGFBP4	10	7	3	0.120472002393193	0.150493391003832	0.0665457213437161	0.52946188484333
KCNN3	ADIRF	10	8	2	0.118793326268515	0.0993114177110191	0.0323129112432441	0.457971366878376
KCNN3	CYB5R3	10	8	2	0.114592723615791	0.117632700948447	0.0323129112432441	0.457971366878376
KCNN3	HSPG2	10	8	2	0.114342285203956	0.0898978495470378	0.0414910873877316	0.483151704231589
KCNN3	IGHM	10	8	2	0.113973600039921	0.0609129529315341	0.0527870006322246	0.52946188484333
KCNN3	APOD	10	8	2	0.111721593810485	0.075869695982276	0.0249324556028631	0.425309783588022
KCNN3	MYL9	10	6	4	0.109370102178011	0.0772479476459736	0.358951435852626	0.786505613895344
KCNN4	KCNN4	10	10	0	0.994892557071899	1.02371076198873	0.00592153702414871	0.435522904444153
KCNN4	LCN2	10	8	2	0.173206796163738	0.0881746225987683	0.0323129112432441	0.513958086545659
KCNN4	PIGR	10	7	3	0.168588781592001	0.0640105087352959	0.0831311427008039	0.563775516315722
