gene	baseMean	log2FC	lfcSE	stat	pvalue	padj
SPATA13	7.10125612012131	1.27920014610209	0.162865865102238	7.8543170804949	4.01956225757687e-15	6.17115276041607e-14
TNFRSF1B	6.55758907003386	-1.63574786336333	0.208356804992524	-7.85070525256916	4.13704203357834e-15	6.34379957032304e-14
PMEPA1	61.9335616247786	-1.04165373517487	0.132695812461285	-7.84993675274252	4.16247132385717e-15	6.37504710037348e-14
MPG	33.1414751168622	-0.644202589545885	0.0820786277239862	-7.84860331379086	4.20695982649817e-15	6.43537369823114e-14
PUF60	25.8298892484293	-0.805265483203622	0.102606721030159	-7.84807734930863	4.22463641654642e-15	6.45458977927552e-14
ZEB1	30.1974769469303	1.01970823061332	0.129961312013202	7.84624450782504	4.28680772956687e-15	6.53981540272799e-14
RHOC	116.148314474478	-0.734615058749353	0.0936277151287604	-7.84612822964954	4.29078221351726e-15	6.53981540272799e-14
ACYP2	9.41125184070823	-1.21493858677565	0.154875744405858	-7.84460208043848	4.34328474660555e-15	6.61185205092425e-14
PDE1B	3.61447084735007	-2.07696067655326	0.264814306083239	-7.84308335630633	4.3961595627113e-15	6.68428116643574e-14
PTGER2	4.94788692600655	2.11869465748916	0.270294528533285	7.8384666866398	4.5608118458068e-15	6.9262870630664e-14
