target,imp
Fibroblasts,4.159843682986395
Monocytes,3.7032426732486288
B_cells,4.014882461895753
TAM,4.035033164180953
Hepatocytes,4.0390113208395215
Endothelial_cells,4.012044864321598
PVL,3.3351645145324396
Normal_Epithelial_cells,4.123958021298592
T_NK_cells,4.04579166138741
Tumor_Epithelial_cells,3.765174065783924
