orig.ident	gene	positive_spots	combinedPval	adjustedPval	best_kernel	best_kernel_stat	best_kernel_pval	available_in_section	n_spots	n_genes_tested
IU_PDA_T4	KCNN3	32	0.612863739982246	1	cos2	2.8628127986947853	0.2361568063986209	TRUE	3621	17893
IU_PDA_T6	KCNN3	113	0.0035151581048824543	0.05181415936697756	projection	15.299513093184636	3.7105249705660093e-4	TRUE	3397	17893
IU_PDA_T8	KCNN3	56	0.0024700297395876536	0.037013192284189214	projection	16.549001081934232	2.2624601597764915e-4	TRUE	3779	17893
IU_PDA_T9	KCNN3	115	3.543356067226e-6	1.5625843925569057e-4	projection	28.977317422420207	3.211893705144747e-7	TRUE	3526	17893
IU_PDA_T1	KCNN4	123	2.3139557479789907e-5	4.425241362011108e-4	gaus2	23.937894690383786	2.6822258781811215e-6	TRUE	3530	17893
IU_PDA_T10	KCNN4	163	5.643405819736325e-4	0.011982224248386467	gaus1	16.605285180432187	1.6057962783300184e-4	TRUE	2714	17893
IU_PDA_T11	KCNN4	296	1.4949846950081043e-17	8.355946141563678e-16	projection	74.65185810023866	1.3590769954619136e-18	TRUE	2777	17893
IU_PDA_T12	KCNN4	832	1.0536521453101866e-47	3.5337267204316406e-46	gaus3	182.66146941884645	1.2078771903714851e-48	TRUE	3642	17893
IU_PDA_T2	KCNN4	730	6.358638097354461e-20	5.925514990321016e-18	projection	78.69982899469089	5.780630878001726e-21	TRUE	4118	17893
IU_PDA_T3	KCNN4	324	2.8942816734000705e-22	1.7005392683265237e-20	projection	96.77815786325237	2.6311651576364278e-23	TRUE	4354	17893
IU_PDA_T4	KCNN4	531	8.144618764040537e-39	5.506159966868253e-37	projection	160.7756877886527	7.404198876400491e-40	TRUE	3621	17893
IU_PDA_T6	KCNN4	506	4.337018704671175e-37	1.5232219719247143e-35	projection	150.21133901579825	3.942744276973795e-38	TRUE	3397	17893
IU_PDA_T8	KCNN4	772	4.365007612009199e-50	4.555901994362749e-48	projection	194.45149180354363	3.9681887381901804e-51	TRUE	3779	17893
IU_PDA_T9	KCNN4	269	2.8605932865533035e-4	0.008162643636608746	gaus2	19.02986822665535	3.6161685273983224e-5	TRUE	3526	17893
IU_PDA_T1	KCNQ4	26	0.16661904394709126	1	cos2	6.332988578670484	0.04130593958432127	TRUE	3530	17893
IU_PDA_T10	KCNQ4	16	0.22963119386238917	1	cos3	7.2295434485419285	0.026361172533195587	TRUE	2714	17893
IU_PDA_T11	KCNQ4	52	0.002529223808461545	0.04253906581633332	projection	16.4180955134162	2.3215597281434075e-4	TRUE	2777	17893
IU_PDA_T12	KCNQ4	189	6.670359931071346e-9	9.587285152366289e-8	gaus5	39.1059455557077	1.1986800252535022e-9	TRUE	3642	17893
IU_PDA_T2	KCNQ4	48	0.7415514151593532	1	projection	6.619982811930602	0.03515561267110301	TRUE	4118	17893
IU_PDA_T3	KCNQ4	72	0.005396817014999389	0.08566042161675134	projection	15.013376484471015	4.880415055917853e-4	TRUE	4354	17893
IU_PDA_T4	KCNQ4	258	1.1102230246251565e-15	2.985479683117279e-14	projection	69.08087584801463	9.986654145141657e-17	TRUE	3621	17893
IU_PDA_T6	KCNQ4	129	9.058112038218269e-9	1.5748729915328905e-7	projection	40.37522477016138	8.234647232068023e-10	TRUE	3397	17893
IU_PDA_T8	KCNQ4	78	0.002678551337685464	0.04005716743991773	projection	16.266940059316795	2.4672821899129893e-4	TRUE	3779	17893
IU_PDA_T9	KCNQ4	30	1.041873681519867e-4	0.003310336193940507	projection	23.59179776963663	9.630816344197157e-6	TRUE	3526	17893
IU_PDA_T1	KCNS3	371	3.708144902248023e-13	1.5420945041128534e-11	gaus2	55.68363191436876	4.275561511628198e-14	TRUE	3530	17893
IU_PDA_T10	KCNS3	145	2.986755287537335e-11	2.1009947982713762e-9	gaus3	48.64236849311575	7.248380970514817e-12	TRUE	2714	17893
IU_PDA_T11	KCNS3	370	3.5671985365581804e-9	9.981732129472064e-8	gaus5	36.90400940802151	7.919939050870495e-10	TRUE	2777	17893
IU_PDA_T12	KCNS3	1074	1.0237925249533595e-36	2.656421989394581e-35	gaus2	129.18693867610412	1.0165770839591475e-37	TRUE	3642	17893
IU_PDA_T2	KCNS3	489	5.541578468637007e-17	4.047073917523748e-15	projection	70.86562651676113	5.037798607856162e-18	TRUE	4118	17893
IU_PDA_T3	KCNS3	559	5.935814719332245e-48	8.492807696430109e-46	projection	196.49962517053385	5.3961951993929495e-49	TRUE	4354	17893
IU_PDA_T4	KCNS3	691	4.972437772021583e-36	3.0293516287502967e-34	projection	141.54781796765664	4.520397974565076e-37	TRUE	3621	17893
IU_PDA_T6	KCNS3	517	1.6215245629955516e-23	4.0366864528164994e-22	projection	94.91132397193563	1.4741132390868654e-24	TRUE	3397	17893
IU_PDA_T8	KCNS3	178	0.001010648932915359	0.015472481638913014	projection	17.85707572882624	9.213931754958882e-5	TRUE	3779	17893
IU_PDA_T9	KCNS3	353	0.08807419484736856	1	gaus2	6.686482498590474	0.024908954671471584	TRUE	3526	17893
IU_PDA_T1	KCNT2	12	0.39629758906362433	1	cos5	6.148499887606525	0.04575370016494862	TRUE	3530	17893
IU_PDA_T10	KCNT2	7	0.9687746893939845	1	cos4	2.5498272413163576	0.2785472486351659	TRUE	2714	17893
IU_PDA_T11	KCNT2	20	0.36136212342812946	1	cos1	6.512968517856329	0.03763493369109061	TRUE	2777	17893
IU_PDA_T12	KCNT2	61	0.055562508484523265	0.6503400764154281	gaus5	8.176652951115901	0.01566346094898785	TRUE	3642	17893
IU_PDA_T2	KCNT2	19	0.08581385286998666	1	gaus5	6.594770906732059	0.036429539814802014	TRUE	4118	17893
IU_PDA_T3	KCNT2	17	0.13509829402055828	1	cos4	6.995051538899634	0.029869800535899937	TRUE	4354	17893
IU_PDA_T4	KCNT2	27	0.9671258080670525	1	cos4	4.109085708653894	0.12620300030008713	TRUE	3621	17893
IU_PDA_T6	KCNT2	23	0.979775655347052	1	cos1	5.98982199784889	0.049041791107632626	TRUE	3397	17893
IU_PDA_T8	KCNT2	18	0.021129065345673603	0.2998841076319865	gaus5	9.801701077162043	0.007272446145315303	TRUE	3779	17893
IU_PDA_T9	KCNT2	63	0.8801766720846996	1	cos4	3.171468797303738	0.19907473559702749	TRUE	3526	17893
