orig.ident	gene	positive_spots	combinedPval	adjustedPval	best_kernel	best_kernel_stat	best_kernel_pval	available_in_section	n_spots	n_genes_tested
IU_PDA_T1	KCNMB1	118	3.704262607762132e-8	9.314704144155863e-7	gaus1	37.59838962253135	3.7151238732909488e-9	TRUE	3530	17893
IU_PDA_T10	KCNMB1	46	0.02750666241118782	0.42444238145478963	gaus2	9.344382806476919	0.008647149182919978	TRUE	2714	17893
IU_PDA_T11	KCNMB1	511	2.341137004084988e-28	2.835908985651708e-26	projection	113.28265326615116	2.1283063673499892e-29	TRUE	2777	17893
IU_PDA_T12	KCNMB1	798	4.540976365283476e-19	8.089023384752593e-18	gaus3	71.0612375743439	8.757173262098196e-20	TRUE	3642	17893
IU_PDA_T2	KCNMB1	77	0.9991853055633598	1	projection	9.760190073447808	0.006926145317499133	TRUE	4118	17893
IU_PDA_T3	KCNMB1	295	0.01203788447880172	0.18295172478303115	gaus5	10.62915635536051	0.003436474478339946	TRUE	4354	17893
IU_PDA_T4	KCNMB1	147	2.0433131853181408e-8	4.008034242893254e-7	projection	38.75742485820931	1.8755504103431023e-9	TRUE	3621	17893
IU_PDA_T6	KCNMB1	166	1.0555611771141566e-16	2.220960811584838e-15	gaus1	74.84700078716271	9.636106843930016e-18	TRUE	3397	17893
IU_PDA_T8	KCNMB1	108	0.01463684531385634	0.2100757799212028	projection	12.874491205269434	0.0013400670002156057	TRUE	3779	17893
IU_PDA_T9	KCNMB1	323	6.004952091132054e-11	6.287757750200568e-9	projection	47.67270513539047	5.459016111597097e-12	TRUE	3526	17893
IU_PDA_T1	KCNMB4	125	4.0715602467322753e-7	9.185479235201322e-6	gaus1	32.210149806371106	5.784160388195578e-8	TRUE	3530	17893
IU_PDA_T10	KCNMB4	28	0.22547521923357472	1	gaus1	5.353394948775521	0.0669686875206782	TRUE	2714	17893
IU_PDA_T11	KCNMB4	191	3.238114221204569e-10	9.880623750667122e-9	projection	45.304916846676804	2.943742445746829e-11	TRUE	2777	17893
IU_PDA_T12	KCNMB4	599	3.874945304982955e-17	6.624442917476374e-16	gaus3	67.27754838012443	7.879599535173644e-18	TRUE	3642	17893
IU_PDA_T2	KCNMB4	196	0.013236594512394895	0.20959400769038908	cos4	11.79186290148498	0.0020826040133609114	TRUE	4118	17893
IU_PDA_T3	KCNMB4	430	3.0242736609431553e-4	0.005534345655138421	cos5	19.531740645796273	2.857214782903128e-5	TRUE	4354	17893
IU_PDA_T4	KCNMB4	256	4.021227795192317e-13	9.653382833306626e-12	projection	57.90472996920291	3.6498675797463725e-14	TRUE	3621	17893
IU_PDA_T6	KCNMB4	148	0.0014115777803045404	0.02116505720195944	projection	16.544375098267977	1.7650333199126234e-4	TRUE	3397	17893
IU_PDA_T8	KCNMB4	65	0.015032066882279316	0.2155312139003183	projection	13.257247453557625	0.0011795626944244297	TRUE	3779	17893
IU_PDA_T9	KCNMB4	169	0.805932488292452	1	projection	2.571696605707673	0.259900699019019	TRUE	3526	17893
IU_PDA_T1	KCNN3	38	0.11533718954840344	1	gaus5	6.871857366091188	0.031024023666328393	TRUE	3530	17893
IU_PDA_T10	KCNN3	52	0.052662262820457384	0.7660359572756122	gaus5	7.625845788900734	0.02059665020395096	TRUE	2714	17893
IU_PDA_T11	KCNN3	84	3.479769641323571e-7	8.16617341664677e-6	projection	33.49330761880655	3.1634577598451157e-8	TRUE	2777	17893
IU_PDA_T12	KCNN3	266	1.996270926341026e-10	2.970915227525291e-9	gaus2	44.799642862485406	3.618546681242358e-11	TRUE	3642	17893
IU_PDA_T2	KCNN3	53	0.6633330610586378	1	cos4	6.065971562162937	0.04634773939709569	TRUE	4118	17893
IU_PDA_T3	KCNN3	90	0.8051410122397202	1	cos5	1.5343745522294092	0.45708816693747534	TRUE	4354	17893
