orig.ident	contrast	contrast_labels	gene	n_inside	n_outside	n_inside_positive	n_outside_positive	pct_inside_positive	pct_outside_positive	delta_pct_positive	mean_expression_inside	mean_expression_outside	mean_positive_expression_inside	mean_positive_expression_outside	log2fc_mean_expression	auc	wilcoxon_p	wilcoxon_fdr
IU_PDA_T12	CC1_CC5	CC1,CC5	KCNN4	2790	852	506	326	18.1362007168459	38.2629107981221	-20.1267100812762	0.217921146953405	0.656103286384977	1.20158102766798	1.71472392638037	-0.443371921903755	0.389329765931311	8.37636487013444e-41	2.01032756883227e-39
IU_PDA_T12	CC1_CC5	CC1,CC5	KCNK1	2790	852	510	316	18.2795698924731	37.0892018779343	-18.8096319854612	0.215770609318996	0.597417840375587	1.18039215686275	1.61075949367089	-0.393870683431507	0.397233580695643	1.23258732993546e-35	1.47910479592255e-34
IU_PDA_T12	CC1_CC5	CC1,CC5	KCNJ15	2790	852	569	302	20.3942652329749	35.4460093896714	-15.0517441566965	0.264516129032258	0.664319248826291	1.29701230228471	1.87417218543046	-0.396346758172707	0.415224561226379	7.45926810756491e-24	5.96741448605192e-23
IU_PDA_T12	CC1_CC5	CC1,CC5	KCNK6	2790	852	793	344	28.4229390681004	40.3755868544601	-11.9526477863597	0.353046594982079	0.626760563380282	1.2421185372005	1.55232558139535	-0.265790399528122	0.429313906136941	1.48845147619028e-14	8.93070885714171e-14
IU_PDA_T12	CC1_CC5	CC1,CC5	KCNC4	2790	852	341	191	12.2222222222222	22.4178403755869	-10.1956181533646	0.135483870967742	0.259389671361502	1.10850439882698	1.15706806282723	-0.149417527167624	0.44857850808555	1.09677201574293e-13	5.26450567556608e-13
IU_PDA_T12	CC1_CC5	CC1,CC5	KCND3	2790	852	366	181	13.1182795698925	21.2441314553991	-8.12585188550659	0.149820788530466	0.247652582159624	1.14207650273224	1.16574585635359	-0.117807241566896	0.458896208793983	4.38532551422069e-09	1.75413020568827e-08
IU_PDA_T12	CC1_CC5	CC1,CC5	KCNK3	2790	852	161	88	5.77060931899642	10.3286384976526	-4.55802917865617	0.06415770609319	0.123239436619718	1.11180124223602	1.19318181818182	-0.0779535229900817	0.476967540007067	3.14518090691623e-06	1.07834773951414e-05
IU_PDA_T12	CC1_CC5	CC1,CC5	KCNQ4	2790	852	120	69	4.3010752688172	8.09859154929578	-3.79751628047857	0.0451612903225806	0.0903755868544601	1.05	1.11594202898551	-0.0610995685464274	0.480945529809682	1.14256484452602e-05	3.42769453357807e-05
IU_PDA_T12	CC1_CC5	CC1,CC5	KCNA5	2790	852	57	35	2.04301075268817	4.10798122065728	-2.0649704679691	0.0211469534050179	0.0422535211267606	1.03508771929825	1.02857142857143	-0.0295157465169665	0.48967788210746	0.000777697725248167	0.0018687595449496
IU_PDA_T12	CC1_CC5	CC1,CC5	KCNE4	2790	852	878	220	31.4695340501792	25.8215962441315	5.64793780604775	0.4	0.311032863849765	1.27107061503417	1.20454545454545	0.0947229769127649	0.530513066451276	0.000778649810395668	0.0018687595449496
IU_PDA_T12	CC1_CC5	CC1,CC5	KCNB1	2790	852	22	17	0.788530465949821	1.99530516431925	-1.20677469836943	0.00788530465949821	0.0211267605633803	1	1.05882352941176	-0.018830498154267	0.493961498981944	0.00272406566926125	0.0059434160056609
IU_PDA_T12	CC1_CC5	CC1,CC5	KCNK17	2790	852	273	110	9.78494623655914	12.9107981220657	-3.12585188550659	0.111111111111111	0.163145539906103	1.13553113553114	1.26363636363636	-0.0660285335155998	0.484140626314638	0.00830664238636184	0.0166132847727237
IU_PDA_T12	CC1_CC5	CC1,CC5	KCND2	2790	852	444	108	15.9139784946237	12.6760563380282	3.23792215659549	0.185304659498208	0.13849765258216	1.16441441441441	1.09259259259259	0.0581266066259132	0.516769734295859	0.0170655972412657	0.0315057179838751
IU_PDA_T12	CC1_CC5	CC1,CC5	KCNJ16	2790	852	10	8	0.3584229390681	0.938967136150235	-0.580544197082134	0.003584229390681	0.00938967136150235	1	1	-0.00832152424784315	0.497097279014589	0.0344603357174612	0.0590748612299335
IU_PDA_T12	CC1_CC5	CC1,CC5	KCNMB4	2790	852	478	121	17.1326164874552	14.2018779342723	2.93073855318289	0.197491039426523	0.158450704225352	1.15271966527197	1.11570247933884	0.047818206387861	0.514870134787218	0.040793567581465	0.065269708130344
IU_PDA_T12	CC1_CC5	CC1,CC5	KCNS3	2790	852	845	229	30.2867383512545	26.8779342723005	3.40880407895402	0.402867383512545	0.342723004694836	1.3301775147929	1.27510917030568	0.0632169173577028	0.517609840644825	0.0511725247050556	0.0767587870575835
IU_PDA_T12	CC1_CC5	CC1,CC5	KCNMB1	2790	852	593	205	21.2544802867383	24.0610328638498	-2.80655257711141	0.246236559139785	0.292253521126761	1.15851602023609	1.21463414634146	-0.0523111883274526	0.48450620088512	0.0566150146187546	0.0799270794617713
IU_PDA_T12	CC1_CC5	CC1,CC5	KCNK15	2790	852	24	12	0.860215053763441	1.40845070422535	-0.548235650461911	0.00860215053763441	0.0140845070422535	1	1	-0.00782067541764754	0.49725882174769	0.156897572622031	0.209196763496042
IU_PDA_T12	CC1_CC5	CC1,CC5	KCNAB1	2790	852	129	46	4.62365591397849	5.39906103286385	-0.775405118885356	0.0491039426523298	0.0586854460093897	1.06201550387597	1.08695652173913	-0.0131163793373424	0.496117295168863	0.353716074461414	0.44679925195126
IU_PDA_T12	CC1_CC5	CC1,CC5	KCNMA1	2790	852	1199	359	42.9749103942652	42.1361502347418	0.838760159523446	0.666666666666667	0.672535211267606	1.55129274395329	1.59610027855153	-0.00507098954742198	0.504112608746866	0.682558677328866	0.797344787126537
IU_PDA_T12	CC1_CC5	CC1,CC5	KCNT2	2790	852	48	13	1.72043010752688	1.52582159624413	0.19460851128275	0.0175627240143369	0.0152582159624413	1.02083333333333	1	0.0032710247095931	0.500975777003719	0.69767668873572	0.797344787126537
IU_PDA_T12	CC1_CC5	CC1,CC5	KCNJ8	2790	852	576	173	20.6451612903226	20.3051643192488	0.339996971073756	0.259139784946237	0.258215962441315	1.25520833333333	1.27167630057803	0.0010588842738875	0.501738477459741	0.826817117320843	0.895144629670088
IU_PDA_T12	CC1_CC5	CC1,CC5	KCNN3	2790	852	205	61	7.34767025089606	7.15962441314554	0.188045837750517	0.0799283154121864	0.0786384976525822	1.08780487804878	1.09836065573771	0.00172411981471681	0.500912464031501	0.857846936767168	0.895144629670088
