target_gene	orig.ident	view	value	p_value	abs_fraction
KCNJ15	IU_PDA_T4	intra	0.00812493265244118	0.639183593823246	0.442874642027736
KCNJ15	IU_PDA_T4	juxta_ct	0.00898283843870211	0.553724470499908	0.489637456470226
KCNJ15	IU_PDA_T4	para_ct	0.00123812610279073	0.930348467935221	0.0674879015020377
KCNJ15	IU_PDA_T6	intra	0.278391117999095	0.00652005255665955	0.310498678811009
KCNJ15	IU_PDA_T6	juxta_ct	0.366814494364764	2.48217685641094e-05	0.409120149692986
KCNJ15	IU_PDA_T6	para_ct	0.251387954684919	1.65411719876829e-08	0.280381171496006
KCNJ15	IU_PDA_T8	intra	0.207229833399167	0.0128434157708908	0.586241022988616
KCNJ15	IU_PDA_T8	juxta_ct	-0.00231240587226353	0.973932634869803	0.00654166034824455
KCNJ15	IU_PDA_T8	para_ct	0.14394689791437	0.000589806443950236	0.407217316663139
KCNJ15	IU_PDA_T9	intra	0.179283421016787	0.0369438739154093	0.297177582522174
KCNJ15	IU_PDA_T9	juxta_ct	-0.0303615063072865	0.660021091183133	0.0503267898111242
KCNJ15	IU_PDA_T9	para_ct	0.393642236852955	0	0.652495627666702
KCNJ16	IU_PDA_T1	intra	0.0522686467616091	0.104576227558007	0.581500489220967
KCNJ16	IU_PDA_T1	juxta_ct	0.00893632178821525	0.845220314592867	0.0994185963027442
KCNJ16	IU_PDA_T1	para_ct	0.0286808487976952	0.413501671989535	0.319080914476289
KCNJ16	IU_PDA_T10	intra	0.0356892825279565	0.58520690519663	0.119334612970704
KCNJ16	IU_PDA_T10	juxta_ct	-0.0520768687991157	0.400795590782268	0.174129950020725
KCNJ16	IU_PDA_T10	para_ct	0.211302841645805	8.77038389954787e-05	0.706535437008571
KCNJ16	IU_PDA_T11	intra	-0.00147790554685855	0.902320234626159	0.113898939407071
KCNJ16	IU_PDA_T11	juxta_ct	-0.00533275511012984	0.718398487864121	0.410983741452564
KCNJ16	IU_PDA_T11	para_ct	-0.00616492589853318	0.678365445817873	0.475117319140366
KCNJ16	IU_PDA_T12	intra	0.370625943065296	3.0669689010665e-10	0.701849032389408
KCNJ16	IU_PDA_T12	juxta_ct	-0.070926394409638	0.189475427432273	0.134312295776078
KCNJ16	IU_PDA_T12	para_ct	0.0865184098815445	0.122084967273303	0.163838671834514
KCNJ16	IU_PDA_T2	intra	-0.0812102271848801	0.249123237900306	0.148338318999685
KCNJ16	IU_PDA_T2	juxta_ct	0.00852970590724353	0.895065443485574	0.0155803311935293
KCNJ16	IU_PDA_T2	para_ct	0.457726343541713	0	0.836081349806785
KCNJ16	IU_PDA_T3	intra	-0.00245743772840352	0.787466900647384	0.350618190627766
KCNJ16	IU_PDA_T3	juxta_ct	-0.00248582127757569	0.758142140604933	0.354667851190602
KCNJ16	IU_PDA_T3	para_ct	-0.00206561216526148	0.802966933590687	0.294713958181633
KCNJ16	IU_PDA_T4	intra	0.0421041838239642	0.107798658236735	0.646279776468171
KCNJ16	IU_PDA_T4	juxta_ct	-0.0142447013543726	0.675960208483103	0.218649587073103
KCNJ16	IU_PDA_T4	para_ct	-0.00879965475286401	0.73371780432811	0.135070636458726
KCNJ16	IU_PDA_T6	intra	0.501021641442704	1.00697228333502e-12	0.417500761580413
KCNJ16	IU_PDA_T6	juxta_ct	0.475657822604866	5.02931030155196e-13	0.396365120311719
