target_gene	orig.ident	view	value	p_value
KCNJ16	IU_PDA_T9	para_ct	-0.0311801241737483	0.60433097243869
KCNJ8	IU_PDA_T1	intercept	0.0222593725700729	NA
KCNJ8	IU_PDA_T1	intra	0.201791472765032	0.000501851395304342
KCNJ8	IU_PDA_T1	juxta_ct	0.00738534294192301	0.897242756920282
KCNJ8	IU_PDA_T1	para_ct	0.150336674477539	0.00098385380405186
KCNJ8	IU_PDA_T10	intercept	0.0224940288119852	NA
KCNJ8	IU_PDA_T10	intra	0.124839833141134	0.0706707453682882
KCNJ8	IU_PDA_T10	juxta_ct	0.060705702396266	0.327250311378483
KCNJ8	IU_PDA_T10	para_ct	0.0672206708969608	0.155509925042125
KCNJ8	IU_PDA_T11	intercept	0.0204150783871815	NA
KCNJ8	IU_PDA_T11	intra	0.310969191003567	1.41916258309394e-05
KCNJ8	IU_PDA_T11	juxta_ct	0.0245660968379706	0.721237224414979
KCNJ8	IU_PDA_T11	para_ct	0.258359170025365	4.57023014099889e-07
KCNJ8	IU_PDA_T12	intercept	0.0459170089548169	NA
KCNJ8	IU_PDA_T12	intra	0.208730785965606	8.40941463335909e-05
KCNJ8	IU_PDA_T12	juxta_ct	0.135063031674618	0.00801826093913238
KCNJ8	IU_PDA_T12	para_ct	0.321181427553521	3.99680288865056e-15
KCNJ8	IU_PDA_T2	intercept	0.0359054554445099	NA
KCNJ8	IU_PDA_T2	intra	0.238308723285353	0.00153623851672147
KCNJ8	IU_PDA_T2	juxta_ct	-0.136036014073477	0.0315678708685461
KCNJ8	IU_PDA_T2	para_ct	0.106214867314033	0.00932015918567641
KCNJ8	IU_PDA_T3	intercept	0.0414036073993919	NA
KCNJ8	IU_PDA_T3	intra	0.12153194341684	0.0255826878017873
KCNJ8	IU_PDA_T3	juxta_ct	0.134596096555727	0.0109885704706081
KCNJ8	IU_PDA_T3	para_ct	0.185024638553031	4.37533492947395e-06
KCNJ8	IU_PDA_T4	intercept	0.0134494513162747	NA
KCNJ8	IU_PDA_T4	intra	0.179804997846552	0.00120611305736351
KCNJ8	IU_PDA_T4	juxta_ct	0.0814154700419777	0.123950306565101
KCNJ8	IU_PDA_T4	para_ct	0.0104685408427607	0.809208431778349
KCNJ8	IU_PDA_T6	intercept	0.0213055627745989	NA
KCNJ8	IU_PDA_T6	intra	0.491326441750176	1.38172862107488e-06
KCNJ8	IU_PDA_T6	juxta_ct	0.233754978421894	0.00619011401163827
KCNJ8	IU_PDA_T6	para_ct	0.0709904285824536	0.104759776327722
KCNJ8	IU_PDA_T8	intercept	0.0199476420238025	NA
KCNJ8	IU_PDA_T8	intra	0.203202472202875	0.00356402084676088
KCNJ8	IU_PDA_T8	juxta_ct	0.116223492660286	0.0716770176984185
KCNJ8	IU_PDA_T8	para_ct	0.0423480764639282	0.355208290593278
KCNJ8	IU_PDA_T9	intercept	0.042643398762507	NA
KCNJ8	IU_PDA_T9	intra	0.194957399437229	0.0043135920804267
KCNJ8	IU_PDA_T9	juxta_ct	0.133138386624155	0.0172880436950371
KCNJ8	IU_PDA_T9	para_ct	0.0435058593537152	0.364594619943007
KCNK1	IU_PDA_T1	intercept	0.0162410467612714	NA
KCNK1	IU_PDA_T1	intra	0.257877775163214	1.34010871177814e-06
KCNK1	IU_PDA_T1	juxta_ct	0.0677993441547828	0.193296412843347
KCNK1	IU_PDA_T1	para_ct	0.053219853705145	0.265334346163083
KCNK1	IU_PDA_T10	intercept	0.0256907798582486	NA
KCNK1	IU_PDA_T10	intra	0.328870699118037	3.25348700869199e-07
KCNK1	IU_PDA_T10	juxta_ct	0.195353767926229	0.00155708239774155
KCNK1	IU_PDA_T10	para_ct	0.187606245839282	0.000372118741671867
KCNK1	IU_PDA_T11	intercept	0.00599735501168183	NA
KCNK1	IU_PDA_T11	intra	0.523063010606163	4.6029846600959e-13
KCNK1	IU_PDA_T11	juxta_ct	0.329533686084078	1.79442006809083e-07
KCNK1	IU_PDA_T11	para_ct	0.0874910906945888	0.0829190398690307
KCNK1	IU_PDA_T12	intercept	0.0121420229824066	NA
KCNK1	IU_PDA_T12	intra	0.518179975465588	0
KCNK1	IU_PDA_T12	juxta_ct	0.136311967301282	0.00421827451612145
KCNK1	IU_PDA_T12	para_ct	0.242071366931935	5.34941202445793e-09
KCNK1	IU_PDA_T2	intercept	0.0226459193283723	NA
KCNK1	IU_PDA_T2	intra	0.494309646762432	4.43174386077771e-11
KCNK1	IU_PDA_T2	juxta_ct	0.116795518868627	0.0629031804561861
KCNK1	IU_PDA_T2	para_ct	0.127527440356916	0.00214031792181446
KCNK1	IU_PDA_T3	intercept	0.0141436610158426	NA
KCNK1	IU_PDA_T3	intra	0.475953478873424	0
KCNK1	IU_PDA_T3	juxta_ct	0.178436777689171	0.0010463271267378
KCNK1	IU_PDA_T3	para_ct	0.164426172136504	0.000116285076422251
KCNK1	IU_PDA_T4	intercept	0.0327085801212544	NA
KCNK1	IU_PDA_T4	intra	0.473696074012178	2.04281036531029e-14
KCNK1	IU_PDA_T4	juxta_ct	0.156396281804772	0.00738410636338793
KCNK1	IU_PDA_T4	para_ct	0.124686379835833	0.00240255685848045
KCNK1	IU_PDA_T6	intercept	-0.00909851045756738	NA
KCNK1	IU_PDA_T6	intra	0.36544182592017	0.00039529245246106
KCNK1	IU_PDA_T6	juxta_ct	0.360316378638971	0.000325240029746432
KCNK1	IU_PDA_T6	para_ct	0.291989397392275	1.86961557346876e-12
KCNK1	IU_PDA_T8	intercept	-0.000658173479762075	NA
KCNK1	IU_PDA_T8	intra	0.589103372783633	1.17683640610267e-14
KCNK1	IU_PDA_T8	juxta_ct	0.282616924757388	4.55212945342787e-05
KCNK1	IU_PDA_T8	para_ct	0.126944656582532	0.00559170397399167
KCNK1	IU_PDA_T9	intercept	0.0271415549578649	NA
KCNK1	IU_PDA_T9	intra	0.358505664604822	2.45414913946362e-07
KCNK1	IU_PDA_T9	juxta_ct	0.0381933584954902	0.562202908383653
KCNK1	IU_PDA_T9	para_ct	0.134876540926783	0.00612887687575081
KCNK15	IU_PDA_T1	intercept	0.00152931026403522	NA
KCNK15	IU_PDA_T1	intra	-0.00170382685204546	0.830071959720994
KCNK15	IU_PDA_T1	juxta_ct	-0.000649695623870854	0.880487707935131
KCNK15	IU_PDA_T1	para_ct	-0.00230915385519576	0.740417500577981
KCNK15	IU_PDA_T10	intercept	0.00509693824425792	NA
KCNK15	IU_PDA_T10	intra	0.0168074804875507	0.719801595069522
KCNK15	IU_PDA_T10	juxta_ct	-0.0586381799540441	0.156781230830757
KCNK15	IU_PDA_T10	para_ct	-0.00790233222693145	0.851855333927543
KCNK15	IU_PDA_T11	intercept	0.00707354260925654	NA
KCNK15	IU_PDA_T11	intra	0.000151111318246378	0.549437087076868
KCNK15	IU_PDA_T11	juxta_ct	0.0001321643944668	0.588245352873241
KCNK15	IU_PDA_T11	para_ct	-0.000248855064164501	0.270830506290793
KCNK15	IU_PDA_T12	intercept	0.00740577028025458	NA
KCNK15	IU_PDA_T12	intra	-0.0239529407425368	0.403585094192973
KCNK15	IU_PDA_T12	juxta_ct	-0.037051576293794	0.22988955131077
KCNK15	IU_PDA_T12	para_ct	-0.00346072396645602	0.880940695041742
KCNK15	IU_PDA_T2	intercept	0.000864048940889815	NA
KCNK15	IU_PDA_T2	intra	0.0996301380876393	0.0411533112825302
KCNK15	IU_PDA_T2	juxta_ct	-0.0343015018847027	0.499314697494982
KCNK15	IU_PDA_T2	para_ct	0.197986016824286	0.000132830379451443
KCNK15	IU_PDA_T3	intercept	0.00994957434822812	NA
KCNK15	IU_PDA_T3	intra	-0.00398861092675705	0.795368630246879
KCNK15	IU_PDA_T3	juxta_ct	-0.00766734765428195	0.659071234742096
KCNK15	IU_PDA_T3	para_ct	-0.00670258794284855	0.649702888690224
KCNK15	IU_PDA_T4	intercept	0.00134629644809296	NA
KCNK15	IU_PDA_T4	intra	-0.0217631697611165	0.62719405196638
KCNK15	IU_PDA_T4	juxta_ct	0.34159023030207	8.37561131561415e-11
KCNK15	IU_PDA_T4	para_ct	0.127965739795193	0.0198796886889132
KCNK15	IU_PDA_T6	intercept	0.0105241805147569	NA
KCNK15	IU_PDA_T6	intra	0.00587465294983751	0.637344600458423
KCNK15	IU_PDA_T6	juxta_ct	0.00213005159664951	0.843921715859127
KCNK15	IU_PDA_T6	para_ct	0.000390740750683445	0.947551130559457
KCNK15	IU_PDA_T8	intercept	0.00184466841575332	NA
KCNK15	IU_PDA_T8	intra	-0.00356359637730298	0.708872317136336
KCNK15	IU_PDA_T8	juxta_ct	-0.00294128576607183	0.70079319586922
KCNK15	IU_PDA_T8	para_ct	0.000423738259345651	0.936032011471027
KCNK15	IU_PDA_T9	intercept	0.00225073633045456	NA
KCNK15	IU_PDA_T9	intra	0.0175201348366365	0.407865868738199
KCNK15	IU_PDA_T9	juxta_ct	0.0311858530826873	0.283470449330419
KCNK15	IU_PDA_T9	para_ct	-0.00245589425411083	0.915231709191316
KCNK17	IU_PDA_T1	intercept	0.00318233934015809	NA
KCNK17	IU_PDA_T1	intra	0.00100195920195969	0.984576181511543
KCNK17	IU_PDA_T1	juxta_ct	-0.036724678056406	0.554758047476996
KCNK17	IU_PDA_T1	para_ct	0.197622513979702	1.00329807239952e-06
KCNK17	IU_PDA_T10	intercept	0.0045713105050378	NA
KCNK17	IU_PDA_T10	intra	-0.061268588707678	0.285504030651359
KCNK17	IU_PDA_T10	juxta_ct	-0.0338600665178473	0.51487090495445
KCNK17	IU_PDA_T10	para_ct	-0.0288438202197327	0.525504721008916
KCNK17	IU_PDA_T11	intercept	0.00176847121957278	NA
KCNK17	IU_PDA_T11	intra	-0.0055757788216669	0.697885540231705
KCNK17	IU_PDA_T11	juxta_ct	-0.00189210636667529	0.90467378476172
KCNK17	IU_PDA_T11	para_ct	-0.00757764492117567	0.660922255070669
KCNK17	IU_PDA_T12	intercept	0.0129797751037189	NA
KCNK17	IU_PDA_T12	intra	0.15854014826552	0.00189204085692007
KCNK17	IU_PDA_T12	juxta_ct	0.203862370291793	4.08287391033824e-05
KCNK17	IU_PDA_T12	para_ct	0.419660402487127	0
KCNK17	IU_PDA_T2	intercept	0.0215188837294493	NA
KCNK17	IU_PDA_T2	intra	0.0675741281566094	0.25823952382226
KCNK17	IU_PDA_T2	juxta_ct	-0.0783195971133578	0.131593330500075
KCNK17	IU_PDA_T2	para_ct	0.162152303040047	2.75655682502318e-06
KCNK17	IU_PDA_T3	intercept	0.0104147670203005	NA
KCNK17	IU_PDA_T3	intra	0.101276334512952	0.0249953909828946
KCNK17	IU_PDA_T3	juxta_ct	-0.0156606418985661	0.739675034697187
KCNK17	IU_PDA_T3	para_ct	-0.0207468660483128	0.597964021853665
KCNK17	IU_PDA_T4	intercept	0.00345863363111902	NA
KCNK17	IU_PDA_T4	intra	-0.0171224368320899	0.551733166926219
KCNK17	IU_PDA_T4	juxta_ct	-0.0339130154601486	0.322151489947856
KCNK17	IU_PDA_T4	para_ct	-0.0113809166752107	0.686513905786582
KCNK17	IU_PDA_T6	intercept	0.00538988559193543	NA
KCNK17	IU_PDA_T6	intra	-0.036485102608321	0.484211795451036
KCNK17	IU_PDA_T6	juxta_ct	-0.0347337530085534	0.378212584055514
KCNK17	IU_PDA_T6	para_ct	-0.00817131016600085	0.792703634692704
KCNK17	IU_PDA_T8	intercept	0.00314847864895486	NA
KCNK17	IU_PDA_T8	intra	0.0956243096175079	0.216844135327429
KCNK17	IU_PDA_T8	juxta_ct	0.0668253583668327	0.303858516411272
KCNK17	IU_PDA_T8	para_ct	0.116294544366524	0.0113044326203393
KCNK17	IU_PDA_T9	intercept	0.00572422679948564	NA
KCNK17	IU_PDA_T9	intra	-0.00213818825885489	0.629274243477458
KCNK17	IU_PDA_T9	juxta_ct	-0.00122902497046823	0.773835919828114
KCNK17	IU_PDA_T9	para_ct	0.00497384785519021	0.228122150080831
KCNK3	IU_PDA_T1	intercept	0.00183433638509794	NA
KCNK3	IU_PDA_T1	intra	-0.00346147537901532	0.746710875797361
KCNK3	IU_PDA_T1	juxta_ct	-0.0105517604210841	0.588107016188128
KCNK3	IU_PDA_T1	para_ct	-0.00446946038763522	0.709908341959725
KCNK3	IU_PDA_T10	intercept	0.00140629096631213	NA
KCNK3	IU_PDA_T10	intra	-0.0429402329443452	0.511656408955458
KCNK3	IU_PDA_T10	juxta_ct	-0.045754736975619	0.470180565171847
KCNK3	IU_PDA_T10	para_ct	0.314095514792712	4.46448286339773e-07
KCNK3	IU_PDA_T11	intercept	0.00884064197229173	NA
KCNK3	IU_PDA_T11	intra	0.0229393413318331	0.690076330700791
KCNK3	IU_PDA_T11	juxta_ct	0.0115787252367981	0.79579023469802
KCNK3	IU_PDA_T11	para_ct	0.090119203925925	0.0262179599537984
KCNK3	IU_PDA_T12	intercept	-0.00179724636363333	NA
KCNK3	IU_PDA_T12	intra	0.26246357111288	2.12939353483321e-07
KCNK3	IU_PDA_T12	juxta_ct	0.24157230976483	2.01966207158399e-06
KCNK3	IU_PDA_T12	para_ct	0.47750594477606	0
KCNK3	IU_PDA_T2	intercept	0.0216905748761925	NA
KCNK3	IU_PDA_T2	intra	-0.13144029605914	0.069786631407454
KCNK3	IU_PDA_T2	juxta_ct	0.124556992746221	0.0237169747148456
KCNK3	IU_PDA_T2	para_ct	0.0214413825587416	0.56360362156139
KCNK3	IU_PDA_T3	intercept	-0.0107137135726535	NA
KCNK3	IU_PDA_T3	intra	0.0698875817274502	0.00783958652333561
KCNK3	IU_PDA_T3	juxta_ct	0.360804552936253	0
KCNK3	IU_PDA_T3	para_ct	0.640428211138835	0
KCNK3	IU_PDA_T4	intercept	0.00164647185536271	NA
KCNK3	IU_PDA_T4	intra	0.200466995211574	7.02294190113584e-06
KCNK3	IU_PDA_T4	juxta_ct	0.13783754682574	0.00377904278582619
KCNK3	IU_PDA_T4	para_ct	0.447807706976084	0
KCNK3	IU_PDA_T6	intercept	0.00275992230244493	NA
KCNK3	IU_PDA_T6	intra	0.262868446167133	0.00522216865928238
KCNK3	IU_PDA_T6	juxta_ct	0.283584504447476	0.000659240777111325
KCNK3	IU_PDA_T6	para_ct	0.258729013040419	6.19504625376521e-09
KCNK3	IU_PDA_T8	intercept	0.0026737366550854	NA
KCNK3	IU_PDA_T8	intra	-0.00782312314979987	0.629013859829044
KCNK3	IU_PDA_T8	juxta_ct	-0.012487772195612	0.675766617545669
KCNK3	IU_PDA_T8	para_ct	-0.00960045334889054	0.676256882315372
KCNK3	IU_PDA_T9	intercept	0.00252337783990295	NA
KCNK3	IU_PDA_T9	intra	-0.00106058863544662	0.982335107428994
KCNK3	IU_PDA_T9	juxta_ct	-0.00616258093563516	0.904134357777048
KCNK3	IU_PDA_T9	para_ct	0.279815713618017	9.36809074758571e-10
KCNK6	IU_PDA_T1	intercept	0.0244620830170349	NA
KCNK6	IU_PDA_T1	intra	0.0286994727993306	0.597534022811981
KCNK6	IU_PDA_T1	juxta_ct	0.150983771492766	0.00102213728585854
KCNK6	IU_PDA_T1	para_ct	0.0474196250492626	0.286488688925853
KCNK6	IU_PDA_T10	intercept	0.0318676008171205	NA
KCNK6	IU_PDA_T10	intra	0.327168214822086	0.000105199916447196
KCNK6	IU_PDA_T10	juxta_ct	-0.093766037865486	0.21689094779537
KCNK6	IU_PDA_T10	para_ct	0.0343647298208928	0.555691158666558
KCNK6	IU_PDA_T11	intercept	0.0334386308364137	NA
KCNK6	IU_PDA_T11	intra	0.167436866669645	0.028706836203845
KCNK6	IU_PDA_T11	juxta_ct	0.20518681167465	0.00119264956001564
KCNK6	IU_PDA_T11	para_ct	0.100304763052322	0.0373841277131941
KCNK6	IU_PDA_T12	intercept	0.060774994618486	NA
KCNK6	IU_PDA_T12	intra	0.363201226787085	1.35491617925254e-12
KCNK6	IU_PDA_T12	juxta_ct	0.0214168026796081	0.686596563497252
KCNK6	IU_PDA_T12	para_ct	0.317855733671483	2.06501482580279e-14
KCNK6	IU_PDA_T2	intercept	0.0280133021234161	NA
KCNK6	IU_PDA_T2	intra	0.0781020956842991	0.338370090160364
KCNK6	IU_PDA_T2	juxta_ct	0.146134056359827	0.0177318090639369
KCNK6	IU_PDA_T2	para_ct	0.244026309241619	4.75950212575071e-09
KCNK6	IU_PDA_T3	intercept	0.035807106114924	NA
KCNK6	IU_PDA_T3	intra	0.126797937602137	0.0371754976547363
KCNK6	IU_PDA_T3	juxta_ct	0.0928816672612159	0.0827420170730948
KCNK6	IU_PDA_T3	para_ct	0.145630129134976	0.000473856804149131
KCNK6	IU_PDA_T4	intercept	0.0172227833025098	NA
KCNK6	IU_PDA_T4	intra	0.294920848165515	6.78993702418751e-06
KCNK6	IU_PDA_T4	juxta_ct	0.302275617997052	9.53164387418326e-08
KCNK6	IU_PDA_T4	para_ct	0.164560946537681	7.1956623427738e-05
KCNK6	IU_PDA_T6	intercept	0.0749427554256389	NA
KCNK6	IU_PDA_T6	intra	0.0639093399445015	0.637178279804992
KCNK6	IU_PDA_T6	juxta_ct	0.00903035074026541	0.921909601594025
KCNK6	IU_PDA_T6	para_ct	0.0870386891782954	0.01524138025581
KCNK6	IU_PDA_T8	intercept	0.0249590117905103	NA
KCNK6	IU_PDA_T8	intra	0.43300412640748	2.16139103970114e-06
KCNK6	IU_PDA_T8	juxta_ct	-0.103768125231453	0.21466815355332
KCNK6	IU_PDA_T8	para_ct	0.0369123042911054	0.442212969220322
KCNK6	IU_PDA_T9	intercept	0.0498018392135096	NA
KCNK6	IU_PDA_T9	intra	0.0395018684415962	0.609848034563466
KCNK6	IU_PDA_T9	juxta_ct	-0.00827206910350935	0.882088806740441
KCNK6	IU_PDA_T9	para_ct	0.207283351794599	2.80360918436529e-06
KCNMA1	IU_PDA_T1	intercept	0.0474215301254552	NA
KCNMA1	IU_PDA_T1	intra	0.0994646746693804	0.130988116082528
KCNMA1	IU_PDA_T1	juxta_ct	0.125377962071334	0.014356967278621
KCNMA1	IU_PDA_T1	para_ct	0.13601286783632	0.00127078940684111
KCNMA1	IU_PDA_T10	intercept	0.0328449330018397	NA
KCNMA1	IU_PDA_T10	intra	0.0411863155713877	0.535885534631666
KCNMA1	IU_PDA_T10	juxta_ct	0.0204451123607326	0.724467625830422
KCNMA1	IU_PDA_T10	para_ct	0.0973604551110314	0.0349983884279912
KCNMA1	IU_PDA_T11	intercept	-0.0446367243113812	NA
KCNMA1	IU_PDA_T11	intra	0.486527690232647	2.44249065417534e-15
KCNMA1	IU_PDA_T11	juxta_ct	0.216523866269312	0.000165501499457266
KCNMA1	IU_PDA_T11	para_ct	0.419561172456179	0
KCNMA1	IU_PDA_T12	intercept	0.039704437284674	NA
KCNMA1	IU_PDA_T12	intra	0.31872299494457	5.68882718710029e-11
KCNMA1	IU_PDA_T12	juxta_ct	0.249948252466032	3.93904073581197e-07
KCNMA1	IU_PDA_T12	para_ct	0.29624753348613	4.81836792687318e-14
KCNMA1	IU_PDA_T2	intercept	0.0401764538226888	NA
KCNMA1	IU_PDA_T2	intra	0.244385694754717	0.000747528092502447
KCNMA1	IU_PDA_T2	juxta_ct	0.127057982006596	0.038754166710693
KCNMA1	IU_PDA_T2	para_ct	0.0359322542260081	0.35423531711581
KCNMA1	IU_PDA_T3	intercept	0.0510856357413136	NA
KCNMA1	IU_PDA_T3	intra	0.340362863405215	6.31385610461166e-10
KCNMA1	IU_PDA_T3	juxta_ct	0.0177479815294365	0.746022929386453
KCNMA1	IU_PDA_T3	para_ct	0.193017515274004	3.37348199996867e-06
KCNMA1	IU_PDA_T4	intercept	0.00922571697171494	NA
KCNMA1	IU_PDA_T4	intra	0.237687480885258	5.89890387496794e-05
KCNMA1	IU_PDA_T4	juxta_ct	0.0731444669830162	0.161415889100093
KCNMA1	IU_PDA_T4	para_ct	0.354375645805181	2.1316282072803e-14
KCNMA1	IU_PDA_T6	intercept	0.0131029905011836	NA
KCNMA1	IU_PDA_T6	intra	0.315240922058508	0.00348631428755253
KCNMA1	IU_PDA_T6	juxta_ct	0.216878290794921	0.0210211193750955
KCNMA1	IU_PDA_T6	para_ct	0.268273630800499	2.64715804831894e-10
KCNMA1	IU_PDA_T8	intercept	0.0205286213367328	NA
KCNMA1	IU_PDA_T8	intra	0.296470360736994	0.000845747446161171
KCNMA1	IU_PDA_T8	juxta_ct	0.180809749180164	0.00867589929233326
KCNMA1	IU_PDA_T8	para_ct	0.0172881066082483	0.707003841756961
KCNMA1	IU_PDA_T9	intercept	0.0528639543359496	NA
KCNMA1	IU_PDA_T9	intra	0.353862771125811	1.13038088667139e-07
KCNMA1	IU_PDA_T9	juxta_ct	0.136275806636484	0.0188566938835113
KCNMA1	IU_PDA_T9	para_ct	0.235145061431768	1.03371064819058e-07
KCNMB1	IU_PDA_T1	intercept	0.0159054427407919	NA
KCNMB1	IU_PDA_T1	intra	0.0242296543927311	0.654601976221051
KCNMB1	IU_PDA_T1	juxta_ct	0.107895860221001	0.00382885882909023
KCNMB1	IU_PDA_T1	para_ct	0.0348171381046904	0.417569181137828
KCNMB1	IU_PDA_T10	intercept	0.0106603135468198	NA
KCNMB1	IU_PDA_T10	intra	0.001687777564305	0.964844742467304
KCNMB1	IU_PDA_T10	juxta_ct	-0.0489970835905237	0.181445144992473
KCNMB1	IU_PDA_T10	para_ct	-0.00459902430757669	0.887295737584779
KCNMB1	IU_PDA_T11	intercept	-0.00602144772254209	NA
KCNMB1	IU_PDA_T11	intra	0.440750206225673	1.54432022725359e-12
KCNMB1	IU_PDA_T11	juxta_ct	0.205410993004926	0.00118082548656817
KCNMB1	IU_PDA_T11	para_ct	0.392040125409576	0
KCNMB1	IU_PDA_T12	intercept	0.0618058994820581	NA
KCNMB1	IU_PDA_T12	intra	0.189756675068524	0.000375211045864354
KCNMB1	IU_PDA_T12	juxta_ct	0.229891158556081	6.16473394510209e-06
KCNMB1	IU_PDA_T12	para_ct	0.140048258515079	0.000860875151639018
KCNMB1	IU_PDA_T2	intercept	0.0124228160604573	NA
KCNMB1	IU_PDA_T2	intra	0.000726589309850077	0.802756400560898
KCNMB1	IU_PDA_T2	juxta_ct	0.000934990070864355	0.712738123219015
KCNMB1	IU_PDA_T2	para_ct	-0.00216268372052097	0.278360328245791
KCNMB1	IU_PDA_T3	intercept	0.0262136270157571	NA
KCNMB1	IU_PDA_T3	intra	0.211755405220719	0.000481278774888017
KCNMB1	IU_PDA_T3	juxta_ct	0.184589575586488	0.00109867965264554
KCNMB1	IU_PDA_T3	para_ct	0.0625414614030008	0.146023362903108
KCNMB1	IU_PDA_T4	intercept	0.00350034415964954	NA
KCNMB1	IU_PDA_T4	intra	0.582834000985701	0
KCNMB1	IU_PDA_T4	juxta_ct	0.24048222718384	5.81306197178222e-07
KCNMB1	IU_PDA_T4	para_ct	0.038409560696424	0.41868540380624
KCNMB1	IU_PDA_T6	intercept	0.00659037132294987	NA
KCNMB1	IU_PDA_T6	intra	0.235188126524322	0.0271427243554534
KCNMB1	IU_PDA_T6	juxta_ct	0.180421603242725	0.066925485415726
KCNMB1	IU_PDA_T6	para_ct	0.378333183711801	0
KCNMB1	IU_PDA_T8	intercept	0.016922563156793	NA
KCNMB1	IU_PDA_T8	intra	0.0299095659428228	0.640991765930381
KCNMB1	IU_PDA_T8	juxta_ct	0.0998255040551195	0.0463271392721676
KCNMB1	IU_PDA_T8	para_ct	-0.00518329783703028	0.874044320148101
KCNMB1	IU_PDA_T9	intercept	0.0110562691662114	NA
KCNMB1	IU_PDA_T9	intra	0.563749278286601	0
KCNMB1	IU_PDA_T9	juxta_ct	0.180172269711298	0.000952145879838495
KCNMB1	IU_PDA_T9	para_ct	0.0788018713498233	0.0967544020527327
KCNMB4	IU_PDA_T1	intercept	0.0207209544962607	NA
KCNMB4	IU_PDA_T1	intra	0.0338023558468342	0.14017470593073
KCNMB4	IU_PDA_T1	juxta_ct	-0.0337451299771679	0.170273952683365
KCNMB4	IU_PDA_T1	para_ct	0.0369325564017999	0.0806479248604706
KCNMB4	IU_PDA_T10	intercept	0.00731500376774472	NA
KCNMB4	IU_PDA_T10	intra	0.00827328125822011	0.897819175419274
KCNMB4	IU_PDA_T10	juxta_ct	-0.102361706030214	0.100045117189922
KCNMB4	IU_PDA_T10	para_ct	-0.0707313961570751	0.20506742223505
KCNMB4	IU_PDA_T11	intercept	0.0247752826567181	NA
KCNMB4	IU_PDA_T11	intra	0.149138453253987	0.0901116822900681
KCNMB4	IU_PDA_T11	juxta_ct	0.12152584764918	0.0667592887027635
KCNMB4	IU_PDA_T11	para_ct	0.179815817557085	0.000129808808500442
KCNMB4	IU_PDA_T12	intercept	0.0607591869114969	NA
KCNMB4	IU_PDA_T12	intra	0.0510673318574472	0.381670695665374
KCNMB4	IU_PDA_T12	juxta_ct	0.119517616643644	0.0335925023887595
KCNMB4	IU_PDA_T12	para_ct	0.26310629220064	3.14288817193642e-10
KCNMB4	IU_PDA_T2	intercept	0.0282712013979178	NA
KCNMB4	IU_PDA_T2	intra	0.0640154209975321	0.168823507531683
KCNMB4	IU_PDA_T2	juxta_ct	0.0244803961464234	0.431194774771598
KCNMB4	IU_PDA_T2	para_ct	-0.00704133955541704	0.741094004480384
KCNMB4	IU_PDA_T3	intercept	0.0291071940502768	NA
KCNMB4	IU_PDA_T3	intra	0.0923973338376724	0.132163539330043
KCNMB4	IU_PDA_T3	juxta_ct	0.283446771884977	2.04683712867748e-07
KCNMB4	IU_PDA_T3	para_ct	0.195423374925227	2.38486085057943e-06
KCNMB4	IU_PDA_T4	intercept	0.0323470076351212	NA
KCNMB4	IU_PDA_T4	intra	0.0293102479129471	0.533327702641877
KCNMB4	IU_PDA_T4	juxta_ct	0.0559240151301493	0.179500396340886
KCNMB4	IU_PDA_T4	para_ct	0.0176634646679445	0.597857071771005
KCNMB4	IU_PDA_T6	intercept	0.0321710761525206	NA
KCNMB4	IU_PDA_T6	intra	-0.00447788440544478	0.507104734259786
KCNMB4	IU_PDA_T6	juxta_ct	-0.00843324088184014	0.152290313296823
KCNMB4	IU_PDA_T6	para_ct	0.00658282239570624	0.0108658039560987
KCNMB4	IU_PDA_T8	intercept	0.0103570561462844	NA
KCNMB4	IU_PDA_T8	intra	-0.00043117882584498	0.99268765599231
KCNMB4	IU_PDA_T8	juxta_ct	-0.0195773406305395	0.581892893383511
KCNMB4	IU_PDA_T8	para_ct	0.0537071434222304	0.0534314867371302
KCNMB4	IU_PDA_T9	intercept	0.0234488638290808	NA
KCNMB4	IU_PDA_T9	intra	0.201517841061834	0.000878535354167154
KCNMB4	IU_PDA_T9	juxta_ct	0.0796160837686983	0.165165985466945
KCNMB4	IU_PDA_T9	para_ct	0.00467788718622025	0.919864359406794
KCNN3	IU_PDA_T1	intercept	0.00716933659722378	NA
KCNN3	IU_PDA_T1	intra	-0.000136182464855823	0.778982960029102
KCNN3	IU_PDA_T1	juxta_ct	-0.000112287414873372	0.838321458226156
KCNN3	IU_PDA_T1	para_ct	0.000200717585428136	0.699321591271161
KCNN3	IU_PDA_T10	intercept	0.0117566767211623	NA
KCNN3	IU_PDA_T10	intra	0.00252751847314049	0.790959125185673
KCNN3	IU_PDA_T10	juxta_ct	0.00528338402988276	0.565439213969654
KCNN3	IU_PDA_T10	para_ct	-0.00125011671686055	0.88101552291919
KCNN3	IU_PDA_T11	intercept	0.0128552945590352	NA
KCNN3	IU_PDA_T11	intra	0.305848679938223	3.58497028618565e-06
KCNN3	IU_PDA_T11	juxta_ct	-0.0713502123170618	0.281374590909622
KCNN3	IU_PDA_T11	para_ct	0.128090191143024	0.0103388663904267
KCNN3	IU_PDA_T12	intercept	0.0307450399558173	NA
KCNN3	IU_PDA_T12	intra	0.255224387889185	4.59527958573958e-07
KCNN3	IU_PDA_T12	juxta_ct	0.104686310580499	0.0481841415292619
