target_gene	orig.ident	intra.RMSE	intra.R2	multi.RMSE	multi.R2	p.RMSE	p.R2	gain.RMSE	gain.R2
KCNK17	IU_PDA_T12	0.231696196390604	1.513504085667	0.226661746179957	5.34219482213748	0.267384094103506	0.0107195791323651	-0.005034450210647	3.82869073647048
KCNK17	IU_PDA_T2	0.133459160469661	0.0129448467542903	0.133132360689007	0.411927881877192	0.470475746780941	0.00632751224554245	-0.000326799780654002	0.398983035122902
KCNK17	IU_PDA_T3	0.0897899429106326	0.0866541994446579	0.0898153998449116	0.00869077116507189	0.502357410629767	0.943023723164693	2.54569342790084e-05	-0.077963428279586
KCNK17	IU_PDA_T4	0.045845254819427	0.000838629120869516	0.0458411446894723	0.00794671437613692	0.499813054646292	0.0522262869949214	-4.11012995470139e-06	0.0071080852552674
KCNK17	IU_PDA_T6	0.0586014806068822	0.00664563956789266	0.0586033163810374	0.00454576121457606	0.500081891157418	0.599161146578343	1.83577415519692e-06	-0.0020998783533166
KCNK17	IU_PDA_T8	0.0541974288999082	0	0.0542277766041826	0.0208646216500541	0.501296782360579	0.186950483150029	3.03477042743958e-05	0.0208646216500541
KCNK17	IU_PDA_T9	0.06342346668434	0.00293047701995564	0.0634317446906198	0	0.500341405894649	0.813049516849971	8.27800627979658e-06	-0.00293047701995564
KCNK3	IU_PDA_T1	0.0335368930622821	0.000212690903806934	0.0335340843239687	0	0.499920558663585	0.813049516849971	-2.80873831340345e-06	-0.000212690903806934
KCNK3	IU_PDA_T10	0.0310386692627025	0	0.0313165349907533	0.458093866202085	0.509345225621048	0.118097929778471	0.000277865728050799	0.458093866202085
KCNK3	IU_PDA_T11	0.0851325733139995	0	0.0851293534318421	0.0426163346714947	0.49987416551968	0.186950483150029	-3.21988215740143e-06	0.0426163346714947
KCNK3	IU_PDA_T12	0.183100381325143	1.82813569736833	0.17785709091649	7.23611794708812	0.26737389074175	0.00444696062022683	-0.00524329040865301	5.40798224971979
KCNK3	IU_PDA_T2	0.126501691857329	0.0720967996012689	0.126493277883362	0.038752211826254	0.499279571127281	0.736255478638268	-8.41397396700305e-06	-0.0333445877750149
KCNK3	IU_PDA_T3	0.314410321302272	24.2710902825701	0.245165990618736	53.9240843320117	1.99041632946573e-06	1.51509980750366e-05	-0.069244330683536	29.6529940494416
KCNK3	IU_PDA_T4	0.0717853632468289	1.25791680646738	0.0710631816297603	4.45572176727595	0.459075198109662	0.0864836272337104	-0.000722181617068593	3.19780496080857
KCNK3	IU_PDA_T6	0.100677039591092	1.14474651529166	0.100260018791096	2.01962256535219	0.466761119945985	0.139292850003642	-0.000417020799996004	0.87487605006053
KCNK3	IU_PDA_T8	0.044218056135709	0.00093433682581523	0.0442176047088748	0.0021784888661025	0.499971585187219	0.237702314920595	-4.51426834198465e-07	0.00124415204028727
KCNK3	IU_PDA_T9	0.0498947252056969	0	0.050035504897688	0.622084282403053	0.508157900171193	0.101964869223111	0.000140779691991104	0.622084282403053
KCNK6	IU_PDA_T1	0.154513321829417	0	0.154362424739475	0.246278528572221	0.494086567759318	0.0531248295819555	-0.000150897089941981	0.246278528572221
KCNK6	IU_PDA_T10	0.171320435197517	0.33095983804946	0.171377919688439	0.200605000951666	0.502053923993964	0.757354135860868	5.7484490921994e-05	-0.130354837097794
KCNK6	IU_PDA_T11	0.210668153410391	0.296621722964983	0.210147814775846	0.510108345637976	0.47151771978804	0.250507402271483	-0.000520338634545009	0.213486622672993
KCNK6	IU_PDA_T12	0.358779287486854	2.16299231342023	0.35591394365995	3.72591639975503	0.23420504672165	0.0793162847801707	-0.00286534382690401	1.5629240863348
KCNK6	IU_PDA_T2	0.194280843241013	0	0.193545842094277	0.441158948176925	0.479807768905501	0.0624032107674101	-0.000735001146735997	0.441158948176925
KCNK6	IU_PDA_T3	0.199207959908132	0.144405043109386	0.198919680311292	0.435632221378712	0.473073709994628	0.0712364085768335	-0.000288279596839996	0.291227178269326
KCNK6	IU_PDA_T4	0.227787620790906	0.979018903055455	0.226621891722741	2.2492436255918	0.43561184190712	0.114274804422669	-0.00116572906816501	1.27022472253634
KCNK6	IU_PDA_T6	0.249471616570665	0.00196229443896412	0.249352927432269	0.0522938054189881	0.495050195976381	0.133449364740167	-0.000118689138395994	0.050331510980024
KCNK6	IU_PDA_T8	0.165061509861907	0.367016192725413	0.165104454069198	0.368412060337073	0.501721610235488	0.49834848026361	4.29442072909791e-05	0.00139586761166
KCNK6	IU_PDA_T9	0.211961270510937	0.00147238921055948	0.211465712258833	0.250628423932404	0.482866629631259	0.138841621869778	-0.000495558252103984	0.249156034721844
KCNMA1	IU_PDA_T1	0.238912228706689	0.0414640875523453	0.238450847018077	0.298567431398207	0.480130210656944	0.141623655738955	-0.000461381688611984	0.257103343845862
