target_gene	view	Predictor	Predictor_original	Importance	nsamples	importance_rank	normalized_importance
KCNN4	intra	B_cells	B cells	8.87400013844874	9	4	0.445581702053089
KCNN4	intra	Endothelial_cells	Endothelial cells	0.822068028557759	10	6	0.0412777175629193
KCNN4	intra	Fibroblasts	Fibroblasts	19.2839981821343	10	2	0.968289001388968
KCNN4	intra	Hepatocytes	Hepatocytes	0.0129284354341696	4	10	0.000649163193122032
KCNN4	intra	Monocytes	Monocytes	2.87955512864118	10	5	0.144588354221046
KCNN4	intra	Normal_Epithelial_cells	Normal Epithelial cells	0.0370124281550421	3	9	0.00185846974049341
KCNN4	intra	PVL	PVL	0.395162009099839	10	8	0.0198418929292697
KCNN4	intra	TAM	TAM	10.8464782413971	10	3	0.544623863047218
KCNN4	intra	T_NK_cells	T-NK cells	0.510977499655177	7	7	0.0256572256541554
KCNN4	intra	Tumor_Epithelial_cells	Tumor Epithelial cells	19.9155398382841	10	1	1
KCNN4	juxta_ct	B_cells	B cells	14.9053650465042	9	4	0.509673381566783
KCNN4	juxta_ct	Endothelial_cells	Endothelial cells	2.4751556179901	10	6	0.0846353598042811
KCNN4	juxta_ct	Fibroblasts	Fibroblasts	25.7304490902829	10	2	0.879825818164188
KCNN4	juxta_ct	Hepatocytes	Hepatocytes	0.196417859278543	4	9	0.00671630344015509
KCNN4	juxta_ct	Monocytes	Monocytes	7.65539982475428	10	5	0.261768397067428
KCNN4	juxta_ct	Normal_Epithelial_cells	Normal Epithelial cells	0.143229405765731	3	10	0.00489757985454653
KCNN4	juxta_ct	PVL	PVL	1.12920577400569	10	8	0.0386120114151244
KCNN4	juxta_ct	TAM	TAM	20.137788082872	10	3	0.688590619381028
KCNN4	juxta_ct	T_NK_cells	T-NK cells	1.39624758578383	7	7	0.0477432271085374
KCNN4	juxta_ct	Tumor_Epithelial_cells	Tumor Epithelial cells	29.2449352577208	10	1	1
KCNN4	para_ct	B_cells	B cells	19.7169843999994	9	7	0.617856199936133
KCNN4	para_ct	Endothelial_cells	Endothelial cells	19.3635915134137	10	9	0.606782194826595
KCNN4	para_ct	Fibroblasts	Fibroblasts	20.468449464632	10	5	0.641404291256765
KCNN4	para_ct	Hepatocytes	Hepatocytes	21.5486498502242	4	3	0.675253712236757
KCNN4	para_ct	Monocytes	Monocytes	19.8719945391078	10	6	0.622713635209101
KCNN4	para_ct	Normal_Epithelial_cells	Normal Epithelial cells	31.9119309671692	3	1	1
KCNN4	para_ct	PVL	PVL	19.6531109629068	10	8	0.615854646436963
KCNN4	para_ct	TAM	TAM	21.0805369154714	10	4	0.660584811904954
KCNN4	para_ct	T_NK_cells	T-NK cells	17.8881606225187	7	10	0.560547734981062
KCNN4	para_ct	Tumor_Epithelial_cells	Tumor Epithelial cells	21.9401979174599	10	2	0.687523357330892
KCNQ4	intra	B_cells	B cells	2.08121950423547	9	4	0.393943978642204
KCNQ4	intra	Endothelial_cells	Endothelial cells	0.389772831922799	10	7	0.0737782150618045
KCNQ4	intra	Fibroblasts	Fibroblasts	5.28303418016123	10	1	1
KCNQ4	intra	Hepatocytes	Hepatocytes	0.000330848705246117	4	10	6.26247519822067e-05
KCNQ4	intra	Monocytes	Monocytes	0.872126276442978	10	5	0.165080566716372
KCNQ4	intra	Normal_Epithelial_cells	Normal Epithelial cells	0.190105439048369	3	8	0.0359841395238838
KCNQ4	intra	PVL	PVL	0.567222220575109	10	6	0.107366751989819
KCNQ4	intra	TAM	TAM	3.0531731491259	10	3	0.577920385332946
KCNQ4	intra	T_NK_cells	T-NK cells	0.0644168486720434	7	9	0.0121931538724358
KCNQ4	intra	Tumor_Epithelial_cells	Tumor Epithelial cells	4.62717280498616	10	2	0.875855170947418
KCNQ4	juxta_ct	B_cells	B cells	3.00210341780493	9	4	0.489903071840136
KCNQ4	juxta_ct	Endothelial_cells	Endothelial cells	0.705421915181454	10	6	0.115115409129854
KCNQ4	juxta_ct	Fibroblasts	Fibroblasts	6.1064846152575	10	2	0.996496507554215
KCNQ4	juxta_ct	Hepatocytes	Hepatocytes	0.0448298970440074	4	10	0.00731563880907029
KCNQ4	juxta_ct	Monocytes	Monocytes	2.12143813130698	10	5	0.346190291474369
KCNQ4	juxta_ct	Normal_Epithelial_cells	Normal Epithelial cells	0.328640761482561	3	8	0.0536297709223852
KCNQ4	juxta_ct	PVL	PVL	0.600758425668898	10	7	0.0980357293567964
KCNQ4	juxta_ct	TAM	TAM	4.89257273333966	10	3	0.798402345851543
KCNQ4	juxta_ct	T_NK_cells	T-NK cells	0.242175925361099	7	9	0.0395198676556183
KCNQ4	juxta_ct	Tumor_Epithelial_cells	Tumor Epithelial cells	6.12795385529766	10	1	1
KCNQ4	para_ct	B_cells	B cells	3.94946065802892	9	8	0.636286598344198
KCNQ4	para_ct	Endothelial_cells	Endothelial cells	4.13938862927478	10	7	0.66688536440831
KCNQ4	para_ct	Fibroblasts	Fibroblasts	4.37576472538052	10	2	0.704967258404456
KCNQ4	para_ct	Hepatocytes	Hepatocytes	3.85543460817137	4	10	0.621138323529009
KCNQ4	para_ct	Monocytes	Monocytes	4.25871276652503	10	5	0.68610934357037
KCNQ4	para_ct	Normal_Epithelial_cells	Normal Epithelial cells	6.20704674325462	3	1	1
KCNQ4	para_ct	PVL	PVL	4.22308258601397	10	6	0.680369064499685
KCNQ4	para_ct	TAM	TAM	4.30483869974669	10	4	0.693540564105609
KCNQ4	para_ct	T_NK_cells	T-NK cells	3.9103739253322	7	9	0.629989443785278
KCNQ4	para_ct	Tumor_Epithelial_cells	Tumor Epithelial cells	4.31424960083203	10	3	0.695056728148608
KCNS3	intra	B_cells	B cells	10.9921830773467	9	4	0.562030353151345
KCNS3	intra	Endothelial_cells	Endothelial cells	2.3841930542216	10	6	0.12190379789131
KCNS3	intra	Fibroblasts	Fibroblasts	19.5579883109742	10	1	1
KCNS3	intra	Hepatocytes	Hepatocytes	0.155454278127324	4	10	0.00794837769895263
KCNS3	intra	Monocytes	Monocytes	4.90938604799767	10	5	0.251016923107729
KCNS3	intra	Normal_Epithelial_cells	Normal Epithelial cells	0.228169649319373	3	9	0.011666314842378
KCNS3	intra	PVL	PVL	1.46131979149362	10	7	0.0747172852472594
KCNS3	intra	TAM	TAM	13.0901476474561	10	3	0.669299287806155
KCNS3	intra	T_NK_cells	T-NK cells	0.524753384831992	7	8	0.0268306421135116
KCNS3	intra	Tumor_Epithelial_cells	Tumor Epithelial cells	15.8483259476619	10	2	0.8103249524272
KCNS3	juxta_ct	B_cells	B cells	17.5134811946475	9	4	0.59451816465381
KCNS3	juxta_ct	Endothelial_cells	Endothelial cells	4.90319452115349	10	6	0.166445389997489
KCNS3	juxta_ct	Fibroblasts	Fibroblasts	29.4582777043417	10	1	1
KCNS3	juxta_ct	Hepatocytes	Hepatocytes	0.151261206832715	4	10	0.00513476070634032
KCNS3	juxta_ct	Monocytes	Monocytes	12.3233476633965	10	5	0.418332252383521
KCNS3	juxta_ct	Normal_Epithelial_cells	Normal Epithelial cells	0.624712538122478	3	9	0.0212066891483749
KCNS3	juxta_ct	PVL	PVL	2.6843519335625	10	7	0.0911238586486294
KCNS3	juxta_ct	TAM	TAM	25.1445972866605	10	3	0.853566441970047
KCNS3	juxta_ct	T_NK_cells	T-NK cells	1.81400862471261	7	8	0.0615789097692312
KCNS3	juxta_ct	Tumor_Epithelial_cells	Tumor Epithelial cells	27.4697505066469	10	2	0.932496827626765
KCNS3	para_ct	B_cells	B cells	21.3031765164648	9	9	0.655094790748969
KCNS3	para_ct	Endothelial_cells	Endothelial cells	21.9621222387671	10	7	0.675358055700698
KCNS3	para_ct	Fibroblasts	Fibroblasts	21.8136580639797	10	8	0.670792628218984
KCNS3	para_ct	Hepatocytes	Hepatocytes	16.114880513236	4	10	0.49554930315692
KCNS3	para_ct	Monocytes	Monocytes	22.3802393430583	10	4	0.688215590666553
KCNS3	para_ct	Normal_Epithelial_cells	Normal Epithelial cells	32.5192274725752	3	1	1
KCNS3	para_ct	PVL	PVL	22.0337032146727	10	5	0.677559245011422
KCNS3	para_ct	TAM	TAM	22.0316838183135	10	6	0.677497146477227
KCNS3	para_ct	T_NK_cells	T-NK cells	22.5899204767278	7	3	0.694663503177582
KCNS3	para_ct	Tumor_Epithelial_cells	Tumor Epithelial cells	23.1795234694443	10	2	0.712794407216241
KCNT2	intra	B_cells	B cells	0.881553457321797	9	4	0.380903164416298
KCNT2	intra	Endothelial_cells	Endothelial cells	0.14419934245509	10	7	0.0623059048679373
KCNT2	intra	Fibroblasts	Fibroblasts	2.31437682769767	10	1	1
KCNT2	intra	Hepatocytes	Hepatocytes	7.21230699675222e-06	4	10	3.11630626025883e-06
KCNT2	intra	Monocytes	Monocytes	0.371829549713901	10	5	0.160660764169418
KCNT2	intra	Normal_Epithelial_cells	Normal Epithelial cells	0.141555808166007	3	8	0.0611636819345561
KCNT2	intra	PVL	PVL	0.132045183906527	10	9	0.0570543147193038
KCNT2	intra	TAM	TAM	1.32266319361481	10	3	0.571498633146353
KCNT2	intra	T_NK_cells	T-NK cells	0.146606066008159	7	6	0.0633458062030468
KCNT2	intra	Tumor_Epithelial_cells	Tumor Epithelial cells	1.71307547130771	10	2	0.740188655022038
KCNT2	juxta_ct	B_cells	B cells	1.16617826466159	9	4	0.448671339888598
KCNT2	juxta_ct	Endothelial_cells	Endothelial cells	0.40442869569126	10	6	0.155598479481053
KCNT2	juxta_ct	Fibroblasts	Fibroblasts	2.59918154110565	10	1	1
KCNT2	juxta_ct	Hepatocytes	Hepatocytes	0.000112801271058061	4	10	4.33987658322924e-05
KCNT2	juxta_ct	Monocytes	Monocytes	0.907084106960596	10	5	0.348988361380381
KCNT2	juxta_ct	Normal_Epithelial_cells	Normal Epithelial cells	0.178867028216094	3	9	0.0688166737826272
KCNT2	juxta_ct	PVL	PVL	0.266933953318083	10	7	0.102699234007538
KCNT2	juxta_ct	TAM	TAM	1.85936690100393	10	3	0.715366307277246
KCNT2	juxta_ct	T_NK_cells	T-NK cells	0.227149699560564	7	8	0.0873927795993573
KCNT2	juxta_ct	Tumor_Epithelial_cells	Tumor Epithelial cells	2.16197422600271	10	2	0.831790389325032
KCNT2	para_ct	B_cells	B cells	1.47238404650111	9	4	0.765779476077959
KCNT2	para_ct	Endothelial_cells	Endothelial cells	1.42670797885321	10	7	0.742023584919106
KCNT2	para_ct	Fibroblasts	Fibroblasts	1.46570285290228	10	5	0.762304621167756
KCNT2	para_ct	Hepatocytes	Hepatocytes	0.912411435045188	4	10	0.474540560499013
KCNT2	para_ct	Monocytes	Monocytes	1.50147284033955	10	3	0.780908410243114
KCNT2	para_ct	Normal_Epithelial_cells	Normal Epithelial cells	1.92272591848781	3	1	1
KCNT2	para_ct	PVL	PVL	1.40662027841971	10	9	0.731576073789022
KCNT2	para_ct	TAM	TAM	1.42037897228947	10	8	0.738731900699903
KCNT2	para_ct	T_NK_cells	T-NK cells	1.45951104452029	7	6	0.759084293027143
KCNT2	para_ct	Tumor_Epithelial_cells	Tumor Epithelial cells	1.6121219776048	10	2	0.838456465429403
