target_gene	orig.ident	measure	value
KCND3	IU_PDA_T11	p.R2	0.202262353620759
KCND3	IU_PDA_T11	gain.RMSE	-9.2906244373997e-05
KCND3	IU_PDA_T11	gain.R2	0.16387874110359
KCND3	IU_PDA_T12	intra.RMSE	0.260498394338977
KCND3	IU_PDA_T12	intra.R2	0.839816235541655
KCND3	IU_PDA_T12	multi.RMSE	0.258224824161312
KCND3	IU_PDA_T12	multi.R2	2.49024956812699
KCND3	IU_PDA_T12	p.RMSE	0.348650285831318
KCND3	IU_PDA_T12	p.R2	0.034351461080203
KCND3	IU_PDA_T12	gain.RMSE	-0.002273570177665
KCND3	IU_PDA_T12	gain.R2	1.65043333258533
KCND3	IU_PDA_T2	intra.RMSE	0.0934498619783055
KCND3	IU_PDA_T2	intra.R2	0.36553624429843
KCND3	IU_PDA_T2	multi.RMSE	0.0932834908462259
KCND3	IU_PDA_T2	multi.R2	0.463409364743728
KCND3	IU_PDA_T2	p.RMSE	0.489085121333511
KCND3	IU_PDA_T2	p.R2	0.357724488831318
KCND3	IU_PDA_T2	gain.RMSE	-0.000166371132079596
KCND3	IU_PDA_T2	gain.R2	0.097873120445298
KCND3	IU_PDA_T3	intra.RMSE	0.146167323688028
KCND3	IU_PDA_T3	intra.R2	0.091454419839776
KCND3	IU_PDA_T3	multi.RMSE	0.14579447347501
KCND3	IU_PDA_T3	multi.R2	0.548333254990925
KCND3	IU_PDA_T3	p.RMSE	0.463416741927175
KCND3	IU_PDA_T3	p.R2	0.030243094008639
KCND3	IU_PDA_T3	gain.RMSE	-0.000372850213018
KCND3	IU_PDA_T3	gain.R2	0.456878835151149
KCND3	IU_PDA_T4	intra.RMSE	0.0640058925850352
KCND3	IU_PDA_T4	intra.R2	0
KCND3	IU_PDA_T4	multi.RMSE	0.0634627724221722
KCND3	IU_PDA_T4	multi.R2	1.80737636414245
KCND3	IU_PDA_T4	p.RMSE	0.472471469636789
KCND3	IU_PDA_T4	p.R2	0.0841590411062194
KCND3	IU_PDA_T4	gain.RMSE	-0.000543120162862995
KCND3	IU_PDA_T4	gain.R2	1.80737636414245
KCND3	IU_PDA_T6	intra.RMSE	0.148926242940564
KCND3	IU_PDA_T6	intra.R2	0.333362620416489
KCND3	IU_PDA_T6	multi.RMSE	0.148952993639405
KCND3	IU_PDA_T6	multi.R2	0.333105513832876
KCND3	IU_PDA_T6	p.RMSE	0.502035253143594
KCND3	IU_PDA_T6	p.R2	0.500371746941846
KCND3	IU_PDA_T6	gain.RMSE	2.67506988410049e-05
KCND3	IU_PDA_T6	gain.R2	-0.000257106583612998
KCND3	IU_PDA_T8	intra.RMSE	0.0970613751848125
KCND3	IU_PDA_T8	intra.R2	0.0440489627955398
KCND3	IU_PDA_T8	multi.RMSE	0.0970555993549206
KCND3	IU_PDA_T8	multi.R2	0.0251965742440774
KCND3	IU_PDA_T8	p.RMSE	0.499388379575188
KCND3	IU_PDA_T8	p.R2	0.768593892304218
KCND3	IU_PDA_T8	gain.RMSE	-5.77582989190473e-06
KCND3	IU_PDA_T8	gain.R2	-0.0188523885514624
KCND3	IU_PDA_T9	intra.RMSE	0.222076498692515
KCND3	IU_PDA_T9	intra.R2	0.674215063503019
KCND3	IU_PDA_T9	multi.RMSE	0.221251155666381
KCND3	IU_PDA_T9	multi.R2	1.416930786946
KCND3	IU_PDA_T9	p.RMSE	0.417527793938046
KCND3	IU_PDA_T9	p.R2	0.007480973897865
KCND3	IU_PDA_T9	gain.RMSE	-0.00082534302613399
KCND3	IU_PDA_T9	gain.R2	0.742715723442981
KCNE4	IU_PDA_T1	intra.RMSE	0.211944081098329
KCNE4	IU_PDA_T1	intra.R2	0.081804634774254
KCNE4	IU_PDA_T1	multi.RMSE	0.211618340125471
KCNE4	IU_PDA_T1	multi.R2	0.336960225088048
KCNE4	IU_PDA_T1	p.RMSE	0.481502145762838
KCNE4	IU_PDA_T1	p.R2	0.150489232244015
KCNE4	IU_PDA_T1	gain.RMSE	-0.00032574097285798
KCNE4	IU_PDA_T1	gain.R2	0.255155590313794
KCNE4	IU_PDA_T10	intra.RMSE	0.147633378305653
KCNE4	IU_PDA_T10	intra.R2	0.00574985931049321
KCNE4	IU_PDA_T10	multi.RMSE	0.147628556252728
KCNE4	IU_PDA_T10	multi.R2	0.00349000108675668
KCNE4	IU_PDA_T10	p.RMSE	0.499782590139163
KCNE4	IU_PDA_T10	p.R2	0.626340366207128
KCNE4	IU_PDA_T10	gain.RMSE	-4.82205292501314e-06
KCNE4	IU_PDA_T10	gain.R2	-0.00225985822373653
KCNE4	IU_PDA_T11	intra.RMSE	0.189141963891813
KCNE4	IU_PDA_T11	intra.R2	0.0126252894756695
KCNE4	IU_PDA_T11	multi.RMSE	0.189124108617125
KCNE4	IU_PDA_T11	multi.R2	0.332707642997321
KCNE4	IU_PDA_T11	p.RMSE	0.499426242852058
KCNE4	IU_PDA_T11	p.R2	0.0602776786375571
KCNE4	IU_PDA_T11	gain.RMSE	-1.78552746880056e-05
KCNE4	IU_PDA_T11	gain.R2	0.320082353521651
KCNE4	IU_PDA_T12	intra.RMSE	0.371469033682737
KCNE4	IU_PDA_T12	intra.R2	0.731514693618933
KCNE4	IU_PDA_T12	multi.RMSE	0.370646334439828
KCNE4	IU_PDA_T12	multi.R2	1.1702412440761
KCNE4	IU_PDA_T12	p.RMSE	0.368273669183873
KCNE4	IU_PDA_T12	p.R2	0.16947921110405
KCNE4	IU_PDA_T12	gain.RMSE	-0.000822699242909009
KCNE4	IU_PDA_T12	gain.R2	0.438726550457167
KCNE4	IU_PDA_T2	intra.RMSE	0.151919872235733
KCNE4	IU_PDA_T2	intra.R2	0.101354178030237
KCNE4	IU_PDA_T2	multi.RMSE	0.151994893154081
KCNE4	IU_PDA_T2	multi.R2	0.0431060240698078
KCNE4	IU_PDA_T2	p.RMSE	0.503296023646477
KCNE4	IU_PDA_T2	p.R2	0.799479879329252
KCNE4	IU_PDA_T2	gain.RMSE	7.502091834799e-05
KCNE4	IU_PDA_T2	gain.R2	-0.0582481539604292
KCNE4	IU_PDA_T3	intra.RMSE	0.186098696178107
KCNE4	IU_PDA_T3	intra.R2	0.618023141869883
KCNE4	IU_PDA_T3	multi.RMSE	0.186123940652633
KCNE4	IU_PDA_T3	multi.R2	0.618187390642562
KCNE4	IU_PDA_T3	p.RMSE	0.502123338007418
KCNE4	IU_PDA_T3	p.R2	0.499816794121489
KCNE4	IU_PDA_T3	gain.RMSE	2.52444745259817e-05
KCNE4	IU_PDA_T3	gain.R2	0.000164248772678954
KCNE4	IU_PDA_T4	intra.RMSE	0.11268580063755
KCNE4	IU_PDA_T4	intra.R2	0.061152476256412
KCNE4	IU_PDA_T4	multi.RMSE	0.112660763148429
KCNE4	IU_PDA_T4	multi.R2	0.104004186647759
KCNE4	IU_PDA_T4	p.RMSE	0.499071209037437
KCNE4	IU_PDA_T4	p.R2	0.265333447583623
KCNE4	IU_PDA_T4	gain.RMSE	-2.50374891209992e-05
KCNE4	IU_PDA_T4	gain.R2	0.042851710391347
KCNE4	IU_PDA_T6	intra.RMSE	0.234570912886958
KCNE4	IU_PDA_T6	intra.R2	1.19808369799188
KCNE4	IU_PDA_T6	multi.RMSE	0.233694575499674
KCNE4	IU_PDA_T6	multi.R2	1.93633433263205
KCNE4	IU_PDA_T6	p.RMSE	0.281109965656108
KCNE4	IU_PDA_T6	p.R2	0.0966833217698883
KCNE4	IU_PDA_T6	gain.RMSE	-0.000876337387283987
KCNE4	IU_PDA_T6	gain.R2	0.73825063464017
KCNE4	IU_PDA_T8	intra.RMSE	0.129777064531566
KCNE4	IU_PDA_T8	intra.R2	0.107500110741783
KCNE4	IU_PDA_T8	multi.RMSE	0.129619428648843
KCNE4	IU_PDA_T8	multi.R2	0.373213392486027
KCNE4	IU_PDA_T8	p.RMSE	0.490640682706757
KCNE4	IU_PDA_T8	p.R2	0.105876328371239
KCNE4	IU_PDA_T8	gain.RMSE	-0.000157635882723023
KCNE4	IU_PDA_T8	gain.R2	0.265713281744244
KCNE4	IU_PDA_T9	intra.RMSE	0.226633256280264
KCNE4	IU_PDA_T9	intra.R2	0.239326674985652
KCNE4	IU_PDA_T9	multi.RMSE	0.226374706573939
KCNE4	IU_PDA_T9	multi.R2	0.470780709600125
KCNE4	IU_PDA_T9	p.RMSE	0.484127289282812
KCNE4	IU_PDA_T9	p.R2	0.191943734099279
KCNE4	IU_PDA_T9	gain.RMSE	-0.000258549706325023
KCNE4	IU_PDA_T9	gain.R2	0.231454034614473
KCNJ15	IU_PDA_T1	intra.RMSE	0.0838292400689441
KCNJ15	IU_PDA_T1	intra.R2	0
KCNJ15	IU_PDA_T1	multi.RMSE	0.0838498644299362
KCNJ15	IU_PDA_T1	multi.R2	0
KCNJ15	IU_PDA_T1	p.RMSE	0.50176296352302
KCNJ15	IU_PDA_T1	p.R2	1
KCNJ15	IU_PDA_T1	gain.RMSE	2.06243609920942e-05
KCNJ15	IU_PDA_T1	gain.R2	0
KCNJ15	IU_PDA_T10	intra.RMSE	0.0730022976008883
KCNJ15	IU_PDA_T10	intra.R2	0
KCNJ15	IU_PDA_T10	multi.RMSE	0.0729878657311068
KCNJ15	IU_PDA_T10	multi.R2	0.00204319048476842
KCNJ15	IU_PDA_T10	p.RMSE	0.499580762085575
KCNJ15	IU_PDA_T10	p.R2	0.186950483150029
KCNJ15	IU_PDA_T10	gain.RMSE	-1.4431869781506e-05
KCNJ15	IU_PDA_T10	gain.R2	0.00204319048476842
KCNJ15	IU_PDA_T11	intra.RMSE	0.100180567857683
KCNJ15	IU_PDA_T11	intra.R2	0
KCNJ15	IU_PDA_T11	multi.RMSE	0.100201442040812
KCNJ15	IU_PDA_T11	multi.R2	0.138681561300091
KCNJ15	IU_PDA_T11	p.RMSE	0.501305588548625
KCNJ15	IU_PDA_T11	p.R2	0.186950483150029
KCNJ15	IU_PDA_T11	gain.RMSE	2.08741831289883e-05
KCNJ15	IU_PDA_T11	gain.R2	0.138681561300091
KCNJ15	IU_PDA_T12	intra.RMSE	0.326871073811
KCNJ15	IU_PDA_T12	intra.R2	12.2683727655026
KCNJ15	IU_PDA_T12	multi.RMSE	0.322024623975829
KCNJ15	IU_PDA_T12	multi.R2	14.832481430081
KCNJ15	IU_PDA_T12	p.RMSE	0.0196166631335312
KCNJ15	IU_PDA_T12	p.R2	0.102245686102122
KCNJ15	IU_PDA_T12	gain.RMSE	-0.00484644983517102
KCNJ15	IU_PDA_T12	gain.R2	2.5641086645784
KCNJ15	IU_PDA_T2	intra.RMSE	0.231810404702352
KCNJ15	IU_PDA_T2	intra.R2	0.0218549567481463
KCNJ15	IU_PDA_T2	multi.RMSE	0.230845379629426
KCNJ15	IU_PDA_T2	multi.R2	0.616007991541945
KCNJ15	IU_PDA_T2	p.RMSE	0.461952917670396
KCNJ15	IU_PDA_T2	p.R2	0.0201824276918708
KCNJ15	IU_PDA_T2	gain.RMSE	-0.000965025072926007
KCNJ15	IU_PDA_T2	gain.R2	0.594153034793799
KCNJ15	IU_PDA_T3	intra.RMSE	0.159000814577981
KCNJ15	IU_PDA_T3	intra.R2	0.351638183785257
KCNJ15	IU_PDA_T3	multi.RMSE	0.158785698276605
KCNJ15	IU_PDA_T3	multi.R2	0.68788977127195
KCNJ15	IU_PDA_T3	p.RMSE	0.491575532494314
KCNJ15	IU_PDA_T3	p.R2	0.106101089394558
KCNJ15	IU_PDA_T3	gain.RMSE	-0.000215116301375995
KCNJ15	IU_PDA_T3	gain.R2	0.336251587486693
KCNJ15	IU_PDA_T4	intra.RMSE	0.0904145315973761
KCNJ15	IU_PDA_T4	intra.R2	0
KCNJ15	IU_PDA_T4	multi.RMSE	0.0904199855763002
KCNJ15	IU_PDA_T4	multi.R2	0
KCNJ15	IU_PDA_T4	p.RMSE	0.500209744543777
KCNJ15	IU_PDA_T4	p.R2	1
KCNJ15	IU_PDA_T4	gain.RMSE	5.45397892409705e-06
KCNJ15	IU_PDA_T4	gain.R2	0
KCNJ15	IU_PDA_T6	intra.RMSE	0.233067885990476
KCNJ15	IU_PDA_T6	intra.R2	2.50311957222314
KCNJ15	IU_PDA_T6	multi.RMSE	0.231763469577579
KCNJ15	IU_PDA_T6	multi.R2	3.47723552083171
KCNJ15	IU_PDA_T6	p.RMSE	0.373781836362547
KCNJ15	IU_PDA_T6	p.R2	0.286373858191256
KCNJ15	IU_PDA_T6	gain.RMSE	-0.001304416412897
KCNJ15	IU_PDA_T6	gain.R2	0.97411594860857
KCNJ15	IU_PDA_T8	intra.RMSE	0.13097100316704
KCNJ15	IU_PDA_T8	intra.R2	0.17405119056572
KCNJ15	IU_PDA_T8	multi.RMSE	0.130789060501024
KCNJ15	IU_PDA_T8	multi.R2	0.364499351836256
KCNJ15	IU_PDA_T8	p.RMSE	0.487153082211161
KCNJ15	IU_PDA_T8	p.R2	0.0270397123746423
KCNJ15	IU_PDA_T8	gain.RMSE	-0.000181942666015983
KCNJ15	IU_PDA_T8	gain.R2	0.190448161270536
KCNJ15	IU_PDA_T9	intra.RMSE	0.203140656069647
KCNJ15	IU_PDA_T9	intra.R2	0.262110405745044
KCNJ15	IU_PDA_T9	multi.RMSE	0.200975548798799
KCNJ15	IU_PDA_T9	multi.R2	2.07500380606144
KCNJ15	IU_PDA_T9	p.RMSE	0.342530239701087
KCNJ15	IU_PDA_T9	p.R2	0.000678314497722949
KCNJ15	IU_PDA_T9	gain.RMSE	-0.00216510727084801
KCNJ15	IU_PDA_T9	gain.R2	1.8128934003164
KCNJ16	IU_PDA_T1	intra.RMSE	0.0517868867800216
KCNJ16	IU_PDA_T1	intra.R2	0.0027579206880568
KCNJ16	IU_PDA_T1	multi.RMSE	0.0517675442002175
KCNJ16	IU_PDA_T1	multi.R2	0
KCNJ16	IU_PDA_T1	p.RMSE	0.499315414870125
KCNJ16	IU_PDA_T1	p.R2	0.813049516849971
KCNJ16	IU_PDA_T1	gain.RMSE	-1.93425798040991e-05
KCNJ16	IU_PDA_T1	gain.R2	-0.0027579206880568
KCNJ16	IU_PDA_T10	intra.RMSE	0.0335506483678931
KCNJ16	IU_PDA_T10	intra.R2	0
KCNJ16	IU_PDA_T10	multi.RMSE	0.0335336525828963
KCNJ16	IU_PDA_T10	multi.R2	0.282153614230869
KCNJ16	IU_PDA_T10	p.RMSE	0.499450931532348
KCNJ16	IU_PDA_T10	p.R2	0.0893448307199445
KCNJ16	IU_PDA_T10	gain.RMSE	-1.69957849968025e-05
KCNJ16	IU_PDA_T10	gain.R2	0.282153614230869
KCNJ16	IU_PDA_T11	intra.RMSE	0.0287426552776161
KCNJ16	IU_PDA_T11	intra.R2	0
KCNJ16	IU_PDA_T11	multi.RMSE	0.0287422252989369
KCNJ16	IU_PDA_T11	multi.R2	0
KCNJ16	IU_PDA_T11	p.RMSE	0.499983773124152
KCNJ16	IU_PDA_T11	p.R2	1
KCNJ16	IU_PDA_T11	gain.RMSE	-4.29978679199888e-07
KCNJ16	IU_PDA_T11	gain.R2	0
KCNJ16	IU_PDA_T12	intra.RMSE	0.0466690043381837
KCNJ16	IU_PDA_T12	intra.R2	1.36431869236475
KCNJ16	IU_PDA_T12	multi.RMSE	0.0467477904367313
KCNJ16	IU_PDA_T12	multi.R2	1.13237417703263
KCNJ16	IU_PDA_T12	p.RMSE	0.503198557087071
KCNJ16	IU_PDA_T12	p.R2	0.581689035396379
KCNJ16	IU_PDA_T12	gain.RMSE	7.8786098547598e-05
KCNJ16	IU_PDA_T12	gain.R2	-0.23194451533212
KCNJ16	IU_PDA_T2	intra.RMSE	0.0857081691725932
KCNJ16	IU_PDA_T2	intra.R2	0.00292973907799032
KCNJ16	IU_PDA_T2	multi.RMSE	0.0844127093898219
KCNJ16	IU_PDA_T2	multi.R2	2.72097336863142
KCNJ16	IU_PDA_T2	p.RMSE	0.448673937283891
KCNJ16	IU_PDA_T2	p.R2	0.000841450360785101
KCNJ16	IU_PDA_T2	gain.RMSE	-0.0012954597827713
KCNJ16	IU_PDA_T2	gain.R2	2.71804362955343
KCNJ16	IU_PDA_T3	intra.RMSE	0.0183714639946282
KCNJ16	IU_PDA_T3	intra.R2	0.00038949021373913
KCNJ16	IU_PDA_T3	multi.RMSE	0.0183691581605854
KCNJ16	IU_PDA_T3	multi.R2	0.000177512169878824
KCNJ16	IU_PDA_T3	p.RMSE	0.499913757159039
KCNJ16	IU_PDA_T3	p.R2	0.68035918221362
KCNJ16	IU_PDA_T3	gain.RMSE	-2.30583404280116e-06
KCNJ16	IU_PDA_T3	gain.R2	-0.000211978043860306
KCNJ16	IU_PDA_T4	intra.RMSE	0.0246761859111092
KCNJ16	IU_PDA_T4	intra.R2	0.043432651916564
KCNJ16	IU_PDA_T4	multi.RMSE	0.0246575983611425
KCNJ16	IU_PDA_T4	multi.R2	0.00469057615454238
KCNJ16	IU_PDA_T4	p.RMSE	0.499257739900017
KCNJ16	IU_PDA_T4	p.R2	0.787901349990044
KCNJ16	IU_PDA_T4	gain.RMSE	-1.85875499666976e-05
KCNJ16	IU_PDA_T4	gain.R2	-0.0387420757620216
KCNJ16	IU_PDA_T6	intra.RMSE	0.132388638354307
KCNJ16	IU_PDA_T6	intra.R2	15.8154929379277
KCNJ16	IU_PDA_T6	multi.RMSE	0.131229832552039
KCNJ16	IU_PDA_T6	multi.R2	17.0732869795561
KCNJ16	IU_PDA_T6	p.RMSE	0.463542945255919
KCNJ16	IU_PDA_T6	p.R2	0.415163542788832
KCNJ16	IU_PDA_T6	gain.RMSE	-0.00115880580226801
KCNJ16	IU_PDA_T6	gain.R2	1.2577940416284
KCNJ16	IU_PDA_T8	intra.RMSE	0.122002191385446
KCNJ16	IU_PDA_T8	intra.R2	0.0273500740452093
KCNJ16	IU_PDA_T8	multi.RMSE	0.121106295572429
KCNJ16	IU_PDA_T8	multi.R2	1.41011380092835
KCNJ16	IU_PDA_T8	p.RMSE	0.469272967656942
KCNJ16	IU_PDA_T8	p.R2	0.0328946198619579
KCNJ16	IU_PDA_T8	gain.RMSE	-0.000895895813017009
KCNJ16	IU_PDA_T8	gain.R2	1.38276372688314
KCNJ16	IU_PDA_T9	intra.RMSE	0.0249844699109192
KCNJ16	IU_PDA_T9	intra.R2	0
KCNJ16	IU_PDA_T9	multi.RMSE	0.0251926676122624
KCNJ16	IU_PDA_T9	multi.R2	0.242770653941258
KCNJ16	IU_PDA_T9	p.RMSE	0.508303057770292
KCNJ16	IU_PDA_T9	p.R2	0.117517271379099
KCNJ16	IU_PDA_T9	gain.RMSE	0.000208197701343199
KCNJ16	IU_PDA_T9	gain.R2	0.242770653941258
KCNJ8	IU_PDA_T1	intra.RMSE	0.158576426450449
KCNJ8	IU_PDA_T1	intra.R2	0.452428947176482
KCNJ8	IU_PDA_T1	multi.RMSE	0.15840096610005
KCNJ8	IU_PDA_T1	multi.R2	0.482985821133353
KCNJ8	IU_PDA_T1	p.RMSE	0.479280520500039
KCNJ8	IU_PDA_T1	p.R2	0.459006205562769
KCNJ8	IU_PDA_T1	gain.RMSE	-0.000175460350399004
KCNJ8	IU_PDA_T1	gain.R2	0.030556873956871
KCNJ8	IU_PDA_T10	intra.RMSE	0.146458222914143
KCNJ8	IU_PDA_T10	intra.R2	0.0684427623872397
KCNJ8	IU_PDA_T10	multi.RMSE	0.146442084864896
KCNJ8	IU_PDA_T10	multi.R2	0.114827088164782
KCNJ8	IU_PDA_T10	p.RMSE	0.499392905455254
KCNJ8	IU_PDA_T10	p.R2	0.30331681796886
KCNJ8	IU_PDA_T10	gain.RMSE	-1.6138049247022e-05
KCNJ8	IU_PDA_T10	gain.R2	0.0463843257775423
KCNJ8	IU_PDA_T11	intra.RMSE	0.194644067491444
KCNJ8	IU_PDA_T11	intra.R2	0.982473143683731
KCNJ8	IU_PDA_T11	multi.RMSE	0.193940332859813
KCNJ8	IU_PDA_T11	multi.R2	1.5792720422117
KCNJ8	IU_PDA_T11	p.RMSE	0.469233497774116
KCNJ8	IU_PDA_T11	p.R2	0.0677889084061987
KCNJ8	IU_PDA_T11	gain.RMSE	-0.000703734631631009
KCNJ8	IU_PDA_T11	gain.R2	0.596798898527969
KCNJ8	IU_PDA_T12	intra.RMSE	0.317155856378506
KCNJ8	IU_PDA_T12	intra.R2	0.845219403942585
KCNJ8	IU_PDA_T12	multi.RMSE	0.314054536256472
KCNJ8	IU_PDA_T12	multi.R2	2.71063407734696
KCNJ8	IU_PDA_T12	p.RMSE	0.327689484794371
KCNJ8	IU_PDA_T12	p.R2	0.031552459291659
KCNJ8	IU_PDA_T12	gain.RMSE	-0.00310132012203401
KCNJ8	IU_PDA_T12	gain.R2	1.86541467340438
KCNJ8	IU_PDA_T2	intra.RMSE	0.1776213330644
KCNJ8	IU_PDA_T2	intra.R2	0.195483247005677
KCNJ8	IU_PDA_T2	multi.RMSE	0.17746172084089
KCNJ8	IU_PDA_T2	multi.R2	0.24838637229482
KCNJ8	IU_PDA_T2	p.RMSE	0.489958963263356
KCNJ8	IU_PDA_T2	p.R2	0.390283073488942
KCNJ8	IU_PDA_T2	gain.RMSE	-0.000159612223509992
KCNJ8	IU_PDA_T2	gain.R2	0.052903125289143
KCNJ8	IU_PDA_T3	intra.RMSE	0.231074592527949
KCNJ8	IU_PDA_T3	intra.R2	0.188012054261006
KCNJ8	IU_PDA_T3	multi.RMSE	0.230198624299519
KCNJ8	IU_PDA_T3	multi.R2	0.89081706366599
KCNJ8	IU_PDA_T3	p.RMSE	0.444712867335531
KCNJ8	IU_PDA_T3	p.R2	0.0244432317866756
KCNJ8	IU_PDA_T3	gain.RMSE	-0.000875968228430002
KCNJ8	IU_PDA_T3	gain.R2	0.702805009404984
KCNJ8	IU_PDA_T4	intra.RMSE	0.114428934259058
KCNJ8	IU_PDA_T4	intra.R2	0.339707139895555
KCNJ8	IU_PDA_T4	multi.RMSE	0.114483604265342
KCNJ8	IU_PDA_T4	multi.R2	0.267770326549752
KCNJ8	IU_PDA_T4	p.RMSE	0.503151255174916
KCNJ8	IU_PDA_T4	p.R2	0.634965016129072
KCNJ8	IU_PDA_T4	gain.RMSE	5.46700062840078e-05
KCNJ8	IU_PDA_T4	gain.R2	-0.071936813345803
KCNJ8	IU_PDA_T6	intra.RMSE	0.266803803379207
KCNJ8	IU_PDA_T6	intra.R2	1.26278827299551
KCNJ8	IU_PDA_T6	multi.RMSE	0.266586907123352
KCNJ8	IU_PDA_T6	multi.R2	1.46737711224362
KCNJ8	IU_PDA_T6	p.RMSE	0.493593685573056
KCNJ8	IU_PDA_T6	p.R2	0.377021606385539
KCNJ8	IU_PDA_T6	gain.RMSE	-0.000216896255855026
KCNJ8	IU_PDA_T6	gain.R2	0.20458883924811
KCNJ8	IU_PDA_T8	intra.RMSE	0.152365296235002
KCNJ8	IU_PDA_T8	intra.R2	0.175624038983007
KCNJ8	IU_PDA_T8	multi.RMSE	0.152341681683731
KCNJ8	IU_PDA_T8	multi.R2	0.163871502336004
KCNJ8	IU_PDA_T8	p.RMSE	0.499111270709197
KCNJ8	IU_PDA_T8	p.R2	0.529352037136885
KCNJ8	IU_PDA_T8	gain.RMSE	-2.36145512710062e-05
KCNJ8	IU_PDA_T8	gain.R2	-0.011752536647003
KCNJ8	IU_PDA_T9	intra.RMSE	0.213832680454564
KCNJ8	IU_PDA_T9	intra.R2	0.0965362409258153
KCNJ8	IU_PDA_T9	multi.RMSE	0.213729046110197
KCNJ8	IU_PDA_T9	multi.R2	0.0911439855449236
KCNJ8	IU_PDA_T9	p.RMSE	0.495598158732341
KCNJ8	IU_PDA_T9	p.R2	0.520364478188887
KCNJ8	IU_PDA_T9	gain.RMSE	-0.000103634344366998
KCNJ8	IU_PDA_T9	gain.R2	-0.00539225538089169
KCNK1	IU_PDA_T1	intra.RMSE	0.134749874285564
KCNK1	IU_PDA_T1	intra.R2	0.586604855476045
KCNK1	IU_PDA_T1	multi.RMSE	0.134743463580764
KCNK1	IU_PDA_T1	multi.R2	0.584330796269517
KCNK1	IU_PDA_T1	p.RMSE	0.499626618719056
KCNK1	IU_PDA_T1	p.R2	0.502620388431506
KCNK1	IU_PDA_T1	gain.RMSE	-6.41070480000838e-06
KCNK1	IU_PDA_T1	gain.R2	-0.00227405920652801
KCNK1	IU_PDA_T10	intra.RMSE	0.251070654748374
KCNK1	IU_PDA_T10	intra.R2	1.75874823282681
KCNK1	IU_PDA_T10	multi.RMSE	0.250136683527684
KCNK1	IU_PDA_T10	multi.R2	2.46762275439524
KCNK1	IU_PDA_T10	p.RMSE	0.431344561707217
KCNK1	IU_PDA_T10	p.R2	0.113809718678358
KCNK1	IU_PDA_T10	gain.RMSE	-0.00093397122069
KCNK1	IU_PDA_T10	gain.R2	0.70887452156843
KCNK1	IU_PDA_T11	intra.RMSE	0.268959235712234
KCNK1	IU_PDA_T11	intra.R2	5.82010564356358
KCNK1	IU_PDA_T11	multi.RMSE	0.267668288851256
KCNK1	IU_PDA_T11	multi.R2	6.71131616207218
KCNK1	IU_PDA_T11	p.RMSE	0.438305904173618
KCNK1	IU_PDA_T11	p.R2	0.233916196551654
KCNK1	IU_PDA_T11	gain.RMSE	-0.00129094686097803
KCNK1	IU_PDA_T11	gain.R2	0.8912105185086
KCNK1	IU_PDA_T12	intra.RMSE	0.314800091210711
KCNK1	IU_PDA_T12	intra.R2	8.37323379020843
KCNK1	IU_PDA_T12	multi.RMSE	0.312691838478043
KCNK1	IU_PDA_T12	multi.R2	9.55474450079118
KCNK1	IU_PDA_T12	p.RMSE	0.409106108008156
KCNK1	IU_PDA_T12	p.R2	0.237570781738605
KCNK1	IU_PDA_T12	gain.RMSE	-0.00210825273266801
KCNK1	IU_PDA_T12	gain.R2	1.18151071058275
KCNK1	IU_PDA_T2	intra.RMSE	0.236821703542892
KCNK1	IU_PDA_T2	intra.R2	1.65530211460512
KCNK1	IU_PDA_T2	multi.RMSE	0.236436121058574
KCNK1	IU_PDA_T2	multi.R2	1.97707290585007
KCNK1	IU_PDA_T2	p.RMSE	0.470674179766518
KCNK1	IU_PDA_T2	p.R2	0.244207173417737
KCNK1	IU_PDA_T2	gain.RMSE	-0.000385582484317998
KCNK1	IU_PDA_T2	gain.R2	0.32177079124495
KCNK1	IU_PDA_T3	intra.RMSE	0.236195735196223
KCNK1	IU_PDA_T3	intra.R2	3.62752448486437
KCNK1	IU_PDA_T3	multi.RMSE	0.235299461189663
KCNK1	IU_PDA_T3	multi.R2	4.34755026734554
KCNK1	IU_PDA_T3	p.RMSE	0.46948265384464
KCNK1	IU_PDA_T3	p.R2	0.116451519039404
KCNK1	IU_PDA_T3	gain.RMSE	-0.000896274006560005
KCNK1	IU_PDA_T3	gain.R2	0.72002578248117
KCNK1	IU_PDA_T4	intra.RMSE	0.300605099178956
KCNK1	IU_PDA_T4	intra.R2	2.61318015809733
KCNK1	IU_PDA_T4	multi.RMSE	0.299916829164645
KCNK1	IU_PDA_T4	multi.R2	3.06368719807467
KCNK1	IU_PDA_T4	p.RMSE	0.46083455478088
KCNK1	IU_PDA_T4	p.R2	0.328136295425594
KCNK1	IU_PDA_T4	gain.RMSE	-0.000688270014310988
KCNK1	IU_PDA_T4	gain.R2	0.45050703997734
KCNK1	IU_PDA_T6	intra.RMSE	0.463384480910536
KCNK1	IU_PDA_T6	intra.R2	5.52269961722668
KCNK1	IU_PDA_T6	multi.RMSE	0.458942668073427
KCNK1	IU_PDA_T6	multi.R2	7.32724292672063
KCNK1	IU_PDA_T6	p.RMSE	0.122374738671142
KCNK1	IU_PDA_T6	p.R2	0.0124778450125528
KCNK1	IU_PDA_T6	gain.RMSE	-0.00444181283710904
KCNK1	IU_PDA_T6	gain.R2	1.80454330949395
KCNK1	IU_PDA_T8	intra.RMSE	0.290524366569929
KCNK1	IU_PDA_T8	intra.R2	2.74412063216742
