pathway	pval	padj	log2err	ES	NES	size	leadingEdge	module	components
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.0425922667154175	0.0819082052219568	0.321775918075361	-0.427983715407113	-1.33899008474893	100	DDIT4;VEGFA;ERO1A;EIF4G1;NHP2;SERP1;BANF1;XBP1;ATF4;SEC11A;CEBPG;LSM1;EIF4A3;FUS;HSPA9;PDIA6;DNAJB9;HSPA5;FKBP14;DKC1;SRPRA;LSM4;KDELR3;DNAJC3;SPCS1;XPOT;EXOSC4;EXOSC1;SEC31A;PARN;IFIT1;KIF5B;EIF4A1;DCP2;SLC30A5;ARFGAP1;CNOT6;DCP1A;KHSRP;HYOU1;ERN1;HSP90B1;MTREX;EDC4;MTHFD2;POP4;CALR;IMP3	KCNMA1_KCNMB1	KCNMA1+KCNMB1
HALLMARK_PEROXISOME	0.0425922667154175	0.0819082052219568	0.321775918075361	-0.427472138406625	-1.33738956466702	100	TSPO;DHRS3;DHCR24;MVP;ECH1;PRDX5;CRABP2;GSTK1;ALDH9A1;CEL;TOP2A;FDPS;HSD11B2;SLC23A2;IDI1;HSD3B7;ACOX1;STS;SOD2;ELOVL5;ACSL5;ABCC5;GNPAT;SCP2;ABCD3;PEX11A;PABPC1;CLN6;EHHADH;NR1I2;ALB;SLC25A17;HMGCL;ABCD1;RDH11;HSD17B11;PEX6;ABCB9;FIS1	KCNMA1_KCNMB1	KCNMA1+KCNMB1
HALLMARK_IL2_STAT5_SIGNALING	0.0383657337948146	0.0819082052219568	0.321775918075361	-0.379093535311987	-1.29914566329007	195	MUC1;PLEC;TNFRSF21;ANXA4;SPP1;PHLDA1;PLSCR1;GPX4;DHRS3;KLF6;ITGA6;SERPINB6;CAPG;CD44;TNFSF10;XBP1;CA2;CDCP1;SLC1A5;SYNGR2;P4HA1;ST3GAL4;BCL2L1;SH3BGRL2;IRF6;ARL4A;GSTO1;LCLAT1;CTSZ;IL1R2;PLIN2;SPRED2;ITGAV;NOP2;PTRH2;FAH;BHLHE40;CDC42SE2;NCOA3;CYFIP1;RORA;HIPK2;CKAP4;CCND3;ALCAM;MYO1E	KCNMA1_KCNMB1	KCNMA1+KCNMB1
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.0408303905044394	0.0819082052219568	0.321775918075361	-0.370765219769308	-1.2662097427008	188	PMEPA1;IER3;LAMB3;SQSTM1;PHLDA1;VEGFA;F3;KLF6;SDC4;PLAUR;TNFAIP2;BIRC3;MCL1;SAT1;CCND1;ZC3H12A;CD44;IER2;G0S2;KYNU;LDLR;CLCF1;EFNA1;FOS;SERPINB2;TNIP1;SMAD3;PHLDA2;CCNL1;AREG;IFNGR2;JUN;KLF4;LITAF;TAP1;PFKFB3;IRF1;PLK2;ZFP36;TRIP10;EIF1;EHD1;CXCL3	KCNMA1_KCNMB1	KCNMA1+KCNMB1
HALLMARK_APICAL_JUNCTION	0.0609555189456343	0.112880590640063	0.234392647294686	0.397443285473744	1.27214225652458	191	MYL9;ACTG2;SPEG;ACTN1;SDC3;CD99;NEXN;PECAM1;VWF;PARVA;SORBS3;GNAI2;VCL;ACTB;HADH;CLDN5;MSN;MAP3K20;RSU1;FBN1;AKT3;EVL;FLNC;JAM3;TRAF1;MMP9;PTPRC;EPB41L2;CDH11;LAYN;VAV2;SGCE;IRS1;TMEM8B;AKT2;ACTC1;TSPAN4;INPPL1;ITGA9;SHC1;COL16A1;MYH10;ZYX;CD86;YWHAH;MAPK11;ARHGEF6;ADAM15;PKD1;RRAS;PFN1;CD209;TGFBI;SHROOM2;SLIT2;LDLRAP1;PTEN	KCNMA1_KCNMB1	KCNMA1+KCNMB1
HALLMARK_KRAS_SIGNALING_DN	0.0785597381342062	0.140285246668225	0.204294756516886	0.386628362905315	1.23853639365413	192	KCNMB1;EFHD1;SYNPO;ZBTB16;NR4A2;BTG2;ACTC1;SNN;TENT5C;TCF7L1;YPEL1;ASB7;CLSTN3;ITIH3	KCNMA1_KCNMB1	KCNMA1+KCNMB1
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.112128146453089	0.190839694656489	0.20207170902116	-0.475762445015385	-1.29917227146402	44	TXN;NQO1;GPX4;PFKP;MGST1;SELENOS;G6PD;STK25;MBP;ERCC2;PRDX6;PRDX4;GCLM;SOD2;GLRX2	KCNMA1_KCNMB1	KCNMA1+KCNMB1
HALLMARK_G2M_CHECKPOINT	0.114503816793893	0.190839694656489	0.211400189384923	-0.348010492743948	-1.18085197868701	179	HMGA1;JPT1;XPO1;CCND1;SLC12A2;NCL;RBM14;HNRNPD;SMAD3;UBE2C;SRSF2;HSPA8;BUB3;INCENP;CUL4A;SRSF1;NSD2;PML;TROAP;YTHDC1;TOP2A;SQLE;TRA2B;CDC20;STIL;CHEK1;RAD21;DKC1;NUMA1;MARCKS;PRC1;NUSAP1;CDK4;NOTCH2;GSPT1;SLC38A1;BCL3;PLK1;ILF3;TRAIP;PURA;CUL5;CHAF1A;MYC;RASAL2;EZH2;KIF5B;AURKA;BIRC5;MCM6;SFPQ;PBK;KIF20B;KIF11;CENPE;CCNA2;E2F1;MCM3	KCNMA1_KCNMB1	KCNMA1+KCNMB1
HALLMARK_HEME_METABOLISM	0.129934210526316	0.209571307300509	0.156312403073186	0.372311955493117	1.19076359182038	180	TNS1;ELL2;CTSB;FOXO3;HAGH;NUDT4;ARL2BP;PICALM;LMO2;CAT;MARK3;ADIPOR1;SNCA;FBXO9;MXI1;GYPC;UROD;RBM5;BTG2;PPOX;ALAD;EZH1;NEK7;SLC66A2;HTRA2;TENT5C;BCAM;ISCA1;GLRX5;NFE2L1;MKRN1;LAMP2;TRAK2;RAD23A;ARHGEF12;PSMD9;VEZF1;SLC10A3;BTRC;ACKR1;UBAC1;DAAM1;ACP5;AGPAT4;KHNYN;UROS;HMBS;SYNJ1;SLC30A1;FTCD;MPP1;NNT;TFDP2;RANBP10;RNF123;SPTB	KCNMA1_KCNMB1	KCNMA1+KCNMB1
HALLMARK_APOPTOSIS	0.142857142857143	0.223214285714286	0.186432558434075	-0.350208855545864	-1.16707186761343	155	KRT18;IER3;SQSTM1;PLAT;LGALS3;TSPO;ERBB2;GPX4;ERBB3;BIRC3;MCL1;ANXA1;SAT1;CCND1;CD44;TNFSF10;DAP;BCL2L1;JUN;BCL2L2;TAP1;VDAC2;LUM;IRF1;LMNA;BRCA1;TOP2A;CTNNB1;CASP6;MMP2;XIAP;F2R;CASP4;BNIP3L;BAX	KCNMA1_KCNMB1	KCNMA1+KCNMB1
HALLMARK_MYC_TARGETS_V2	0.206976744186047	0.297316896301668	0.14641623786055	-0.414497426411251	-1.17370349215449	53	HSPD1;HSPE1;PA2G4;WDR74;NOP2;WDR43;CDK4;PLK1;DCTPP1;MYC;RABEPK;TMEM97;PUS1;UNG;SLC19A1;IMP4;GRWD1;RCL1;PPRC1;PRMT3	KCNMA1_KCNMB1	KCNMA1+KCNMB1
HALLMARK_INTERFERON_ALPHA_RESPONSE	0.204176334106729	0.297316896301668	0.147331213699377	-0.362481551644995	-1.13855577286676	93	LGALS3BP;LY6E;IFI27;PLSCR1;NCOA7;PSME1;PSME2;PSMB8;IFITM1;B2M;TAP1;ISG15;IRF1;BST2	KCNMA1_KCNMB1	KCNMA1+KCNMB1
HALLMARK_COMPLEMENT	0.208121827411168	0.297316896301668	0.153158808683073	-0.32532098722642	-1.1110119870128	188	CD55;ADAM9;PLAT;LGALS3;ANXA5;PLSCR1;F3;SERPINA1;PLAUR;CFB;HSPA1A;PPP4C;KYNU;CTSH;CP;CA2;SRC;CD46;C3;SERPINB2;CTSD;DUSP6;IRF1;CALM3;F5;EHD1;LGMN;FDX1;MMP14;ANG;C4BPB;HSPA5	KCNMA1_KCNMB1	KCNMA1+KCNMB1
HALLMARK_TGF_BETA_SIGNALING	0.216666666666667	0.300925925925926	0.144630528034484	-0.415584633976933	-1.16457887073184	51	PMEPA1;ID1;HDAC1;CDH1;SMAD3;PPM1A;IFNGR2;SPTBN1;LTBP2;SMAD6;RHOA;CTNNB1;XIAP;PPP1CA;SMURF2;ENG;HIPK2;ID2	KCNMA1_KCNMB1	KCNMA1+KCNMB1
HALLMARK_NOTCH_SIGNALING	0.229074889867841	0.309560661983569	0.134273452883202	-0.467424876504982	-1.17743038786736	30	TCF7L2;CCND1;PSENEN;DTX4;DTX2;WNT5A;APH1A;DTX1;FZD5;NOTCH2	KCNMA1_KCNMB1	KCNMA1+KCNMB1
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.239242685025818	0.314793006612918	0.11378726182188	0.385827123107279	1.13277669349806	83	A2M;CD14;LTB;ITGB3;TLR2;IFNGR1;CSF1;IL1R1;CSF2RA;IL4R;ITGA4;ACVRL1;MAP3K8;IL13RA1;CSF3R;CBL;IL6ST;IL6;CSF2RB;IL17RA;MYD88;GRB2;PIK3R5;TYK2	KCNMA1_KCNMB1	KCNMA1+KCNMB1
HALLMARK_ADIPOGENESIS	0.250836120401338	0.321584769745305	0.108820126769161	0.34189874149221	1.09102115078663	185	MYLK;SORBS1;SPARCL1;CAVIN1;ITGA7;STOM;COL15A1;COL4A1;LAMA4;BCL6;PHLDB1;HADH;ADCY6;ENPP2;IFNGR1;PDCD4;GPX3;HSPB8;CAT;CAVIN2;ABCA1;ATL2;MTCH2;PHYH;QDPR;PPM1B;CYC1;PTGER3;UQCR11;SLC5A6;TANK;IMMT;DLAT;DHRS7B;ALDH2;VEGFB;GADD45A	KCNMA1_KCNMB1	KCNMA1+KCNMB1
HALLMARK_ANGIOGENESIS	0.274336283185841	0.342920353982301	0.121543282035469	-0.438884843638783	-1.12456808786604	33	TNFRSF21;S100A4;SPP1;VEGFA;LUM;SERPINA5;ITGAV;COL5A2	KCNMA1_KCNMB1	KCNMA1+KCNMB1
HALLMARK_UV_RESPONSE_UP	0.286746987951807	0.349691448721716	0.124434168630393	-0.323304163083576	-1.06864819157104	143	EPCAM;SQSTM1;TMBIM6;CLTB;DNAJB1;POLR2H;TUBA4A;BSG;CA2;FOS;STK25;AP2S1;CEBPG;TAP1;RPN1;IRF1;HLA-F;PRPF3;MMP14;C4BPB;MARK2;CHKA;EIF5;DGAT1;EIF2S3;TGFBRAP1;GRPEL1;CCND3;SOD2;YKT6;CYB5B;POLG2;AQP3	KCNMA1_KCNMB1	KCNMA1+KCNMB1
HALLMARK_INTERFERON_GAMMA_RESPONSE	0.29620253164557	0.352622061482821	0.12563992130984	-0.307754710104301	-1.05459540265096	191	LGALS3BP;LY6E;TAPBP;IFI27;PSMA2;PLSCR1;PFKP;CFB;TNFAIP2;MVP;VAMP8;TNFSF10;PSMB2;PSME1;PSME2;PSMB8;RNF213;B2M;TAP1;ISG15;ARL4A;IRF1;BST2;PML;PTPN6;OASL;RBCK1;CASP4;UBE2L6;MX2;SRI;ZNFX1;NCOA3;PSMB10;RIPK2;MX1;IRF5;SOD2	KCNMA1_KCNMB1	KCNMA1+KCNMB1
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.372641509433962	0.431483410206815	0.105520936843198	-0.329605840289424	-1.03602167399714	97	SQSTM1;SLC2A1;ARPC3;ARF1;RAC1;PAK4;GRK2;ACACA;RALB;AP2M1;SMAD2;MKNK2;MAPK8;PPP1CA;CDK4;PLA2G12A;ATF1;IRAK4;ACTR3;ARHGDIA;PIK3R3	KCNMA1_KCNMB1	KCNMA1+KCNMB1
HALLMARK_MITOTIC_SPINDLE	0.379705400981997	0.431483410206815	0.083129129135339	0.319301380153527	1.02285920487677	192	FLNA;GSN;PALLD;KIF1B;VCL;SYNPO;PAFAH1B1;ARHGEF11;NEDD9;PREX1;YWHAE;KLC1;PKD2;CEP250;ARHGAP10;TRIO;ABL1;EPB41L2;ARFGEF1;DOCK4;SPTAN1;HOOK3;SUN2;LRPPRC;MYH10;KNTC1;ARHGAP4;PCNT;CLIP1;SOS1;ARHGEF2;SHROOM2;SMC3;KATNB1	KCNMA1_KCNMB1	KCNMA1+KCNMB1
HALLMARK_APICAL_SURFACE	0.529203539823009	0.588003933136677	0.0699458736501659	0.358225282559421	0.941283428787948	44	HSPB1;SULF2;SRPX;TMEM8B;GAS1;SLC2A4;SHROOM2;NCOA6;ADIPOR2;AFAP1L2	KCNMA1_KCNMB1	KCNMA1+KCNMB1
HALLMARK_INFLAMMATORY_RESPONSE	0.590078328981723	0.641389488023612	0.0845557442441281	-0.27718084889453	-0.950086896615178	198	LY6E;CD55;TAPBP;F3;KLF6;PLAUR;CXCL8;ITGB8;TNFSF10;SELENOS;LDLR;ATP2A2;IFITM1;DCBLD2;IFNGR2;ATP2C1;P2RY2;IRF1;BST2;MMP14;ADM;PCDH7;TNFSF9;SRI;FZD5;PVR;HPN;MET;RIPK2	KCNMA1_KCNMB1	KCNMA1+KCNMB1
HALLMARK_HEDGEHOG_SIGNALING	0.773333333333333	0.805555555555556	0.0625237414724762	-0.313024745131572	-0.815927396869277	35	VEGFA;ADGRG1;PML;MYH9;ACHE;THY1;GLI1;SHH	KCNMA1_KCNMB1	KCNMA1+KCNMB1
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.773214285714286	0.805555555555556	0.0522693317499306	0.310435067673586	0.80521584290879	42	CCND2;MAML1;AXIN1;NCOR2;PPARD;NKD1;DVL2;FZD1;NOTCH4;SKP2;HEY1;LEF1	KCNMA1_KCNMB1	KCNMA1+KCNMB1
HALLMARK_BILE_ACID_METABOLISM	0.928813559322034	0.947768938083708	0.041488040200221	0.250396023403525	0.76134465120173	109	ACSL1;CAT;ALDH1A1;RXRA;ABCA8;ABCA1;EFHC1;PHYH;PEX1;CYP27A1;PFKM;SLC35B2;PNPLA8;DIO2;PEX12;TTR;MLYCD;PEX13;ATXN1;PECR;ABCA2;EPHX2;CH25H;ABCA5;HSD17B4;ALDH8A1;FADS2	KCNMA1_KCNMB1	KCNMA1+KCNMB1
HALLMARK_SPERMATOGENESIS	1	1	0.0379271467108098	0.211819652692301	0.652204800744924	127	JAM3;IP6K1;PCSK1N;MLLT10;CHFR;PRKAR2A;SCG5;TLE4;SHE;NF2;HSPA2;PGS1;SCG3;BRAF;SIRT1;MLF1	KCNMA1_KCNMB1	KCNMA1+KCNMB1
HALLMARK_MYC_TARGETS_V1	1.47478831176079e-12	7.37394155880396e-11	0.910119734774459	-0.689089758313397	-2.11845299077671	160	SERBP1;HSP90AB1;VDAC1;HSPE1;SRSF1;EEF1B2;TCP1;CANX;HSPD1;MYC;HNRNPD;PGK1;PSMA4;YWHAQ;SRSF3;PTGES3;PSMA2;HDGF;PSMA7;HNRNPA2B1;PSMB2;XPO1;ERH;CCT7;HNRNPC;HNRNPR;RNPS1;PSMD3;TRIM28;COX5A;RSL1D1;CCT3;POLD2;FAM120A;PABPC1;TUFM;SSBP1;SLC25A3;CCT5;BUB3;CBX3;NHP2;ILF2;MCM7;PSMD8;PRPF31;SMARCC1;PA2G4;SNRPD1;SNRPG;PSMA1;SNRPA;NME1;SRPK1;IMPDH2;LSM7;PCNA;XPOT;DUT;POLE3;NDUFAB1;GSPT1;DDX21;CYC1;ACP1;KPNB1;TYMS;DHX15	KCNMA1_KCNMB4	KCNMA1+KCNMB4
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	9.84514465217697e-08	2.46128616304424e-06	0.704975715167238	0.632995110596307	2.23158982326842	189	ACTA2;TAGLN;MYL9;TPM2;FN1;GREM1;CCN2;MYLK;FLNA;CCN1;TPM1;COL1A2;COL12A1;COL3A1;THBS1;CTHRC1;COL1A1;SPARC;COL6A3;DPYSL3;TIMP3;VIM;THBS2;RHOB;INHBA;FERMT2;POSTN;COL6A2;HTRA1;DCN;ITGA5;CDH11;VCAN;MMP2;LUM;COL4A2;DAB2;FBLN1;GADD45B;CALD1;IGFBP4;COL11A1;TNC;SERPINE1;COL16A1;GAS1;CXCL12;TIMP1;SLIT3;ADAM12;ELN;LGALS1;COL8A2;NNMT;LRRC15;SFRP4;TGFBR3;LRP1;MFAP5;COL5A2;SLIT2;MGP;ABI3BP;FBN1;P3H1;COL5A1;BMP1;VEGFC;WIPF1;SGCB;BGN;PMP22;ENO2	KCNMA1_KCNMB4	KCNMA1+KCNMB4
HALLMARK_OXIDATIVE_PHOSPHORYLATION	8.64967024321148e-06	0.000144161170720191	0.593325476396405	-0.561636285406533	-1.7353468344422	168	ATP1B1;COX6B1;VDAC1;GPX4;COX7C;GPI;ETFB;COX6A1;NDUFB6;ATP5F1B;MDH2;COX17;NDUFS8;COX8A;COX5A;ATP6V1E1;NDUFV1;MTX2;HSD17B10;TCIRG1;SLC25A3;COX7B;COX7A2;ATP5MC3;NDUFA1;TIMM13;ATP5ME;TIMM50;POR;COX6C;DLD;SDHA;NDUFV2;FDX1;SDHB;ATP6V1D;MDH1;ECI1;COX5B;NDUFAB1;DECR1;AFG3L2;NDUFS6;CYC1;ACAA1;ATP5MC2;HSPA9;PDHX;NDUFB2;ATP5MF;NDUFB5;ACADVL;SLC25A11;ATP6V0B;VDAC2;NDUFS2;NDUFA7;NDUFS3;ATP6AP1;ECHS1;NDUFS4;ECH1;UQCRC2;CYB5A;UQCRB;TIMM8B;CYB5R3	KCNMA1_KCNMB4	KCNMA1+KCNMB4
HALLMARK_MYOGENESIS	3.1535297621121e-05	0.000394191220264013	0.557332238758646	0.567343285734706	1.9917433884363	187	TAGLN;TPM2;DES;MYLK;AEBP1;COL3A1;SORBS1;COL1A1;IGFBP7;SPARC;COL6A3;SMTN;COL6A2;SPEG;PRNP;CNN3;COL4A2;GADD45B;SOD3;CDKN1A;PTP4A3;COX7A1;CRYAB;COL15A1;CLU;ADAM12;TEAD4;SSPN;GSN;ITGA7;GPX3;MEF2A;HSPB8;SPHK1;RIT1;FXYD1;SORBS3;SCD;BIN1;NCAM1;GAA;MAPK12;CACNA1H;APLNR;FOXO4	KCNMA1_KCNMB4	KCNMA1+KCNMB4
HALLMARK_DNA_REPAIR	0.000115209082387213	0.00115209082387213	0.538434096309916	-0.557520876740355	-1.68331812712586	138	EDF1;GUK1;GPX4;POLR2H;SUPT5H;APRT;SDCBP;COX17;GTF3C5;POLD4;NT5C;POLR1D;CSTF3;RBX1;VPS37B;DAD1;BCAP31;POLB;CETN2;TMED2;CDA;ERCC5;BCAM;NME1;DDB1;IMPDH2;POM121;CANT1;RAE1;NELFE;MPG;PCNA;DUT;AK1;SSRP1;TAF10;ZWINT;NME4;POLR1C;TK2;PNP;ZNF707;TAF6;SEC61A1;TYMS;LIG1;NUDT21;NUDT9;HPRT1;POLE4;ADCY6;GTF2H1;RFC5;DGUOK;RAD52;POLD3;TP53;CCNO;SUPT4H1;UPF3B;STX3;GSDME;ERCC3;POLD1	KCNMA1_KCNMB4	KCNMA1+KCNMB4
HALLMARK_GLYCOLYSIS	0.000153272214781896	0.0012772684565158	0.518848077743792	-0.509731484984964	-1.58687582454722	182	ELF3;DDIT4;SOX9;MIF;VEGFA;AGRN;COPB2;IER3;ERO1A;PGK1;QSOX1;SDC1;TXN;TFF3;MDH2;HDLBP;ENO1;CD44;G6PD;SOD1;EGLN3;EXT1;MET;PFKP;IGFBP3;HK2;HSPA5;AKR1A1;NOL3;ALDH9A1;DLD;CASP6;ANG;MDH1;PLOD2;SLC25A10;CLDN3;MPI;B4GALT4;IDUA;PGLS;B3GALT6;GLCE;GMPPB;CLN6;ISG20;BIK;ALDOB;GYS1;CAPN5;XYLT2;PYGB;SLC37A4	KCNMA1_KCNMB4	KCNMA1+KCNMB4
HALLMARK_MTORC1_SIGNALING	0.000209258229118821	0.00149470163656301	0.518848077743792	-0.524845050512638	-1.6252904004867	171	DDIT4;HSPE1;SLC2A1;CANX;GPI;HSPD1;ERO1A;PPP1R15A;PGK1;PSMA4;SLC1A5;BHLHE40;IDI1;SEC11A;ENO1;MAP2K3;G6PD;TMEM97;EGLN3;ACACA;DHCR24;ATP2A2;TUBA4A;SERP1;SQSTM1;PITPNB;HK2;HSPA5;PFKL;LTA4H;NUP205;GMPS;SSR1;ADIPOR2;NFYC;ATP6V1D;YKT6;TFRC;PSMB5;RPN1;PLOD2;PNO1;NFKBIB;EDEM1;CALR;ACLY;PNP;HSPA9;RRM2;SKAP2;M6PR;RAB1A;DHCR7;STARD4;UFM1;RPA1;UNG;LDLR;SLC37A4;DDX39A;CD9;HPRT1;CYB5B;NMT1;GTF2H1;CYP51A1;ADD3;ELOVL6;LGMN;CCNF;NAMPT;XBP1;DDIT3;PIK3R3	KCNMA1_KCNMB4	KCNMA1+KCNMB4
HALLMARK_ESTROGEN_RESPONSE_EARLY	0.000268394413077088	0.0016774650817318	0.49849310876659	-0.51205419817453	-1.59930110122785	191	MUC1;KRT8;ELF3;TFF1;MLPH;KRT18;LAD1;CLDN7;DHRS3;TOB1;ABHD2;SLC2A1;MYC;FLNB;SCNN1A;TFF3;BHLHE40;SLC37A1;CD44;TGM2;ESRP2;CCND1;TMPRSS3;PLAAT3;AREG;FHL2;MSMB;ALDH3B1;CA12;RHOD;CANT1;KCNK5;ARL3;DYNLT3;RAB17;CELSR1;FRK;KLK10;AFF1;KRT13;RBBP8;OVOL2;ELF1;WWC1;SLC16A1;DHCR7;UGCG;MYOF;AQP3;FARP1	KCNMA1_KCNMB4	KCNMA1+KCNMB4
HALLMARK_E2F_TARGETS	0.000472560837950831	0.00262533798861573	0.49849310876659	-0.50295772193369	-1.56268778084437	181	JPT1;SRSF1;MYC;HNRNPD;XPO1;PNN;POLD2;ANP32E;LUC7L3;HMGA1;MCM7;WDR90;HELLS;PA2G4;CSE1L;NME1;NUP205;PCNA;DUT;PRKDC;TFRC;SSRP1;TK1;CDKN1B;GSPT1;DNMT1;UBE2T;CBX5;RRM2;SMC1A;NBN;LIG1;NUDT21;SLBP;MCM6;EZH2;CENPM;SPAG5;RPA1;UNG;DDX39A;RAD21;WEE1;POLE4;IPO7;DCTPP1;PAICS;TIMELESS;DEK;DCK;MKI67;POLD3;CIT;MRE11;TOP2A;TP53;MCM4;LMNB1;NOP56;MCM2;CHEK1;TACC3;BRCA1;CENPE;CDCA3;CCNE1;SPC24;STMN1;GINS1;POLD1;ORC2	KCNMA1_KCNMB4	KCNMA1+KCNMB4
HALLMARK_XENOBIOTIC_METABOLISM	0.000709163399529924	0.00354581699764962	0.477270815362862	-0.495966332305724	-1.54624517680271	189	SPINT2;ABCC3;NQO1;REG1A;JUP;CFB;PTGDS;TMBIM6;EPHA2;PTGES3;PGD;SLC1A5;PGRMC1;CRP;RAP1GAP;SMOX;TMEM97;CYP2S1;ETS2;ATP2A2;KYNU;CA2;CNDP2;GART;SSR3;CDA;COMT;ALDH9A1;PSMB10;PTGR1;POR;TGFB2;CASP6;FBP1;AKR1C3;DDAH2;FAH;ALDH3A1;ACP1;AKR1C2;ALDH2;UGDH;LPIN2;CYP2C18;ECH1;DDT;SLC35B1;HPRT1;CYB5A;NMT1;BLVRB;MCCC2	KCNMA1_KCNMB4	KCNMA1+KCNMB4
HALLMARK_P53_PATHWAY	0.0012916992997653	0.00563290375410618	0.45505986738723	-0.485132805437406	-1.50730583125182	181	GPX2;DDIT4;S100A10;SAT1;VAMP8;S100A4;PLXNB2;TOB1;ITGB4;TRAF4;EPHA2;TM4SF1;IER3;PPP1R15A;SDC1;F2R;JUN;SLC3A2;HINT1;TXNIP;TAX1BP3;CTSD;IRAK1;BAIAP2;PERP;PRKAB1;APP;ST14;EPS8L2;ERCC5;TAP1;CCND3;POM121;IP6K2;MKNK2;PCNA;SERPINB5;AK1;ATF3;TGFB1;RCHY1;SP1;SEC61A1;RAD9A;SERTAD3;MXD4;RB1;HRAS;STEAP3;GADD45A	KCNMA1_KCNMB4	KCNMA1+KCNMB4
HALLMARK_ESTROGEN_RESPONSE_LATE	0.00135189690098548	0.00563290375410618	0.45505986738723	-0.477881178374435	-1.49088243782716	190	TFF1;LSR;LAMC2;TOB1;ABHD2;SERPINA1;ASS1;ETFB;MDK;FLNB;SCNN1A;TFF3;CD44;AGR2;TRIM29;SERPINA3;CCND1;TMPRSS3;PLAAT3;PERP;DLG5;AREG;ALDH3A2;MAPK13;CDH1;TSPAN13;EMP2;ALDH3B1;CA2;ST14;CA12;ZFP36;COX6C;SLC29A1;STIL;FGFR3;KCNK5;ARL3;DYNLT3;FRK;KLK11;DNAJC1;KLK10;AFF1;KRT13;RBBP8;OVOL2;UGDH;SLC16A1;DHCR7;ISG20;METTL3;MYOF;SERPINA5;FARP1;GJB3;PTPN6;CD9;HPRT1;BLVRB;FABP5;ADD3	KCNMA1_KCNMB4	KCNMA1+KCNMB4
HALLMARK_UV_RESPONSE_DN	0.00478217703227869	0.0183929885856873	0.407017918923954	0.532131318399315	1.80344132254337	141	KCNMA1;CCN1;COL1A2;COL3A1;COL1A1;DUSP1;DAB2;IGFBP5;CITED2;COL11A1;SERPINE1;RBPMS;AKT3;TGFBR2;SPOP;DLC1;CELF2;MAP1B;ARHGEF9;LTBP1;SYNJ2;TGFBR3;COL5A2;ADGRL2;BMPR1A;TJP1;NFKB1;SFMBT1;ATXN1;PMP22;FYN;ATP2B4;FZD2	KCNMA1_KCNMB4	KCNMA1+KCNMB4
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.010283921047643	0.0342797368254768	0.380730400722792	-0.561248738685647	-1.52720571382728	68	S100A11;PLSCR1;MAL2;PLAUR;LGALS3;IDI1;ANXA5;TMEM97;CTNNB1;JAG1;TNFRSF12A;PPARG;LSS;ATF3;ERRFI1;DHCR7;CHKA;STARD4;CPEB2;LDLR;ECH1;CD9;MVD;SREBF2;FDPS;FABP5;CYP51A1;LGMN;ATF5;FDFT1	KCNMA1_KCNMB4	KCNMA1+KCNMB4
HALLMARK_PROTEIN_SECRETION	0.0101457241243413	0.0342797368254768	0.380730400722792	-0.514233447543067	-1.47156591641805	92	ATP1A1;TSPAN8;KRT18;CAV2;COPB2;RER1;TMED10;SOD1;ERGIC3;AP2S1;TPD52;ANP32E;NAPA;AP2M1;TMX1;TMED2;RAB5A;RAB2A;TOM1L1;ICA1;YKT6;SNAP23;M6PR;ARFGEF2;YIPF6;STX7;GNAS;AP2B1	KCNMA1_KCNMB4	KCNMA1+KCNMB4
HALLMARK_FATTY_ACID_METABOLISM	0.0125301295381939	0.0391566548068559	0.380730400722792	-0.452160816803854	-1.38005382024201	145	S100A10;MIF;IDI1;PSME1;MDH2;CEL;HSD17B10;DHCR24;ALDH3A2;HSP90AA1;CA2;G0S2;ALDH9A1;DLD;SDHA;HSD17B11;ADIPOR2;ADSL;MDH1;ECI1;GLUL;ACSS1;MGLL;INMT;DECR1;ALDH3A1;ACAA1;HSPH1;NBN;UGDH;ACADVL;AUH;NTHL1;CRYZ;ACSL5;ECHS1;ECH1	KCNMA1_KCNMB4	KCNMA1+KCNMB4
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.0140320353119926	0.0412706920940958	0.380730400722792	-0.492834414932565	-1.42293256237868	100	EIF4G1;DDIT4;VEGFA;ERO1A;EIF4A2;SEC11A;BANF1;KHSRP;NHP2;SERP1;HSPA5;PDIA6;ZBTB17;KIF5B;SSR1;CEBPG;XPOT;NABP1;DNAJB9;ATF3;EDEM1;CALR;IMP3;HSPA9;MTREX;ATP6V0D1;SPCS1;EXOSC5;PREB;DNAJC3;DKC1;XBP1;NOP56;SPCS3;SEC31A;LSM1;ATF4;BAG3	KCNMA1_KCNMB4	KCNMA1+KCNMB4
