target,imp
Fibroblasts,8.271273827904933
Monocytes,8.950934897360979
B_cells,8.767114798673518
TAM,8.7691759977667445
Hepatocytes,8.692250638328709
Endothelial_cells,7.8592012006089496
PVL,8.448505958149747
Normal_Epithelial_cells,8.218395745803216
T_NK_cells,7.779593658945904
Tumor_Epithelial_cells,8.691845704445843
