target_gene	gene	n_sections_tested	n_sections_delta_gt_0	n_sections_delta_lt_0	mean_delta	median_delta	wilcox_p	wilcox_fdr
KCNAB1	SH3GLB2	3	1	2	-0.157510391938098	-0.221785034907387	0.422678074170635	0.827218059995725
KCNAB1	ATP5MC3	3	0	3	-0.143000633048866	-0.184117460068148	0.18144920772142	0.705631388466839
KCNAB1	SERBP1	3	0	3	-0.139962251775764	-0.156773181931279	0.18144920772142	0.705631388466839
KCNAB1	POLR2L	3	0	3	-0.128490881475738	-0.0638629498155816	0.18144920772142	0.705631388466839
KCNAB1	LUC7L	3	0	3	-0.128347219063256	-0.168482619693569	0.18144920772142	0.705631388466839
KCNAB1	SRSF7	3	0	3	-0.126249181339749	-0.136879113571258	0.18144920772142	0.705631388466839
KCNAB1	MAT2A	3	0	3	-0.124795933763293	-0.153464698537195	0.18144920772142	0.705631388466839
KCNAB1	TGFBR2	3	0	3	-0.124277120693905	-0.157015771907232	0.18144920772142	0.705631388466839
KCNAB1	TCIRG1	3	1	2	-0.122286526520851	-0.167580366426454	0.422678074170635	0.827218059995725
KCNAB1	IL32	3	0	3	-0.118537912791929	-0.155571378189239	0.18144920772142	0.705631388466839
KCNAB1	AFMID	3	1	2	-0.117444863088589	-0.0815224867755992	0.422678074170635	0.827218059995725
KCNAB1	MARCKS	3	0	3	-0.115652513512351	-0.0897800087932085	0.18144920772142	0.705631388466839
KCNAB1	LRPAP1	3	0	3	-0.114940207837114	-0.112987785996721	0.18144920772142	0.705631388466839
KCNAB1	APH1A	3	0	3	-0.11165441539815	-0.118929277637753	0.18144920772142	0.705631388466839
KCNAB1	C7	3	1	2	-0.1115099052121	-0.104840492898823	0.422678074170635	0.827218059995725
KCNAB1	FAF2	3	0	3	-0.108845745897359	-0.105282731313912	0.18144920772142	0.705631388466839
KCNAB1	HIST1H4C	3	0	3	-0.107739515180846	-0.0923161169614524	0.18144920772142	0.705631388466839
KCNAB1	TARS	3	0	3	-0.107038488303241	-0.0669300838943849	0.18144920772142	0.705631388466839
KCNAB1	LLGL2	3	0	3	-0.106341654046234	-0.0633506751171486	0.18144920772142	0.705631388466839
KCNAB1	GCG	3	1	2	-0.103648274851972	-0.137559018102312	0.422678074170635	0.827218059995725
KCNAB1	PRPF3	3	0	3	-0.103432332968543	-0.0884818674700223	0.18144920772142	0.705631388466839
KCNAB1	SSR2	3	1	2	-0.10328903102681	-0.14715566039578	0.422678074170635	0.827218059995725
KCNAB1	OSBPL9	3	0	3	-0.102207034274069	-0.135757614824971	0.18144920772142	0.705631388466839
KCNAB1	MT1H	3	1	2	-0.101993250183306	-0.129165917165195	0.422678074170635	0.827218059995725
KCNAB1	DCN	3	1	2	-0.101826555626079	-0.189123967584659	0.422678074170635	0.827218059995725
KCNAB1	MATR3	3	0	3	-0.101772716957713	-0.102192970940066	0.18144920772142	0.705631388466839
KCNAB1	MARCH6	3	0	3	-0.101705007976113	-0.123892138311709	0.18144920772142	0.705631388466839
KCNAB1	SRPRA	3	0	3	-0.101247721182718	-0.0607915121336742	0.18144920772142	0.705631388466839
KCNAB1	PDCD5	3	1	2	-0.100940318188121	-0.15898179213904	0.422678074170635	0.827218059995725
KCNAB1	ORMDL3	3	0	3	-0.0990522430384165	-0.0728486618932912	0.18144920772142	0.705631388466839
KCNAB2	CRELD2	3	0	3	-0.154593763106867	-0.171029187659593	0.18144920772142	0.739510772843032
KCNAB2	WDR13	3	0	3	-0.152914145571327	-0.206590942920322	0.18144920772142	0.739510772843032
KCNAB2	LARS	3	0	3	-0.146186276486311	-0.152641827539698	0.18144920772142	0.739510772843032
KCNAB2	SH3RF1	3	0	3	-0.140786696658939	-0.15432021312514	0.18144920772142	0.739510772843032
KCNAB2	SMARCC1	3	0	3	-0.139696607901589	-0.105071263897166	0.18144920772142	0.739510772843032
KCNAB2	KCNJ8	3	0	3	-0.137236050513167	-0.0100363759133822	0.18144920772142	0.739510772843032
KCNAB2	PPIE	3	0	3	-0.13645421675867	-0.152592679349623	0.18144920772142	0.739510772843032
KCNAB2	POLR2B	3	0	3	-0.13528270037784	-0.102048969359656	0.18144920772142	0.739510772843032
KCNAB2	EXOC4	3	0	3	-0.135124034630371	-0.111616690005067	0.18144920772142	0.739510772843032
KCNAB2	FAM13A	3	0	3	-0.129571339970155	-0.126885010339133	0.18144920772142	0.739510772843032
KCNAB2	BACE1	3	0	3	-0.125830251710989	-0.105939664878195	0.18144920772142	0.739510772843032
KCNAB2	EXT1	3	0	3	-0.125261937158888	-0.147265859964011	0.18144920772142	0.739510772843032
KCNAB2	OAF	3	1	2	-0.12458797966438	-0.173439673477466	0.422678074170635	0.857782168137868
KCNAB2	ZNF358	3	1	2	-0.123443155276939	-0.181049781117589	0.422678074170635	0.857782168137868
KCNAB2	NKTR	3	0	3	-0.122214927306522	-0.131441722966171	0.18144920772142	0.739510772843032
KCNAB2	NDUFA13	3	0	3	-0.12144821475599	-0.120022669075533	0.18144920772142	0.739510772843032
KCNAB2	ERRFI1	3	0	3	-0.12108676355791	-0.0546935602456751	0.18144920772142	0.739510772843032
KCNAB2	NUDT3	3	0	3	-0.12079943164812	-0.102475311664233	0.18144920772142	0.739510772843032
KCNAB2	CHCHD5	3	0	3	-0.118472409090214	-0.102853254430304	0.18144920772142	0.739510772843032
KCNAB2	RBPJL	3	1	2	-0.116781539098304	-0.0412036271929739	0.422678074170635	0.857782168137868
KCNAB2	MAP2K2	3	0	3	-0.115716841629588	-0.125210692860687	0.18144920772142	0.739510772843032
KCNAB2	PPIL2	3	0	3	-0.114467502016107	-0.128181861030086	0.18144920772142	0.739510772843032
KCNAB2	NOL7	3	0	3	-0.114324647365173	-0.0983664920833903	0.18144920772142	0.739510772843032
KCNAB2	HDAC2	3	1	2	-0.114319710490116	-0.122578269889199	0.422678074170635	0.857782168137868
KCNAB2	NMRAL1	3	1	2	-0.113743241485119	-0.140470415489411	0.422678074170635	0.857782168137868
KCNAB2	LONP1	3	0	3	-0.113569782153277	-0.135849299427393	0.18144920772142	0.739510772843032
KCNAB2	CARS	3	0	3	-0.113559658385765	-0.13219927987134	0.18144920772142	0.739510772843032
KCNAB2	PSMD6	3	0	3	-0.113533088179189	-0.0874183008591227	0.18144920772142	0.739510772843032
KCNAB2	PHLDB2	3	0	3	-0.113496587453696	-0.134420122342801	0.18144920772142	0.739510772843032
KCNAB2	ZFR	3	0	3	-0.113460802438169	-0.115123744879666	0.18144920772142	0.739510772843032
KCNC4	P4HB	3	0	3	-0.173118845822426	-0.0628897299249065	0.18144920772142	0.79444481593922
KCNC4	SAP18	3	0	3	-0.134812646846883	-0.117936463670553	0.18144920772142	0.79444481593922
KCNC4	AQP8	3	0	3	-0.134800755704022	-0.147543579074406	0.18144920772142	0.79444481593922
KCNC4	CPB1	3	0	3	-0.12682206996155	-0.0605213730537466	0.18144920772142	0.79444481593922
KCNC4	MT1H	3	0	3	-0.121947012782896	-0.12217769191224	0.18144920772142	0.79444481593922
KCNC4	LARP4	3	0	3	-0.121228431190686	-0.105134156955895	0.18144920772142	0.79444481593922
KCNC4	GALNT2	3	0	3	-0.115395739586657	-0.154080688963515	0.18144920772142	0.79444481593922
KCNC4	TMEM97	3	0	3	-0.115101876301616	-0.116612504243401	0.18144920772142	0.79444481593922
KCNC4	THOC7	3	0	3	-0.115027320660668	-0.102083232195827	0.18144920772142	0.79444481593922
KCNC4	STUB1	3	1	2	-0.111209360843357	-0.146786711915164	0.422678074170635	0.900315969967732
KCNC4	EPB41L4B	3	0	3	-0.108224329844373	-0.112796412459009	0.18144920772142	0.79444481593922
KCNC4	ALB	3	0	3	-0.107270470065194	-0.120467202779424	0.18144920772142	0.79444481593922
KCNC4	GRSF1	3	0	3	-0.10699184639778	-0.106744419987829	0.18144920772142	0.79444481593922
KCNC4	SEC11A	3	0	3	-0.106693772287018	-0.0749035635484428	0.18144920772142	0.79444481593922
KCNC4	EEF1D	3	0	3	-0.10615878545795	-0.116927950812721	0.18144920772142	0.79444481593922
KCNC4	WAC	3	1	2	-0.106098524514385	-0.0991120269097158	0.422678074170635	0.900315969967732
KCNC4	SLC3A2	3	1	2	-0.103153205156495	-0.0366544513417303	0.422678074170635	0.900315969967732
KCNC4	ACOX1	3	1	2	-0.103016977620486	-0.0534506968466736	0.422678074170635	0.900315969967732
KCNC4	ALDH2	3	0	3	-0.102440982796223	-0.0960758234759367	0.18144920772142	0.79444481593922
KCNC4	IFFO2	3	0	3	-0.102115806500553	-0.101895517879002	0.18144920772142	0.79444481593922
KCNC4	YIF1A	3	0	3	-0.101630500448531	-0.0742694131545387	0.18144920772142	0.79444481593922
KCNC4	PDIA6	3	0	3	-0.10104230248352	-0.0668210824980906	0.18144920772142	0.79444481593922
KCNC4	ECHDC3	3	0	3	-0.100355131941542	-0.110724290498193	0.18144920772142	0.79444481593922
KCNC4	F3	3	0	3	-0.0989856313667961	-0.0563286366716151	0.18144920772142	0.79444481593922
KCNC4	UQCRB	3	0	3	-0.0989528775478322	-0.119246886283466	0.18144920772142	0.79444481593922
KCNC4	NOP53	3	0	3	-0.0987642654874045	-0.107967213477328	0.18144920772142	0.79444481593922
KCNC4	IGFBP2	3	0	3	-0.0979263600570285	-0.0982891207567977	0.18144920772142	0.79444481593922
KCNC4	DPEP1	3	0	3	-0.0972061165629312	-0.129815279172651	0.18144920772142	0.79444481593922
KCNC4	COX6B1	3	1	2	-0.0969864403617379	-0.0997876241607905	0.422678074170635	0.900315969967732
KCNC4	CYB561	3	0	3	-0.0957073479064895	-0.0610329472162245	0.18144920772142	0.79444481593922
KCND3	NUPR1	3	0	3	-0.18453217233339	-0.228424558118844	0.18144920772142	0.872382220646536
KCND3	MAT2A	3	0	3	-0.18279643653202	-0.123926661850704	0.18144920772142	0.872382220646536
KCND3	PM20D1	3	0	3	-0.178010483205705	-0.123762534352701	0.18144920772142	0.872382220646536
KCND3	SPSB3	3	0	3	-0.163209666513705	-0.0846858908688475	0.18144920772142	0.872382220646536
KCND3	SMARCC1	3	0	3	-0.157449569491923	-0.160288049804567	0.18144920772142	0.872382220646536
KCND3	ARHGAP17	3	0	3	-0.148216975760212	-0.162913078001943	0.18144920772142	0.872382220646536
KCND3	CFTR	3	0	3	-0.14618288342078	-0.109191337392125	0.18144920772142	0.872382220646536
KCND3	COPZ1	3	0	3	-0.141381759487264	-0.0907390863837196	0.18144920772142	0.872382220646536
KCND3	PCID2	3	0	3	-0.13997474834411	-0.161777423244554	0.18144920772142	0.872382220646536
KCND3	BRD4	3	0	3	-0.138327963485653	-0.130477560792438	0.18144920772142	0.872382220646536
KCND3	RBM6	3	0	3	-0.135054805217175	-0.123401695319701	0.18144920772142	0.872382220646536
KCND3	PYCR1	3	0	3	-0.135037201262883	-0.0698678811920835	0.18144920772142	0.872382220646536
KCND3	MYO1C	3	0	3	-0.132030855320195	-0.119635017431121	0.18144920772142	0.872382220646536
KCND3	CERS2	3	0	3	-0.130937653131235	-0.0241520529128601	0.18144920772142	0.872382220646536
KCND3	MTMR12	3	1	2	-0.129154171110301	-0.0400569814693347	0.789268026134281	1
KCND3	PDIA2	3	1	2	-0.125840625883683	-0.183601599794462	0.422678074170635	0.966580525117459
KCND3	CTDSP1	3	0	3	-0.124418999923373	-0.0467854540618824	0.18144920772142	0.872382220646536
KCND3	LMO3	3	0	3	-0.123997407405844	-0.115951486341775	0.18144920772142	0.872382220646536
KCND3	GP2	3	0	3	-0.122642893551428	-0.0504641305282014	0.18144920772142	0.872382220646536
KCND3	SLC16A10	3	0	3	-0.122619535616111	-0.108466812061207	0.18144920772142	0.872382220646536
KCND3	PGGHG	3	0	3	-0.121680239571604	-0.0770959922386008	0.18144920772142	0.872382220646536
KCND3	GPATCH2L	3	0	3	-0.121201581255812	-0.117860480661769	0.18144920772142	0.872382220646536
KCND3	PRPF6	3	0	3	-0.120700383496074	-0.116103181273351	0.18144920772142	0.872382220646536
KCND3	SAR1A	3	1	2	-0.120616676699761	-0.168314399335151	0.422678074170635	0.966580525117459
KCND3	FAM13A	3	0	3	-0.119805409734719	-0.11606189089351	0.18144920772142	0.872382220646536
KCND3	HEBP2	3	0	3	-0.11945325887208	-0.0791744714799909	0.18144920772142	0.872382220646536
KCND3	BCLAF1	3	0	3	-0.118004399831206	-0.0533949394272483	0.18144920772142	0.872382220646536
KCND3	KANSL3	3	0	3	-0.117073768275174	-0.12612992239263	0.18144920772142	0.872382220646536
KCND3	LMO4	3	0	3	-0.11655570834204	-0.0768918419003308	0.18144920772142	0.872382220646536
KCND3	C6orf62	3	0	3	-0.116360411025812	-0.0740178391800734	0.18144920772142	0.872382220646536
KCNE4	HSPA1B	3	1	2	-0.238243277354598	-0.305148213925417	0.422678074170635	0.887003987918292
KCNE4	F11	3	0	3	-0.158022388209331	-0.191113817509234	0.18144920772142	0.790542827648752
KCNE4	ELP2	3	0	3	-0.151399081027701	-0.151045942241981	0.18144920772142	0.790542827648752
KCNE4	VGLL4	3	0	3	-0.144046091435538	-0.138725109644859	0.18144920772142	0.790542827648752
KCNE4	BACE1	3	1	2	-0.141439439512439	-0.158613610651905	0.422678074170635	0.887003987918292
KCNE4	PPP4R2	3	0	3	-0.140996853845255	-0.182320249086391	0.18144920772142	0.790542827648752
KCNE4	CFLAR	3	0	3	-0.137705619967562	-0.160346418846211	0.18144920772142	0.790542827648752
KCNE4	TC2N	3	0	3	-0.136181745671642	-0.107516340796879	0.18144920772142	0.790542827648752
KCNE4	SNRNP200	3	1	2	-0.135042177375334	-0.151642119026272	0.422678074170635	0.887003987918292
KCNE4	MARCH6	3	0	3	-0.134022776825936	-0.162888489471603	0.18144920772142	0.790542827648752
KCNE4	DIDO1	3	0	3	-0.133876687644892	-0.18398143594205	0.18144920772142	0.790542827648752
KCNE4	HSPA1A	3	1	2	-0.130473209526108	-0.165477478581431	0.422678074170635	0.887003987918292
KCNE4	RBX1	3	0	3	-0.126408178594595	-0.123286787399162	0.18144920772142	0.790542827648752
KCNE4	AFMID	3	0	3	-0.125579401566046	-0.0670407313972559	0.18144920772142	0.790542827648752
KCNE4	OGT	3	0	3	-0.124618641688297	-0.111524408440209	0.18144920772142	0.790542827648752
KCNE4	TUBGCP6	3	1	2	-0.123881891567346	-0.0674841179499203	0.422678074170635	0.887003987918292
KCNE4	DLGAP4	3	0	3	-0.122660398697034	-0.088942506733048	0.18144920772142	0.790542827648752
KCNE4	TRIM27	3	0	3	-0.121846849612463	-0.136037924191901	0.18144920772142	0.790542827648752
KCNE4	PRPF6	3	0	3	-0.121598685580597	-0.124393199145984	0.18144920772142	0.790542827648752
KCNE4	PDK4	3	0	3	-0.120414505172527	-0.115033524238143	0.18144920772142	0.790542827648752
KCNE4	ARF1	3	0	3	-0.119191729214389	-0.0796611189320833	0.18144920772142	0.790542827648752
KCNE4	SEC31A	3	0	3	-0.117336206420635	-0.0283812750125386	0.18144920772142	0.790542827648752
KCNE4	ATXN7	3	1	2	-0.117111212444109	-0.161654056528062	0.422678074170635	0.887003987918292
KCNE4	IPO5	3	1	2	-0.117039480461432	-0.0685637858260983	0.422678074170635	0.887003987918292
KCNE4	FKBP5	3	0	3	-0.116953098951434	-0.123075327840546	0.18144920772142	0.790542827648752
KCNE4	SMAD3	3	0	3	-0.116082216107841	-0.0996788728139686	0.18144920772142	0.790542827648752
KCNE4	RAB7A	3	0	3	-0.11510733623176	-0.118246647823054	0.18144920772142	0.790542827648752
KCNE4	SRSF4	3	0	3	-0.114874886629466	-0.111985981828647	0.18144920772142	0.790542827648752
KCNE4	PHRF1	3	0	3	-0.112626934358103	-0.0961568807070459	0.18144920772142	0.790542827648752
KCNE4	UAP1	3	0	3	-0.112337549294754	-0.111364334501917	0.18144920772142	0.790542827648752
KCNJ15	MT1G	3	0	3	-0.173528974879613	-0.137147419589474	0.18144920772142	0.91295813788591
KCNJ15	PNLIP	3	0	3	-0.130720447977357	-0.124282984406406	0.18144920772142	0.91295813788591
KCNJ15	MT1H	3	0	3	-0.126951195854084	-0.101332881693734	0.18144920772142	0.91295813788591
KCNJ15	AMY2B	3	0	3	-0.118010021948623	-0.112693120882537	0.18144920772142	0.91295813788591
KCNJ15	CLPS	3	0	3	-0.113593474651868	-0.113916163735843	0.18144920772142	0.91295813788591
KCNJ15	NUPR1	3	0	3	-0.107804963253825	-0.127758721328355	0.18144920772142	0.91295813788591
KCNJ15	CPB1	3	0	3	-0.0993087235820032	-0.092499992236367	0.18144920772142	0.91295813788591
KCNJ15	CEL	3	0	3	-0.0991576837204254	-0.130856355260184	0.18144920772142	0.91295813788591
KCNJ15	PRSS1	3	0	3	-0.099104615325946	-0.130417446768992	0.18144920772142	0.91295813788591
KCNJ15	MT2A	3	0	3	-0.0963982487177776	-0.0770180362477064	0.18144920772142	0.91295813788591
KCNJ15	PLA2G1B	3	0	3	-0.0959887076523717	-0.124311987966316	0.18144920772142	0.91295813788591
KCNJ15	CPA2	3	0	3	-0.0930848296519904	-0.100114630995388	0.18144920772142	0.91295813788591
KCNJ15	TMEM97	3	0	3	-0.087884381787483	-0.0777023072276584	0.18144920772142	0.91295813788591
KCNJ15	MT1E	3	0	3	-0.0874026495949257	-0.0899083947141581	0.18144920772142	0.91295813788591
KCNJ15	PRSS3	3	0	3	-0.0852755441450141	-0.0650305188291378	0.18144920772142	0.91295813788591
KCNJ15	CPA1	3	0	3	-0.08475595652688	-0.0831830415280548	0.18144920772142	0.91295813788591
KCNJ15	NUCB2	3	0	3	-0.0832441652276515	-0.0944776128599953	0.18144920772142	0.91295813788591
KCNJ15	EPB41L4B	3	0	3	-0.0805934176692886	-0.0835790006641901	0.18144920772142	0.91295813788591
KCNJ15	KLK1	3	0	3	-0.0792226247970644	-0.0937236723797663	0.18144920772142	0.91295813788591
KCNJ15	PRDX4	3	0	3	-0.0791700728207276	-0.0807860241438738	0.18144920772142	0.91295813788591
KCNJ15	ERP27	3	0	3	-0.078768318499645	-0.096518154567093	0.18144920772142	0.91295813788591
KCNJ15	BHLHA15	3	0	3	-0.0773253226374617	-0.0464052586554273	0.18144920772142	0.91295813788591
KCNJ15	SPINK1	3	0	3	-0.0767759848073399	-0.0805857639255425	0.18144920772142	0.91295813788591
KCNJ15	CELA3A	3	1	2	-0.0746088636417855	-0.10746832981527	0.422678074170635	0.960144905744077
KCNJ15	STC2	3	0	3	-0.0711475529771795	-0.0882209245925605	0.18144920772142	0.91295813788591
KCNJ15	CHAC1	3	0	3	-0.0709849906275409	-0.0642984194608081	0.18144920772142	0.91295813788591
KCNJ15	CAMK2N2	3	0	3	-0.0709633647373025	-0.0758529539399272	0.18144920772142	0.91295813788591
KCNJ15	LMF2	3	0	3	-0.0698764031561545	-0.0659755275514828	0.18144920772142	0.91295813788591
KCNJ15	ALB	3	0	3	-0.0696801351832043	-0.0530280308080263	0.18144920772142	0.91295813788591
KCNJ15	PAIP2B	3	1	2	-0.0659198260861642	-0.0994100162395595	0.422678074170635	0.960144905744077
KCNJ16	CPB1	3	0	3	-0.0974408909228683	-0.0418184858044279	0.18144920772142	0.953522036192452
KCNJ16	PNLIP	3	0	3	-0.0919201419044997	-0.0621677974983559	0.18144920772142	0.953522036192452
KCNJ16	KLK1	3	0	3	-0.0845276075232963	-0.0311548622448985	0.18144920772142	0.953522036192452
KCNJ16	MT1G	3	0	3	-0.0840109036348056	-0.0329337911133472	0.18144920772142	0.953522036192452
KCNJ16	SRPRA	3	0	3	-0.0836724076338629	-0.0452110088508269	0.18144920772142	0.953522036192452
KCNJ16	CTRB2	3	0	3	-0.0832454086730863	-0.0216798581363635	0.18144920772142	0.953522036192452
KCNJ16	KIAA1324	3	0	3	-0.071895041971961	-0.0600423889842974	0.18144920772142	0.953522036192452
KCNJ16	EEF2	3	1	2	-0.0709778718151089	-0.0687304055403986	0.422678074170635	1
KCNJ16	ERP27	3	0	3	-0.0698946787075855	-0.0771675161478211	0.18144920772142	0.953522036192452
KCNJ16	CLPS	3	0	3	-0.0676437654008923	-0.0642923237902915	0.18144920772142	0.953522036192452
KCNJ16	PLA2G1B	3	0	3	-0.0672413255875711	-0.0628905817553962	0.18144920772142	0.953522036192452
KCNJ16	SERPINI2	3	0	3	-0.0653906270249051	-0.0627161338692872	0.18144920772142	0.953522036192452
KCNJ16	AMY2B	3	0	3	-0.0651932223023534	-0.0692745469663496	0.18144920772142	0.953522036192452
KCNJ16	UBA52	3	0	3	-0.0628486633916165	-0.0244764908340112	0.18144920772142	0.953522036192452
KCNJ16	PRSS1	3	0	3	-0.0628086671663315	-0.0681750845492095	0.18144920772142	0.953522036192452
KCNJ16	SLC25A15	3	0	3	-0.0621132523660022	-0.0434137098361611	0.18144920772142	0.953522036192452
KCNJ16	PRDX4	3	0	3	-0.0612340838643156	-0.0388233783575083	0.18144920772142	0.953522036192452
KCNJ16	CEL	3	0	3	-0.0608192108413146	-0.0743908473026709	0.18144920772142	0.953522036192452
KCNJ16	IGFBP2	3	0	3	-0.0603362508491264	-0.0452028489234366	0.18144920772142	0.953522036192452
KCNJ16	ZFPM1	3	0	3	-0.0591554457027586	-0.0640908893880938	0.18144920772142	0.953522036192452
KCNJ16	PGC	3	1	2	-0.0575903209426787	-0.0848445090200363	0.422678074170635	1
KCNJ16	CPA1	3	0	3	-0.0570035653356745	-0.0312642540849115	0.18144920772142	0.953522036192452
KCNJ16	CTRL	3	0	3	-0.0562368798777066	-0.0602409214777087	0.18144920772142	0.953522036192452
KCNJ16	MYC	3	0	3	-0.0561665434314403	-0.0547668334498245	0.18144920772142	0.953522036192452
KCNJ16	CTRB1	3	0	3	-0.0561316298154111	-0.0313245956339925	0.18144920772142	0.953522036192452
KCNJ16	CELA2B	3	0	3	-0.0556323683518101	-0.0109796327372154	0.18144920772142	0.953522036192452
KCNJ16	NUCB2	3	0	3	-0.0546613173982072	-0.0580998718126	0.18144920772142	0.953522036192452
KCNJ16	C1orf122	3	0	3	-0.0535702732539785	-0.0495881755040904	0.18144920772142	0.953522036192452
KCNJ16	FUT1	3	0	3	-0.0524807231673129	-0.06637409002737	0.18144920772142	0.953522036192452
KCNJ16	RGS2	3	0	3	-0.0515491282242559	-0.0686859705833094	0.18144920772142	0.953522036192452
KCNJ8	HSPA1A	3	0	3	-0.155938152080993	-0.0648894478227695	0.18144920772142	0.826679608162742
KCNJ8	HSPA1B	3	1	2	-0.134500555025416	-0.073692120522223	0.422678074170635	0.914925782559937
KCNJ8	UBC	3	0	3	-0.0733040562819035	-0.0554524878714879	0.18144920772142	0.826679608162742
KCNJ8	DNAJB1	3	1	2	-0.07072752574928	-0.00424508017931768	0.789268026134281	1
KCNJ8	INS	3	0	3	-0.0635174637342267	-0.0500789919735432	0.18144920772142	0.826679608162742
KCNJ8	AQP1	3	1	2	-0.0565466537210069	-0.0856236866724749	0.422678074170635	0.914925782559937
KCNJ8	STT3A	3	0	3	-0.0565258904461775	-0.0580675197341921	0.18144920772142	0.826679608162742
KCNJ8	RELCH	3	0	3	-0.0561618374974057	-0.027530802787315	0.18144920772142	0.826679608162742
KCNJ8	PPIF	3	0	3	-0.0550404907068755	-0.048360363599606	0.18144920772142	0.826679608162742
KCNJ8	DCAF5	3	0	3	-0.0529005851575268	-0.0400653068990567	0.18144920772142	0.826679608162742
KCNJ8	UBB	3	0	3	-0.0525307535542464	-0.0499080786326639	0.18144920772142	0.826679608162742
KCNJ8	ATF5	3	0	3	-0.0495495898046194	-0.0284596180619456	0.18144920772142	0.826679608162742
KCNJ8	ARPC2	3	0	3	-0.049190977337006	-0.0440675581946575	0.18144920772142	0.826679608162742
KCNJ8	HSP90AA1	3	1	2	-0.0467875853771937	-0.0191520297733512	0.789268026134281	1
KCNJ8	STRAP	3	1	2	-0.045245095952551	-0.0496812812090726	0.422678074170635	0.914925782559937
KCNJ8	BCAT2	3	0	3	-0.0448050063667944	-0.0416108696429707	0.18144920772142	0.826679608162742
KCNJ8	GGA1	3	1	2	-0.0438866816409547	-0.0342300005233807	0.422678074170635	0.914925782559937
KCNJ8	LMO4	3	0	3	-0.0431708657469605	-0.0482148180486789	0.18144920772142	0.826679608162742
KCNJ8	ARHGAP32	3	0	3	-0.0430903782993509	-0.0498553438682736	0.18144920772142	0.826679608162742
KCNJ8	MIB2	3	0	3	-0.0430541410755062	-0.0408356255112768	0.18144920772142	0.826679608162742
