target,imp
Fibroblasts,4.895635173006702
Monocytes,0.7120260514256465
B_cells,3.6602050363981924
TAM,2.047345513271244
Hepatocytes,5.89319250233469e-4
Endothelial_cells,0.22296012121937822
PVL,0.003344157484528317
Normal_Epithelial_cells,7.098121517850897e-4
T_NK_cells,0.0015111972209907929
Tumor_Epithelial_cells,4.732312507334403
