target,imp
Fibroblasts,5.67381582404922
Monocytes,1.039473095349193
B_cells,5.020952342083653
TAM,4.973252034038449
Hepatocytes,0.13455923259935004
Endothelial_cells,0.8082025991761752
PVL,0.1877120437880473
Normal_Epithelial_cells,0.004356610071491102
T_NK_cells,0.12266315920416482
Tumor_Epithelial_cells,6.2553157622266
