target_gene	orig.ident	available_for_local_corr
SIGMAR1	IU_PDA_T1	True
SIGMAR1	IU_PDA_T10	True
SIGMAR1	IU_PDA_T11	True
SIGMAR1	IU_PDA_T12	True
SIGMAR1	IU_PDA_T2	True
SIGMAR1	IU_PDA_T3	True
SIGMAR1	IU_PDA_T4	True
SIGMAR1	IU_PDA_T6	True
SIGMAR1	IU_PDA_T8	True
SIGMAR1	IU_PDA_T9	True
