pathway	orig.ident	mean_score_scaled	median_score_scaled	max_score_scaled
EMT	IU_PDA_T1	0.341275859858467	0.275881680851103	2.40604291946607
EMT	IU_PDA_T10	-0.215222116050069	-0.26155102816596	1.81480747812688
EMT	IU_PDA_T11	0.844235178172704	1.0045293525949	2.30863714084468
EMT	IU_PDA_T12	1.69835007005839	1.76990905591739	2.88020022509639
EMT	IU_PDA_T2	0.484172705452668	0.520320906688121	1.9137481038672
EMT	IU_PDA_T3	0.788835654899716	0.919914248163194	2.33544739880801
EMT	IU_PDA_T4	0.506138529818145	0.467174150280066	2.55630910009774
EMT	IU_PDA_T6	0.988718721139049	1.09202954463117	2.67872580751677
EMT	IU_PDA_T8	-0.192777893345328	-0.208451239311485	1.69282208071411
EMT	IU_PDA_T9	1.06601923503076	1.10000696774853	2.50176899031196
